21,2021-02-28,9:08:55,0,0,TJ Deardorff,{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,Coe College,Riley LeGrand,{24ACC51A-2541-446C-BA2C-8087FA840B67},L,Coe College,Wind Up,,Top,,,,Two Seam Fastball,,Ball,,,,,,,36.643,3.651,-1.857,1606,295.498,3:45,1.385,0.781,1.922,-1.285,-0.269,0.487,1.127,0.747,33.2,-5.952,1.793,0.463,,,,,,,,,,,,-0.281,-0.156,-0.743,15.24,1.459,1.015,-36.217,1.891,-4.787,7.508,-12.465,Coe College,Coe College,,,,,{1EDEE686-FBA8-4491-A5EA-2938D36A7C65},-0.747,1.127
22,2021-02-28,9:09:06,0,0,TJ Deardorff,{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,Coe College,Riley LeGrand,{24ACC51A-2541-446C-BA2C-8087FA840B67},L,Coe College,Wind Up,,Top,,,,Two Seam Fastball,,Ball,,,,,,,37.226,1.834,-3.134,1796,305.949,4:15,1.359,0.687,1.716,-1.373,-0.362,0.446,0.509,0.241,33.76,-8.286,0.173,0.462,,,,,,,,,,,,-0.264,-0.188,-0.609,15.24,1.396,1.844,-36.742,0.662,-4.606,7.897,-13.091,Coe College,Coe College,,,,,{D1039843-B8FD-456E-B176-E11AC9FCBF1E},-0.241,0.509
23,2021-02-28,9:09:18,0,0,TJ Deardorff,{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,Coe College,Riley LeGrand,{24ACC51A-2541-446C-BA2C-8087FA840B67},L,Coe College,Wind Up,,Top,,,,Four Seam Fastball,,Ball,,,,,,,36.98,1.461,-2.886,1760,311.994,4:30,1.25,0.696,1.928,-1.339,-0.343,0.343,0.322,0.229,33.74,-8.507,-0.314,0.458,,,,,,,,,,,,-0.21,-0.181,-0.634,15.24,1.275,1.73,-36.565,0.492,-3.653,7.549,-12.947,Coe College,Coe College,,,,,{8A1FD8B2-6404-4476-B8D9-5DCCA1919777},-0.229,0.322
24,2021-02-28,9:09:34,0,0,TJ Deardorff,{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,Coe College,Riley LeGrand,{24ACC51A-2541-446C-BA2C-8087FA840B67},L,Coe College,Wind Up,,Top,,,,Two Seam Fastball,,Called Strike,,,,,,,36.567,1.193,-3.89,1823,288.175,3:30,1.343,0.702,1.907,-1.201,-0.181,0.447,0.478,0.055,33.322,-7.746,-0.548,0.464,,,,,,,,,,,,-0.274,-0.09,-0.617,15.24,1.363,2.312,-36.186,0.358,-4.665,7.405,-11.33,Coe College,Coe College,,,,,{BC6E52A9-F14C-4A39-AB05-48B6C3EF115F},-0.055,0.478
25,2021-02-28,9:09:47,0,0,TJ Deardorff,{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,Coe College,Riley LeGrand,{24ACC51A-2541-446C-BA2C-8087FA840B67},L,Coe College,Wind Up,,Top,,,,Slider,,Ball,,,,,,,33.419,3.119,-1.951,1227,50.842,7:45,1.423,0.567,1.737,-1.612,-0.368,-0.388,0.697,-0.375,30.379,-8.786,-4.832,0.514,,,,,,,,,,,,0.193,-0.196,-0.514,15.24,1.491,1.256,-33.073,1.266,2.707,6.715,-12.56,Coe College,Coe College,,,,,{CE5D3043-BF75-44D1-8DC6-1FABDB83C260},0.375,0.697
26,2021-02-28,9:10:08,0,0,TJ Deardorff,{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,Coe College,Riley LeGrand,{24ACC51A-2541-446C-BA2C-8087FA840B67},L,Coe College,Wind Up,,Top,,,,Four Seam Fastball,,Single,,,,,,,37.287,1.275,-2.856,1891,291.559,3:45,1.454,0.688,1.97,-1.15,-0.174,0.358,0.662,0.246,33.92,-7.319,-0.171,0.453,,,,,,,,,,,,-0.219,-0.088,-0.628,15.24,1.476,1.723,-36.852,0.449,-3.862,7.638,-11.355,Coe College,Coe College,,,,,{0FD11583-BCA1-43D6-8EBB-D73B7BD1F8E0},-0.246,0.662
27,2021-02-28,9:10:32,0,0,TJ Deardorff,{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,Coe College,JT Henry,{0D9F25CD-2CFF-4600-A512-164EBCF4B760},R,Coe College,Wind Up,,Top,,,,Slider,,Ball,,,,,,,33.138,-1.396,-2.588,1290,129.258,10:15,1.736,0.767,1.783,-1.052,0.213,-0.313,0.289,-0.28,30.352,-9.106,-4.902,0.516,,,,,,,,,,,,0.149,0.148,-0.7,15.24,1.695,1.581,-32.732,-1.139,2.071,6.07,-7.746,Coe College,Coe College,,,,,{9CF070CD-EED4-4AA5-B4AC-81E01193BC58},0.28,0.289
28,2021-02-28,9:10:50,0,0,TJ Deardorff,{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,Coe College,JT Henry,{0D9F25CD-2CFF-4600-A512-164EBCF4B760},R,Coe College,Wind Up,,Top,,,,Two Seam Fastball,,Foul Ball,,,,,,,37.949,1.102,-4.369,1807,300.266,4:00,1.628,0.829,1.945,-1.31,-0.367,0.583,0.628,0.186,34.845,-8.628,-0.012,0.445,,,,,,,,,,,,-0.352,-0.195,-0.737,15.24,1.645,2.672,-37.554,0.283,-6.479,7.545,-13.396,Coe College,Coe College,,,,,{9EE930AC-405C-4D16-9C3A-B16E189F6752},-0.186,0.628
29,2021-02-28,9:11:14,0,0,TJ Deardorff,{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,Coe College,JT Henry,{0D9F25CD-2CFF-4600-A512-164EBCF4B760},R,Coe College,Wind Up,,Top,,,,Two Seam Fastball,,Called Strike,,,,,,,37.927,0.908,-4.921,1840,278.069,3:15,1.681,0.953,1.84,-1.085,-0.129,0.688,0.853,0.249,34.56,-7.133,0.194,0.449,,,,,,,,,,,,-0.41,-0.06,-0.84,15.24,1.695,2.982,-37.507,0.207,-7.512,7.792,-10.906,Coe College,Coe College,,,,,{21088546-EBB6-41C0-A62C-E8CA6582F052},-0.249,0.853
30,2021-02-28,9:11:32,0,0,TJ Deardorff,{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,Coe College,JT Henry,{0D9F25CD-2CFF-4600-A512-164EBCF4B760},R,Coe College,Wind Up,,Top,,,,Two Seam Fastball,,Contact Out,,,,,,,38.328,0.416,-5.676,1999,275.06,3:15,1.598,0.825,1.9,-1.015,-0.088,0.643,0.7,-0.134,34.929,-7.137,-0.887,0.442,,,,,,,,,,,,-0.395,-0.034,-0.699,15.24,1.601,3.549,-37.964,-0.077,-7.386,8.115,-10.45,Coe College,Coe College,,,,,{A168B7F8-121F-499A-B846-A2A9F076BF6E},0.134,0.7
31,2021-02-28,9:11:56,0,0,TJ Deardorff,{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,Coe College,Will Young,{01EB9425-A76F-48A8-BAB3-C7F0EC906AD4},L,Coe College,Wind Up,,Top,,,,Two Seam Fastball,,Called Strike,,,,,,,37.789,1.447,-4.432,1741,302.174,4:00,1.406,0.727,1.986,-1.249,-0.309,0.449,0.563,-0.066,34.746,-7.865,-1.076,0.444,,,,,,,,,,,,-0.279,-0.166,-0.635,15.24,1.43,2.761,-37.513,0.542,-5.135,7.529,-12.862,Coe College,Coe College,,,,,{CC2E91A5-01C3-4422-B41F-FEF589336771},0.066,0.563
