No,Date,Time,"PA of Inning","Pitch of PA",Pitcher,"Pitcher ID","Pitcher Handedness","Pitcher Team",Batter,"Batter ID","Batter Handedness","Batter Team","Pitch Set",Col15,Top/Bottom,Col17,Col18,Col19,"Pitch Type",Col21,"Pitch Call",Col23,Col24,Col25,Col26,Col27,Col28,"Pitch Speed [m/s]","Pitch Launch (V) [°]","Pitch Launch (H) [°]","Pitch Spin [rpm]","Pitch Spin Axis [°]","Pitch Spin Tilt","Pitch Release Height [m]","Pitch Release Side [m]","Pitch Extension [m]","Pitch Break (V) [m]","Pitch Break Ind (V) [m]","Pitch Break (H) [m]","Pitch Strike Zone - Height [m]","Pitch Strike Zone - Offset [m]","Pitch Zone Speed [m/s]","Pitch Approach (V) [°]","Pitch Approach (H) [°]","Pitch Time [s]","Hit Ball Speed [m/s]","Hit Ball Launch (V) [°]","Hit Ball Launch (H) [°]",Col50,Col51,Col52,Col53,"Hit Carry Distance [m]",Col55,Col56,"Hit Ball Flight Time [s]","pfxx [m]","pfxz [m]","x0 [m]","y0 [m]","z0 [m]","vx0 [m/s]","vy0 [m/s]","vz0 [m/s]","ax [m/s²]","ay [m/s²]","az [m/s²]","Home Team","Away Team",Col71,Col72,Col73,Col74,GUID,"px [m]","pz [m]"
1,2019/02/19,14:40:26,0,0,"Riley LeGrand",{24ACC51A-2541-446C-BA2C-8087FA840B67},R,"Coe College","Nolan Weber",{E68D176A-E368-4272-985B-C5389034779D},L,"Coe College","Wind Up",,Top,,,,Slider,,Ball,,,,,,,38.426,3.174,-3.064,1158.00,323.681,4:45,1.349,0.821,1.911,-1.687,-0.716,0.526,0.556,0.486,34.536,-9.326,0.463,0.445,,,,,,,,,,,,-0.349,-0.393,-0.763,15.240,1.371,1.644,-37.693,2.265,-4.598,8.369,-21.849,"Coe College","Coe College",,,,,{03C42AE0-3853-4F3A-8D6A-556E54225B16},-0.475,0.474
2,2019/02/19,14:40:55,0,0,"Riley LeGrand",{24ACC51A-2541-446C-BA2C-8087FA840B67},R,"Coe College","Nolan Weber",{E68D176A-E368-4272-985B-C5389034779D},L,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,"Contact Out",,,,,,,37.763,2.254,-6.635,3590.00,290.188,3:45,1.395,1.028,2.148,-1.396,-0.417,1.135,0.627,0.319,33.894,-8.132,1.791,0.447,,,,,,,,,,,,-0.911,-0.003,-0.907,15.240,1.423,3.915,-37.043,1.216,-12.100,7.747,-15.410,"Coe College","Coe College",,,,,{332B7990-FF91-4EB2-818B-3921D1B202E2},-0.325,0.599
3,2019/02/19,14:41:31,0,0,"Riley LeGrand",{24ACC51A-2541-446C-BA2C-8087FA840B67},R,"Coe College","JT Henry",{4B2C93B6-724B-47D4-B45F-644FA936C12C},R,"Coe College","Wind Up",,Top,,,,Curveball,,Ball,,,,,,,31.724,1.225,-4.715,2444.00,42.617,7:30,1.554,0.990,2.038,-1.438,-0.035,-0.032,0.459,-0.360,28.467,-9.515,-5.023,0.535,,,,,,,,,,,,-0.258,0.317,-0.890,15.240,1.560,2.523,-31.343,0.604,-0.174,6.411,-11.887,"Coe College","Coe College",,,,,{9FAD3CF6-43AC-4242-8905-8A7F3712A22E},0.335,0.410
4,2019/02/19,14:41:49,0,0,"Riley LeGrand",{24ACC51A-2541-446C-BA2C-8087FA840B67},R,"Coe College","JT Henry",{4B2C93B6-724B-47D4-B45F-644FA936C12C},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,Ball,,,,,,,37.562,-1.292,-5.361,2073.00,261.393,2:45,1.634,1.080,2.330,-0.885,0.073,0.484,0.394,0.093,33.968,-7.911,-1.557,0.442,,,,,,,,,,,,-0.860,0.475,-1.051,15.240,1.611,4.298,-37.015,-1.014,-10.367,7.669,-9.399,"Coe College","Coe College",,,,,{0AED0610-B091-4059-8E5B-BA8FCFD84E7C},-0.160,0.376
5,2019/02/19,14:42:06,0,0,"Riley LeGrand",{24ACC51A-2541-446C-BA2C-8087FA840B67},R,"Coe College","JT Henry",{4B2C93B6-724B-47D4-B45F-644FA936C12C},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,Ball,,,,,,,39.177,5.364,5.615,2128.00,111.156,9:45,1.171,0.384,2.185,-0.422,0.550,-1.420,2.241,0.519,33.630,2.030,-4.750,0.445,,,,,,,,,,,,2.895,0.527,-0.341,15.240,1.280,-8.123,-38.723,2.815,44.186,17.990,-2.054,"Coe College","Coe College",,,,,{5E986A7A-9B7B-4DAB-A42C-70E03253FFA5},0.118,2.276
6,2019/02/19,14:42:26,0,0,"Riley LeGrand",{24ACC51A-2541-446C-BA2C-8087FA840B67},R,"Coe College","JT Henry",{4B2C93B6-724B-47D4-B45F-644FA936C12C},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,Ball,,,,,,,34.407,0.403,-1.352,2324.00,113.369,9:45,1.531,0.989,1.855,-1.041,0.175,-0.404,0.603,0.203,30.798,-7.441,-4.007,0.498,,,,,,,,,,,,-0.052,0.388,-0.968,15.240,1.520,1.323,-34.035,0.235,1.145,7.587,-10.321,"Coe College","Coe College",,,,,{1A3D6E17-CC07-4AD9-B40F-A811E2644834},-0.249,0.563
7,2019/02/19,14:43:05,0,0,"Riley LeGrand",{24ACC51A-2541-446C-BA2C-8087FA840B67},R,"Coe College","JT Henry",{4B2C93B6-724B-47D4-B45F-644FA936C12C},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,"Swinging Strike",,,,,,,37.428,1.019,-4.299,,253.521,2:30,1.487,0.999,2.231,-0.901,0.074,0.248,0.868,0.061,33.713,-5.813,-2.436,0.446,,,,,,,,,,,,-0.341,0.253,-0.882,15.240,1.489,2.496,-37.032,0.706,-2.760,8.180,-11.023,"Coe College","Coe College",,,,,{A2ABB119-7513-4612-B37F-FAD9834AA4BC},-0.082,0.826
8,2019/02/19,14:43:30,0,0,"Riley LeGrand",{24ACC51A-2541-446C-BA2C-8087FA840B67},R,"Coe College","JT Henry",{4B2C93B6-724B-47D4-B45F-644FA936C12C},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,"Contact Out",,,,,,,37.597,0.612,-2.567,2171.00,72.691,8:30,1.490,0.772,2.244,-1.001,-0.041,-0.133,0.658,-0.068,34.000,-6.991,-3.311,0.442,28.101,24.484,11.455,,,,,48.620,,,2.271,-0.175,0.280,-0.730,15.240,1.490,1.920,-37.280,0.265,-0.358,8.438,-11.151,"Coe College","Coe College",,,,,{352D29D6-F3ED-4F41-9388-4E7B7BC1AE3C},0.035,0.643
9,2019/02/19,14:44:16,0,0,"Riley LeGrand",{24ACC51A-2541-446C-BA2C-8087FA840B67},R,"Coe College","Kyle Alvarado",{287722BA-CBE3-4BDC-82A2-08FF8059A8FA},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,"Foul Ball",,,,,,,37.975,0.029,-4.310,1986.00,254.391,2:30,1.541,0.847,2.229,-0.872,0.077,0.274,0.677,-0.068,34.244,-6.566,-2.228,0.440,,,,,,,,,,,,-0.394,0.309,-0.766,15.240,1.525,2.727,-37.489,0.066,-3.587,8.290,-10.810,"Coe College","Coe College",,,,,{2A256800-B6A5-4C09-B802-4B7D4433FAE4},0.052,0.637
10,2019/02/19,14:44:40,0,0,"Riley LeGrand",{24ACC51A-2541-446C-BA2C-8087FA840B67},R,"Coe College","Kyle Alvarado",{287722BA-CBE3-4BDC-82A2-08FF8059A8FA},R,"Coe College","Wind Up",,Top,,,,Curveball,,Ball,,,,,,,31.309,3.512,-4.213,2469.00,58.104,8:0,1.367,0.977,1.957,-1.535,-0.076,-0.122,0.820,-0.328,27.907,-7.935,-5.167,0.545,,,,,,,,,,,,-0.120,0.086,-0.859,15.240,1.427,2.066,-30.904,1.921,1.193,6.125,-13.438,"Coe College","Coe College",,,,,{B67BB987-B39F-4D84-B084-1B4E3773949D},0.323,0.708
