No,Date,Time,"PA of Inning","Pitch of PA",Pitcher,"Pitcher ID","Pitcher Handedness","Pitcher Team",Batter,"Batter ID","Batter Handedness","Batter Team","Pitch Set",Col15,Top/Bottom,Col17,Col18,Col19,"Pitch Type",Col21,"Pitch Call",Col23,Col24,Col25,Col26,Col27,Notes,"Pitch Speed [m/s]","Pitch Launch (V) [°]","Pitch Launch (H) [°]","Pitch Spin [rpm]","Pitch Spin Axis [°]","Pitch Spin Tilt","Pitch Release Height [m]","Pitch Release Side [m]","Pitch Extension [m]","Pitch Break (V) [m]","Pitch Break Ind (V) [m]","Pitch Break (H) [m]","Pitch Strike Zone - Height [m]","Pitch Strike Zone - Offset [m]","Pitch Zone Speed [m/s]","Pitch Approach (V) [°]","Pitch Approach (H) [°]","Pitch Time [s]","Hit Ball Speed [m/s]","Hit Ball Launch (V) [°]","Hit Ball Launch (H) [°]","Hit Spin [rpm]",Col51,Col52,Col53,"Hit Carry Distance [m]",Col55,Col56,"Hit Ball Flight Time [s]","pfxx [m]","pfxz [m]","x0 [m]","y0 [m]","z0 [m]","vx0 [m/s]","vy0 [m/s]","vz0 [m/s]","ax [m/s²]","ay [m/s²]","az [m/s²]","Home Team","Away Team",Col71,Col72,Col73,Col74,GUID,"px [m]","pz [m]"
1,2020/02/26,15:51:37,0,0,"Jeffrey Anders",{A098B26A-5758-4BE4-BE69-1983040DDDC9},R,"Coe College","JT Henry",{0D9F25CD-2CFF-4600-A512-164EBCF4B760},R,"Coe College",,,Top,,,,Slider,,,,,,,,,34.615,0.756,-1.484,1821.00,136.665,10:30,1.741,-0.281,1.529,-1.155,0.055,-0.087,0.804,0.233,31.683,-7.633,-2.118,0.500,,,,,,,,,,,,0.035,0.031,-0.237,15.240,1.752,0.922,-34.287,0.004,0.528,6.444,-9.338,"Coe College","Coe College",,,,,{3239F9D2-8FC2-407E-8FDD-2A015BB1C091},0.233,0.804
2,2020/02/26,15:52:30,0,0,"Brandon Schlichting",{DE570AC2-87C5-4D40-97A5-B2F9ADB6CB87},R,"Coe College","Jared White",{2931A5E4-AF8B-41F2-B2DD-179D1E7E7993},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,Ball,,,,,,,36.640,-2.920,-2.678,1874.00,256.564,2:30,1.644,-0.310,1.657,-1.082,-0.015,0.193,,,34.043,-10.728,-1.261,,,,,,,,,,,,,-0.121,0.014,-0.240,15.240,1.556,1.621,-36.270,-2.272,-2.083,6.662,-9.569,"Coe College","Coe College",,,,,{0BE85E7E-918E-44C8-9B06-C19AD9928569},0.261,-0.272
3,2020/02/26,15:52:43,0,0,"Brandon Schlichting",{DE570AC2-87C5-4D40-97A5-B2F9ADB6CB87},R,"Coe College","Jared White",{2931A5E4-AF8B-41F2-B2DD-179D1E7E7993},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,Ball,,,,,,,36.684,-1.787,-0.643,1909.00,250.225,2:15,1.673,-0.369,2.216,-0.961,0.025,0.210,0.219,-0.401,33.814,-9.028,0.952,0.451,,,,,,,,,,,,-0.124,0.033,-0.359,15.240,1.639,0.354,-36.469,-1.392,-2.143,7.261,-9.232,"Coe College","Coe College",,,,,{B2873CB5-6EF9-451D-9DF5-7C24AF87A3E8},-0.401,0.219
4,2020/02/26,15:52:56,0,0,"Brandon Schlichting",{DE570AC2-87C5-4D40-97A5-B2F9ADB6CB87},R,"Coe College","Jared White",{2931A5E4-AF8B-41F2-B2DD-179D1E7E7993},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,Ball,,,,,,,36.813,-3.378,-2.790,1988.00,219.549,1:15,1.771,-0.353,1.529,-0.764,0.312,0.266,0.034,0.185,33.714,-8.894,-0.849,0.471,,,,,,,,,,,,-0.159,0.194,-0.274,15.240,1.665,1.663,-36.375,-2.465,-2.751,7.224,-6.465,"Coe College","Coe College",,,,,{7AD1C519-CA3E-4880-B75C-D43237E4A845},0.185,0.034
5,2020/02/26,15:53:12,0,0,"Brandon Schlichting",{DE570AC2-87C5-4D40-97A5-B2F9ADB6CB87},R,"Coe College","Jared White",{2931A5E4-AF8B-41F2-B2DD-179D1E7E7993},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,Ball,,,,,,,35.982,-2.030,-3.494,1946.00,206.950,1:0,1.659,-0.317,2.051,-0.682,0.370,0.129,0.410,0.528,33.001,-7.127,-2.524,0.465,,,,,,,,,,,,-0.097,0.225,-0.247,15.240,1.615,2.140,-35.673,-1.469,-1.610,6.834,-6.063,"Coe College","Coe College",,,,,{5AF34F93-A4A9-4E51-9C21-45616CFFC045},0.528,0.410
6,2020/02/26,15:53:29,0,0,"Brandon Schlichting",{DE570AC2-87C5-4D40-97A5-B2F9ADB6CB87},R,"Coe College","Jared White",{2931A5E4-AF8B-41F2-B2DD-179D1E7E7993},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,"Called Strike",,,,,,,36.483,-1.700,-1.720,1872.00,208.852,1:0,1.688,-0.393,2.267,-0.776,0.215,0.104,0.444,-0.024,33.543,-7.576,-0.927,0.452,,,,,,,,,,,,-0.072,0.141,-0.365,15.240,1.657,1.063,-36.268,-1.272,-1.232,7.094,-7.394,"Coe College","Coe College",,,,,{F83B266E-825A-4497-BB37-01E1CFD50329},-0.024,0.444
7,2020/02/26,15:53:43,0,0,"Brandon Schlichting",{DE570AC2-87C5-4D40-97A5-B2F9ADB6CB87},R,"Coe College","Jared White",{2931A5E4-AF8B-41F2-B2DD-179D1E7E7993},R,"Coe College","Wind Up",,Top,,,,Slider,,Ball,,,,,,,32.674,-1.886,-3.329,2140.00,260.991,2:45,1.732,-0.485,1.845,-1.353,-0.044,0.086,,,30.176,-11.801,-2.690,,,,,,,,,,,,,-0.072,0.001,-0.407,15.240,1.678,1.856,-32.353,-1.484,-0.980,5.947,-9.790,"Coe College","Coe College",,,,,{65B37F9C-13F1-4B45-A50F-F259E31341C7},0.369,-0.155
8,2020/02/26,15:54:04,0,0,"Brandon Schlichting",{DE570AC2-87C5-4D40-97A5-B2F9ADB6CB87},R,"Coe College","Jared White",{2931A5E4-AF8B-41F2-B2DD-179D1E7E7993},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,"Swinging Strike",,,,,,,36.653,0.023,-1.600,1936.00,224.093,1:30,1.634,-0.300,2.227,-0.788,0.198,0.162,0.852,-0.020,33.462,-5.968,-0.368,0.451,,,,,,,,,,,,-0.104,0.120,-0.273,15.240,1.632,0.976,-36.440,-0.192,-1.794,7.440,-7.739,"Coe College","Coe College",,,,,{3B93796D-8287-4CBC-A05A-9483A92B1249},-0.020,0.852
9,2020/02/26,15:54:30,0,0,"Brandon Schlichting",{DE570AC2-87C5-4D40-97A5-B2F9ADB6CB87},R,"Coe College","JT Henry",{0D9F25CD-2CFF-4600-A512-164EBCF4B760},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,"Contact Out",,,,,,,36.890,-0.273,-1.113,1939.00,221.706,1:30,1.765,-0.377,1.474,-0.834,0.239,0.201,0.852,-0.257,33.543,-6.332,0.352,0.471,,,,,,,,,,,,-0.113,0.134,-0.346,15.240,1.748,0.624,-36.529,-0.527,-1.956,7.527,-7.483,"Coe College","Coe College",,,,,{8CC0515F-A958-4896-B238-BF0C31E83733},-0.257,0.852
10,2020/02/26,15:55:06,0,0,"Brandon Schlichting",{DE570AC2-87C5-4D40-97A5-B2F9ADB6CB87},R,"Coe College","Matthew Schrader",{DDE80BB2-EF75-48B7-96ED-7043A1DAC199},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,"Contact Out",,,,,,,37.001,-1.769,-1.013,2005.00,214.019,1:15,1.669,-0.329,2.388,-0.677,0.271,0.196,0.509,-0.249,33.863,-6.948,0.497,0.443,,,,,,,,,,,,-0.121,0.178,-0.315,15.240,1.642,0.607,-36.810,-1.289,-2.136,7.603,-6.675,"Coe College","Coe College",,,,,{083A6AE1-CFE9-42CC-BCA7-51FD8F60822D},-0.249,0.509
