No,Date,Time,"PA of Inning","Pitch of PA",Pitcher,"Pitcher ID","Pitcher Handedness","Pitcher Team",Batter,"Batter ID","Batter Handedness","Batter Team","Pitch Set",Col15,Top/Bottom,Col17,Col18,Col19,"Pitch Type",Col21,"Pitch Call",Col23,Col24,Col25,Col26,Col27,Notes,"Pitch Speed [m/s]","Pitch Launch (V) [°]","Pitch Launch (H) [°]","Pitch Spin [rpm]","Pitch Spin Axis [°]","Pitch Spin Tilt","Pitch Release Height [m]","Pitch Release Side [m]","Pitch Extension [m]","Pitch Break (V) [m]","Pitch Break Ind (V) [m]","Pitch Break (H) [m]","Pitch Strike Zone - Height [m]","Pitch Strike Zone - Offset [m]","Pitch Zone Speed [m/s]","Pitch Approach (V) [°]","Pitch Approach (H) [°]","Pitch Time [s]","Hit Ball Speed [m/s]","Hit Ball Launch (V) [°]","Hit Ball Launch (H) [°]","Hit Spin [rpm]",Col51,Col52,Col53,"Hit Carry Distance [m]",Col55,Col56,"Hit Ball Flight Time [s]","pfxx [m]","pfxz [m]","x0 [m]","y0 [m]","z0 [m]","vx0 [m/s]","vy0 [m/s]","vz0 [m/s]","ax [m/s²]","ay [m/s²]","az [m/s²]","Home Team","Away Team",Col71,Col72,Col73,Col74,GUID,"px [m]","pz [m]"
90,2020/02/15,09:24:35,0,0,"Hunter Collachia",{0FED1DFB-C57B-4348-B139-47C55D4DC4D2},R,"Coe College","Reid Rausch",{E92F47F1-AF4E-4A87-A01A-B4FD2EB310B5},R,"Coe College","Wind Up",,Bottom,,,,"Four Seam Fastball",,"Called Strike",,,,,,,34.694,0.148,-2.390,2073.00,236.538,2:0,1.710,-0.457,1.741,-0.973,0.200,0.263,0.779,-0.041,31.367,-7.059,-0.438,0.495,,,,,,,,,,,,-0.161,0.120,-0.398,15.240,1.707,1.344,-34.361,-0.247,-2.446,7.149,-7.976,"Coe College","Coe College",,,,,{27FC7583-51D2-49E9-9C4C-80988194AE05},-0.041,0.779
91,2020/02/15,09:24:50,0,0,"Hunter Collachia",{0FED1DFB-C57B-4348-B139-47C55D4DC4D2},R,"Coe College","Reid Rausch",{E92F47F1-AF4E-4A87-A01A-B4FD2EB310B5},R,"Coe College","Wind Up",,Bottom,,,,"Four Seam Fastball",,Ball,,,,,,,35.113,-0.901,-3.714,2198.00,237.962,2:0,1.754,-0.367,1.872,-0.927,0.203,0.286,0.572,0.394,32.032,-7.778,-1.580,0.483,,,,,,,,,,,,-0.184,0.126,-0.283,15.240,1.727,2.164,-34.775,-0.850,-2.894,6.846,-7.826,"Coe College","Coe College",,,,,{72BA43B0-4AFC-41EF-A1AE-DCE372148882},0.394,0.572
92,2020/02/15,09:25:07,0,0,"Hunter Collachia",{0FED1DFB-C57B-4348-B139-47C55D4DC4D2},R,"Coe College","Reid Rausch",{E92F47F1-AF4E-4A87-A01A-B4FD2EB310B5},R,"Coe College","Wind Up",,Bottom,,,,"Four Seam Fastball",,Ball,,,,,,,34.457,-1.542,-2.362,1979.00,254.780,2:30,1.764,-0.396,2.015,-1.108,0.041,0.323,0.225,-0.059,31.521,-9.812,0.077,0.489,,,,,,,,,,,,-0.198,0.047,-0.348,15.240,1.726,1.316,-34.178,-1.242,-2.990,6.869,-9.098,"Coe College","Coe College",,,,,{0A58B4B3-223B-4DA7-941A-F9713111C8AA},-0.059,0.225
93,2020/02/15,09:25:25,0,0,"Hunter Collachia",{0FED1DFB-C57B-4348-B139-47C55D4DC4D2},R,"Coe College","Reid Rausch",{E92F47F1-AF4E-4A87-A01A-B4FD2EB310B5},R,"Coe College","Wind Up",,Bottom,,,,"Four Seam Fastball",,Ball,,,,,,,34.641,1.242,-2.832,2243.00,250.604,2:15,1.681,-0.439,1.726,-1.016,0.165,0.344,1.019,0.023,31.358,-6.270,-0.277,0.495,,,,,,,,,,,,-0.207,0.090,-0.368,15.240,1.705,1.577,-34.295,0.390,-3.151,6.907,-8.432,"Coe College","Coe College",,,,,{91BB0891-2ED7-4448-8E90-57057A3EF55B},0.023,1.019
94,2020/02/15,09:25:42,0,0,"Hunter Collachia",{0FED1DFB-C57B-4348-B139-47C55D4DC4D2},R,"Coe College","Reid Rausch",{E92F47F1-AF4E-4A87-A01A-B4FD2EB310B5},R,"Coe College","Wind Up",,Bottom,,,,"Four Seam Fastball",,Ball,,,,,,,34.553,0.642,-1.404,1114.00,262.211,2:45,1.740,-0.420,1.973,-1.094,0.053,0.369,0.826,-0.396,31.459,-7.548,1.372,0.488,,,,,,,,,,,,-0.215,0.036,-0.392,15.240,1.748,0.730,-34.294,0.057,-3.265,6.890,-9.261,"Coe College","Coe College",,,,,{E3341692-64AE-45BF-9F29-06694EE515E7},-0.396,0.826
95,2020/02/15,09:25:58,0,0,"Hunter Collachia",{0FED1DFB-C57B-4348-B139-47C55D4DC4D2},R,"Coe College","Reid Rausch",{E92F47F1-AF4E-4A87-A01A-B4FD2EB310B5},R,"Coe College","Wind Up",,Bottom,,,,"Four Seam Fastball",,"Foul Ball",,,,,,,34.245,0.270,-1.818,2977.00,224.390,1:30,1.701,-0.564,1.827,-0.916,0.274,0.231,0.861,-0.281,30.967,-6.554,-0.091,0.498,,,,,,,,,,,,-0.140,0.161,-0.521,15.240,1.702,1.002,-33.947,-0.138,-2.083,6.954,-7.422,"Coe College","Coe College",,,,,{AF2C975F-B093-4E6D-99D6-AA60E39DD66E},-0.281,0.861
96,2020/02/15,09:26:36,0,0,"Hunter Collachia",{0FED1DFB-C57B-4348-B139-47C55D4DC4D2},R,"Coe College","Daniel Berger",{71459C93-0649-4C52-BACE-0A940CA18F4D},R,"Coe College","Wind Up",,Bottom,,,,Curveball,,Ball,,,,,,,29.098,3.191,-2.498,2129.00,45.113,7:30,1.897,-0.731,1.604,-1.742,-0.040,-0.179,1.071,0.164,26.564,-9.533,-3.813,0.595,,,,,,,,,,,,0.075,-0.029,-0.660,15.240,1.971,1.310,-28.758,1.061,0.800,4.854,-10.121,"Coe College","Coe College",,,,,{D820754B-E5DE-4483-BC61-502073820709},0.164,1.071
97,2020/02/15,09:26:51,0,0,"Hunter Collachia",{0FED1DFB-C57B-4348-B139-47C55D4DC4D2},R,"Coe College","Daniel Berger",{71459C93-0649-4C52-BACE-0A940CA18F4D},R,"Coe College","Wind Up",,Bottom,,,,"Four Seam Fastball",,"Swinging Strike",,,,,,,34.569,-0.753,-2.338,2221.00,263.520,2:45,1.675,-0.447,1.844,-1.138,0.029,0.490,0.324,-0.277,31.765,-9.148,1.310,0.491,,,,,,,,,,,,-0.283,0.029,-0.395,15.240,1.649,1.239,-34.282,-0.823,-4.335,6.491,-9.367,"Coe College","Coe College",,,,,{36DD80DC-A1B6-4351-B35B-C58FF48A314D},-0.277,0.324
98,2020/02/15,09:27:10,0,0,"Hunter Collachia",{0FED1DFB-C57B-4348-B139-47C55D4DC4D2},R,"Coe College","Daniel Berger",{71459C93-0649-4C52-BACE-0A940CA18F4D},R,"Coe College","Wind Up",,Bottom,,,,"Four Seam Fastball",,"Contact Out",,,,,,,34.028,0.036,-2.427,2070.00,256.942,2:30,1.655,-0.398,1.879,-1.124,0.074,0.324,0.541,-0.039,31.105,-8.310,-0.004,0.498,,,,,,,,,,,,-0.196,0.050,-0.344,15.240,1.649,1.328,-33.746,-0.332,-2.889,6.465,-9.070,"Coe College","Coe College",,,,,{F485A3D8-8F2B-4A2D-8541-56E7F3E678FC},-0.039,0.541
99,2020/02/15,09:27:53,0,0,"Hunter Collachia",{0FED1DFB-C57B-4348-B139-47C55D4DC4D2},R,"Coe College","Riley LeGrand",{AC747502-7B06-41B2-99E5-8FAC4EE7616D},L,"Coe College","Wind Up",,Bottom,,,,"Four Seam Fastball",,Single,,,,,,,34.795,0.036,-2.681,1877.00,231.497,1:45,1.700,-0.477,2.032,-0.888,0.236,0.248,0.822,0.023,31.461,-6.659,-0.804,0.484,35.175,21.002,-11.719,,,,,58.469,,,2.263,-0.160,0.145,-0.424,15.240,1.697,1.545,-34.513,-0.234,-2.455,7.254,-7.581,"Coe College","Coe College",,,,,{64E39695-39AF-4866-818C-ABD4BF372249},0.023,0.822
100,2020/02/15,09:30:29,0,0,"Alex Timp",{9182D56F-DF6F-47EC-8B03-157C22AE79F6},R,"Coe College","Daniel Berger",{71459C93-0649-4C52-BACE-0A940CA18F4D},R,"Coe College","Wind Up",,Bottom,,,,"Four Seam Fastball",,Ball,,,,,,,37.401,-1.509,-4.003,1834.00,270.493,3:0,1.729,-0.340,1.763,-1.068,-0.057,0.372,0.231,0.425,34.297,-9.346,-1.251,0.457,,,,,,,,,,,,-0.230,-0.013,-0.242,15.240,1.683,2.452,-37.004,-1.373,-4.096,7.581,-10.038,"Coe College","Coe College",,,,,{A36B9734-7415-47F0-8D38-2DEA54693710},0.425,0.231
101,2020/02/15,09:30:43,0,0,"Alex Timp",{9182D56F-DF6F-47EC-8B03-157C22AE79F6},R,"Coe College","Daniel Berger",{71459C93-0649-4C52-BACE-0A940CA18F4D},R,"Coe College","Wind Up",,Bottom,,,,"Four Seam Fastball",,"Foul Ball",,,,,,,37.175,-0.513,-3.326,1932.00,250.128,2:15,1.547,-0.450,1.748,-0.928,0.095,0.261,0.473,0.234,33.693,-7.374,-1.389,0.461,,,,,,,,,,,,-0.167,0.066,-0.367,15.240,1.527,2.042,-36.795,-0.673,-2.920,8.036,-8.655,"Coe College","Coe College",,,,,{AFC82B85-4250-4877-B4E6-1129516ACD62},0.234,0.473
102,2020/02/15,09:31:06,0,0,"Alex Timp",{9182D56F-DF6F-47EC-8B03-157C22AE79F6},R,"Coe College","Daniel Berger",{71459C93-0649-4C52-BACE-0A940CA18F4D},R,"Coe College","Wind Up",,Bottom,,,,Slider,,Ball,,,,,,,30.221,3.911,-1.694,2231.00,333.354,5:0,1.707,-0.798,1.624,-1.980,-0.404,0.200,0.848,-0.513,27.776,-10.524,-0.225,0.570,,,,,,,,,,,,-0.118,-0.233,-0.753,15.240,1.798,0.819,-29.877,1.404,-1.374,4.960,-12.507,"Coe College","Coe College",,,,,{7CDE45F5-5284-4B70-BF34-0F54FD9EC772},-0.513,0.848
103,2020/02/15,09:31:21,0,0,"Alex Timp",{9182D56F-DF6F-47EC-8B03-157C22AE79F6},R,"Coe College","Daniel Berger",{71459C93-0649-4C52-BACE-0A940CA18F4D},R,"Coe College","Wind Up",,Bottom,,,,"Four Seam Fastball",,"Foul Ball",,,,,,,37.273,0.649,-1.249,1895.00,205.144,12:45,1.503,-0.211,1.693,-0.712,0.309,0.108,0.976,0.037,33.485,-4.635,-0.446,0.462,,,,,,,,,,,,-0.068,0.173,-0.179,15.240,1.515,0.764,-36.920,0.147,-1.197,8.415,-6.772,"Coe College","Coe College",,,,,{A62F4F40-5B21-478E-B53D-761B56DA1D90},0.037,0.976
104,2020/02/15,09:31:57,0,0,"Alex Timp",{9182D56F-DF6F-47EC-8B03-157C22AE79F6},R,"Coe College","Daniel Berger",{71459C93-0649-4C52-BACE-0A940CA18F4D},R,"Coe College","Wind Up",,Bottom,,,,"Four Seam Fastball",,"Contact Out",,,,,,,37.646,0.596,-1.622,1985.00,357.800,6:0,1.874,-0.514,1.866,-1.648,-0.667,-0.023,0.395,-0.034,34.583,-11.583,-1.792,0.452,,,,,,,,,,,,-0.001,-0.358,-0.476,15.240,1.878,1.065,-37.332,-0.187,-0.014,8.341,-16.243,"Coe College","Coe College",,,,,{54A58F37-4015-4DC1-8CE7-D0D5255D34AB},-0.034,0.395
