No,Date,Time,"PA of Inning","Pitch of PA",Pitcher,"Pitcher ID","Pitcher Handedness","Pitcher Team",Batter,"Batter ID","Batter Handedness","Batter Team","Pitch Set",Col15,Top/Bottom,Col17,Col18,Col19,"Pitch Type",Col21,"Pitch Call",Col23,Col24,Col25,Col26,Col27,Notes,"Pitch Speed [m/s]","Pitch Launch (V) [°]","Pitch Launch (H) [°]","Pitch Spin [rpm]","Pitch Spin Axis [°]","Pitch Spin Tilt","Pitch Release Height [m]","Pitch Release Side [m]","Pitch Extension [m]","Pitch Break (V) [m]","Pitch Break Ind (V) [m]","Pitch Break (H) [m]","Pitch Strike Zone - Height [m]","Pitch Strike Zone - Offset [m]","Pitch Zone Speed [m/s]","Pitch Approach (V) [°]","Pitch Approach (H) [°]","Pitch Time [s]","Hit Ball Speed [m/s]","Hit Ball Launch (V) [°]","Hit Ball Launch (H) [°]","Hit Spin [rpm]",Col51,Col52,Col53,"Hit Carry Distance [m]",Col55,Col56,"Hit Ball Flight Time [s]","pfxx [m]","pfxz [m]","x0 [m]","y0 [m]","z0 [m]","vx0 [m/s]","vy0 [m/s]","vz0 [m/s]","ax [m/s˛]","ay [m/s˛]","az [m/s˛]","Home Team","Away Team",Col71,Col72,Col73,Col74,GUID,"px [m]","pz [m]"
11,2020/02/11,15:57:09,0,0,"TJ Deardorff",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,"Coe College","Daniel Berger",{71459C93-0649-4C52-BACE-0A940CA18F4D},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,Ball,,,,,,,38.182,0.061,-0.758,2016.00,203.842,12:45,1.442,-0.598,1.720,-0.743,0.227,0.087,0.716,-0.470,34.251,-5.463,-0.112,0.451,,,,,,,,,,,,-0.053,0.136,-0.579,15.240,1.438,0.467,-37.826,-0.245,-0.973,9.059,-7.324,"Coe College","Coe College",,,,,{FE17B3BF-FD38-498B-BB61-4927D4196C05},-0.470,0.716
12,2020/02/11,15:57:29,0,0,"TJ Deardorff",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,"Coe College","Daniel Berger",{71459C93-0649-4C52-BACE-0A940CA18F4D},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,"Contact Out",,,,,,,38.257,2.052,1.981,1878.00,48.747,7:30,1.880,-0.691,1.823,,,,0.343,0.046,,,,0.449,,,,,,,,,,,,,,,,,,,,,,,"Coe College","Coe College",,,,,{A6B28AD4-28B0-445C-B9DF-B13AB3073E9B},,
13,2020/02/11,15:58:07,0,0,"TJ Deardorff",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,"Coe College","Reid Rausch",{E92F47F1-AF4E-4A87-A01A-B4FD2EB310B5},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,"Foul Ball",,,,,,,38.154,1.312,-3.492,1028.00,247.426,2:15,1.341,-0.604,1.750,-0.744,0.227,0.396,0.969,-0.008,34.439,-4.208,-0.557,0.449,,,,,,,,,,,,-0.240,0.121,-0.519,15.240,1.369,2.154,-37.756,0.584,-4.430,8.304,-7.574,"Coe College","Coe College",,,,,{D4983BAA-0338-4433-ADE6-2E71FACBD447},-0.008,0.969
14,2020/02/11,15:58:22,0,0,"TJ Deardorff",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,"Coe College","Reid Rausch",{E92F47F1-AF4E-4A87-A01A-B4FD2EB310B5},R,"Coe College","Wind Up",,Top,,,,Changeup,,Ball,,,,,,,33.528,0.460,-1.044,2421.00,93.041,9:0,1.592,-0.880,1.856,-1.233,0.004,-0.237,0.489,-0.349,30.673,-8.675,-2.813,0.506,,,,,,,,,,,,0.121,0.010,-0.854,15.240,1.595,0.681,-33.264,-0.120,1.732,6.390,-9.669,"Coe College","Coe College",,,,,{4D4AB63F-55B0-45C6-A90A-30D95A154F30},-0.349,0.489
15,2020/02/11,15:58:36,0,0,"TJ Deardorff",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,"Coe College","Reid Rausch",{E92F47F1-AF4E-4A87-A01A-B4FD2EB310B5},R,"Coe College","Wind Up",,Top,,,,Changeup,,"Contact Out",,,,,,,33.882,0.223,-2.779,2105.00,209.171,1:0,1.609,-0.794,1.887,-1.033,0.175,0.026,0.639,-0.037,30.879,-7.463,-2.585,0.500,,,,,,,,,,,,-0.036,0.105,-0.730,15.240,1.608,1.623,-33.589,-0.190,-0.524,6.506,-8.278,"Coe College","Coe College",,,,,{169C454E-1F1C-4A60-A5CD-043F91F0ED2D},-0.037,0.639
16,2020/02/11,15:59:03,0,0,"TJ Deardorff",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,"Coe College","Jackson Varney",{42704157-3E64-4618-B806-7FA6ECC422CD},L,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,"Swinging Strike",,,,,,,37.885,2.491,-2.348,2038.00,305.263,4:15,1.413,-0.630,1.679,-1.186,-0.192,0.280,0.939,-0.240,34.281,-6.257,-0.279,0.454,,,,,,,,,,,,-0.168,-0.112,-0.570,15.240,1.470,1.428,-37.485,1.168,-3.048,8.234,-11.849,"Coe College","Coe College",,,,,{F35BB1A5-28D8-4FB2-9F9D-FB4F5CEAECF3},-0.240,0.939
17,2020/02/11,15:59:16,0,0,"TJ Deardorff",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,"Coe College","Jackson Varney",{42704157-3E64-4618-B806-7FA6ECC422CD},L,"Coe College","Wind Up",,Top,,,,Changeup,,Ball,,,,,,,34.945,1.306,-1.034,1776.00,4.814,6:15,1.583,-0.764,1.658,-1.754,-0.586,-0.081,0.202,-0.388,32.262,-11.469,-1.628,0.491,,,,,,,,,,,,0.035,-0.312,-0.735,15.240,1.604,0.655,-34.630,0.146,0.545,6.764,-14.672,"Coe College","Coe College",,,,,{CF5724EC-7F20-41F7-93D2-CFA4E5F0A3F8},-0.388,0.202
18,2020/02/11,15:59:30,0,0,"TJ Deardorff",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,"Coe College","Jackson Varney",{42704157-3E64-4618-B806-7FA6ECC422CD},L,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,"Contact Out",,,,,,,38.240,-0.063,-0.682,2031.00,180.367,12:0,1.479,-0.576,1.706,-0.777,0.192,-0.020,0.685,-0.361,34.418,-5.820,-0.832,0.450,29.521,15.195,-15.911,543.00,,,,38.920,,,1.567,0.005,0.116,-0.558,15.240,1.472,0.459,-37.889,-0.343,0.092,8.894,-7.665,"Coe College","Coe College",,,,,{3F9BE3A9-9EDD-4371-B6DA-87C4F2C4595A},-0.361,0.685
19,2020/02/11,16:01:23,0,0,"Jared Gordon",{BAB0D9E0-A7CE-4460-B335-32D3A8E5EB91},R,"Coe College","Dvante Glenn",{EE4555FD-1717-4FAA-8996-90BBC2243DEE},R,"Coe College","Wind Up",,Top,,,,Slider,,Ball,,,,,,,27.931,1.505,-3.293,1754.00,99.571,9:15,1.358,-0.788,1.870,-1.722,0.062,-0.387,0.061,0.528,25.814,-11.164,-6.167,0.608,,,,,,,,,,,,0.185,0.039,-0.709,15.240,1.382,1.692,-27.663,0.283,1.836,4.433,-9.421,"Coe College","Coe College",,,,,{D78C0704-EEAC-479B-9FBB-3689399A521A},0.528,0.061
20,2020/02/11,16:01:37,0,0,"Jared Gordon",{BAB0D9E0-A7CE-4460-B335-32D3A8E5EB91},R,"Coe College","Dvante Glenn",{EE4555FD-1717-4FAA-8996-90BBC2243DEE},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,"Called Strike",,,,,,,33.108,2.757,-1.089,1822.00,323.208,4:45,1.282,-0.593,1.711,-1.320,-0.026,0.026,0.747,-0.309,29.826,-7.030,-0.897,0.520,,,,,,,,,,,,-0.023,-0.020,-0.565,15.240,1.344,0.614,-32.762,1.137,-0.317,6.663,-10.079,"Coe College","Coe College",,,,,{E1CC6D4D-D698-452E-9766-200803CC428D},-0.309,0.747
21,2020/02/11,16:01:55,0,0,"Jared Gordon",{BAB0D9E0-A7CE-4460-B335-32D3A8E5EB91},R,"Coe College","Dvante Glenn",{EE4555FD-1717-4FAA-8996-90BBC2243DEE},R,"Coe College","Wind Up",,Top,,,,Slider,,Ball,,,,,,,28.950,-2.823,-4.772,1998.00,158.712,11:15,1.511,-0.731,1.759,-1.199,0.496,-0.382,,,,,,,,,,,,,,,,,,0.167,0.307,-0.608,15.240,1.432,2.494,-28.571,-1.756,1.764,4.841,-6.569,"Coe College","Coe College",,,,,{1C4EAC5C-05C0-4E1E-8112-4900BF6B971C},1.008,-0.492
22,2020/02/11,16:02:14,0,0,"Jared Gordon",{BAB0D9E0-A7CE-4460-B335-32D3A8E5EB91},R,"Coe College","Dvante Glenn",{EE4555FD-1717-4FAA-8996-90BBC2243DEE},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,"Contact Out",,,,,,,31.963,2.703,-2.450,1737.00,306.087,4:15,1.271,-0.564,1.677,-1.397,0.000,0.006,0.646,0.129,29.097,-7.566,-2.407,0.538,,,,,,,,,,,,-0.022,-0.009,-0.499,15.240,1.332,1.351,-31.623,1.031,-0.285,5.725,-9.923,"Coe College","Coe College",,,,,{9186E59C-0FA3-4C01-8FC1-867A07DB7D1A},0.129,0.646
23,2020/02/11,16:02:53,0,0,"Jared Gordon",{BAB0D9E0-A7CE-4460-B335-32D3A8E5EB91},R,"Coe College","Grant Riggan",{391682E7-492C-4096-893A-FC219DA083E3},R,"Coe College","Wind Up",,Top,,,,Slider,,Ball,,,,,,,27.990,3.832,-0.702,1745.00,119.155,10:0,1.443,-0.837,1.841,-1.617,0.167,-0.173,0.909,-0.467,25.568,-8.161,-1.989,0.608,,,,,,,,,,,,0.088,0.076,-0.820,15.240,1.524,0.385,-27.714,1.429,0.882,4.332,-9.052,"Coe College","Coe College",,,,,{FD02EE54-FDBF-4A50-9534-883D70737DF8},-0.467,0.909
24,2020/02/11,16:03:08,0,0,"Jared Gordon",{BAB0D9E0-A7CE-4460-B335-32D3A8E5EB91},R,"Coe College","Grant Riggan",{391682E7-492C-4096-893A-FC219DA083E3},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,Ball,,,,,,,33.143,0.992,-2.937,1707.00,284.202,3:30,1.345,-0.559,1.784,-1.347,-0.067,0.227,0.279,0.046,30.392,-8.934,-1.250,0.514,,,,,,,,,,,,-0.145,-0.035,-0.487,15.240,1.360,1.611,-32.837,0.132,-2.028,5.987,-10.295,"Coe College","Coe College",,,,,{F294F5D3-737C-4933-9F1C-07AEC963C120},0.046,0.279
25,2020/02/11,16:03:24,0,0,"Jared Gordon",{BAB0D9E0-A7CE-4460-B335-32D3A8E5EB91},R,"Coe College","Grant Riggan",{391682E7-492C-4096-893A-FC219DA083E3},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,Ball,,,,,,,34.130,0.440,-4.991,1773.00,218.176,1:15,1.256,-0.564,1.896,-0.870,0.326,0.116,0.510,0.727,30.733,-6.064,-4.126,0.500,,,,,,,,,,,,-0.106,0.191,-0.451,15.240,1.261,2.910,-33.729,-0.008,-1.542,7.039,-7.021,"Coe College","Coe College",,,,,{597CE67B-597D-4A9D-8CBA-C57985D52004},0.727,0.510
26,2020/02/11,16:03:42,0,0,"Jared Gordon",{BAB0D9E0-A7CE-4460-B335-32D3A8E5EB91},R,"Coe College","Grant Riggan",{391682E7-492C-4096-893A-FC219DA083E3},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,"Called Strike",,,,,,,32.933,0.376,-2.361,1609.00,243.777,2:15,1.377,-0.482,2.789,-1.020,0.114,0.187,0.457,-0.042,30.215,-7.634,-0.886,0.484,,,,,,,,,,,,-0.132,0.077,-0.466,15.240,1.379,1.334,-32.828,0.107,-1.845,6.114,-8.735,"Coe College","Coe College",,,,,{6D50147C-9F1E-4606-A973-25E28CF3204C},-0.042,0.457
27,2020/02/11,16:03:59,0,0,"Jared Gordon",{BAB0D9E0-A7CE-4460-B335-32D3A8E5EB91},R,"Coe College","Grant Riggan",{391682E7-492C-4096-893A-FC219DA083E3},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,"Hit by Pitch",,,,,,,32.122,3.895,2.260,1698.00,77.462,8:30,1.387,-0.578,2.034,-1.317,0.007,-0.276,1.159,-0.933,28.782,-6.081,0.168,0.527,,,,,,,,,,,,0.173,-0.009,-0.623,15.240,1.460,-1.182,-31.787,1.819,2.240,6.458,-9.929,"Coe College","Coe College",,,,,{2A559FC0-1338-42D6-BC06-84E90865AC08},-0.933,1.159
28,2020/02/11,16:04:32,0,0,"Jared Gordon",{BAB0D9E0-A7CE-4460-B335-32D3A8E5EB91},R,"Coe College","Grant Riggan",{391682E7-492C-4096-893A-FC219DA083E3},R,"Coe College","Wind Up",,Top,,,,Slider,,Ball,,,,,,,28.024,3.111,-4.748,1758.00,166.147,11:30,1.404,-0.694,1.827,-1.608,0.185,-0.164,0.678,0.815,25.677,-8.742,-5.963,0.609,,,,,,,,,,,,0.053,0.091,-0.579,15.240,1.468,2.342,-27.672,1.081,0.525,4.343,-8.904,"Coe College","Coe College",,,,,{0F5B1047-2FE8-4835-ABF4-72A9C50BF512},0.815,0.678
29,2020/02/11,16:04:48,0,0,"Jared Gordon",{BAB0D9E0-A7CE-4460-B335-32D3A8E5EB91},R,"Coe College","Grant Riggan",{391682E7-492C-4096-893A-FC219DA083E3},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,"Called Strike",,,,,,,34.422,1.200,-2.460,1835.00,246.234,2:15,1.259,-0.495,1.663,-1.089,0.116,0.149,0.513,0.058,31.469,-6.784,-1.363,0.498,,,,,,,,,,,,-0.097,0.059,-0.430,15.240,1.283,1.411,-34.099,0.321,-1.473,6.309,-8.909,"Coe College","Coe College",,,,,{20AA600A-CB75-47E5-8D88-38C20F4551D7},0.058,0.513
30,2020/02/11,16:05:07,0,0,"Jared Gordon",{BAB0D9E0-A7CE-4460-B335-32D3A8E5EB91},R,"Coe College","Grant Riggan",{391682E7-492C-4096-893A-FC219DA083E3},R,"Coe College","Wind Up",,Top,,,,Slider,,"Hit by Pitch",,,,,,,26.791,4.901,0.691,1916.00,64.174,8:15,1.405,-0.920,1.841,-1.990,-0.037,-0.274,0.802,-0.842,24.427,-9.860,-1.354,0.637,,,,,,,,,,,,0.154,-0.039,-0.935,15.240,1.509,-0.250,-26.480,1.769,1.397,4.130,-10.157,"Coe College","Coe College",,,,,{7141804C-7268-4AE1-B994-A478D188BF04},-0.842,0.802
31,2020/02/11,16:05:34,0,0,"Jared Gordon",{BAB0D9E0-A7CE-4460-B335-32D3A8E5EB91},R,"Coe College","Grant Riggan",{391682E7-492C-4096-893A-FC219DA083E3},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,"Hit by Pitch",,,,,,,31.573,3.325,1.750,1677.00,95.709,9:15,1.352,-0.617,1.722,-1.330,0.094,-0.192,0.969,-0.922,28.438,-6.535,0.322,0.545,,,,,,,,,,,,0.118,0.041,-0.660,15.240,1.428,-0.893,-31.224,1.393,1.475,5.968,-9.297,"Coe College","Coe College",,,,,{762E70DF-64AF-4BC4-98BB-A811A1092849},-0.922,0.969
32,2020/02/11,16:06:06,0,0,"Jared Gordon",{BAB0D9E0-A7CE-4460-B335-32D3A8E5EB91},R,"Coe College","Nolan Cavanaugh",{9AFDA1EE-B1E1-4EEA-8A35-92D08D9FA3B1},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,Ball,,,,,,,34.175,-0.656,-4.117,1851.00,205.810,12:45,1.452,-0.454,2.119,-0.826,0.329,0.066,0.443,0.624,31.294,-6.866,-3.619,0.488,,,,,,,,,,,,-0.067,0.197,-0.376,15.240,1.436,2.421,-33.884,-0.609,-1.008,6.303,-6.862,"Coe College","Coe College",,,,,{7A9E1F54-1344-4B4E-9866-27BC66D6F06D},0.624,0.443
33,2020/02/11,16:06:28,0,0,"Jared Gordon",{BAB0D9E0-A7CE-4460-B335-32D3A8E5EB91},R,"Coe College","Nolan Cavanaugh",{9AFDA1EE-B1E1-4EEA-8A35-92D08D9FA3B1},R,"Coe College","Wind Up",,Top,,,,,,Ball,,,,,,,33.838,1.780,-4.358,1747.00,291.574,3:45,1.280,-0.527,1.813,-1.344,-0.116,0.229,0.441,0.478,30.655,-8.193,-2.653,0.506,,,,,,,,,,,,-0.160,-0.063,-0.423,15.240,1.314,2.475,-33.445,0.609,-2.304,6.751,-10.715,"Coe College","Coe College",,,,,{25A48BA8-5E24-4755-94C4-6CFAB91A1F13},0.478,0.441
34,2020/02/11,16:06:44,0,0,"Jared Gordon",{BAB0D9E0-A7CE-4460-B335-32D3A8E5EB91},R,"Coe College","Nolan Cavanaugh",{9AFDA1EE-B1E1-4EEA-8A35-92D08D9FA3B1},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,"Contact Out",,,,,,,33.698,2.487,-2.084,1798.00,319.637,4:45,1.313,-0.599,1.673,-1.442,-0.186,0.142,0.580,-0.146,30.730,-8.106,-1.034,0.510,,,,,,,,,,,,-0.092,-0.108,-0.544,15.240,1.367,1.164,-33.356,0.944,-1.324,6.325,-11.363,"Coe College","Coe College",,,,,{C5767FC5-E029-44D3-89D4-06DB1A46C883},-0.146,0.580
35,2020/02/11,16:07:14,0,0,"Jared Gordon",{BAB0D9E0-A7CE-4460-B335-32D3A8E5EB91},R,"Coe College","Reid Rausch",{E92F47F1-AF4E-4A87-A01A-B4FD2EB310B5},R,"Coe College","Wind Up",,Top,,,,Slider,,Ball,,,,,,,29.178,1.741,-5.359,1801.00,189.108,12:15,1.414,-0.644,2.055,-1.387,0.219,-0.116,0.514,0.969,26.772,-8.609,-6.225,0.576,,,,,,,,,,,,0.024,0.122,-0.536,15.240,1.442,2.734,-28.850,0.551,0.254,4.723,-8.490,"Coe College","Coe College",,,,,{35E540D8-8449-4F97-BE28-E6E4734ED3C1},0.969,0.514
36,2020/02/11,16:07:33,0,0,"Jared Gordon",{BAB0D9E0-A7CE-4460-B335-32D3A8E5EB91},R,"Coe College","Reid Rausch",{E92F47F1-AF4E-4A87-A01A-B4FD2EB310B5},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,"Foul Ball",,,,,,,33.384,1.945,-1.716,1715.00,205.297,12:45,1.275,-0.573,1.731,-1.147,0.122,-0.009,0.681,-0.077,30.341,-6.530,-1.780,0.513,,,,,,,,,,,,-0.009,0.061,-0.529,15.240,1.317,0.994,-33.072,0.737,-0.122,6.279,-8.937,"Coe College","Coe College",,,,,{B244A512-1014-4329-AA91-92A0481B4AAD},-0.077,0.681
37,2020/02/11,16:07:53,0,0,"Jared Gordon",{BAB0D9E0-A7CE-4460-B335-32D3A8E5EB91},R,"Coe College","Reid Rausch",{E92F47F1-AF4E-4A87-A01A-B4FD2EB310B5},R,"Coe College","Wind Up",,Top,,,,Slider,,Ball,,,,,,,30.379,1.586,-4.225,1359.00,250.421,2:15,1.322,-0.485,1.979,-1.358,0.132,0.202,0.409,0.498,27.674,-8.571,-2.711,0.556,,,,,,,,,,,,-0.145,0.076,-0.396,15.240,1.349,2.169,-30.070,0.480,-1.694,5.303,-8.924,"Coe College","Coe College",,,,,{943336B5-15DD-42A0-8674-2621E507FEAA},0.498,0.409
