No,Date,Time,"PA of Inning","Pitch of PA",Pitcher,"Pitcher ID","Pitcher Handedness","Pitcher Team",Batter,"Batter ID","Batter Handedness","Batter Team","Pitch Set",Col15,Top/Bottom,Col17,Col18,Col19,"Pitch Type",Col21,"Pitch Call",Col23,Col24,Col25,Col26,Col27,Col28,"Pitch Speed [m/s]","Pitch Launch (V) [°]","Pitch Launch (H) [°]","Pitch Spin [rpm]","Pitch Spin Axis [°]","Pitch Spin Tilt","Pitch Release Height [m]","Pitch Release Side [m]","Pitch Extension [m]","Pitch Break (V) [m]","Pitch Break Ind (V) [m]","Pitch Break (H) [m]","Pitch Strike Zone - Height [m]","Pitch Strike Zone - Offset [m]","Pitch Zone Speed [m/s]","Pitch Approach (V) [°]","Pitch Approach (H) [°]","Pitch Time [s]","Hit Ball Speed [m/s]","Hit Ball Launch (V) [°]","Hit Ball Launch (H) [°]",Col50,Col51,Col52,Col53,"Hit Carry Distance [m]",Col55,Col56,"Hit Ball Flight Time [s]","pfxx [m]","pfxz [m]","x0 [m]","y0 [m]","z0 [m]","vx0 [m/s]","vy0 [m/s]","vz0 [m/s]","ax [m/s²]","ay [m/s²]","az [m/s²]","Home Team","Away Team",Col71,Col72,Col73,Col74,GUID,"px [m]","pz [m]"
1,2019/02/05,14:41:59,0,0,"Jeffrey Anders",{A098B26A-5758-4BE4-BE69-1983040DDDC9},R,"Coe College","JT Henry",{4B2C93B6-724B-47D4-B45F-644FA936C12C},R,"Coe College","Wind Up",,Top,,,,Slider,,"Called Strike",,,,,,,33.252,2.028,-1.758,1349.00,134.072,10:30,1.451,0.777,1.804,-1.057,0.218,-0.225,0.968,0.054,30.040,-5.865,-3.334,0.510,,,,,,,,,,,,-0.020,0.344,-0.732,15.240,1.487,1.133,-33.281,1.091,1.392,6.704,-10.028,"Coe College","Coe College",,,,,{CA1760A0-23A5-4891-A58E-C9B43F15F7A6},-0.059,0.918
2,2019/02/05,14:42:16,0,0,"Jeffrey Anders",{A098B26A-5758-4BE4-BE69-1983040DDDC9},R,"Coe College","JT Henry",{4B2C93B6-724B-47D4-B45F-644FA936C12C},R,"Coe College","Wind Up",,Top,,,,Slider,,Ball,,,,,,,33.899,0.482,-5.197,2662.00,238.416,2:0,1.548,0.943,1.886,-1.050,0.195,0.317,0.635,-0.207,30.408,-7.355,-2.951,0.504,,,,,,,,,,,,-0.469,0.419,-0.823,15.240,1.547,2.979,-33.460,0.232,-3.294,6.907,-10.026,"Coe College","Coe College",,,,,{509F16D0-FDE3-4919-AC48-24295770D749},0.200,0.589
3,2019/02/05,14:42:30,0,0,"Jeffrey Anders",{A098B26A-5758-4BE4-BE69-1983040DDDC9},R,"Coe College","JT Henry",{4B2C93B6-724B-47D4-B45F-644FA936C12C},R,"Coe College","Wind Up",,Top,,,,Fastball,,"Foul Ball",,,,,,,37.250,0.024,-2.449,2156.00,146.496,11:0,1.532,0.749,2.096,-0.718,0.276,-0.183,0.821,-0.115,33.631,-5.415,-3.833,0.450,,,,,,,,,,,,-0.094,0.454,-0.709,15.240,1.517,1.720,-36.896,-0.020,0.995,7.776,-8.184,"Coe College","Coe College",,,,,{78C0366D-22DA-4A34-9DD6-8F08351324DA},0.095,0.797
4,2019/02/05,14:42:52,0,0,"Jeffrey Anders",{A098B26A-5758-4BE4-BE69-1983040DDDC9},R,"Coe College","JT Henry",{4B2C93B6-724B-47D4-B45F-644FA936C12C},R,"Coe College","Wind Up",,Top,,,,Fastball,,Ball,,,,,,,38.730,1.314,-3.871,2516.00,187.733,12:15,1.468,0.887,1.798,-0.533,0.449,0.061,1.308,-0.149,34.395,-2.712,-3.450,0.447,,,,,,,,,,,,-0.356,0.424,-0.810,15.240,1.477,2.835,-37.740,0.896,-2.723,8.090,-6.778,"Coe College","Coe College",,,,,{F1109CCC-A6E0-4B75-A1B8-3CC7765F16EA},0.118,1.280
5,2019/02/05,14:43:09,0,0,"Jeffrey Anders",{A098B26A-5758-4BE4-BE69-1983040DDDC9},R,"Coe College","JT Henry",{4B2C93B6-724B-47D4-B45F-644FA936C12C},R,"Coe College","Wind Up",,Top,,,,Slider,,Single,,,,,,,31.738,5.249,-2.253,2475.00,15.778,6:30,1.220,0.954,2.020,-1.709,-0.310,-0.088,0.980,0.237,28.300,-7.514,-3.127,0.534,,,,,,,,,,,,-0.076,-0.017,-0.900,15.240,1.317,1.187,-31.359,2.614,0.577,5.988,-13.889,"Coe College","Coe College",,,,,{649961BD-50A3-4FF8-85CC-FD9EA8F19B14},-0.247,0.923
6,2019/02/05,14:43:49,0,0,"Jeffrey Anders",{A098B26A-5758-4BE4-BE69-1983040DDDC9},R,"Coe College","Colton Knox",{49B61A5C-1745-4445-9ADC-3312A5A6F38B},L,"Coe College","Wind Up",,Top,,,,Fastball,,Single,,,,,,,38.006,-1.463,-1.668,1020.00,161.401,11:30,1.778,0.741,1.760,-0.550,0.445,-0.150,0.812,0.118,34.346,-5.543,-2.874,0.450,22.770,25.737,-13.320,,,,,37.159,,,2.071,0.072,0.724,-0.669,15.240,1.697,0.799,-37.617,-1.233,2.925,8.047,-4.121,"Coe College","Coe College",,,,,{BEC0D3A3-8F34-4B17-BF29-CB1E7458D673},-0.099,0.850
7,2019/02/05,14:44:32,0,0,"Jeffrey Anders",{A098B26A-5758-4BE4-BE69-1983040DDDC9},R,"Coe College","Kyle Alvarado",{287722BA-CBE3-4BDC-82A2-08FF8059A8FA},R,"Coe College","Wind Up",,Top,,,,Curveball,,Ball,,,,,,,31.454,2.135,2.685,2500.00,163.333,11:30,1.518,0.765,1.880,0.033,1.508,-0.451,2.154,1.070,27.483,1.937,-0.572,0.548,,,,,,,,,,,,0.376,0.886,-0.823,15.240,1.545,-1.325,-30.822,1.668,3.446,6.133,-2.557,"Coe College","Coe College",,,,,{C8FB9644-54C6-4C54-A20B-17C2ADF64E8A},-1.054,2.060
8,2019/02/05,14:44:52,0,0,"Jeffrey Anders",{A098B26A-5758-4BE4-BE69-1983040DDDC9},R,"Coe College","Kyle Alvarado",{287722BA-CBE3-4BDC-82A2-08FF8059A8FA},R,"Coe College","Wind Up",,Top,,,,Fastball,,Ball,,,,,,,38.587,0.659,-1.869,2342.00,183.116,12:0,1.503,0.762,1.976,-0.256,0.691,0.038,1.431,0.276,34.579,-1.382,-1.608,0.439,,,,,,,,,,,,-0.147,0.485,-0.721,15.240,1.494,1.276,-38.038,0.819,-0.965,8.327,-5.460,"Coe College","Coe College",,,,,{06C1D7CE-24CB-4D14-A892-0F9451273C35},-0.284,1.379
9,2019/02/05,14:45:07,0,0,"Jeffrey Anders",{A098B26A-5758-4BE4-BE69-1983040DDDC9},R,"Coe College","Kyle Alvarado",{287722BA-CBE3-4BDC-82A2-08FF8059A8FA},R,"Coe College","Wind Up",,Top,,,,Fastball,,"Swinging Strike",,,,,,,37.624,2.086,-2.658,2329.00,198.345,12:30,1.423,0.793,2.003,-0.792,0.192,0.064,1.215,0.114,33.901,-3.887,-2.230,0.448,,,,,,,,,,,,-0.232,0.272,-0.757,15.240,1.453,1.878,-37.224,1.303,-1.636,7.648,-9.526,"Coe College","Coe College",,,,,{519BEDC7-7BA3-415B-973D-69FD717C5606},-0.121,1.180
10,2019/02/05,14:45:23,0,0,"Jeffrey Anders",{A098B26A-5758-4BE4-BE69-1983040DDDC9},R,"Coe College","Kyle Alvarado",{287722BA-CBE3-4BDC-82A2-08FF8059A8FA},R,"Coe College","Wind Up",,Top,,,,Fastball,,Ball,,,,,,,37.621,1.812,-2.771,2546.00,172.962,11:45,1.467,0.796,1.879,-0.654,0.345,-0.043,1.324,-0.028,33.866,-3.117,-3.128,0.451,,,,,,,,,,,,-0.129,0.410,-0.732,15.240,1.493,1.768,-37.226,1.015,0.341,7.819,-7.127,"Coe College","Coe College",,,,,{A8ACCC7C-C442-45DF-B7B1-CEB435BB7302},0.027,1.305
