No,Date,Time,"PA of Inning","Pitch of PA",Pitcher,"Pitcher ID","Pitcher Handedness","Pitcher Team",Batter,"Batter ID","Batter Handedness","Batter Team","Pitch Set",Col15,Top/Bottom,Col17,Col18,Col19,"Pitch Type",Col21,"Pitch Call",Col23,Col24,Col25,Col26,Col27,Notes,"Pitch Speed [m/s]","Pitch Launch (V) [°]","Pitch Launch (H) [°]","Pitch Spin [rpm]","Pitch Spin Axis [°]","Pitch Spin Tilt","Pitch Release Height [m]","Pitch Release Side [m]","Pitch Extension [m]","Pitch Break (V) [m]","Pitch Break Ind (V) [m]","Pitch Break (H) [m]","Pitch Strike Zone - Height [m]","Pitch Strike Zone - Offset [m]","Pitch Zone Speed [m/s]","Pitch Approach (V) [°]","Pitch Approach (H) [°]","Pitch Time [s]","Hit Ball Speed [m/s]","Hit Ball Launch (V) [°]","Hit Ball Launch (H) [°]","Hit Spin [rpm]",Col51,Col52,Col53,"Hit Carry Distance [m]",Col55,Col56,"Hit Ball Flight Time [s]","pfxx [m]","pfxz [m]","x0 [m]","y0 [m]","z0 [m]","vx0 [m/s]","vy0 [m/s]","vz0 [m/s]","ax [m/s˛]","ay [m/s˛]","az [m/s˛]","Home Team","Away Team",Col71,Col72,Col73,Col74,GUID,"px [m]","pz [m]"
1,2020/02/04,14:39:49,0,0,"TJ Deardorff",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,"Coe College","Cody Deardorff",{5825CA3E-8C65-4A22-BB6F-34970076BD73},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,Ball,,,,,,,37.694,-0.861,-1.246,1826.00,208.982,1:0,1.401,-0.627,1.701,-0.743,0.255,0.130,0.413,-0.402,34.072,-6.349,-0.283,0.456,,,,,,,,,,,,-0.080,0.155,-0.595,15.240,1.373,0.762,-37.346,-0.847,-1.430,8.374,-7.022,"Coe College","Coe College",,,,,{A9D5DF47-3506-4798-BF5E-9EFCE09307FC},-0.402,0.413
2,2020/02/04,14:40:01,0,0,"TJ Deardorff",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,"Coe College","Cody Deardorff",{5825CA3E-8C65-4A22-BB6F-34970076BD73},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,"Called Strike",,,,,,,37.555,0.665,-3.244,1925.00,251.087,2:15,1.377,-0.680,1.621,-0.900,0.118,0.260,0.668,-0.011,33.614,-5.988,-1.316,0.462,,,,,,,,,,,,-0.167,0.072,-0.592,15.240,1.388,2.001,-37.120,0.075,-2.937,8.808,-8.531,"Coe College","Coe College",,,,,{92679610-5FBB-4862-9E40-8640DC3DE4EF},-0.011,0.668
3,2020/02/04,14:40:15,0,0,"TJ Deardorff",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,"Coe College","Cody Deardorff",{5825CA3E-8C65-4A22-BB6F-34970076BD73},R,"Coe College","Wind Up",,Top,,,,Slider,,"Swinging Strike",,,,,,,33.698,1.303,-2.555,2379.00,270.465,3:0,1.509,-0.756,1.537,-1.262,0.015,0.063,0.622,-0.084,30.639,-7.901,-2.093,0.515,,,,,,,,,,,,-0.053,0.010,-0.683,15.240,1.535,1.464,-33.335,0.286,-0.764,6.464,-9.669,"Coe College","Coe College",,,,,{111CBC6C-01DE-4552-8378-1F9BB7F4C224},-0.084,0.622
4,2020/02/04,14:40:27,0,0,"TJ Deardorff",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,"Coe College","Cody Deardorff",{5825CA3E-8C65-4A22-BB6F-34970076BD73},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,Ball,,,,,,,38.416,0.006,-5.544,2067.00,275.071,3:15,1.379,-0.628,1.785,-1.032,-0.073,0.410,0.348,0.536,34.650,-7.648,-2.495,0.447,,,,,,,,,,,,-0.268,-0.028,-0.494,15.240,1.372,3.527,-37.910,-0.379,-4.956,8.781,-10.319,"Coe College","Coe College",,,,,{B1D0C5EE-3569-4137-A46B-22BDAED4CF27},0.536,0.348
5,2020/02/04,14:40:41,0,0,"TJ Deardorff",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,"Coe College","Cody Deardorff",{5825CA3E-8C65-4A22-BB6F-34970076BD73},R,"Coe College","Wind Up",,Top,,,,Slider,,"Called Strikeout",,,,,,,34.156,1.527,-2.047,2471.00,216.882,1:15,1.477,-0.857,1.686,-1.151,0.068,-0.027,0.762,-0.247,30.911,-6.968,-2.243,0.504,,,,,,,,,,,,-0.002,0.038,-0.803,15.240,1.509,1.218,-33.815,0.498,-0.037,6.872,-9.248,"Coe College","Coe College",,,,,{22F6CC12-23C4-4A22-8C23-A93E699F53CA},-0.247,0.762
6,2020/02/04,14:41:10,0,0,"TJ Deardorff",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,"Coe College","Reid Rausch",{E92F47F1-AF4E-4A87-A01A-B4FD2EB310B5},R,"Coe College","Wind Up",,Top,,,,Slider,,Ball,,,,,,,33.822,0.227,-1.398,2451.00,64.858,8:15,1.596,-0.696,1.706,-1.308,-0.070,-0.143,0.352,-0.155,30.724,-9.411,-2.460,0.509,,,,,,,,,,,,0.065,-0.023,-0.658,15.240,1.592,0.867,-33.504,-0.316,0.935,6.938,-10.139,"Coe College","Coe College",,,,,{0D26B7A3-5295-4AA8-9F29-2B1FBAFB20C7},-0.155,0.352
7,2020/02/04,14:41:24,0,0,"TJ Deardorff",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,"Coe College","Reid Rausch",{E92F47F1-AF4E-4A87-A01A-B4FD2EB310B5},R,"Coe College","Wind Up",,Top,,,,Slider,,Ball,,,,,,,33.692,1.242,-4.428,2273.00,243.295,2:0,1.549,-0.834,1.688,-1.203,0.056,-0.045,0.701,0.475,30.515,-7.608,-4.761,0.512,,,,,,,,,,,,-0.012,0.035,-0.717,15.240,1.572,2.593,-33.279,0.309,-0.176,6.719,-9.312,"Coe College","Coe College",,,,,{C0289199-0670-4EA1-81BC-772FA665E58E},0.475,0.701
8,2020/02/04,14:41:38,0,0,"TJ Deardorff",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,"Coe College","Reid Rausch",{E92F47F1-AF4E-4A87-A01A-B4FD2EB310B5},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,"Called Strike",,,,,,,37.648,0.566,-4.116,2014.00,260.257,2:45,1.345,-0.698,1.674,-0.948,0.061,0.264,0.558,0.213,33.851,-6.442,-2.161,0.459,,,,,,,,,,,,-0.176,0.041,-0.590,15.240,1.352,2.574,-37.199,0.001,-3.123,8.574,-9.084,"Coe College","Coe College",,,,,{65CB31A7-F48F-4820-AA08-BB31CDF1F349},0.213,0.558
9,2020/02/04,14:41:52,0,0,"TJ Deardorff",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,"Coe College","Reid Rausch",{E92F47F1-AF4E-4A87-A01A-B4FD2EB310B5},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,"Swinging Strike",,,,,,,38.356,0.407,-3.115,2068.00,280.486,3:15,1.398,-0.623,1.608,-1.041,-0.063,0.228,0.474,0.042,34.849,-7.218,-1.440,0.450,,,,,,,,,,,,-0.145,-0.028,-0.538,15.240,1.401,1.972,-37.952,-0.159,-2.700,8.301,-10.331,"Coe College","Coe College",,,,,{0868508D-1F04-4A97-912F-D0EEF825C6D0},0.042,0.474
10,2020/02/04,14:42:07,0,0,"TJ Deardorff",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,"Coe College","Reid Rausch",{E92F47F1-AF4E-4A87-A01A-B4FD2EB310B5},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,"Foul Ball",,,,,,,38.567,0.791,-2.267,1936.00,251.306,2:30,1.605,-0.551,1.700,-0.861,0.093,0.203,0.969,-0.108,34.624,-5.600,-0.760,0.447,,,,,,,,,,,,-0.128,0.056,-0.493,15.240,1.619,1.432,-38.177,0.190,-2.390,9.125,-8.752,"Coe College","Coe College",,,,,{19796273-CF14-49E1-B4DC-93A24028AA7F},-0.108,0.969
11,2020/02/04,14:42:24,0,0,"TJ Deardorff",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,"Coe College","Reid Rausch",{E92F47F1-AF4E-4A87-A01A-B4FD2EB310B5},R,"Coe College","Wind Up",,Top,,,,Slider,,"Called Strikeout",,,,,,,34.146,2.212,-1.933,1163.00,20.888,6:45,1.537,-0.776,1.724,-1.365,-0.150,-0.130,0.802,-0.097,31.163,-7.839,-2.892,0.502,,,,,,,,,,,,0.055,-0.087,-0.725,15.240,1.584,1.186,-33.818,0.835,0.810,6.517,-11.101,"Coe College","Coe College",,,,,{31130266-2499-44B2-8076-3BCFCF09024A},-0.097,0.802
12,2020/02/04,14:43:21,0,0,"TJ Deardorff",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,"Coe College","Grant Riggan",{391682E7-492C-4096-893A-FC219DA083E3},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,Ball,,,,,,,38.343,-0.932,-2.922,1968.00,294.350,3:45,1.459,-0.626,1.668,-1.159,-0.187,0.263,0.034,-0.056,35.320,-9.374,-0.988,0.447,,,,,,,,,,,,-0.161,-0.089,-0.550,15.240,1.425,1.833,-37.978,-1.085,-3.029,7.708,-11.476,"Coe College","Coe College",,,,,{2DF25B62-319E-4841-ADA5-393EBAECB0B9},-0.056,0.034
13,2020/02/04,14:43:36,0,0,"TJ Deardorff",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,"Coe College","Grant Riggan",{391682E7-492C-4096-893A-FC219DA083E3},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,"Called Strike",,,,,,,38.124,0.527,-3.097,2080.00,229.358,1:45,1.317,-0.610,1.679,-0.805,0.176,0.116,0.662,0.157,34.360,-5.425,-2.242,0.452,,,,,,,,,,,,-0.087,0.101,-0.529,15.240,1.325,1.995,-37.722,0.031,-1.596,8.598,-7.962,"Coe College","Coe College",,,,,{603DD96F-1268-4F16-AAF2-D15B2EE4E7D9},0.157,0.662
14,2020/02/04,14:43:49,0,0,"TJ Deardorff",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,"Coe College","Grant Riggan",{391682E7-492C-4096-893A-FC219DA083E3},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,Ball,,,,,,,38.315,-0.843,-5.990,2097.00,258.327,2:30,1.421,-0.652,1.662,-0.903,0.078,0.429,0.276,0.635,34.465,-7.495,-2.827,0.453,,,,,,,,,,,,-0.279,0.061,-0.494,15.240,1.391,3.791,-37.745,-0.916,-5.110,8.776,-8.688,"Coe College","Coe College",,,,,{D8AD8445-E631-4A05-BF4E-ECDE7598C957},0.635,0.276
15,2020/02/04,14:44:04,0,0,"TJ Deardorff",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,"Coe College","Grant Riggan",{391682E7-492C-4096-893A-FC219DA083E3},R,"Coe College","Wind Up",,Top,,,,Slider,,"Called Strike",,,,,,,33.899,1.390,-2.344,2460.00,336.334,5:15,1.579,-0.837,1.769,-1.347,-0.122,-0.009,0.626,-0.163,30.840,-8.574,-2.413,0.505,,,,,,,,,,,,-0.014,-0.064,-0.778,15.240,1.604,1.378,-33.575,0.367,-0.203,6.719,-10.734,"Coe College","Coe College",,,,,{6D408D17-206C-467E-B243-1C538283C734},-0.163,0.626
16,2020/02/04,14:44:19,0,0,"TJ Deardorff",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,"Coe College","Grant Riggan",{391682E7-492C-4096-893A-FC219DA083E3},R,"Coe College","Wind Up",,Top,,,,Slider,,Ball,,,,,,,34.665,1.176,-4.724,2496.00,16.148,6:30,1.518,-0.810,1.470,-1.297,-0.073,-0.164,0.562,0.720,31.731,-8.179,-5.907,0.503,,,,,,,,,,,,0.049,-0.039,-0.665,15.240,1.541,2.892,-34.209,0.189,0.752,6.559,-10.393,"Coe College","Coe College",,,,,{A2B94D04-E7C7-43FF-AD41-AB941A243AA4},0.720,0.562
17,2020/02/04,14:44:34,0,0,"TJ Deardorff",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,"Coe College","Grant Riggan",{391682E7-492C-4096-893A-FC219DA083E3},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,Ball,,,,,,,38.664,1.743,-5.143,2091.00,255.976,2:30,1.319,-0.682,1.633,-0.847,0.118,0.185,0.973,0.607,34.769,-4.492,-3.781,0.448,,,,,,,,,,,,-0.140,0.059,-0.542,15.240,1.360,3.357,-38.135,0.820,-2.629,8.711,-8.700,"Coe College","Coe College",,,,,{84C94500-8606-4847-ABA5-27C162131842},0.607,0.973
18,2020/02/04,14:44:59,0,0,"TJ Deardorff",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,"Coe College","Grant Riggan",{391682E7-492C-4096-893A-FC219DA083E3},R,"Coe College","Wind Up",,Top,,,,Changeup,,Ball,,,,,,,34.443,0.229,-3.673,2324.00,260.764,2:45,1.289,-0.711,1.940,-1.104,0.060,0.335,0.249,-0.015,31.423,-8.000,-1.165,0.491,,,,,,,,,,,,-0.212,0.041,-0.632,15.240,1.287,2.088,-34.128,-0.200,-3.206,6.645,-9.191,"Coe College","Coe College",,,,,{528C26D4-CFD9-4234-95C6-8F554058100A},-0.015,0.249
19,2020/02/04,14:45:15,0,0,"TJ Deardorff",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,"Coe College","Grant Riggan",{391682E7-492C-4096-893A-FC219DA083E3},R,"Coe College","Wind Up",,Top,,,,Slider,,"Foul Ball",,,,,,,34.035,1.157,-3.113,2409.00,282.513,3:30,1.544,-0.796,1.778,-1.255,-0.039,0.135,0.618,-0.048,30.940,-8.129,-2.109,0.503,,,,,,,,,,,,-0.098,-0.018,-0.719,15.240,1.564,1.787,-33.696,0.264,-1.434,6.703,-10.072,"Coe College","Coe College",,,,,{9C2C7104-1DAB-4783-89D9-568BC7EDA9E2},-0.048,0.618
20,2020/02/04,14:45:43,0,0,"TJ Deardorff",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,"Coe College","Grant Riggan",{391682E7-492C-4096-893A-FC219DA083E3},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,Ball,,,,,,,38.556,1.305,-2.011,1931.00,221.627,1:30,1.471,-0.585,1.647,-0.718,0.244,0.138,1.126,-0.148,34.732,-3.998,-0.994,0.447,,,,,,,,,,,,-0.089,0.129,-0.532,15.240,1.501,1.285,-38.171,0.580,-1.680,8.674,-7.378,"Coe College","Coe College",,,,,{2442C17F-6757-444B-AAED-CF30C45C606C},-0.148,1.126
21,2020/02/04,14:46:02,0,0,"TJ Deardorff",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,"Coe College","Grant Riggan",{391682E7-492C-4096-893A-FC219DA083E3},R,"Coe College","Wind Up",,Top,,,,Slider,,"Swinging Strike",,,,,,,34.176,-0.842,-3.978,2488.00,192.446,12:30,1.559,-0.728,1.707,-1.094,0.125,-0.087,0.225,0.492,30.944,-8.890,-4.619,0.505,,,,,,,,,,,,0.012,0.091,-0.623,15.240,1.529,2.379,-33.775,-0.875,0.180,7.162,-8.476,"Coe College","Coe College",,,,,{BFD6B541-837A-4691-AA81-517BB6D439CD},0.492,0.225
22,2020/02/04,14:46:33,0,0,"TJ Deardorff",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,"Coe College","Jackson Varney",{42704157-3E64-4618-B806-7FA6ECC422CD},L,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,"Called Strike",,,,,,,38.400,-0.059,-2.118,1972.00,209.601,1:0,1.521,-0.667,1.714,-0.798,0.162,0.041,0.706,-0.106,34.758,-5.960,-1.817,0.447,,,,,,,,,,,,-0.039,0.097,-0.613,15.240,1.514,1.391,-38.041,-0.350,-0.723,8.551,-7.987,"Coe College","Coe College",,,,,{DDA32FD0-652D-4AE7-AC79-EBD400388B00},-0.106,0.706
23,2020/02/04,14:46:48,0,0,"TJ Deardorff",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,"Coe College","Jackson Varney",{42704157-3E64-4618-B806-7FA6ECC422CD},L,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,"Foul Ball",,,,,,,37.911,1.180,-3.449,2049.00,258.541,2:30,1.416,-0.749,1.657,-0.896,0.100,0.313,0.857,-0.076,34.208,-5.426,-1.141,0.455,,,,,,,,,,,,-0.194,0.054,-0.659,15.240,1.440,2.136,-37.493,0.419,-3.522,8.323,-8.826,"Coe College","Coe College",,,,,{2B738EDC-C847-4C1F-8407-6212ED98B213},-0.076,0.857
24,2020/02/04,14:47:09,0,0,"TJ Deardorff",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,"Coe College","Jackson Varney",{42704157-3E64-4618-B806-7FA6ECC422CD},L,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,"Swinging Strike",,,,,,,38.577,-0.977,-1.123,2019.00,177.346,12:0,1.600,-0.658,1.637,-0.909,0.052,-0.042,0.411,-0.295,34.709,-7.679,-1.434,0.449,,,,,,,,,,,,0.013,0.050,-0.627,15.240,1.566,0.766,-38.185,-1.019,0.233,9.307,-8.867,"Coe College","Coe College",,,,,{B5216077-446B-4167-86DA-78E542EDC966},-0.295,0.411
25,2020/02/04,14:47:35,0,0,"TJ Deardorff",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,"Coe College","Nolan Cavanaugh",{3A53F65F-56DE-4709-9BB2-8E46F877ABEE},R,"Coe College","Wind Up",,Top,,,,Slider,,Ball,,,,,,,34.523,1.062,-2.074,2501.00,73.458,8:30,1.499,-0.759,1.502,-1.269,-0.048,-0.269,0.536,0.107,31.610,-8.134,-4.032,0.502,,,,,,,,,,,,0.125,-0.024,-0.695,15.240,1.518,1.343,-34.172,0.137,1.893,6.529,-10.176,"Coe College","Coe College",,,,,{9AC005D8-4179-4434-A41D-BE3A4AAF65F1},0.107,0.536
26,2020/02/04,14:47:48,0,0,"TJ Deardorff",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,"Coe College","Nolan Cavanaugh",{3A53F65F-56DE-4709-9BB2-8E46F877ABEE},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,"Called Strike",,,,,,,38.115,0.743,-3.674,2072.00,253.021,2:30,1.383,-0.556,1.695,-0.841,0.140,0.338,0.754,0.154,34.403,-5.471,-1.173,0.451,,,,,,,,,,,,-0.210,0.079,-0.462,15.240,1.396,2.289,-37.699,0.162,-3.857,8.406,-8.361,"Coe College","Coe College",,,,,{B4398AB5-A347-4222-B0C3-EAD33E29E209},0.154,0.754
27,2020/02/04,14:48:00,0,0,"TJ Deardorff",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,"Coe College","Nolan Cavanaugh",{3A53F65F-56DE-4709-9BB2-8E46F877ABEE},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,Ball,,,,,,,37.988,1.176,-5.549,2185.00,279.126,3:15,1.264,-0.641,1.633,-1.064,-0.064,0.328,0.538,0.623,34.296,-6.641,-3.144,0.456,,,,,,,,,,,,-0.218,-0.033,-0.491,15.240,1.288,3.508,-37.456,0.346,-3.956,8.304,-10.406,"Coe College","Coe College",,,,,{A2890537-96DD-443E-8C4C-DAE841548ACA},0.623,0.538
28,2020/02/04,14:48:15,0,0,"TJ Deardorff",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,"Coe College","Nolan Cavanaugh",{3A53F65F-56DE-4709-9BB2-8E46F877ABEE},R,"Coe College","Wind Up",,Top,,,,Slider,,"Called Strike",,,,,,,34.286,0.831,-1.672,2488.00,63.932,8:15,1.519,-0.779,1.614,-1.349,-0.129,-0.312,0.408,0.012,31.174,-9.049,-3.974,0.505,,,,,,,,,,,,0.152,-0.060,-0.730,15.240,1.531,1.105,-33.940,-0.001,2.245,7.046,-10.701,"Coe College","Coe College",,,,,{F43BF650-BFF9-41F1-8342-01B39293E40E},0.012,0.408
29,2020/02/04,14:48:32,0,0,"TJ Deardorff",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,"Coe College","Nolan Cavanaugh",{3A53F65F-56DE-4709-9BB2-8E46F877ABEE},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,"Swinging Strikeout",,,,,,,37.929,1.960,-3.259,2103.00,262.632,2:45,1.258,-0.648,1.514,-0.925,0.088,0.271,0.898,0.019,34.203,-4.807,-1.272,0.459,,,,,,,,,,,,-0.168,0.040,-0.555,15.240,1.307,2.018,-37.477,0.891,-3.048,8.220,-9.077,"Coe College","Coe College",,,,,{A13A6B53-6BE0-4385-8844-EE593F86916F},0.019,0.898
30,2020/02/04,14:51:34,0,0,"Camden Smyka",{83E82A46-865A-4E46-A29C-9AE561E200E0},R,"Coe College","Tyler Elliot",{9D935FD6-8148-4710-8F47-1E2CFABC1547},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,"Called Strike",,,,,,,35.009,-0.883,-1.000,2063.00,189.501,12:15,1.787,-0.493,1.753,-0.757,0.392,0.044,0.780,-0.253,31.717,-6.486,-0.673,0.489,,,,,,,,,,,,-0.032,0.230,-0.468,15.240,1.760,0.591,-34.704,-0.798,-0.493,7.136,-6.227,"Coe College","Coe College",,,,,{2EE372EF-7FA5-4585-93DF-77908EAF1CD3},-0.253,0.780
31,2020/02/04,14:51:53,0,0,"Camden Smyka",{83E82A46-865A-4E46-A29C-9AE561E200E0},R,"Coe College","Tyler Elliot",{9D935FD6-8148-4710-8F47-1E2CFABC1547},R,"Coe College","Wind Up",,Top,,,,Curveball,,Ball,,,,,,,30.577,0.594,-0.234,2311.00,46.640,7:30,1.918,-0.592,1.553,-1.676,-0.132,-0.129,0.412,-0.396,27.980,-11.592,-1.186,0.568,,,,,,,,,,,,0.066,-0.056,-0.584,15.240,1.920,0.167,-30.273,-0.250,0.779,5.588,-10.463,"Coe College","Coe College",,,,,{B084CDA6-D4D5-4C0B-A031-9F2CBB3BAA38},-0.396,0.412
32,2020/02/04,14:52:12,0,0,"Camden Smyka",{83E82A46-865A-4E46-A29C-9AE561E200E0},R,"Coe College","Tyler Elliot",{9D935FD6-8148-4710-8F47-1E2CFABC1547},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,Ball,,,,,,,35.448,1.024,-1.187,2100.00,183.720,12:0,1.719,-0.410,1.695,-0.810,0.320,-0.017,1.201,-0.055,31.825,-4.985,-1.315,0.486,,,,,,,,,,,,-0.001,0.178,-0.379,15.240,1.740,0.734,-35.107,0.335,-0.014,7.693,-6.995,"Coe College","Coe College",,,,,{3F5C0E1E-58F1-459C-90F8-7CEF0A644BC6},-0.055,1.201
33,2020/02/04,14:52:30,0,0,"Camden Smyka",{83E82A46-865A-4E46-A29C-9AE561E200E0},R,"Coe College","Tyler Elliot",{9D935FD6-8148-4710-8F47-1E2CFABC1547},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,"Foul Ball",,,,,,,35.753,-1.390,-1.252,2138.00,184.014,12:15,1.784,-0.398,2.044,-0.596,0.466,0.001,0.800,-0.051,32.458,-5.877,-1.242,0.469,,,,,,,,,,,,-0.011,0.281,-0.373,15.240,1.753,0.775,-35.495,-1.037,-0.173,7.359,-5.232,"Coe College","Coe College",,,,,{4A85075A-6B9E-49F3-83E9-F6905B99E3F2},-0.051,0.800
34,2020/02/04,14:52:54,0,0,"Camden Smyka",{83E82A46-865A-4E46-A29C-9AE561E200E0},R,"Coe College","Tyler Elliot",{9D935FD6-8148-4710-8F47-1E2CFABC1547},R,"Coe College","Wind Up",,Top,,,,Curveball,,"Swinging Strikeout",,,,,,,30.546,0.957,-0.028,1143.00,29.169,7:0,1.895,-0.615,1.560,-1.796,-0.249,-0.139,0.374,-0.468,28.092,-12.071,-1.052,0.567,,,,,,,,,,,,0.073,-0.123,-0.613,15.240,1.906,0.062,-30.249,-0.097,0.863,5.423,-11.258,"Coe College","Coe College",,,,,{BB364EB7-BE44-47DA-8869-C2923CD97636},-0.468,0.374
35,2020/02/04,14:53:19,0,0,"Camden Smyka",{83E82A46-865A-4E46-A29C-9AE561E200E0},R,"Coe College","Joey Sartain",{57BC746C-E6C6-4F3B-B8DA-9388DE1D1186},R,"Coe College","Wind Up",,Top,,,,Curveball,,Ball,,,,,,,30.220,2.307,-0.430,1147.00,31.466,7:0,1.896,-0.744,1.638,-1.858,-0.291,-0.216,0.698,-0.405,27.819,-11.238,-2.023,0.570,,,,,,,,,,,,0.111,-0.159,-0.730,15.240,1.943,0.294,-29.928,0.611,1.293,5.135,-11.650,"Coe College","Coe College",,,,,{41698E19-513E-48FE-8337-869172E10B19},-0.405,0.698
36,2020/02/04,14:53:39,0,0,"Camden Smyka",{83E82A46-865A-4E46-A29C-9AE561E200E0},R,"Coe College","Joey Sartain",{57BC746C-E6C6-4F3B-B8DA-9388DE1D1186},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,"Foul Ball",,,,,,,35.760,0.078,0.799,2076.00,147.466,11:0,1.805,-0.240,1.791,-0.838,0.257,-0.153,0.989,-0.314,32.352,-6.153,-0.342,0.478,,,,,,,,,,,,0.089,0.151,-0.259,15.240,1.801,-0.442,-35.459,-0.242,1.447,7.522,-7.364,"Coe College","Coe College",,,,,{60E6E8BF-55E5-4099-A145-674F622F0809},-0.314,0.989
37,2020/02/04,14:54:02,0,0,"Camden Smyka",{83E82A46-865A-4E46-A29C-9AE561E200E0},R,"Coe College","Joey Sartain",{57BC746C-E6C6-4F3B-B8DA-9388DE1D1186},R,"Coe College","Wind Up",,Top,,,,Curveball,,Ball,,,,,,,31.086,-1.260,-0.298,1715.00,130.389,10:15,1.955,-0.570,1.806,-1.328,0.120,-0.238,0.271,-0.247,28.382,-11.050,-2.082,0.550,,,,,,,,,,,,0.127,0.095,-0.561,15.240,1.915,0.231,-30.813,-1.073,1.546,5.892,-8.647,"Coe College","Coe College",,,,,{8C2BE26A-C8ED-4448-B6DF-F8A21F1A96EA},-0.247,0.271
38,2020/02/04,14:54:19,0,0,"Camden Smyka",{83E82A46-865A-4E46-A29C-9AE561E200E0},R,"Coe College","Joey Sartain",{57BC746C-E6C6-4F3B-B8DA-9388DE1D1186},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,"Foul Ball",,,,,,,35.846,-0.578,-0.898,2027.00,191.798,12:30,1.768,-0.584,1.862,-0.859,0.222,0.028,0.747,-0.359,32.544,-6.970,-0.689,0.474,,,,,,,,,,,,-0.022,0.137,-0.563,15.240,1.749,0.548,-35.559,-0.646,-0.366,7.466,-7.570,"Coe College","Coe College",,,,,{FD004988-6FF7-4E51-AFCA-3EE266892868},-0.359,0.747
39,2020/02/04,14:55:00,0,0,"Camden Smyka",{83E82A46-865A-4E46-A29C-9AE561E200E0},R,"Coe College","Grant Riggan",{391682E7-492C-4096-893A-FC219DA083E3},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,"Foul Ball",,,,,,,35.296,-0.114,-1.818,2064.00,204.601,12:45,1.693,-0.596,1.912,-0.790,0.318,0.104,0.871,-0.189,31.978,-6.025,-1.039,0.480,,,,,,,,,,,,-0.072,0.187,-0.556,15.240,1.686,1.079,-35.013,-0.321,-1.132,7.255,-6.846,"Coe College","Coe College",,,,,{2EB5AD9C-12BC-4503-BDB9-B8EF786D42FE},-0.189,0.871
