,year,Player,teamID,IP,K%,BB%,BABIP,ERA,FIP
822,2011,Luke Probasco,BVU,95.1,17.41,4.75,0.32,2.93,1.32
823,2011,Paul Brown,SIM,62,20.17,6.44,0.36,3.19,2.74
824,2011,Mike Huyser,SIM,72.2,17.78,7.78,0.31,3.22,2.26
825,2011,Mark Hennessy,DBQ,51,21.74,9.24,0.34,3.35,2.14
826,2011,Kalen Mace,DBQ,47.1,20.83,11.90,0.36,3.42,2.24
827,2011,Kevin Baranowski,COE,75.1,11.51,13.31,0.31,3.46,3.72
828,2011,Scott Benson,WAR,69,16.30,7.41,0.35,3.52,2.40
829,2011,Danny Smith,LUT,67,12.55,7.06,0.34,3.63,1.66
830,2011,Michael Dirkx,BVU,65.2,20.24,9.92,0.40,3.7,2.77
831,2011,Kevin Moriarity,LOR,48,18.42,5.26,0.36,3.75,2.60
832,2011,Sean Raisch,COE,53,17.22,11.48,0.39,3.91,2.01
833,2011,Chris Dorff,SIM,77.2,21.43,8.84,0.35,3.94,2.50
834,2011,Elliot Visuri,DBQ,39.1,12.99,7.14,0.38,4.12,3.37
835,2011,Paul Krenger,DBQ,62.1,19.40,9.48,0.40,4.48,3.27
836,2011,Dirk Lindaman,CEN,59.2,11.06,9.36,0.38,4.53,3.83
837,2011,Ryan Goetzinger,CEN,60.2,20.16,10.89,0.43,4.75,2.57
838,2011,Charlie Muir,COR,62,13.57,8.14,0.41,6.53,2.61
839,2011,Adam Butler,COR,58.1,9.21,12.13,0.37,7.25,5.62
840,2011,Justin Brown,COR,41.2,9.14,12.57,0.44,7.34,3.56
841,2011,Brett Crable,SIM,9.2,16.67,13.89,0.13,0,2.98
842,2011,Brennan Holm,BVU,4,18.18,9.09,0.25,0,0.83
843,2011,Nick Baldocchi,DBQ,2,25.00,0.00,0.33,0,-1.24
844,2011,Jake Norton,LOR,2,57.14,14.29,0.50,0,0.43
845,2011,Kel Ganeku,BVU,1,33.33,0.00,0.00,0,-1.24
846,2011,Ryan Scheetz,BVU,1,33.33,0.00,0.00,0,-1.24
847,2011,Jerry Ellendson,COE,8,6.25,3.13,0.31,1.12,0.42
848,2011,Marcus Walcsyk,WAR,25,15.38,12.50,0.39,1.8,3.77
849,2011,Spencer Radabaugh,LOR,19.1,30.56,6.94,0.37,1.86,1.31
850,2011,John King,COE,23.2,8.08,9.09,0.36,1.9,2.33
851,2011,Tyler Hixson,COE,21.2,23.38,12.99,0.35,2.08,2.51
852,2011,Landon Klostermann,DBQ,4,0.00,16.67,0.25,2.25,5.82
853,2011,James Stone,BVU,32.1,21.77,8.87,0.41,2.51,2.81
854,2011,Joe Moen,WAR,10.1,5.13,12.82,0.23,2.61,4.73
855,2011,Nate Rost,WAR,17,19.35,9.68,0.28,2.65,1.52
856,2011,Michael Jontz,CEN,30,20.34,13.56,0.39,2.7,3.71
857,2011,Judson McKown,CEN,9.1,13.51,5.41,0.30,2.89,0.60
858,2011,Kyle Dupic,BVU,30.2,16.39,8.20,0.37,2.93,2.07
859,2011,Alex Korth,COE,12,18.18,2.27,0.32,3,1.60
860,2011,Brenden Drahn,COE,17.2,12.16,4.05,0.38,3.06,0.70
861,2011,Ben Roemmich,WAR,5.2,21.74,26.09,0.50,3.18,5.52
862,2011,Alex Byom,LUT,35,14.53,17.95,0.32,3.34,4.16
863,2011,Tyler Lefeber,BVU,34.1,36.51,14.29,0.49,3.41,2.25
864,2011,Ryan Wuebker,BVU,36,26.32,10.53,0.37,3.5,1.81
865,2011,Cole Boge,LOR,38,11.69,4.55,0.37,3.79,0.94
866,2011,Zach Rogers,COR,2.1,42.86,100.00,-0.20,3.86,23.15
867,2011,Bret Bell,CEN,20.1,13.16,17.11,0.42,3.98,4.59
868,2011,Joe Martin,LUT,35.2,11.61,5.16,0.42,4.04,1.84
869,2011,Reggie Kock,BVU,48,22.91,13.97,0.41,4.12,3.50
870,2011,Jake Wittman,WAR,13,13.73,9.80,0.42,4.15,4.25
871,2011,Jared Berlage,LUT,13,10.42,14.58,0.45,4.15,4.89
872,2011,Mike Werkheiser,CEN,13,22.64,5.66,0.44,4.15,1.09
873,2011,Jeremey Gerardy,LOR,27.1,10.71,9.82,0.43,4.28,4.02
874,2011,Zach Picciotti,COE,26,11.11,11.11,0.35,4.5,3.79
875,2011,Eric Edkin,DBQ,12,12.77,4.26,0.32,4.5,8.06
876,2011,Todd Whited,DBQ,8,25.00,14.29,0.31,4.5,2.55
877,2011,Warren Drucker,SIM,2,7.69,0.00,0.45,4.5,9.96
878,2011,Mark Butler,SIM,17.2,18.75,11.25,0.49,4.58,3.19
879,2011,Kyle Ruehle,SIM,37,19.05,10.88,0.43,4.62,5.02
880,2011,Andrew Patzke,COR,28.1,14.81,16.67,0.37,4.76,4.94
881,2011,Jarad George,BVU,32.1,12.20,15.45,0.37,5.29,3.41
882,2011,Tyler Weiss,DBQ,10,23.26,11.63,0.48,5.4,2.25
883,2011,Dan Grosser,WAR,31,9.38,13.28,0.39,5.52,4.45
884,2011,Noah Nelsen-Gross,LUT,8,7.89,5.26,0.53,5.62,3.17
885,2011,Drew Babinat,WAR,14.1,28.07,3.51,0.34,5.65,4.48
886,2011,Jon Ringblom,BVU,20.2,12.94,7.06,0.42,6.1,1.63
887,2011,Ryan Dusil,CEN,11.2,20.00,11.11,0.43,6.17,3.49
888,2011,Kyle Staats,DBQ,38.2,9.94,7.45,0.42,6.52,2.47
889,2011,Griffin Hatten,BVU,21,24.44,6.67,0.39,6.86,2.48
890,2011,Caleb Rangel,CEN,5,21.05,10.53,0.50,7.2,10.96
891,2011,Matt Russell,SIM,11,26.67,24.44,0.74,7.36,6.05
892,2011,Jerrod Torkelson,LUT,21.1,17.86,17.86,0.48,7.59,3.80
893,2011,Tim McGrane,COR,4.2,0.00,10.00,0.47,7.71,4.15
894,2011,Kyler Laurie,LOR,32.1,12.24,11.56,0.52,7.79,4.43
895,2011,Eric Rife,LOR,21.2,15.79,8.42,0.42,7.89,4.14
896,2011,Michael Schinstock,WAR,17,9.72,6.94,0.43,7.94,2.79
897,2011,John Russell,SIM,5.2,26.09,26.09,0.64,7.94,5.28
898,2011,Josh Gordon,COE,14.1,13.56,13.56,0.49,8.16,4.51
899,2011,Greg Farrey,LOR,4.1,15.79,10.53,0.62,8.31,3.35
900,2011,Robert Endriss,SIM,2,40.00,10.00,0.50,9,11.01
901,2011,Michael Chia,SIM,2,9.09,0.00,0.50,9,-0.62
902,2011,Nicholas Martin,DBQ,1,0.00,33.33,1.00,9,11.63
903,2011,Kyle Pullins,SIM,4.2,26.09,8.70,0.50,9.64,18.89
904,2011,Tim Ciskowski,DBQ,9,24.32,10.81,0.75,10,5.63
905,2011,D.J. Glasgow,CEN,20.2,11.11,15.56,0.53,10.02,7.53
906,2011,Drew Campbell,COR,7.2,9.09,21.21,0.55,10.57,5.94
907,2011,Nathan Andersen,LUT,6.2,17.86,28.57,0.92,10.8,9.32
908,2011,Rob Voges,COE,9.1,21.62,21.62,0.93,11.57,13.56
909,2011,Andrew Marshall,BVU,4.1,13.04,26.09,0.79,12.46,7.60
910,2011,Stefan Snyder,LUT,2,14.29,28.57,0.50,13.5,5.20
911,2011,Nick Norris,COR,14.2,8.57,20.00,0.63,14.73,7.93
912,2011,Jesse Searls,COR,9.1,8.00,10.00,0.60,16.39,4.98
913,2011,Nick Battalini,LOR,1,20.00,40.00,1.00,18,10.39
914,2011,Jose Rodriguez,SIM,2.1,18.75,6.25,0.82,19.29,3.77
915,2011,Mac Shepherd,DBQ,3,17.65,17.65,1.17,27,24.50
916,2011,Brad Walker,WAR,2,0.00,18.18,0.67,31.5,5.82
917,2011,Nathan Jepsen,COR,1,0.00,7.69,0.91,90,11.63
918,2011,Darin Schultz,CEN,0,0.00,66.67,3.00,99,Inf
919,2012,Judson McKown,CEN,45,14.97,5.99,0.35,1.2,1.01
920,2012,Paul Krenger,DBQ,46.2,21.82,6.67,0.29,1.74,1.47
921,2012,Dirk Lindaman,CEN,60.1,17.29,7.48,0.31,1.79,0.79
922,2012,Scott Benson,WAR,94.2,26.69,5.34,0.38,2.28,0.32
923,2012,Ben Strellner,COE,49.1,9.33,3.63,0.34,2.37,1.93
924,2012,Augie Lindmark,LUT,73.1,15.75,9.52,0.37,2.58,1.82
925,2012,Joel Pulliam,CEN,80.2,25.33,8.55,0.31,2.79,1.73
926,2012,Will Petrosky,LOR,41.2,26.67,14.67,0.41,2.81,2.09
927,2012,Ryan Doty,WAR,85,32.00,6.46,0.40,2.86,0.93
928,2012,Ben Cottrell,LOR,59.2,17.18,8.81,0.29,2.87,1.85
929,2012,Connor Alberhasky,COE,53,17.24,6.40,0.34,2.89,1.76
930,2012,Adam Schwoebel,LOR,45.2,21.56,9.58,0.38,2.96,1.96
931,2012,Ryan Goetzinger,CEN,54.2,18.48,9.00,0.29,3.13,2.57
932,2012,Jose Rodriguez,SIM,48.1,14.66,7.85,0.37,3.17,2.25
933,2012,Wade Morris,COE,81,9.51,4.26,0.29,3.22,1.49
934,2012,Ryan Dusil,CEN,42.1,9.55,8.92,0.26,3.4,3.15
935,2012,Alec Knop,LUT,57.2,18.92,9.01,0.30,3.43,1.34
936,2012,Aaron Young,SIM,92,15.13,8.96,0.35,3.52,2.00
937,2012,Kalen Mace,DBQ,42,22.93,12.10,0.40,3.64,2.28
938,2012,Kyle Ruehle,SIM,52.2,16.93,18.52,0.38,4.1,4.96
939,2012,Jon Ringblom,BVU,71.1,19.38,7.61,0.37,4.16,2.25
940,2012,Mark Hennessy,DBQ,51.2,16.58,7.54,0.37,4.18,1.87
941,2012,Michael Dirkx,BVU,66.2,22.31,15.94,0.36,4.32,2.54
942,2012,Sean Raisch,COE,49.2,12.50,7.50,0.39,4.53,1.24
943,2012,Reggie Kock,BVU,45,17.89,8.95,0.40,4.8,2.60
944,2012,Danny Smith,LUT,64.1,11.46,6.32,0.37,4.9,1.21
945,2012,Michael Schinstock,WAR,45.1,19.21,9.60,0.36,5.36,1.36
946,2012,Chris Dorff,SIM,81.1,19.76,7.37,0.43,5.53,1.47
947,2012,Charlie Muir,COR,71.2,12.46,8.30,0.39,6.03,2.66
948,2012,Justin Brown,COR,46,8.37,8.84,0.45,7.43,3.42
949,2012,Michael Jontz,CEN,2,12.50,0.00,0.29,0,-0.56
950,2012,Joey Kilsdonk,DBQ,0.1,0.00,0.00,0.00,0,0.00
951,2012,Jared Berlage,LUT,18.1,10.34,8.62,0.27,0.98,2.71
952,2012,Ian Grigsby,BVU,32.2,26.05,8.40,0.33,1.1,1.79
953,2012,Jesse Munsterman,BVU,7.2,26.67,10.00,0.35,1.17,2.40
954,2012,James Stone,BVU,26.1,28.57,8.16,0.38,1.37,0.81
955,2012,Alex Korth,COE,28.1,20.19,9.62,0.35,1.59,1.77
956,2012,Andy Nelson,LUT,5,15.79,21.05,0.33,1.8,3.52
957,2012,Mike Werkheiser,CEN,23.1,16.67,11.90,0.29,1.93,2.41
958,2012,Tyler Lefeber,BVU,8,37.14,17.14,0.92,2.25,4.73
959,2012,Griffin Hatten,BVU,23.2,23.71,9.28,0.40,2.28,3.10
960,2012,Jeremy Gerardy,LOR,34.2,25.20,12.20,0.39,2.34,2.61
961,2012,Kyle Stennes,COR,29.1,21.01,15.13,0.34,2.45,3.29
962,2012,Kyle Koberna,DBQ,7.1,20.00,3.33,0.35,2.45,-0.21
963,2012,Tyler Thorne,COR,16,11.59,14.49,0.32,2.81,4.89
964,2012,Brad Walker,WAR,6.1,4.35,4.35,0.29,2.84,0.68
965,2012,Bret Bell,CEN,6.1,34.78,17.39,0.50,2.84,5.09
966,2012,Donny Baran,LOR,12.1,23.53,11.76,0.52,2.92,2.35
967,2012,Kyle Staats,DBQ,25.2,21.70,10.38,0.43,3.16,2.85
968,2012,Spencer Radabaugh,LOR,28.1,31.48,11.11,0.47,3.18,2.19
969,2012,Andrew Withers,LUT,10.1,22.73,11.36,0.39,3.48,2.00
970,2012,Chase Hirschauer,WAR,28,31.78,17.76,0.52,3.54,4.19
971,2012,Austin Safranski,LOR,35.1,13.08,10.77,0.38,3.57,2.84
972,2012,Max Nank,DBQ,16.2,2.90,8.70,0.33,3.78,2.12
973,2012,Jake Scieszinski,SIM,17,4.41,4.41,0.38,4.24,1.96
974,2012,Joshua Eastman,DBQ,37.1,14.00,10.67,0.39,4.34,3.08
975,2012,Todd Whited,DBQ,26.2,21.15,8.65,0.38,4.39,2.71
976,2012,Miles Canady,LOR,32.1,6.20,7.75,0.33,4.45,2.76
977,2012,Michael Chia,SIM,6,20.83,0.00,0.35,4.5,0.81
978,2012,Andrew Marshall,BVU,4,0.00,20.00,0.50,4.5,3.93
979,2012,Kyle Helmerson,SIM,4,12.50,12.50,0.33,4.5,2.06
980,2012,Zach Wilcox,COR,2,14.29,57.14,1.00,4.5,12.53
981,2012,Zach Rogers,COR,31.2,14.75,11.48,0.39,4.55,3.05
982,2012,AJ Reuter,COE,23,10.00,8.89,0.40,4.7,2.67
983,2012,Drew Arends,COE,39.1,12.74,14.65,0.40,5.03,3.04
984,2012,Eric Jones,SIM,7,13.79,17.24,0.53,5.14,3.85
985,2012,Marcus Walczyk,WAR,27,27.84,25.77,0.44,5.33,4.51
986,2012,Brennan Holm,BVU,16.2,25.00,6.25,0.37,5.4,3.95
987,2012,Phil Richmond,COE,37,29.69,31.25,0.69,5.59,7.01
988,2012,Lucas Hadaway,BVU,25.1,20.59,12.75,0.42,5.68,3.03
989,2012,Spencer Kuehn,DBQ,22,23.40,20.21,0.61,5.73,4.51
990,2012,Joseph Moen,WAR,14,11.86,15.25,0.47,5.79,5.42
991,2012,Jake Norton,LOR,9,11.11,19.44,0.42,6,4.16
992,2012,Jerry Ellendson,COE,3,15.79,15.79,0.64,6,7.61
993,2012,Eric Edkin,DBQ,8.2,9.68,19.35,0.33,6.23,4.06
994,2012,Matt McKinney,LUT,21.1,15.12,12.79,0.53,6.75,2.54
995,2012,Jackson Litterer,WAR,2.2,0.00,18.18,0.50,6.75,7.14
996,2012,Travis Mateer,SIM,1.1,20.00,20.00,0.33,6.75,3.74
997,2012,Jacob Courtright,COR,13.2,15.87,9.52,0.39,7.24,4.82
998,2012,Jake Wittman,WAR,14.2,17.24,15.52,0.43,7.36,5.95
999,2012,Brett Crable,SIM,3.2,40.00,6.67,0.63,7.36,-0.46
1000,2012,Matt Reynolds,LUT,44.2,12.57,16.94,0.46,7.46,4.11
1001,2012,Jeremy Ryan,COR,34.2,7.59,6.33,0.44,7.53,1.60
1002,2012,Logan Potter,LOR,8.1,18.42,2.63,0.52,7.56,1.62
1003,2012,Drew Campbell,COR,4.2,10.00,15.00,0.38,7.71,8.99
1004,2012,Connor Schreck,LOR,6.2,27.27,6.06,0.60,8.1,6.21
1005,2012,Alex Sharp,WAR,7.1,17.86,32.14,0.60,8.59,10.75
1006,2012,Beriah Quick,COR,32.1,11.68,21.17,0.52,8.63,6.71
1007,2012,Elliott Visuri,DBQ,16.2,18.57,14.29,0.56,8.64,3.63
1008,2012,Alex Byom,LUT,29,14.53,19.66,0.48,8.69,4.22
1009,2012,Tyler Hixson,COE,6,9.09,13.64,0.67,9,3.99
1010,2012,Kelsen Ganeku,BVU,2,14.29,42.86,0.67,9,7.29
1011,2012,Cam Beatty,BVU,8.2,16.22,16.22,0.65,9.35,7.89
1012,2012,Brian Birks,SIM,14.2,5.13,5.13,0.52,9.82,3.24
1013,2012,David Lowe,LUT,5,17.39,4.35,0.63,10.8,2.25
1014,2012,Joel Martin,LUT,7,10.00,7.50,0.53,11.57,3.85
1015,2012,Aaron Collins,COE,2.1,0.00,44.44,0.80,11.57,9.97
1016,2012,Brady Harris,DBQ,3,0.00,6.67,0.33,12,5.24
1017,2012,Corey Miller,LUT,8,7.89,15.79,0.57,12.38,4.16
1018,2012,Scott Harris,BVU,4.1,14.29,14.29,0.92,12.46,5.57
1019,2012,Jon Heinzman,WAR,7.1,14.29,17.14,0.70,14.73,6.59
1020,2012,Tim Ciskowski,DBQ,1.2,33.33,33.33,2.00,16.2,14.66
1021,2012,Brenden Drahn,COE,2,16.67,8.33,0.78,22.5,1.50
1022,2012,Chris Rana,COR,3,5.88,64.71,2.00,42,25.18
1023,2012,Nick Norris,COR,1.1,0.00,0.00,0.67,47.25,4.76
1024,2013,Alex Byom,LUT,49,18.13,15.20,0.32,1.84,3.10
1025,2013,Nate Whitham,LUT,37,8.72,10.74,0.33,1.95,2.31
1026,2013,Ben Cottrell,LOR,56.1,16.82,7.01,0.30,2.08,2.06
1027,2013,Jon Ringblom,BVU,61.2,26.18,7.30,0.38,2.19,0.73
1028,2013,Connor Alberhasky,COE,63.1,17.62,6.56,0.36,2.7,1.55
1029,2013,Will Petrosky,LOR,60.1,24.65,14.42,0.38,2.83,2.12
1030,2013,Josh Eastman,DBQ,56.2,11.52,5.99,0.32,2.86,2.16
1031,2013,Ryan Doty,WAR,51,29.80,7.07,0.35,3,3.26
1032,2013,Alec Knop,LUT,47.2,16.48,8.79,0.36,3.02,1.38
1033,2013,Drew Arends,COE,60,26.22,10.22,0.38,3.15,1.44
1034,2013,Ben Rettenmeier,WAR,83,21.10,8.44,0.35,3.25,1.85
1035,2013,Ryan Goetzinger,CEN,58,18.92,13.06,0.35,3.26,2.13
1036,2013,Ben Strellner,COE,62.2,7.57,3.19,0.34,3.3,1.37
1037,2013,Nick Martin,DBQ,46,13.69,6.55,0.33,3.33,2.94
1038,2013,Spencer Kuehn,DBQ,56.1,20.38,11.37,0.34,3.51,3.01
1039,2013,Scott Benson,WAR,80,21.62,5.07,0.35,3.71,1.21
1040,2013,Judson McKown,CEN,60.1,14.35,6.96,0.35,3.73,1.36
1041,2013,Ryan Dusil,CEN,51.1,7.84,8.33,0.33,3.86,2.15
1042,2013,Adam Schwoebel,LOR,60.1,19.25,7.11,0.38,4.03,1.42
1043,2013,Gage Reis,SIM,53.2,14.81,18.52,0.33,4.19,3.76
1044,2013,Junior Rodriguez,SIM,70,11.03,7.83,0.40,4.5,2.12
1045,2013,Marcus Walczyk,WAR,50,22.17,7.08,0.45,4.5,1.94
1046,2013,Michael Schinstock,WAR,47.1,22.91,7.26,0.33,4.56,0.75
1047,2013,Danny Smith,LUT,48.1,7.85,12.04,0.39,4.66,3.01
1048,2013,Matt Pennings,SIM,50,11.44,7.46,0.36,4.68,1.99
1049,2013,Scott Harris,BVU,43,19.62,15.19,0.45,5.23,3.27
1050,2013,Dirk Lindaman,CEN,56.1,12.66,7.59,0.40,5.43,2.92
1051,2013,Aaron Young,SIM,43,10.22,15.59,0.55,10.67,4.04
1052,2013,Jacob Schletzbaum,COE,5.2,9.09,9.09,0.17,0,1.70
1053,2013,Jesse Munsterman,BVU,4,28.57,35.71,0.40,0,5.82
1054,2013,Alex Steines,WAR,3,30.00,40.00,0.67,0,6.29
1055,2013,Brett Crable,SIM,2.2,10.00,0.00,0.11,0,-0.54
1056,2013,Alex Matzen,WAR,2,0.00,0.00,0.29,0,0.00
1057,2013,Aaron Collins,COE,1,0.00,0.00,0.00,0,0.00
1058,2013,Travis Misner,LOR,0,0.00,Inf,0.00,0,Inf
1059,2013,Tyson Valentine,BVU,11,11.76,5.88,0.26,0.82,1.10
1060,2013,Cam Beatty,BVU,10.2,30.56,30.56,0.58,1.69,5.86
1061,2013,Jeremy Gerardy,LOR,33.2,18.18,10.61,0.36,1.87,2.18
1062,2013,Alan Kopp,DBQ,13.2,11.76,15.69,0.30,1.98,2.86
1063,2013,Jake Bjorkgren,BVU,26.1,20.39,4.85,0.33,2.05,0.54
1064,2013,Parker Bolt,WAR,16.1,19.12,1.47,0.35,2.2,0.08
1065,2013,Wade Morris,COE,24,10.59,5.88,0.24,2.25,0.95
1066,2013,Brennan Holm,BVU,31.2,18.85,4.92,0.30,2.27,0.74
1067,2013,Danny Baran,LOR,15.1,15.09,7.55,0.26,2.35,2.95
1068,2013,Connor Schreck,LOR,19,17.65,11.76,0.27,2.37,2.79
1069,2013,Patrick Walsh,LOR,22.1,27.71,12.05,0.42,2.42,1.80
1070,2013,Jake Tickle,COE,11,14.29,11.90,0.27,2.45,2.41
1071,2013,Landon Klostermann,DBQ,3.2,18.75,18.75,0.25,2.45,12.28
1072,2013,Lucas Hadaway,BVU,20.1,25.61,12.20,0.48,2.66,2.38
1073,2013,Tyler Lefeber,BVU,16,14.52,9.68,0.31,2.81,3.06
1074,2013,Brock Borgeson,SIM,13.1,18.75,8.33,0.32,3.38,6.15
1075,2013,Andrew Withers,LUT,15.2,14.52,14.52,0.40,3.45,2.98
1076,2013,Kendall Hazel,BVU,30,11.29,8.87,0.34,3.6,2.62
1077,2013,Joey Kilsdonk,DBQ,12.1,8.00,10.00,0.36,3.65,6.69
1078,2013,Mark Schroeder,CEN,17,6.06,13.64,0.27,3.71,3.02
1079,2013,Ian Grigsby,BVU,28.2,20.00,8.70,0.40,3.77,1.21
1080,2013,Jake Norton,LOR,35.2,18.57,10.71,0.40,3.79,3.15
1081,2013,AJ Reuter,COE,36.1,11.35,4.26,0.36,3.96,1.28
1082,2013,Taylor Neff,SIM,20,9.33,12.00,0.38,4.05,2.39
1083,2013,Noah Nelson-Gross,LUT,6.2,11.54,7.69,0.37,4.05,3.04
1084,2013,Andrew Marshall,BVU,6.2,20.00,32.00,0.36,4.05,7.18
1085,2013,Joe Moen,WAR,17.2,5.63,2.82,0.35,4.08,1.03
1086,2013,Kyle Helmerson,SIM,15.1,36.36,30.91,1.14,4.11,7.20
1087,2013,Eric Jones,SIM,24,17.89,15.79,0.54,4.12,3.75
1088,2013,Jake Scieszinski,SIM,28,10.09,8.26,0.32,4.18,2.14
1089,2013,Tyler Trifiletti,DBQ,34,11.11,11.85,0.40,4.24,2.77
1090,2013,Blake Peterson,LUT,25,11.34,14.43,0.42,4.32,5.60
1091,2013,Kelsen Ganeku,BVU,2,0.00,0.00,0.33,4.5,0.00
1092,2013,Griffin Hatten,BVU,15.2,27.59,25.86,0.56,4.6,5.02
1093,2013,Lucas Ware,DBQ,11.2,10.00,30.00,0.45,4.63,7.48
1094,2013,Jack Hoffmann,COE,21.1,7.87,5.62,0.29,4.64,4.90
1095,2013,Michael Jontz,CEN,22.2,17.65,15.29,0.46,4.76,3.24
1096,2013,Chase Hirschauer,WAR,19.1,13.70,12.33,0.45,5.12,2.90
1097,2013,Andy Carr,CEN,13.1,17.86,19.64,0.58,5.4,5.79
1098,2013,Kyle Brady,COE,31.1,8.82,7.35,0.43,5.46,3.86
1099,2013,Adam Bernstorf,BVU,23,16.67,10.71,0.31,5.48,2.93
1100,2013,Jeremy Santiago,COE,6,16.00,8.00,0.22,6,4.48
1101,2013,Matt McKinney,LUT,35.2,15.11,14.39,0.44,6.06,3.69
1102,2013,Matt Kass,LOR,14.2,12.90,14.52,0.49,6.75,4.72
1103,2013,Max Nank,DBQ,24.2,9.18,14.29,0.49,6.93,5.27
1104,2013,Tyler Hixson,COE,9.1,12.20,7.32,0.63,7.71,1.81
1105,2013,Ryan Deuel,CEN,17.1,13.75,20.00,0.53,7.79,4.48
1106,2013,James Longo,CEN,5.2,3.13,6.25,0.46,7.94,5.86
1107,2013,Robbie Rushing,CEN,10,15.38,17.95,0.40,8.1,3.77
1108,2013,Corey Miller,LUT,3.1,16.67,27.78,1.00,8.1,11.52
1109,2013,Matt Schissel,CEN,21,6.19,9.28,0.49,8.57,3.40
1110,2013,Phillip Lapointe,LUT,4,5.26,21.05,0.62,9,6.72
1111,2013,Reggie Kock,BVU,13.2,11.86,20.34,0.71,9.22,7.02
1112,2013,Zane Butler,SIM,9.2,10.00,27.50,0.57,9.31,7.41
1113,2013,Jordan Jeske,DBQ,5.1,7.69,11.54,0.56,10.12,9.04
1114,2013,Andrew Nelson,LUT,5.1,0.00,28.57,0.53,10.12,6.60
1115,2013,Tim Ciskowski,DBQ,1,16.67,0.00,1.00,18,4.42
1116,2013,Kelly O'Rourke,COE,4.2,13.64,9.09,0.79,19.29,9.36
1117,2013,Nick Petruzzi,LOR,1.2,16.67,66.67,0.00,21.6,22.39
1118,2013,Joel Martin,LUT,3.2,9.52,9.52,0.71,22.09,2.76
1119,2013,Aaron Laskowski,DBQ,2,27.27,0.00,1.20,22.5,6.62
1120,2013,Michael Wilson,SIM,0.1,0.00,50.00,Inf,54,112.27
1121,2013,Mitch Haferbier,DBQ,1,12.50,0.00,1.00,63,10.03
1122,2014,Jon Ringblom,BVU,78.2,0.00,0.00,0.00,1.03,-0.11
1123,2014,Judson McKown,CEN,66,0.00,0.00,0.00,1.5,0.06
1124,2014,Ben Rettenmeier,WAR,79,0.00,0.00,0.00,2.05,-0.04
1125,2014,Alec Knop,LUT,58,0.00,0.00,0.00,2.33,0.26
1126,2014,Jake Norton,LOR,45.2,0.00,0.00,0.00,2.36,0.02
1127,2014,Matt Pennings,SIM,74,0.00,0.00,0.00,2.68,-0.17
1128,2014,Scott Harris,BVU,68,0.00,0.00,0.00,2.78,0.14
1129,2014,AJ Reuter,COE,57,0.00,0.00,0.00,3,0.15
1130,2014,Connor Alberhasky,COE,62.1,0.00,0.00,0.00,3.18,0.25
1131,2014,Matt Schissel,CEN,49.2,0.00,0.00,0.00,3.26,0.08
1132,2014,Parker Bolt,WAR,78.1,0.00,0.00,0.00,3.33,0.14
1133,2014,Michael Schinstock,WAR,53,0.00,0.00,0.00,3.4,0.27
1134,2014,Dakotah Wolken,CEN,65,0.00,0.00,0.00,3.6,0.27
1135,2014,Patrick Walsh,LOR,46.2,0.00,0.00,0.00,4.05,0.30
1136,2014,Gage Reis,SIM,67,0.00,0.00,0.00,4.16,0.41
1137,2014,Josh Eastman,DBQ,57.2,0.00,0.00,0.00,5.15,0.03
1138,2014,Teddy Klingsporn,LUT,40,0.00,0.00,0.00,5.18,1.03
1139,2014,Adam Schwoebel,LOR,53.1,0.00,0.00,0.00,5.23,0.32
1140,2014,Will Petrosky,LOR,52,0.00,0.00,0.00,5.54,0.64
1141,2014,Mitch Adams,LUT,1.1,0.00,0.00,0.00,0,1.47
1142,2014,Kyle Jagminas,LOR,1,0.00,0.00,0.00,0,0.00
1143,2014,Jackson Litterer,WAR,1,0.00,0.00,0.00,0,1.62
1144,2014,Joel Martin,LUT,1,0.00,0.00,0.00,0,0.00
1145,2014,Aaron Boettger,DBQ,0.2,0.00,0.00,0.00,0,5.89
1146,2014,Chris Fields,DBQ,0.1,0.00,0.00,0.00,0,0.00
1147,2014,Ian Grigsby,BVU,24.1,0.00,0.00,0.00,0.74,0.14
1148,2014,Mack Boothe,CEN,19.2,0.00,0.00,0.00,1.37,0.51
1149,2014,Justin Naval,DBQ,24.1,0.00,0.00,0.00,1.85,0.50
1150,2014,Cal Kragenbrink,COE,19,0.00,0.00,0.00,1.89,0.80
1151,2014,Connor Schreck,LOR,9,0.00,0.00,0.00,2,0.62
1152,2014,Brock Borgeson,SIM,29.2,0.00,0.00,0.00,2.12,-0.01
1153,2014,Justin Lange,BVU,36,0.00,0.00,0.00,2.25,0.48
1154,2014,Eric Jones,SIM,4,0.00,0.00,0.00,2.25,1.21
1155,2014,Lucas Hadaway,BVU,27.2,0.00,0.00,0.00,2.28,0.02
1156,2014,Cam Beatty,BVU,23.2,0.00,0.00,0.00,2.28,0.96
1157,2014,Michael Wilson,SIM,22.2,0.00,0.00,0.00,2.38,0.50
1158,2014,Jack Hoffmann,COE,37,0.00,0.00,0.00,2.43,0.41
1159,2014,Shane Chafa,WAR,3,0.00,0.00,0.00,3,1.22
1160,2014,Gavin Nadermann,WAR,17.1,0.00,0.00,0.00,3.12,0.30
1161,2014,Jacob Hadaway,BVU,23.2,0.00,0.00,0.00,3.42,1.66
1162,2014,Jacob Schletzbaum,COE,12.1,0.00,0.00,0.00,3.65,0.74
