No,Date,Time,"PA of Inning","Pitch of PA",Pitcher,"Pitcher ID","Pitcher Handedness","Pitcher Team",Batter,"Batter ID","Batter Handedness","Batter Team","Pitch Set",Col15,Top/Bottom,Col17,Col18,Col19,"Pitch Type",Col21,"Pitch Call",Col23,Col24,Col25,Col26,Col27,Notes,"Pitch Speed [m/s]","Pitch Launch (V) [°]","Pitch Launch (H) [°]","Pitch Spin [rpm]","Pitch Spin Axis [°]","Pitch Spin Tilt","Pitch Release Height [m]","Pitch Release Side [m]","Pitch Extension [m]","Pitch Break (V) [m]","Pitch Break Ind (V) [m]","Pitch Break (H) [m]","Pitch Strike Zone - Height [m]","Pitch Strike Zone - Offset [m]","Pitch Zone Speed [m/s]","Pitch Approach (V) [°]","Pitch Approach (H) [°]","Pitch Time [s]","Hit Ball Speed [m/s]","Hit Ball Launch (V) [°]","Hit Ball Launch (H) [°]",Col50,Col51,Col52,Col53,"Hit Carry Distance [m]",Col55,Col56,"Hit Ball Flight Time [s]","pfxx [m]","pfxz [m]","x0 [m]","y0 [m]","z0 [m]","vx0 [m/s]","vy0 [m/s]","vz0 [m/s]","ax [m/s²]","ay [m/s²]","az [m/s²]","Home Team","Away Team",Col71,Col72,Col73,Col74,GUID,"px [m]","pz [m]"
106,2019/09/07,10:57:32,0,0,"Jeffrey Anders",{A098B26A-5758-4BE4-BE69-1983040DDDC9},R,"Coe College","Matthew Schrader",{DDE80BB2-EF75-48B7-96ED-7043A1DAC199},R,"Coe College","Wind Up",,Bottom,,,,Fastball,,"Contact Out",,,,,,,38.275,1.333,-1.809,2469.00,75.109,8:30,1.311,0.518,2.066,-0.717,-0.007,-0.026,0.854,-0.041,34.738,-4.901,-2.223,0.437,38.107,34.127,2.822,,,,,80.167,,,4.707,0.019,-0.005,-0.488,15.240,1.297,1.255,-37.791,0.882,0.360,7.171,-9.906,"Coe College","Coe College",,,,,{17C37D1F-537F-4DBD-A852-CC310BC23F81},0.053,0.834
107,2019/09/07,10:58:00,0,0,"Jeffrey Anders",{A098B26A-5758-4BE4-BE69-1983040DDDC9},R,"Coe College","Riley LeGrand",{24ACC51A-2541-446C-BA2C-8087FA840B67},L,"Coe College","Wind Up",,Bottom,,,,Slider,,Ball,,,,,,,35.273,-1.046,-4.100,1663.00,174.166,11:45,1.303,0.595,2.204,-0.247,0.581,-0.059,0.177,-0.732,32.166,-7.355,-5.666,0.469,,,,,,,,,,,,0.044,0.428,-0.534,15.240,1.471,2.709,-35.099,-2.261,0.703,6.689,-2.926,"Coe College","Coe College",,,,,{652A3A02-6DDC-4F54-A179-B89A7B591C8F},0.727,0.192
108,2019/09/07,10:58:19,0,0,"Jeffrey Anders",{A098B26A-5758-4BE4-BE69-1983040DDDC9},R,"Coe College","Riley LeGrand",{24ACC51A-2541-446C-BA2C-8087FA840B67},L,"Coe College","Wind Up",,Bottom,,,,Fastball,,"Called Strike",,,,,,,38.935,0.177,-0.821,2358.00,164.369,11:30,1.330,0.580,2.059,-0.497,0.202,-0.057,0.695,0.172,35.079,-4.993,-2.169,0.433,,,,,,,,,,,,0.042,0.149,-0.526,15.240,1.296,0.646,-38.349,-0.071,0.794,8.390,-6.971,"Coe College","Coe College",,,,,{7F15A7D5-F0BC-4D32-9FD0-2FC44C855FA5},-0.200,0.698
109,2019/09/07,10:58:33,0,0,"Jeffrey Anders",{A098B26A-5758-4BE4-BE69-1983040DDDC9},R,"Coe College","Riley LeGrand",{24ACC51A-2541-446C-BA2C-8087FA840B67},L,"Coe College","Wind Up",,Bottom,,,,Fastball,,Ball,,,,,,,38.372,2.293,-0.879,2449.00,335.682,5:15,1.278,0.566,2.009,-0.841,-0.126,0.057,0.754,0.379,34.721,-6.384,-0.347,0.439,,,,,,,,,,,,-0.042,-0.092,-0.543,15.240,1.325,0.562,-37.766,0.992,-0.783,6.933,-11.542,"Coe College","Coe College",,,,,{8D6F64D1-003C-41CD-9593-5C4414A738CF},-0.379,0.772
110,2019/09/07,10:58:47,0,0,"Jeffrey Anders",{A098B26A-5758-4BE4-BE69-1983040DDDC9},R,"Coe College","Riley LeGrand",{24ACC51A-2541-446C-BA2C-8087FA840B67},L,"Coe College","Wind Up",,Bottom,,,,Fastball,,"Contact Out",,,,,,,38.068,2.425,-1.707,2370.00,3.211,6:0,1.318,0.639,2.052,-1.084,-0.361,-0.020,0.932,0.150,34.427,-5.526,-1.739,0.441,,,,,,,,,,,,0.015,-0.263,-0.574,15.240,1.230,0.943,-37.429,2.227,0.274,6.402,-14.701,"Coe College","Coe College",,,,,{A86CF3D9-872F-4FED-841E-D99894AFB31B},-0.164,0.907
111,2019/09/07,10:59:25,0,0,"Jeffrey Anders",{A098B26A-5758-4BE4-BE69-1983040DDDC9},R,"Coe College","Daniel Berger",{71459C93-0649-4C52-BACE-0A940CA18F4D},L,"Coe College","Wind Up",,Bottom,,,,Slider,,Ball,,,,,,,35.112,1.085,-2.705,2523.00,47.073,7:30,1.363,0.618,1.920,-1.028,-0.184,-0.197,0.383,-0.410,32.069,-8.446,-4.579,0.478,,,,,,,,,,,,0.144,-0.134,-0.546,15.240,1.361,1.665,-34.742,0.419,2.293,5.673,-11.943,"Coe College","Coe College",,,,,{4BCE27FB-47AC-41ED-A6B7-A0FAF3ADA848},0.415,0.379
112,2019/09/07,10:59:40,0,0,"Jeffrey Anders",{A098B26A-5758-4BE4-BE69-1983040DDDC9},R,"Coe College","Daniel Berger",{71459C93-0649-4C52-BACE-0A940CA18F4D},L,"Coe College","Wind Up",,Bottom,,,,Fastball,,"Swinging Strike",,,,,,,37.807,0.104,-1.384,2339.00,161.286,11:30,1.459,0.539,2.035,-0.538,0.191,-0.065,0.689,0.109,34.364,-5.896,-1.898,0.442,,,,,,,,,,,,0.047,0.140,-0.499,15.240,1.400,0.793,-37.364,-0.152,0.869,6.965,-7.244,"Coe College","Coe College",,,,,{A298AD40-10F7-4C0E-B571-BFF001EB87FD},-0.098,0.722
113,2019/09/07,10:59:56,0,0,"Jeffrey Anders",{A098B26A-5758-4BE4-BE69-1983040DDDC9},R,"Coe College","Daniel Berger",{71459C93-0649-4C52-BACE-0A940CA18F4D},L,"Coe College",,,Bottom,,,,,,,,,,,,,34.633,1.566,-2.381,2495.00,103.308,9:30,1.302,0.647,1.904,-0.831,0.040,-0.168,0.634,-0.190,31.493,-6.692,-3.655,0.485,,,,,,,,,,,,0.122,0.029,-0.581,15.240,1.387,1.346,-34.411,0.367,1.898,5.991,-9.361,"Coe College","Coe College",,,,,{210D89E4-A7A3-47DF-9DE8-C599A0F29B0F},0.212,0.613
114,2019/09/07,11:00:12,0,0,"Jeffrey Anders",{A098B26A-5758-4BE4-BE69-1983040DDDC9},R,"Coe College","Daniel Berger",{71459C93-0649-4C52-BACE-0A940CA18F4D},L,"Coe College",,,Bottom,,,,,,,,,,,,,15.738,9.427,0.436,1682.00,180.000,12:0,3.724,0.771,3.252,,,,0.092,0.334,13.777,-34.190,-3.878,1.249,,,,,,,,,,,,,,,,,,,,,,,"Coe College","Coe College",,,,,{BFD07B41-6275-4BF5-8E7E-42944EA71F11},,
115,2019/09/07,11:00:25,0,0,"Jeffrey Anders",{A098B26A-5758-4BE4-BE69-1983040DDDC9},R,"Coe College","Daniel Berger",{71459C93-0649-4C52-BACE-0A940CA18F4D},L,"Coe College","Wind Up",,Bottom,,,,Fastball,,"Contact Out",,,,,,,38.258,0.197,-1.687,2422.00,327.189,5:0,1.462,0.520,2.110,-0.775,-0.071,0.046,0.738,0.088,34.888,-5.693,-1.462,0.434,32.932,1.155,-20.135,,,,,15.808,,,0.500,-0.033,-0.052,-0.487,15.240,1.346,1.100,-37.789,0.686,-0.635,6.524,-10.794,"Coe College","Coe College",,,,,{C9717DDF-39D6-45B5-8B3C-ED7DE16D5DAE},-0.092,0.734
