No,Date,Time,"PA of Inning","Pitch of PA",Pitcher,"Pitcher ID","Pitcher Handedness","Pitcher Team",Batter,"Batter ID","Batter Handedness","Batter Team","Pitch Set",Col15,Top/Bottom,Col17,Col18,Col19,"Pitch Type",Col21,"Pitch Call",Col23,Col24,Col25,Col26,Col27,Notes,"Pitch Speed [m/s]","Pitch Launch (V) [°]","Pitch Launch (H) [°]","Pitch Spin [rpm]","Pitch Spin Direction [°]","Pitch Spin Tilt","Pitch Release Height [m]","Pitch Release Side [m]","Pitch Extension [m]","Pitch Break (V) [m]","Pitch Break Ind (V) [m]","Pitch Break (H) [m]","Pitch Strike Zone - Height [m]","Pitch Strike Zone - Offset [m]","Pitch Zone Speed [m/s]","Pitch Approach (V) [°]","Pitch Approach (H) [°]","Pitch Time [s]","Hit Ball Speed [m/s]","Hit Ball Launch (V) [°]","Hit Ball Launch (H) [°]","Hit Spin [rpm]",Col51,Col52,Col53,"Hit Carry Distance [m]",Col55,Col56,"Hit Ball Flight Time [s]","pfxx [m]","pfxz [m]","x0 [m]","y0 [m]","z0 [m]","vx0 [m/s]","vy0 [m/s]","vz0 [m/s]","ax [m/s²]","ay [m/s²]","az [m/s²]","Home Team","Away Team",Col71,Col72,Col73,Col74,GUID,"px [m]","pz [m]"
150,2021/09/12,11:22:13,0,0,"Tyler Riebhoff",{C5414F36-1CA9-4B3D-BC7B-E3C7291D0CB4},R,"Coe College","Garrett Swain",{D091E1D8-D47E-4B0A-B210-DF7B782826D1},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,"Swinging Strike",,,,,,,35.985,0.980,-5.036,2601.00,208.603,1:0,1.214,0.937,1.288,-0.913,0.231,0.139,0.588,-0.397,32.984,-5.533,-4.044,0.488,,,,,,,,,,,,-0.104,0.122,-0.770,15.240,1.235,3.063,-35.468,0.197,-1.721,6.264,-7.780,"Coe College","Coe College",,,,,{495C1F89-D44E-449E-8782-F2D7759CF37F},0.397,0.588
151,2021/09/12,11:22:25,0,0,"Tyler Riebhoff",{C5414F36-1CA9-4B3D-BC7B-E3C7291D0CB4},R,"Coe College","Garrett Swain",{D091E1D8-D47E-4B0A-B210-DF7B782826D1},R,"Coe College","Wind Up",,Top,,,,Changeup,,"Called Strike",,,,,,,33.393,3.665,-2.262,2384.00,42.786,7:30,1.285,0.920,1.096,-1.633,-0.276,-0.221,0.736,0.031,30.511,-7.899,-3.835,0.533,,,,,,,,,,,,0.094,-0.146,-0.834,15.240,1.397,1.399,-32.903,1.379,1.326,5.853,-11.863,"Coe College","Coe College",,,,,{6FFDADFE-167B-4C26-8957-8579FC3FC845},-0.031,0.736
152,2021/09/12,11:22:46,0,0,"Tyler Riebhoff",{C5414F36-1CA9-4B3D-BC7B-E3C7291D0CB4},R,"Coe College","Trevor Weber",{2F161A94-BAAB-4CEC-A245-98DFF87E85C1},R,"Coe College","Wind Up",,Top,,,,Slider,,Ball,,,,,,,35.727,-0.639,-2.861,2538.00,192.940,12:30,1.341,0.970,1.221,-0.868,0.299,0.075,0.286,0.207,32.658,-6.817,-2.322,0.494,,,,,,,,,,,,-0.058,0.170,-0.872,15.240,1.308,1.727,-35.237,-0.791,-0.942,6.478,-7.046,"Coe College","Coe College",,,,,{DE7834FF-C70F-49EF-AE36-920ED78CFCBC},-0.207,0.286
153,2021/09/12,11:22:58,0,0,"Tyler Riebhoff",{C5414F36-1CA9-4B3D-BC7B-E3C7291D0CB4},R,"Coe College","Trevor Weber",{2F161A94-BAAB-4CEC-A245-98DFF87E85C1},R,"Coe College","Wind Up",,Top,,,,Slider,,Ball,,,,,,,33.431,3.033,-4.109,2545.00,80.382,8:45,1.283,0.910,1.212,-1.445,-0.100,-0.316,0.730,-0.613,30.258,-7.289,-6.368,0.533,,,,,,,,,,,,0.127,-0.051,-0.763,15.240,1.370,2.491,-32.816,1.130,1.772,6.319,-10.511,"Coe College","Coe College",,,,,{104A22F7-1C7B-4F5F-8F99-5DE865E71AFF},0.613,0.730
154,2021/09/12,11:23:12,0,0,"Tyler Riebhoff",{C5414F36-1CA9-4B3D-BC7B-E3C7291D0CB4},R,"Coe College","Trevor Weber",{2F161A94-BAAB-4CEC-A245-98DFF87E85C1},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,"Called Strike",,,,,,,35.791,1.447,-4.829,2510.00,216.179,1:15,1.171,0.995,1.322,-1.006,0.148,0.120,0.587,-0.294,33.006,-5.721,-3.974,0.488,,,,,,,,,,,,-0.090,0.074,-0.838,15.240,1.207,2.925,-35.257,0.447,-1.491,5.727,-8.581,"Coe College","Coe College",,,,,{BEE9BF86-67B7-4C5A-A527-72BB2BD82481},0.294,0.587
155,2021/09/12,11:23:25,0,0,"Tyler Riebhoff",{C5414F36-1CA9-4B3D-BC7B-E3C7291D0CB4},R,"Coe College","Trevor Weber",{2F161A94-BAAB-4CEC-A245-98DFF87E85C1},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,"Contact Out",,,,,,,36.397,2.574,-3.302,2517.00,301.121,4:0,1.128,0.983,1.289,-1.220,-0.103,0.137,0.661,0.156,33.439,-6.130,-2.320,0.481,39.218,10.080,15.007,317.00,,,,51.935,,,1.587,-0.091,-0.059,-0.875,15.240,1.199,2.008,-35.903,1.059,-1.546,6.260,-10.807,"Coe College","Coe College",,,,,{6CC6CE4F-B572-4782-A1DC-5BF9373E3F64},-0.156,0.661
156,2021/09/12,11:25:54,0,0,"Jaren Doromal",{5AFFFC1D-FFE5-4FE6-ADA9-8A528B0A8B7B},R,"Coe College","James VanHooser",{3CCEB3E4-7E2D-437B-8ED8-206D2AA42EA7},R,"Coe College","Wind Up",,Bottom,,,,"Four Seam Fastball",,"Contact Out",,,,,,,32.756,3.218,1.484,1689.00,79.796,8:45,1.310,-0.316,1.416,-1.446,-0.090,-0.326,0.798,-0.212,30.009,-7.204,-0.879,0.532,35.796,20.883,-2.237,328.00,,,,87.549,,,3.372,0.179,-0.053,0.273,15.240,1.395,-0.711,-32.341,1.258,2.449,5.393,-10.529,"Coe College","Coe College",,,,,{C2090F30-26EC-44C8-BF17-7CE9999FA3FB},0.212,0.798
157,2021/09/12,11:26:24,0,0,"Jaren Doromal",{5AFFFC1D-FFE5-4FE6-ADA9-8A528B0A8B7B},R,"Coe College","Reid Rausch",{E92F47F1-AF4E-4A87-A01A-B4FD2EB310B5},R,"Coe College","Wind Up",,Bottom,,,,Curveball,,"Called Strike",,,,,,,27.674,5.543,0.116,1865.00,296.017,3:45,1.342,-0.381,1.447,-2.228,-0.297,0.473,0.722,0.126,25.048,-10.580,3.569,0.638,,,,,,,,,,,,-0.245,-0.165,0.373,15.240,1.490,-0.204,-27.060,1.921,-2.316,4.333,-11.367,"Coe College","Coe College",,,,,{CDBE1E75-7D4C-454B-AD82-9CF23E2B84F7},-0.126,0.722
158,2021/09/12,11:26:37,0,0,"Jaren Doromal",{5AFFFC1D-FFE5-4FE6-ADA9-8A528B0A8B7B},R,"Coe College","Reid Rausch",{E92F47F1-AF4E-4A87-A01A-B4FD2EB310B5},R,"Coe College","Wind Up",,Bottom,,,,"Four Seam Fastball",,"Contact Out",,,,,,,33.025,1.156,2.485,1811.00,133.211,10:30,1.396,-0.393,1.433,-0.986,0.339,-0.409,0.746,-0.083,29.920,-6.003,-0.495,0.528,30.337,7.370,0.115,3592.00,,,,24.037,,,0.875,0.231,0.190,0.320,15.240,1.422,-1.259,-32.653,0.279,3.195,6.107,-7.182,"Coe College","Coe College",,,,,{E28E8381-338C-4C21-BBF2-2826DA38040C},0.083,0.746
159,2021/09/12,11:27:12,0,0,"Jaren Doromal",{5AFFFC1D-FFE5-4FE6-ADA9-8A528B0A8B7B},R,"Coe College","Anthony Ranallo",{E1B41505-4205-4EF5-B7F9-BFD8A5AC0C27},R,"Coe College","Wind Up",,Bottom,,,,Curveball,,"Contact Out",,,,,,,27.662,5.351,0.499,1855.00,318.888,4:45,1.314,-0.354,1.440,-2.257,-0.357,0.250,0.610,0.039,25.196,-10.997,2.323,0.634,36.088,1.446,11.100,386.00,,,,14.565,,,0.425,-0.126,-0.193,0.336,15.240,1.456,-0.317,-27.280,1.834,-1.203,4.508,-11.657,"Coe College","Coe College",,,,,{3262AB05-ABCD-45E6-B1BA-711D25FA2A88},-0.039,0.610
