No,Date,Time,"PA of Inning","Pitch of PA",Pitcher,"Pitcher ID","Pitcher Handedness","Pitcher Team",Batter,"Batter ID","Batter Handedness","Batter Team","Pitch Set",Col15,Top/Bottom,Col17,Col18,Col19,"Pitch Type",Col21,"Pitch Call",Col23,Col24,Col25,Col26,Col27,Notes,"Pitch Speed [m/s]","Pitch Launch (V) [°]","Pitch Launch (H) [°]","Pitch Spin [rpm]","Pitch Spin Direction [°]","Pitch Spin Tilt","Pitch Release Height [m]","Pitch Release Side [m]","Pitch Extension [m]","Pitch Break (V) [m]","Pitch Break Ind (V) [m]","Pitch Break (H) [m]","Pitch Strike Zone - Height [m]","Pitch Strike Zone - Offset [m]","Pitch Zone Speed [m/s]","Pitch Approach (V) [°]","Pitch Approach (H) [°]","Pitch Time [s]","Hit Ball Speed [m/s]","Hit Ball Launch (V) [°]","Hit Ball Launch (H) [°]","Hit Spin [rpm]",Col51,Col52,Col53,"Hit Carry Distance [m]",Col55,Col56,"Hit Ball Flight Time [s]","pfxx [m]","pfxz [m]","x0 [m]","y0 [m]","z0 [m]","vx0 [m/s]","vy0 [m/s]","vz0 [m/s]","ax [m/s²]","ay [m/s²]","az [m/s²]","Home Team","Away Team",Col71,Col72,Col73,Col74,GUID,"px [m]","pz [m]"
11,2021/09/19,10:09:34,0,0,"Drew Osterman",{C3761812-4954-4529-A01F-25615395B63B},R,"Coe College","Jack Allison",{258C8E8B-E0A5-44C0-81F8-A6FFFF79EAFE},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,"Contact Out",,,,,,,36.549,-1.021,-5.117,2201.00,206.867,1:0,1.804,0.706,2.098,-0.578,0.425,0.227,0.941,-0.492,33.517,-5.353,-3.421,0.457,33.293,25.544,26.014,,,,,77.148,,,3.294,-0.161,0.256,-0.608,15.240,1.782,3.167,-36.104,-0.815,-2.756,6.545,-5.420,"Coe College","Coe College",,,,,{E15AC3CF-7E74-4BFC-98AE-40B08927CF4E},0.492,0.941
12,2021/09/19,10:10:28,0,0,"Drew Osterman",{C3761812-4954-4529-A01F-25615395B63B},R,"Coe College","Anthony Ranallo",{E1B41505-4205-4EF5-B7F9-BFD8A5AC0C27},R,"Coe College","Wind Up",,Top,,,,Slider,,Ball,,,,,,,30.311,5.052,-3.854,2210.00,66.905,8:15,1.564,0.842,1.950,-1.676,-0.178,-0.328,1.311,-0.568,27.696,-7.399,-6.293,0.560,,,,,,,,,,,,0.152,-0.113,-0.756,15.240,1.666,2.098,-29.842,2.198,1.761,4.905,-11.122,"Coe College","Coe College",,,,,{9D9BA721-EF66-4126-8111-46D83568E042},0.568,1.311
13,2021/09/19,10:10:53,0,0,"Drew Osterman",{C3761812-4954-4529-A01F-25615395B63B},R,"Coe College","Anthony Ranallo",{E1B41505-4205-4EF5-B7F9-BFD8A5AC0C27},R,"Coe College","Wind Up",,Top,,,,Slider,,"Swinging Strike",,,,,,,30.342,2.954,-2.807,2192.00,71.757,8:30,1.517,0.917,1.923,-1.641,-0.156,-0.370,0.706,-0.241,28.038,-9.178,-5.557,0.557,,,,,,,,,,,,0.183,-0.087,-0.853,15.240,1.573,1.573,-30.022,1.102,2.152,4.807,-10.836,"Coe College","Coe College",,,,,{BE4ED7FB-4325-4150-B874-70A605CE4AA2},0.241,0.706
14,2021/09/19,10:11:15,0,0,"Drew Osterman",{C3761812-4954-4529-A01F-25615395B63B},R,"Coe College","Anthony Ranallo",{E1B41505-4205-4EF5-B7F9-BFD8A5AC0C27},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,"Swinging Strike",,,,,,,36.096,-0.218,-5.125,2239.00,239.407,2:0,1.712,0.817,2.143,-0.839,0.187,0.340,0.813,-0.265,33.368,-6.487,-2.581,0.460,,,,,,,,,,,,-0.222,0.114,-0.724,15.240,1.705,3.101,-35.636,-0.370,-3.733,5.839,-7.893,"Coe College","Coe College",,,,,{42C362DF-D2C7-4149-990A-1284C28225E7},0.265,0.813
15,2021/09/19,10:11:41,0,0,"Drew Osterman",{C3761812-4954-4529-A01F-25615395B63B},R,"Coe College","Anthony Ranallo",{E1B41505-4205-4EF5-B7F9-BFD8A5AC0C27},R,"Coe College","Wind Up",,Top,,,,Slider,,"Foul Ball",,,,,,,31.458,2.057,-3.378,1943.00,243.451,2:0,1.497,0.889,1.986,-1.314,0.047,0.142,0.760,0.085,29.163,-7.698,-2.320,0.531,,,,,,,,,,,,-0.100,0.025,-0.818,15.240,1.534,1.805,-31.242,0.763,-1.289,4.803,-9.479,"Coe College","Coe College",,,,,{1EBFB77C-19ED-4889-83A2-67AD3DEFECC1},-0.085,0.760
16,2021/09/19,10:12:06,0,0,"Drew Osterman",{C3761812-4954-4529-A01F-25615395B63B},R,"Coe College","Anthony Ranallo",{E1B41505-4205-4EF5-B7F9-BFD8A5AC0C27},R,"Coe College","Wind Up",,Top,,,,Slider,,"Called Strike",,,,,,,30.030,4.112,-2.201,2217.00,42.131,7:30,1.430,0.847,2.192,-1.993,-0.518,-0.415,0.575,-0.176,27.360,-10.960,-5.368,0.559,,,,,,,,,,,,0.217,-0.296,-0.807,15.240,1.495,1.229,-29.628,1.700,2.445,5.492,-13.136,"Coe College","Coe College",,,,,{62D7BDD5-7A71-41F3-89C6-E0876ED02C56},0.176,0.575
17,2021/09/19,10:14:45,0,0,"Jaren Doromal",{5AFFFC1D-FFE5-4FE6-ADA9-8A528B0A8B7B},L,"Coe College","Jackson Varney",{045EB90B-4992-4443-AEF7-921EAA57C857},L,"Coe College","Wind Up",,Bottom,,,,"Four Seam Fastball",,Ball,,,,,,,32.410,0.609,1.121,2390.00,159.178,11:15,1.573,-0.492,1.862,-0.813,0.490,-0.201,0.932,-0.378,29.473,-5.443,-0.382,0.523,,,,,,,,,,,,0.118,0.284,0.468,15.240,1.582,-0.568,-32.142,0.095,1.585,5.817,-6.001,"Coe College","Coe College",,,,,{A3C5F212-7B62-4A94-8FBD-414F379831A3},0.378,0.932
18,2021/09/19,10:14:57,0,0,"Jaren Doromal",{5AFFFC1D-FFE5-4FE6-ADA9-8A528B0A8B7B},L,"Coe College","Jackson Varney",{045EB90B-4992-4443-AEF7-921EAA57C857},L,"Coe College","Wind Up",,Bottom,,,,"Four Seam Fastball",,Ball,,,,,,,33.612,0.146,4.981,1816.00,170.657,11:45,1.622,-0.413,1.860,-0.783,0.436,-0.078,0.880,0.916,30.539,-5.663,4.399,0.507,,,,,,,,,,,,0.081,0.258,0.297,15.240,1.620,-2.870,-33.213,-0.160,1.156,6.245,-6.118,"Coe College","Coe College",,,,,{45FAA1D6-F673-48E5-BE6E-05E39AFC4131},-0.916,0.880
19,2021/09/19,10:15:09,0,0,"Jaren Doromal",{5AFFFC1D-FFE5-4FE6-ADA9-8A528B0A8B7B},L,"Coe College","Jackson Varney",{045EB90B-4992-4443-AEF7-921EAA57C857},L,"Coe College","Wind Up",,Bottom,,,,"Four Seam Fastball",,Ball,,,,,,,32.930,0.903,3.427,1680.00,179.149,12:0,1.558,-0.498,1.942,-0.787,0.462,-0.007,1.025,0.457,30.082,-4.967,3.372,0.512,,,,,,,,,,,,0.029,0.266,0.422,15.240,1.574,-1.954,-32.666,0.285,0.404,5.808,-6.106,"Coe College","Coe College",,,,,{86A5C925-E2A3-441C-93FA-159F8F042B74},-0.457,1.025
20,2021/09/19,10:15:31,0,0,"Jaren Doromal",{5AFFFC1D-FFE5-4FE6-ADA9-8A528B0A8B7B},L,"Coe College","Jackson Varney",{045EB90B-4992-4443-AEF7-921EAA57C857},L,"Coe College","Wind Up",,Bottom,,,,"Four Seam Fastball",,Ball,,,,,,,33.042,-2.842,2.603,1672.00,184.111,12:15,1.580,-0.447,1.927,-0.853,0.396,0.030,,,30.807,-9.093,2.823,,,,,,,,,,,,,0.000,0.243,0.389,15.240,1.512,-1.497,-32.724,-1.883,-0.003,4.988,-6.362,"Coe College","Coe College",,,,,{58FA7E58-E782-45C4-A930-274B076FCAA6},-0.314,-0.072
21,2021/09/19,10:15:55,0,0,"Jaren Doromal",{5AFFFC1D-FFE5-4FE6-ADA9-8A528B0A8B7B},L,"Coe College","Tyce Johnson",{B6B7971A-4CB1-424E-89E8-FAAE626F4C89},L,"Coe College","Wind Up",,Bottom,,,,"Four Seam Fastball",,"Foul Ball",,,,,,,31.948,1.114,0.684,1707.00,222.426,1:30,1.518,-0.471,1.885,-1.217,0.131,0.139,0.614,-0.139,29.529,-7.860,1.714,0.528,,,,,,,,,,,,-0.071,0.076,0.454,15.240,1.536,-0.418,-31.581,0.252,-0.938,4.811,-8.810,"Coe College","Coe College",,,,,{17C78402-C6B4-4E9F-9C66-FF793AD9FA60},0.139,0.614
22,2021/09/19,10:16:31,0,0,"Jaren Doromal",{5AFFFC1D-FFE5-4FE6-ADA9-8A528B0A8B7B},L,"Coe College","Tyce Johnson",{B6B7971A-4CB1-424E-89E8-FAAE626F4C89},L,"Coe College","Wind Up",,Bottom,,,,"Four Seam Fastball",,Ball,,,,,,,32.239,2.282,1.684,1508.00,230.077,1:45,1.567,-0.406,1.829,-1.108,0.222,0.315,1.104,0.385,29.299,-5.937,4.026,0.529,,,,,,,,,,,,-0.158,0.126,0.363,15.240,1.615,-1.033,-31.849,0.930,-2.084,5.716,-8.147,"Coe College","Coe College",,,,,{5DD9691B-6C0D-4FD6-9653-8E404CF5DBB6},-0.385,1.104
23,2021/09/19,10:16:55,0,0,"Jaren Doromal",{5AFFFC1D-FFE5-4FE6-ADA9-8A528B0A8B7B},L,"Coe College","Tyce Johnson",{B6B7971A-4CB1-424E-89E8-FAAE626F4C89},L,"Coe College","Wind Up",,Bottom,,,,Curveball,,"Called Strike",,,,,,,25.268,5.866,-0.716,1443.00,290.448,3:45,1.569,-0.394,1.780,-2.458,-0.256,0.446,0.778,-0.151,22.968,-12.292,2.617,0.683,,,,,,,,,,,,-0.247,-0.141,0.409,15.240,1.698,0.202,-24.851,1.955,-1.958,3.884,-10.924,"Coe College","Coe College",,,,,{E568164D-01FC-482E-A81D-8188BD584D80},0.151,0.778
24,2021/09/19,10:17:13,0,0,"Jaren Doromal",{5AFFFC1D-FFE5-4FE6-ADA9-8A528B0A8B7B},L,"Coe College","Tyce Johnson",{B6B7971A-4CB1-424E-89E8-FAAE626F4C89},L,"Coe College","Wind Up",,Bottom,,,,Changeup,,"Contact Out",,,,,,,28.667,2.139,2.662,1255.00,105.920,9:30,1.521,-0.601,1.804,-1.667,0.034,-0.387,0.460,-0.234,25.803,-10.244,-0.239,0.602,,,,,,,,,,,,0.233,0.041,0.538,15.240,1.562,-1.206,-28.201,0.601,2.373,5.084,-9.391,"Coe College","Coe College",,,,,{25FB7622-06F6-4858-8735-B78092DF4153},0.234,0.460
25,2021/09/19,10:17:44,0,0,"Jaren Doromal",{5AFFFC1D-FFE5-4FE6-ADA9-8A528B0A8B7B},L,"Coe College","Reid Rausch",{E92F47F1-AF4E-4A87-A01A-B4FD2EB310B5},R,"Coe College","Wind Up",,Bottom,,,,Changeup,,Ball,,,,,,,26.749,5.882,-0.908,1631.00,322.420,4:45,1.560,-0.534,1.712,-2.402,-0.418,0.256,0.837,-0.536,24.184,-11.834,0.999,0.649,,,,,,,,,,,,-0.145,-0.231,0.556,15.240,1.695,0.348,-26.277,2.065,-1.283,4.402,-11.847,"Coe College","Coe College",,,,,{2C759958-DF6A-45A1-A07A-5A5AA255090B},0.536,0.837
26,2021/09/19,10:18:29,0,0,"Jaren Doromal",{5AFFFC1D-FFE5-4FE6-ADA9-8A528B0A8B7B},L,"Coe College","Reid Rausch",{E92F47F1-AF4E-4A87-A01A-B4FD2EB310B5},R,"Coe College","Wind Up",,Bottom,,,,"Four Seam Fastball",,"Contact Out",,,,,,,29.544,1.108,2.090,1044.00,203.542,12:45,1.527,-0.619,1.760,-1.392,0.207,0.106,0.450,0.080,27.224,-9.089,2.873,0.578,30.787,48.035,16.211,,,,,79.158,,,5.090,-0.042,0.123,0.566,15.240,1.545,-1.097,-29.197,0.155,-0.474,4.446,-8.432,"Coe College","Coe College",,,,,{24905D58-C0F8-4E65-9E04-2C6257350D67},-0.080,0.450
27,2021/09/19,10:23:36,0,0,"Jaren Doromal",{5AFFFC1D-FFE5-4FE6-ADA9-8A528B0A8B7B},R,"Coe College","Reid Rausch",{E92F47F1-AF4E-4A87-A01A-B4FD2EB310B5},R,"Coe College",-,,Bottom,,,,,,,,,,,,,34.157,1.924,-4.029,2202.00,250.645,2:15,1.682,0.711,2.037,-1.103,0.053,0.230,1.116,-0.184,31.264,-6.329,-2.307,0.491,,,,,,,,,,,,-0.156,0.031,-0.630,15.240,1.715,2.313,-33.767,0.823,-2.324,5.950,-9.344,"Coe College","Coe College",,,,,{7EC6A178-31A2-48D6-B4F5-F6B43E188604},0.184,1.116
28,2021/09/19,10:24:21,0,0,"Jaren Doromal",{5AFFFC1D-FFE5-4FE6-ADA9-8A528B0A8B7B},R,"Coe College","Reid Rausch",{E92F47F1-AF4E-4A87-A01A-B4FD2EB310B5},R,"Coe College",-,,Bottom,,,,,,,,,,,,,30.229,5.304,-5.095,1947.00,338.925,5:15,1.380,0.807,1.988,-1.811,-0.308,0.114,1.062,-0.507,28.109,-8.045,-4.250,0.556,,,,,,,,,,,,-0.092,-0.195,-0.699,15.240,1.483,2.623,-29.760,2.297,-1.089,3.891,-12.101,"Coe College","Coe College",,,,,{417476C0-E473-4E49-AFF4-627346EA9F5A},0.507,1.062
29,2021/09/19,10:25:26,0,0,"Drew Osterman",{C3761812-4954-4529-A01F-25615395B63B},R,"Coe College","James VanHooser",{3CCEB3E4-7E2D-437B-8ED8-206D2AA42EA7},R,"Coe College",,,Top,,,,"Four Seam Fastball",,"Called Strike",,,,,,,35.189,1.286,-3.406,2171.00,266.070,2:45,1.560,0.645,2.165,-1.076,-0.006,0.289,0.840,-0.010,32.248,-6.828,-1.223,0.473,,,,,,,,,,,,-0.187,0.002,-0.584,15.240,1.579,1.996,-34.825,0.498,-2.962,6.349,-9.776,"Coe College","Coe College",,,,,{B9172947-6D1D-4A5A-BD4A-D9EE1FD92698},0.010,0.840
30,2021/09/19,10:25:44,0,0,"Drew Osterman",{C3761812-4954-4529-A01F-25615395B63B},R,"Coe College","James VanHooser",{3CCEB3E4-7E2D-437B-8ED8-206D2AA42EA7},R,"Coe College",,,Top,,,,"Four Seam Fastball",,Ball,,,,,,,35.199,2.083,-4.969,2331.00,240.416,2:0,1.695,0.695,2.137,-0.926,0.153,0.317,1.349,-0.367,32.103,-4.887,-2.583,0.475,,,,,,,,,,,,-0.213,0.086,-0.604,15.240,1.730,2.935,-34.743,1.018,-3.362,6.282,-8.451,"Coe College","Coe College",,,,,{67C6BB81-11CC-4C11-A0C6-A32FE189D525},0.367,1.349
31,2021/09/19,10:25:57,0,0,"Drew Osterman",{C3761812-4954-4529-A01F-25615395B63B},R,"Coe College","James VanHooser",{3CCEB3E4-7E2D-437B-8ED8-206D2AA42EA7},R,"Coe College",,,Top,,,,Slider,,Ball,,,,,,,29.923,4.639,-0.538,2174.00,93.392,9:0,1.538,0.789,2.025,-1.531,-0.021,-0.449,1.304,0.190,27.186,-6.859,-3.924,0.564,,,,,,,,,,,,0.245,-0.021,-0.776,15.240,1.626,0.390,-29.583,2.019,2.781,5.066,-10.047,"Coe College","Coe College",,,,,{4AC35CE0-F6BA-4C5C-8EB3-102725D4A384},-0.190,1.304
32,2021/09/19,10:26:14,0,0,"Drew Osterman",{C3761812-4954-4529-A01F-25615395B63B},R,"Coe College","James VanHooser",{3CCEB3E4-7E2D-437B-8ED8-206D2AA42EA7},R,"Coe College",,,Top,,,,Slider,,Ball,,,,,,,29.137,2.694,-3.571,2137.00,49.795,7:45,1.479,0.724,2.110,-1.929,-0.340,-0.333,0.300,-0.601,26.661,-11.751,-6.090,0.580,,,,,,,,,,,,0.158,-0.180,-0.655,15.240,1.522,1.866,-28.694,0.918,1.667,5.052,-11.713,"Coe College","Coe College",,,,,{5CDBF163-6096-4664-8C37-8E9354559040},0.601,0.300
33,2021/09/19,10:27:13,0,0,"Drew Osterman",{C3761812-4954-4529-A01F-25615395B63B},R,"Coe College","Joey Sartain",{93C73A6B-2679-498F-90CE-7CA6D97FF73B},R,"Coe College",,,Top,,,,"Four Seam Fastball",,Ball,,,,,,,35.903,-0.946,-5.565,2154.00,239.043,2:0,1.706,0.619,2.177,-0.822,0.214,0.397,0.621,-0.526,32.848,-7.129,-2.576,0.465,,,,,,,,,,,,-0.262,0.141,-0.521,15.240,1.686,3.340,-35.370,-0.806,-4.301,6.443,-7.501,"Coe College","Coe College",,,,,{1B47106D-443B-465D-990B-DB4CFF41937A},0.526,0.621
34,2021/09/19,10:27:32,0,0,"Drew Osterman",{C3761812-4954-4529-A01F-25615395B63B},R,"Coe College","Joey Sartain",{93C73A6B-2679-498F-90CE-7CA6D97FF73B},R,"Coe College",,,Top,,,,"Four Seam Fastball",,"Called Strike",,,,,,,36.235,0.354,-4.027,2265.00,233.281,1:45,1.673,0.637,2.174,-0.806,0.203,0.309,0.965,-0.169,33.061,-5.735,-1.689,0.460,,,,,,,,,,,,-0.203,0.127,-0.566,15.240,1.676,2.438,-35.824,0.004,-3.407,6.826,-7.673,"Coe College","Coe College",,,,,{A52D9DAC-3854-4181-A576-01BDEC985003},0.169,0.965
35,2021/09/19,10:27:51,0,0,"Drew Osterman",{C3761812-4954-4529-A01F-25615395B63B},R,"Coe College","Joey Sartain",{93C73A6B-2679-498F-90CE-7CA6D97FF73B},R,"Coe College",,,Top,,,,Changeup,,"Swinging Strike",,,,,,,31.201,3.351,-3.092,2011.00,283.357,3:30,1.415,0.850,2.033,-1.428,-0.047,0.147,0.923,0.134,29.087,-7.245,-1.997,0.533,,,,,,,,,,,,-0.099,-0.039,-0.788,15.240,1.476,1.633,-30.958,1.437,-1.268,4.283,-10.307,"Coe College","Coe College",,,,,{B48D9633-9C36-4618-AE1F-B152E0D2CA85},-0.134,0.923
36,2021/09/19,10:32:53,0,0,"Jaren Doromal",{5AFFFC1D-FFE5-4FE6-ADA9-8A528B0A8B7B},L,"Coe College","Michael Bonner",{CDC5DA87-5EBD-4F9E-B587-EE3146B8B2E0},L,"Coe College",,,Bottom,,,,,,"Called Strike",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coe College","Coe College",,,,,{421C2C68-BF07-4FFC-A435-F934A817C6F6},,
37,2021/09/19,10:32:53,0,0,"Jaren Doromal",{5AFFFC1D-FFE5-4FE6-ADA9-8A528B0A8B7B},L,"Coe College","Michael Bonner",{CDC5DA87-5EBD-4F9E-B587-EE3146B8B2E0},L,"Coe College",-,,Bottom,,,,Changeup,,,,,,,,,26.585,3.512,0.500,1392.00,270.439,3:0,1.545,-0.679,1.849,-2.030,-0.080,0.413,0.507,-0.125,24.294,-11.530,3.597,0.643,,,,,,,,,,,,-0.221,-0.031,0.665,15.240,1.615,-0.332,-26.293,1.111,-1.963,4.286,-10.084,"Coe College","Coe College",,,,,{421C2C68-BF07-4FFC-A435-F934A817C6F6},0.125,0.507
38,2021/09/19,10:33:25,0,0,"Jaren Doromal",{5AFFFC1D-FFE5-4FE6-ADA9-8A528B0A8B7B},L,"Coe College","Michael Bonner",{CDC5DA87-5EBD-4F9E-B587-EE3146B8B2E0},L,"Coe College",,,Bottom,,,,"Four Seam Fastball",,Ball,,,,,,,32.998,-0.083,3.307,1646.00,126.916,10:15,1.482,-0.681,1.813,-1.163,0.110,-0.174,0.296,0.080,30.587,-8.595,2.023,0.514,,,,,,,,,,,,0.115,0.071,0.602,15.240,1.472,-1.829,-32.628,-0.421,1.617,5.101,-8.808,"Coe College","Coe College",,,,,{393E1C1E-329F-4E95-9F13-B9105607F006},-0.080,0.296
