date,home_batter_1,home_batter_2,home_batter_3,home_batter_4,home_batter_5,home_batter_6,home_batter_7,home_batter_8,home_batter_9,home_errors,home_final_score,home_finishing_pitcher,home_hits,home_line_score,home_position_1,home_position_2,home_position_3,home_position_4,home_position_5,home_position_6,home_position_7,home_position_8,home_position_9,home_starting_pitcher,home_team,home_team_long,losing_pitcher,notes,number_of_innings,save,site,start,time,umpires,visiting_team,visiting_team_long,visitor_batter_1,visitor_batter_2,visitor_batter_3,visitor_batter_4,visitor_batter_5,visitor_batter_6,visitor_batter_7,visitor_batter_8,visitor_batter_9,visitor_errors,visitor_final_score,visitor_finishing_pitcher,visitor_hits,visitor_line_score,visitor_position_1,visitor_position_2,visitor_position_3,visitor_position_4,visitor_position_5,visitor_position_6,visitor_position_7,visitor_position_8,visitor_position_9,visitor_starting_pitcher,weather,winning_pitcher
4/17/2018,Garrett Saunders,Trevor Kimm,Joe Rebik,Tanner Wood,Ryan Garrett,Ryan Bouwman,Coy Moore,Michael Collins,Anthony Fumagalli,4,8,Zach Edwards,10,20010041X,ss,c,lf,rf,3b,1b,cf,dh,2b,Dylan Diveney,CEN,central,Jesse Maguire,,9,,"Pella, Iowa (Central College)",3 p.m.,3:00,,NWU,nebraska wesleyan,Justus Stocks,Spencer Scheer,Derek Kolbush,Tyler Winterstein,Nick Bruno,Cole Schumacher,Matt Orozco,Joel Maxwell,Owen Gubbels,5,7,Jesse Maguire,9,100112110,cf,rf,1b,2b,dh,3b,c,lf,ss,Riley Ward,57 and partly cloudy,Zach Edwards
3/9/2018,"Walker, Jordan","Schauer, Aaron","Dziergas, Tim","Pappas, Michael","Arens, Jake","Bastien, Nick","Slywka, Travis","Gates, Josh","Berry, Hunter",3,6,"Tate, Colin",10,0510000,ss,lf,1b,c,dh,cf,3b,rf,2b,"Nehring, Brady",,marian,"Imrie, Noah",Nehring faced 3 batters in the 3rd.,7,,"Tucson, Ariz. (Kino Sports Complex)",3:41 pm,3:08,,SIM,simpson,Jared Herzog,Noah Sacco,Hunter Hillygus,Truman Schmitt,Trey Kehoe,Scott Meier,Nathan Carlin,Brandon Urias,Tanner Jansen,0,20,Michael Sunga,18,4043360,cf,lf,rf,c,1b,2b,ss,3b,p/dh,Tanner Jansen,"79, sunny",Tanner Jansen
4/28/2018,JoJo McNair,Eric Willis,Blake Mahoney,Zach Hovick,Cody Hyler,Tyler Nunemaker,David Fitzgerald,Parker Ridge,Clay Henning,2,2,Chris Tomkins,9,000100001,lf,2b,cf,1b,c,dh,rf,3b,ss,Dylan Gotto,WAR,wartburg college,Dylan Gotto,,9,,"Waverly, Iowa (Hertel Field)",3:45 pm,2:15 hr,,CEN,central college,Garrett Saunders,Trevor Kimm,Joe Rebik,Ryan Garrett,Tanner Wood,Kyle Crampton,Coy Moore,Dallyn Putz,Anthony Fumagalli,0,3,Zach Edwards,10,100002000,ss,c,lf,1b,rf,dh,cf,3b,2b,Zach Edwards,,Zach Edwards
3/11/2018,Eric Willis,Clay Henning,Blake Mahoney,Zach Hovick,Cody Hyler,Ryan King Jr.,Adam Sacia,Emmanuel JEffery,David Fitzgerald,0,3,Brady Kraus,7,001200000,2b,ss,cf,3b,c,dh,rf,lf,1b,Benjamin Milewski,,wartburg,Austin Bohling,Hurd faced 3 batters in the 9th.,9,,"Winter Haven, Fla. (Polk State College)",10:30 AM,1:08 PM,Home Plate: l. CardiffFirst: E. Collins,,oswego state,K. HYLAS,B. NICHOLSON,DELLICARRI,J. BARNES,E. HOLTON,L. OLSSON,R. ENOS,J. HOAGLAND,Z. WHELAN,3,8,M. BOWMAN,9,100010042,dh,3b,rf,cf,lf,c,2b,1b,ss,R. DONNELLY,Sunny and 70,WROBLEWSKI
5/10/2018,Austin Konagel,Cole Thompson,Danny Weis,Ryan Koester,Jake Oglesby,Danny Paluch,Richard Bryza,Thomas Greffly,Luke Fennelly,0,0,Erik Edminster,9,000000000,2b,c,rf,1b,lf,cf,3b,dh,ss,Nick Spiess,LOR,loras,Nick Spiess,,9,,"Cedar Rapids, Iowa (Daniels Park)",10:53 am,2:20,Home Plate: Brett MiellFirst: Larry AllenSecond Base: Allen Stekl,LUT,luther,Vogt,Halverson,Athmann,"Hingst, B.",Bruggers,McKibben,McCready,Gleason,Johnson,1,7,Westendorf,16,110010220,cf,ss,c,1b,3b,rf,dh,lf,2b,Cardamon,"70 degrees, sunny",Cardamon
4/24/2018,JoJo McNair,Eric Willis,Blake Mahoney,Zach Hovick,Cody Hyler,Tyler Nunemaker,David Fitzgerald,Parker Ridge,Clay Henning,1,10,Austin Bohling,12,70010002X,lf,2b,cf,1b,c,dh,rf,3b,ss,Nathan Brown,WAR,wartburg college,Jack Greene,,9,Austin Bohling,"Waverly, Iowa (Hertel Field)",3:30 pm,2:45 hr,Home Plate: Scott BehnFirst: Jacob Kopp,COE,coe college,Kevin DeLaney,Isaac Evans,Jordan Kaplan,Grant Henning,Jacob Burns,Kyle Alvarado,Thomas Kahle,Nolan Arp,TJ Johnson,4,7,TJ Deardorff,15,003100120,rf,cf,1b,c,lf,dh,3b,2b,ss,Jack Greene,,Tony Rex
3/25/2018,Owen Gubbels,Spencer Scheer,Tyler Winterstein,Derek Kolbush,Kyle Hunter,Jared Scdoris,Joel Maxwell,Micah Hoage,Cole Schumacher,4,0,Tucker McHugh,3,0000000,ss,rf,2b,1b,cf,c,lf,dh,3b,Hayden Parker,NWU,nebraska wesleyan,Hayden Parker,McCarville faced 2 batters in the 7th.,7,,"Lincoln, Neb. (NWU Field)",3:55 pm,2:01,Home Plate: Nathan FoleyFirst: Chris Gianunzio,COE,coe,Kevin DeLaney,Riley LeGrand,Jordan Kaplan,Jacob Burns,Grant Henning,Daniel Berger,Nolan Arp,Jacob Henry,TJ Johnson,0,11,Jack Greene,10,0130007,cf,rf,1b,lf,dh,c,2b/ss,3b,ss,Jack Greene,"37 degrees, overcast",Jack Greene
4/10/2018,Jake Vogt,Trent Athmann,Bryce Hingst,Derek McCready,Mitch Bruggers,Tommy Gleason,Jared Swanson,Kelby Johnson,Joe McKibben,2,10,Sean Westendorf,15,02000332X,cf,c,1b,dh,3b,lf,2b,ss,rf,Joey Cardamon,LUT,luther college,Edwards,,9,,"Independence, Iowa (Mustang Field)",5:07 pm,2:40,Home Plate: Gary LaChanceFirst: Russ Lundquist,CEN,central,G. Saunders,Kimm,Bouwman,R. Garrett,Rebik,Crampton,Wood,C. Riddle,Moore,1,4,Wenzel,11,000012001,ss,c,1b,3b,lf,dh,rf,2b,cf,Edwards,,Cameron Reed
3/10/2018,Noah Sacco,Scott Meier,Hunter Hillygus,Truman Schmitt,Jared Herzog,Brandon Urias,Tanner Jansen,Nathan Carlin,Kolton Arnold,1,0,Colin Sexton,2,0000000,lf,2b,1b,c,cf,3b,rf/c,ss,dh,Jonathan Sailstad,,simpson,Jonathan Sailstad,Sailstad faced 3 batters in the 3rd.,7,,"Tucson, Ariz. (Kino Sports Complex)",4:34 pm,2:21,,,macalester,Jared Abelson,Alex Baretta,Nick McMullen,Collin Brantner,Graham Low,Ben Castagnetti,Sam Goldberg,Carl Francalangia,Cooper Jensen,1,12,Alex Denzler,11,2341101,cf,lf,1b,dh,c,3b,rf,2b,ss,Joe Trier,"66, cloudy",Joe Trier
3/12/2018,Austin Konagel,Cole Thompson,Danny Weis,Ryan Koester,Jake Oglesby,Danny Paluch,Richard Bryza,Carlos Garrido,Luke Fennelly,1,11,Aidan Wojciehowski,14,00400043X,2b,c,rf,1b,lf,cf,3b,dh,ss,Brad Schwind,,loras,Brad Szymusiak,Te Kulve faced 1 batter in the 8th.,9,Aidan Wojciehowski,"Auburndale, Fla. ()",,,,,st. norbert,Lucas Reynolds,Sean Ferraro,Tyler Banovich,Robbie Dombrowski,Griffin Jack,Jacob Raeder,Sean Grant,Zach Raeder,Andy Peterik,3,2,Sam Hunt,5,001010000,dh,cf,ss,c,3b,1b,lf,2b,rf,Brad Szymusiak,,Robert Hovey
4/17/2018,Kevin DeLaney,Isaac Evans,Jordan Kaplan,Grant Henning,Jacob Burns,Tyler Dralle,Nolan Arp,Jacob Henry,TJ Johnson,3,6,David Keaton,8,004020X,rf,cf,1b,c,lf,dh,2b,3b,ss,Alex Timp,COE,coe college,Robert Hovey,Fallon faced 4 batters in the 5th.,7,,"Cedar Rapids, Iowa (Bill Quinby Field)",4:14 pm,1:39,Home Plate: Michael FedererFirst: Bill Connolly,LOR,loras,Austin Konagel,Cole Thompson,Danny Weis,Ryan Koester,Jake Oglesby,Danny Paluch,Richard Bryza,Thomas Greffly,Luke Fennelly,2,0,Ben Milks,8,0000000,2b,c,rf,1b,dh,cf,3b,lf,ss,Robert Hovey,"48, Sunny, Winds N at 9 mph",Alex Timp
4/7/2018,Hickey,Larsen,Bohn,Parks,Sarkon,Jancsy,Kelly,Brzostowski,Lyle,0,11,Murphy,11,330302X,cf,rf,c,lf,dh,1b,2b,3b,ss,Petersen,,chicago,AJ Pierce,,7,,"Chicago, Ill. (J.Kyle Anderson Fld.)",3:40 PM,2:01,,CEN,central,Garrett Saunders,Trevor Kimm,Ryan Bouwman,Ryan Garrett,Tanner Wood,Coy Moore,Blake Wooten,Lucas Farren,Anthony Fumagalli,1,4,Marcus Wenzel,5,0000013,ss,dh,1b,3b,rf,cf,c,lf,2b,AJ Pierce,,Petersen
3/9/2018,"Mayes, Jeffrey","Wetekind, Jett","Purviance, Davis","Dobravec, Paul","DeSpain, Bryce","Wiskow, Austin","Gill, AJ","Larsen, Bryan","Smith, Nathan",1,3,"Stockman, Jacob",3,02000001,ss,c,cf,1b,dh,2b,lf,rf,3b,"Stockman, Jacob",,aurora,Lucas Robbins,,8,,"Auburndale, Fla. (Lake Myrtle Park #5)",2:32 pm,1:45,,COE,coe college,Isaac Evans,Grant Henning,Kevin DeLaney,Jordan Kaplan,Jacob Burns,Kyle Alvarado,Thomas Simon,Nolan Arp,Tyler Dralle,2,2,Lucas Robbins,7,20000000,cf,c,rf,1b,lf,2b,3b,ss,dh,Andrew Schmit,"68, Fair, Winds ENE at 10 mph","Stockman, Jacob"
4/2/2018,Bryce Rheault,Ryley McGregor,Devin Wagenman,Peyton Renning,Coleman Roberts,Joe Rock,Porter Sartor,Nick Henrichs,Parker Truesdell,2,13,Clayton Christian,13,030901X,ss,dh,cf,lf,rf,1b,3b,c,2b,Tate Holmes,,buena vista,Wyatt Stute,Hinrichs faced 3 batters in the 4th.,7,,"Storm Lake, Iowa (BVU/SL BB Field)",1:00pm,2:20,,,neb. wesleyan univ.,Justus Stocks,Tyler Winterstein,Spencer Scheer,Derek Kolbush,Brook Johnson,Kyle Hunter,Cole Schumacher,Matt Orozco,Owen Gubbels,1,3,Nate Teitler,7,0102000,rf,2b,dh,1b,lf,cf,3b,c,ss,Sam Condello,,Tate Holmes
3/14/2018,Dalton Garst,Jack Lasswell,Thomas Kempf,Kellen Mitchell,Tyler Imrich,Luke Carroll,Jarad Clevenger,Michael Hoffman,Josh Pawlowski,1,4,Nick Sewruk,7,110000101,3b,2b,dh,1b,lf,c,rf,ss,cf,Nathan Schneiderman,,"dubuque, univ. of",Nathan Schneiderman,,9,"Plachinski, Scott","Tucson, Ariz. (Kino Sports Field 5)",8:57 am,2:25,,,concordia,"Szeszol, Michael","Thyssen, Nathan","Ranieri, Dan","Hilliard, Kyle","Barney, Justin","Scott, Peter","Barth, Drew","Johnson, Drew","Washburn, Kyle",0,12,"Plachinski, Scott",13,004020033,cf,lf,3b,c,rf,dh,2b,1b,ss,"Cox, Seth","61, Cloudy, ESE @ 3mph","Cox, Seth"
3/10/2018,Seth Betts,Levi Knott,Gideon Dunn,Joel Silva,Brooks Repking,Connor Buchanan,Camden Wiens,Kress Medina,Jason Sroufe,0,1,Levi Knott,5,0000010,c,rf/p,lf,cf,1b,3b,dh/2b,ss,2b/p,Tanner Pruett,,crown,Tanner Pruett,Jakeb Brower faced 3 batters in the 7th.,7,,"Auburndale, Fla. (Lake Myrtle Park)",2:30 p.m,2:00,,CEN,central,Garrett Saunders,Coy Moore,Ryan Bouwman,Tanner Wood,Trevor Kimm,Joe Rebik,Kyle Crampton,Chris Riddle,Kaiden Fiebelkorn,4,12,Josh Sharp,11,2052003,ss,cf,1b,rf,c,lf,dh,2b,3b,Dylan Diveney,,Dylan Diveney
5/5/2018,Jack Lasswell,Dalton Garst,Kellen Mitchell,Justin Jenson,Thomas Kempf,Zach McCoy,Jarad Clevenger,Will Doherty,Nasir Ricks,0,19,Nick Sewruk,21,502228X,2b,3b,1b,rf,dh,ss,lf/rf,c,cf,Doug Van Dyke,,"dubuque, univ. of",Jesse Maguire,"Parker, H faced 5 batters in the 6th.",7,,"Dubuque, Iowa (Dan W. Runkle Field)",12:00,2:04,,NWU,nebraska wesleyan,Bradyn Thomas,Riley Ward,Derek Kolbush,Tyler Winterstein,Nick Bruno,Cole Schumacher,Brook Johnson,Dalton Vergith,Kyle Hunter,2,3,Connor Cech,7,0000300,2b,ss,1b,3b,dh,rf,lf,c,cf,Jesse Maguire,75 and Sunny,Doug Van Dyke
3/18/2018,Starkey,Temaner,Sheppard,Quirk,Myers,Sanchez,Ulfig,Kellar,Lett,4,14,Willig,13,0201(10)100X,cf,2b,1b,dh,rf,lf,3b,c,ss,Sharp,,monmouth college,J Lowery,Castenson faced 1 batter in the 5th.,9,,"Monmouth, Ill. (Glasgow Field)",4:15 pm,2:39,Lowery faced 2 batters in the 5th.,SIM,simpson,Jared Herzog,Hunter Hillygus,Noah Sacco,Trey Kehoe,Truman Schmitt,Tanner Jansen,Nathan Carlin,Scott Meier,Kolton Arnold,2,6,Colin Sexton,18,002200200,cf,1b,lf,dh,c,rf,ss,2b,3b,Curt Castenson,47 and sunny,Sharp
5/19/2018,Jack Lasswell,Dalton Garst,Kellen Mitchell,Justin Jensen,Thomas Kempf,Tyler Lewan,Jarad Clevenger,Will Doherty,Tyler Imrich,2,8,Nathan Schneiderman,13,00100511X,2b,3b,1b,cf,dh,ss,rf,c,lf,Tyler Carlson,,dubuque,"Klemm, Charlie",,9,,"Duluth, MN (Wade Stadium)",3:00 PM,2:25,Home Plate: Michael MonitaFirst: Kyle KlinkSecond Base: Jon FyeThird Base: Derek Roberts,,north central,"Quade, Jeremy","Outlaw, Eric","Mateja, Michael","Wisz, Mike","Carmody, John","Weilbacher, Colin","Marinec, Rob","Scott, Ryan","Sutherland, Matt",3,4,"Rogalski, Nick",10,000012010,cf,2b,3b,lf,1b,rf,c,dh,ss,"Klemm, Charlie",Overcast,Nick Sewruk
4/18/2018,"Jeary, Trent","Jackson, Kri","Yanez, Eduar","Germansky, E","Sliva, Natha","Theiler, And","Little, Talo","Gettman, Tan","Wood, Blaine",1,10,"Ritzdorf, Jo",14,00003160X,cf,ss,1b,dh,c,lf,3b,2b,rf,"Cummins, Car",,doane,Hayden Parker,"Cech, C faced 3 batters in the 7th.",9,"Ritzdorf, Jo","Crete, Neb. (Doane Baseball Field)",3:51 PM,3:07,,NWU,nebraska wesleyan,Justus Stocks,Spencer Scheer,Derek Kolbush,Tyler Winterstein,Nick Bruno,Cole Schumacher,Matt Orozco,Joel Maxwell,Riley Ward,3,9,Tucker McHugh,15,030014100,cf,rf,1b,2b,dh,3b,c,lf,ss,Josh Seifert,,"Trujillo, Ja"
4/7/2018,Bryce Rheault,Peyton Renning,Devin Wagenman,Coleman Roberts,Tyler Tennyson,Nick Henrichs,Porter Sartor,Tyler Stoltze,Parker Truesdell,1,3,Nick Henrichs,4,00101100X,ss,lf,cf,rf,1b,dh/p,3b,c,2b,Gage Smart,,buena vista,Chase Kueter,,9,Nick Henrichs,"Storm Lake, Iowa (BVU/Storm Lake Field)",1:00pm,1:50,,,univ. of dubuque,Cody Kramschuster,Jack Lasswell,Dalton Garst,Thomas Kempf,Ian Meyer,Tyler Imrich,Jarad Clevenger,Tyler Lewan,Will Doherty,5,2,Chase Kueter,6,000110000,cf,2b,3b,1b,dh,lf,rf,ss,c,Chase Kueter,,Gage Smart
3/7/2018,Conor Maguire,Mike Wong,Alex Chapman,Sam Huston,Luke Covey,Nick Whitten,Ethan Daigneault,Jonah Martin,Nick Guerrette,2,1,Jesse Colford,2,000100000,cf,2b,1b,c,lf,3b,dh,rf,ss,Jesse Colford,,husson,Jesse Colford,,9,TJ Deardorff,"Sanford, Fla. (Sanford Memorial)",10:53 am,2:05,,COE,coe college,Isaac Evans,Grant Henning,Kevin DeLaney,Jacob Burns,Jordan Kaplan,Nolan Arp,Thomas Simon,Kyle Alvarado,Tyler Dralle,2,2,TJ Deardorff,8,020000000,cf,c,rf,lf,1b,ss,3b,2b,dh,Alex Timp,"67, Sunny, Winds NW at 14 mph",Alex Timp
3/3/2018,Austin Konagel,Cole Thompson,Danny Weis,Ryan Koester,Jake Oglesby,Danny Paluch,Carlos Garrido,Andrew Wrona,Luke Fennelly,0,8,Nolan Even,11,01230002X,2b,c,rf,1b,lf,cf,dh,3b,ss,Brad Schwind,,loras,"Steinha,Cory",,9,Nolan Even,"Jacksonville, Ill. (Lenz Field)",1:00,,,,macmurray,"Womba,Austin","Scha,Brendan","Mammen,Brett","Renou,Justin","Deaton,Tyler","Balkenb,Nick","Luft,Nathan","Logsdo,Wyatt","Radfo,Hayden",2,0,"Hopki,Collin",2,000000000,cf,rf,lf,2b,dh,ss,1b,c,3b,"Steinha,Cory",Sunny,Brad Schwind
3/17/2018,Bryce Rheault,Peyton Renning,Devin Wagenman,Coleman Roberts,Tyler Tennyson,Alex Savary,Porter Sartor,Tyler Stoltze,Ryan Steim,0,2,Gage Smart,8,0002000,ss,lf,cf,rf,1b,dh,3b,c,2b,Gage Smart,,buena vista,Gage Smart,,7,,"Tucson, Ariz. (Kino Sports Field 6)",9:00am,1:45,,,salem st.,Mac Daniel singleton,Kyle O'Connor,Joe White,Alex Toomey,Rourke Flynn,Brendan Greene,RJ Warnock,Zac Duval,Shawn Rebello,0,3,Brock Riley,5,1010100,2b,dh,lf,3b,rf/cf,ss,1b,c,cf,Brock Riley,,Brock Riley
4/7/2018,Hickey,Larsen,Bohn,Parks,Sarkon,Jancsy,Kelly,Ventrelle,Lyle,3,5,Morochnik,7,2000102,cf,rf,c,lf,1b,dh,2b,3b,ss,Villasenor,,chicago,Tyler Steward,,7,,"Chicago, Ill. (J.Kyle Anderson Fld.)",1 p.m.,2:10,,CEN,central,Garrett Saunders,Trevor Kimm,Joe Rebik,Ryan Garrett,Kyle Crampton,Ryan Bouwman,Coy Moore,Patrick Diemer,Anthony Fumagalli,2,4,Tyler Steward,8,0040000,ss,c,lf,3b,dh,1b,cf,rf,2b,Tanner Wood,,Morochnik
4/24/2018,Jake Vogt,Jake Halverson,Trent Athmann,Bryce Hingst,Mitch Bruggers,Tommy Gleason,Gannon Jordahl,Kelby Johnson,Joe McKibben,5,3,Grant Bliss,6,1011000,cf,ss,c,1b,3b,dh,lf,2b/ss,rf,Cameron Reed,,luther college,Cameron Reed,LaPage faced 1 batter in the 5th.,7,,Luther College (Luther College),4:35,2:00,Loch faced 4 batters in the 5th.,,u of dubuque,Jack Lasswell,Dalton Garst,Kellen Mitchell,Thomas Kempf,Justin Jenson,Jarad Clevenger,Will Doherty,Zach McCoy,Nasir Ricks,1,15,Jordan Nelson,19,0033603,2b,3b,1b,dh,rf,lf,c,ss,cf,Chase Kueter,Cloudy,Chase Kueter
3/19/2018,Bryce Rheault,Coleman Roberts,Peyton Renning,Devin Wagenman,Tyler Tennyson,Ryan Steim,Keaton King,Parker Truesdell,Nick Henrichs,1,9,Nick Henrichs,9,0215100,ss,rf,lf,cf,1b,2b,dh,3b/2b,c/p,Tyler Vorrie,,buena vista,Devon VanHouten,Vorrie faced 4 batters in the 2nd.,7,,"Tucson, Ariz. (Kino Sports Field 6)",1:05pm,2:40,,,wis.-superior,Brandon Rolf,Nick McNosky,Cory Albertson,Braeden Barr,Bryce Flanagan,Alex Osness,R. Castenada,Mike Rodriguez,Greg Pitts,3,10,Ryan Rukavina,10,1400050,cf,ss,c,3b,dh,2b/3b,1b,rf,lf,Brady Stocker,,Ryan Rukavina
3/30/2018,Garrett Saunders,Coy Moore,Trevor Kimm,Tanner Wood,Joe Rebik,Ryan Bouwman,Kyle Crampton,Chris Riddle,Kaiden Fiebelkorn,3,6,Ryan Riddle,8,1003002000,ss,cf,c,rf,lf,1b,dh,2b,3b,Nick Long,CEN,central,Ryan Riddle,Bower faced 3 batters in the 7th.,10,,"Pella, Iowa (Central College)",3:42 p.m,3:03,,BVU,buena vista,Peyton Renning,Bryce Rheault,Coleman Roberts,Devin Wagenman,Joe Rock,Alex Savary,Nick Henrichs,Porter Sartor,Ryan Steim,1,7,Nick Henrichs,10,0110112001,lf,ss,rf,cf,1b,dh,c/p,3b,2b,Egan Bonde,53 and sunny,Nick Henrichs
3/3/2018,Austin Konagel,Cole Thompson,Danny Weis,Ryan Koester,Jake Oglesby,Danny Paluch,Richard Bryza,Robbie Agerbeek,Luke Fennelly,2,5,Tyler Tomaka,11,00410000X,2b,c,rf,1b,lf,cf,3b,dh,ss,Robert Hovey,,loras,Olson,,9,Tyler Tomaka,"Jacksonville, Ill. (Lenz Field)",5:00 pm,2:40,,,lawrence,Spencer,Rabideau,Holliday,McDonnell,Weber,Mueller-Schr,Brady,Ortiz,Jones,0,3,Ellis,5,001000002,ss,cf,1b,dh,lf,rf,3b,2b,c,Olson,,Robert Hovey
3/18/2018,Bryce Rheault,Coleman Roberts,Peyton Renning,Devin Wagenman,Tyler Tennyson,Alex Savary,Porter Sartor,Parker Truesdell,Nick Henrichs,1,10,Egan Bonde,17,1033201,ss,rf,lf,cf,1b,dh,3b,2b,c,Egan Bonde,,buena vista,David Gaetano,,7,,"Tucson, AZ (Kino Sports Complex)",1:35 PM,2:05,,,oberlin college,Parker Goldstein,Amari Newman,Quin Butler,Milo Sklar,Ian Dinsmore,Brendan Mapes,Alexis Castillo,Lawrence Hamilton,Derek Martin,3,0,Brandon Harlan,7,0000000,3b,cf,lf,dh,ss/3b,c,1b,rf,2b,David Gaetano,"60, WIndy, Partly Sunny",Egan Bonde
4/30/2018,JoJo McNair,Eric Willis,Blake Mahoney,Zach Hovick,Cody Hyler,Tyler Nunemaker,Parker Ridge,David Fitzgerald,Clay Henning,0,6,Austin Bohling,10,03300000X,lf,2b,cf,1b,c,dh,3b,rf,ss,Darren Kilpatrick,WAR,wartburg college,Colin Coffey,Brown faced 1 batter in the 8th.,9,Austin Bohling ,"Waverly, Iowa (Hertel Field)",7 p.m.,2:15 hr,Home Plate: Allen SteklFirst: Scott Behn,LUT,luther college,Jake Vogt,Jake Halverson,Trent Athmann,Bryce Hingst,Mitch Bruggers,Joe McKibben,Derek McCready,Tommy Gleason,Kelby Johnson,1,4,Colin Coffey,9,001002100,cf,ss,c,1b,3b,rf,dh,lf,2b,Colin Coffey,,Darren Kilpatrick
4/24/2018,Riley Ward,Owen Gubbels,Derek Kolbush,Tyler Winterstein,Matt Orozco,Cole Schumacher,Joel Maxwell,Jared Scdoris,Kyle Hunter,5,0,Drew Poulas,5,0000000,ss,2b,1b,3b,dh,rf,lf,c,cf,Hayden Parker,NWU,nebraska wesleyan,Hayden Parker,,7,,"Lincoln, Neb. (NWU Field)",3:37 pm,2:12,Home Plate: Jon FyeFirst: Jeff Kopecky,CEN,central,Garrett Saunders,Trevor Kimm,Joe Rebik,Ryan Garrett,Tanner Wood,Ryan Bouwman,Kyle Crampton,Coy Moore,Anthony Fumagalli,0,12,Nathan Schwanke,15,6213000,ss,c,lf,3b,rf,1b,dh,cf,2b,Tyler Steward,62 cloudy,Tyler Steward
5/11/2018,Kevin DeLaney,Isaac Evans,Jordan Kaplan,Grant Henning,Jacob Burns,Tyler Dralle,Kyle Alvarado,Nolan Arp,TJ Johnson,2,8,Lucas Robbins,12,11501000X,rf,cf,1b,c,lf,dh,3b,2b,ss,Jack Greene,COE,coe college,Ross Hingst,,9,,"Cedar Rapids, Iowa (Veterans Memorial)",5:58 pm,2:25,Home Plate: Brett MiellFirst: Allen StecklThird Base: Larry Allen,LUT,luther,Jake Vogt,Jake Halverson,Athmann,Bryce Hingst,Mitch Bruggers,Joe McKibben,Derek McCready,Tommy Gleason,Kelby Johnson,4,4,Ryan LaPage,6,000210010,cf,ss,c,1b,3b,rf,dh,lf,2b,Ross Hingst,"59, Cloudy, Winds E at 16 mph",Jack Greene
4/17/2018,Z. Stone,Wichman,Breard,Jamesson,Larson,Bryant,Greenwald,Jones,Lawson,2,2,Anfang,6,1000010,dh,cf,1b,3b,ss,lf,rf,c,2b,Zear,COR,cornell college,Zear,,7,,"Mount Vernon, Iowa (Ash Park)",4:00 pm,1:48,Home Plate: Ryan FarnsworthFirst: Doug Yanecek,SIM,simpson,Jared Herzog,Scott Meier,Noah Sacco,Hunter Hillygus,Trey Kehoe,Truman Schmitt,Kolton Arnold,Nathan Carlin,Alec Hensley,0,6,Tanner Jansen,9,2000301,cf,2b,lf,dh,1b,c,3b,ss,rf,Cameron Liston,"46 degrees, Wind N 7MPH",Cameron Liston
3/5/2018,B. John,Z. Lange,Giacomazzi,N. Bosma,W. Heurtin,R. Palermo,W. Hunt,J. Stacy,Z. Liebenson,6,1,N. Bosma,5,001000000,lf,2b,cf,1b/p,ss,dh,rf,3b,c,J. Medich,,rhodes,J. Medich,,9,Austin Bohling,"Auburndale, Fla. (Lake Myrtle #1)",9:00am,2:00,,WAR,wartburg,David Fitzgerald,Clay Henning,Eric Willis,Blake Mahoney,Zach Hovick,Cody Hyler,Clint Kannegieter,Tyler Nunemaker,Tyler Hovick,0,4,Austin Bohling,4,000020011,1b,ss,2b,cf,3b,c,rf,dh,lf,Dylan Gotto,,Dylan Gotto
3/5/2018,"Sciarretta, Sachael","Curtin, Justin","Mulvey, Nick","Tatoian, Dave","Keen, Ryan","Wright, Shaughn","Lopez, Josh","Nardini, Tommy","Heck, Bobby",0,6,"Tatoian, Dave",9,000312X,lf,ss,3b,2b/p,1b,rf,c,dh/2b,cf,"Boyle, R.J.",,gwynedd-mercy,Zach Edwards,,7,"Tatoian, Dave","Auburndale, Fla. (Lake Myrtle Park #3)",9 a.m.,2:00,,CEN,central,Garrett Saunders,Coy Moore,Ryan Bouwman,Tanner Wood,Joe Rebik,Trevor Kimm,Kyle Crampton,Chris Riddle,Kaiden Fiebelkorn,1,5,Marcus Wenzel,10,2000012,ss,cf,1b,rf,lf,c,dh,2b,3b,Zach Edwards,,"Boyle, R.J."
4/21/2018,Jake Vogt,Jake Halverson,Trent Athmann,Bryce Hingst,Mitch Bruggers,Cole Jensen,Derek McCready,Kelby Johnson,Joe McKibben,4,4,Ross Hingst,8,10003000X,cf,ss,c,1b,3b,lf,dh,2b,rf,Colin Coffey,LUT,luther college,Brad Schwind,,9,,"Decorah, Iowa (Luther College)",1:00 pm,1:55,,LOR,loras college,Austin Konagel,Cole Thompson,Danny Weis,Ryan Koester,Jake Oglesby,Danny Paluch,Richard Bryza,Thomas Greffly,Luke Fennelly,0,3,Tanner Fallon,7,030000000,2b,c,rf,1b,lf,cf,3b,dh,ss,Brad Schwind,,Ross Hingst
4/17/2018,Z. Stone,Wichman,Breard,Jamesson,Larson,M. Stone,Irwin,Renger,Rickels,1,5,Wichman,8,100220X,rf,cf/p,1b,c,ss,dh,lf,3b,2b,Swinton,COR,cornell college,Curt Castenson,,7,,"Mount Vernon, Iowa (Ash Park)",6:14 pm,1:47,Home Plate: Doug YanecekFirst: Ryan Farnsworth,SIM,simpson,Jared Herzog,Scott Meier,Noah Sacco,Hunter Hillygus,Trey Kehoe,Truman Schmitt,Brandon Urias,Nathan Carlin,Tanner Jansen,1,1,Tom Kunzer,7,0100000,cf,2b,lf,dh,1b,c,3b,ss,rf,Curt Castenson,"43 degrees, Clear Skies",Swinton
