date,home_batter_1,home_batter_2,home_batter_3,home_batter_4,home_batter_5,home_batter_6,home_batter_7,home_batter_8,home_batter_9,home_errors,home_final_score,home_finishing_pitcher,home_hits,home_line_score,home_position_1,home_position_2,home_position_3,home_position_4,home_position_5,home_position_6,home_position_7,home_position_8,home_position_9,home_starting_pitcher,home_team,home_team_long,losing_pitcher,notes,number_of_innings,save,site,start,time,umpires,visiting_team,visiting_team_long,visitor_batter_1,visitor_batter_2,visitor_batter_3,visitor_batter_4,visitor_batter_5,visitor_batter_6,visitor_batter_7,visitor_batter_8,visitor_batter_9,visitor_errors,visitor_final_score,visitor_finishing_pitcher,visitor_hits,visitor_line_score,visitor_position_1,visitor_position_2,visitor_position_3,visitor_position_4,visitor_position_5,visitor_position_6,visitor_position_7,visitor_position_8,visitor_position_9,visitor_starting_pitcher,weather,winning_pitcher
3/17/2018,Singer,Mense,Brinkman,Gardner,Ostrander,Schutter,LaMantia,Kahal,Nagel,5,11,Tague,14,00031520X,lf,rf,1b,c,cf,ss,dh,3b,2b,Ashbaugh,,washu,Jeffrey Anders,Viersen faced 1 batter in the 8th.,9,,"St. Louis, Mo. (Kelly Field)",2:00 pm,3:15,,COE,coe college,Isaac Evans,Kyle Alvarado,Kevin DeLaney,Jordan Kaplan,Jacob Burns,Thomas Simon,Grant Henning,TJ Deardorff,TJ Johnson,3,9,Travis Bowman,13,200002113,cf,2b,rf,1b,lf,dh,c,3b,ss,Andrew Schmit,"47, Overcast",Viersen
4/17/2018,Kevin DeLaney,Isaac Evans,Jordan Kaplan,Grant Henning,Jacob Burns,Jacob Henry,Thomas Simon,Nolan Arp,TJ Johnson,3,2,TJ Deardorff,8,0000000200,rf,cf,1b,c,lf,3b,dh,2b,ss,Jack Greene,COE,coe college,TJ Deardorff,"Greene, J. faced 2 batters in the 9th.",10,,"Cedar Rapids, Iowa (Bill Quinby Field)",1:07 pm,2:35,Home Plate: Bill ConnollyFirst: Michael Federer,LOR,loras,Austin Konagel,Cole Thompson,Danny Weis,Ryan Koester,Jake Oglesby,Danny Paluch,Richard Bryza,Thomas Greffly,Luke Fennelly,0,3,Tyler Tomaka,8,0100001001,2b,c,rf,1b,lf,cf,3b,dh,ss,Nick Spiess,"43, Sunny, Winds NNW at 8 mph",Tyler Tomaka
4/7/2018,Kevin DeLaney,Isaac Evans,Jordan Kaplan,Jacob Burns,Thomas Simon,Grant Henning,Tyler Dralle,Nolan Arp,TJ Johnson,2,4,TJ Johnson,6,00110002X,rf,cf,1b,lf,3b,c,dh,2b,ss/p,Jack Greene,COE,coe college,Tyler Boesel,,9,TJ Johnson,"Cedar Rapids, Iowa (Bill Quinby Field)",4:27 pm,2:15,Home Plate: Josh MaraFirst: Michael Federer,LUT,luther,Jake Vogt,Jake Halverson,Trent Athman,Bryce Hingst,Derek McCready,Mitch Bruggers,Jared Swanson,Kyle Schnobrich,Spencer Olson,2,1,Nate Loch,3,000001000,cf,ss,c,1b,dh,3b,2b,rf,lf,Tyler Boesel,"38, Sunny, Winds NW at 13 mph",Jack Greene
3/30/2018,Jake Vogt,Matt Clark,Trent Athman,Bryce Hingst,Derek McCready,Mitch Bruggers,Tommy Gleason,Jared Swanson,Jake Halverson,1,9,Ross Hingst,11,10110231X,cf,rf,c,1b,dh,3b,lf,2b,ss,Joey Cardamon,LUT,luther college,Trey Kehoe,Kehoe faced 1 batter in the 6th.,9,Ross Hingst,"Decorah, Iowa (Luther College)",3:55 pm,2:50,,SIM,simpson college,Jared Herzog,Scott Meier,Noah Sacco,Hunter Hillygus,Truman Schmitt,Kolton Arnold,Brandon Urias,Nathan Carlin,Alec Hensley,3,8,Michael Sunga,10,000000026,cf,2b,lf,1b,c,dh,3b,ss,rf,Trey Kehoe,,Joey Cardamon
5/5/2018,Isaac Evans,Kevin DeLaney,Jordan Kaplan,Grant Henning,Jacob Burns,Tyler Dralle,Nolan Arp,Jacob Henry,Matthew Schrader,5,3,Zach Kammin,7,000102000,cf,rf,1b,c,lf,dh,2b,3b,ss,TJ Deardorff,COE,coe college,Lucas Robbins,,9,Colin Sexton,"Cedar Rapids, Iowa (Bill Quinby Field)",12:58 pm,2:19,Home Plate: David NeeFirst: Dennis Brodbeck,SIM,simpson,Jared Herzog,Scott Meier,Noah Sacco,Hunter Hillygus,Trey Kehoe,Kolton Arnold,Truman Schmitt,Nathan Carlin,Brandon Urias,2,5,Colin Sexton,6,012000200,cf,2b,lf,rf/1b,1b/p,dh,c,ss,3b,Curt Castenson,"79, Sunny, Winds W at 12 mph",Trey Kehoe
3/16/2018,Nolan Schoonveld,Jeremy Szura,Cullen Buck,Nick Kukurich,Mitch Benson,Elliott Engen,Eric Erb,Jake Dujmovic,Hunter Messerschmidt,1,5,Zach Smith,12,20002010X,p/dh,lf,2b,3b,cf,c,rf,ss,1b,Nolan Schoonveld,,hamline,Michael Hoffman,,9,Zach Smith,Kino Sports Complex (Field 6),11:00,2:30,,,"dubuque, univ. of",Jack Lasswell,Dalton Garst,Thomas Kempf,Will Doherty,Jarad Clevenger,Tyler Imrich,Zach McCoy,Luke Carroll,Josh Pawlowski,0,2,Doug Van Dyke,6,000011000,2b,3b,1b,dh,rf,lf,ss,c,cf,Michael Hoffman,,Nolan Schoonveld
4/28/2018,Kevin DeLaney,Isaac Evans,Jordan Kaplan,Grant Henning,Daniel Berger,Tyler Dralle,Jacob Henry,Kyle Alvarado,Matthew Schrader,1,5,Travis Bowman,11,1300001000,rf,cf,1b,dh,c,lf,3b,2b,ss,TJ Deardorff,COE,coe college,Jeffrey Anders,,10,,"Cedar Rapids, Iowa (Bill Quinby Field)",3:21 pm,2:56,Home Plate: Brigham PhillipsFirst: Mark Beerends,COR,cornell college,Zach Stone,Caleb Wichman,Walker Breard,Cale Jamesson,Lucas Larson,Matthew Niebuhr,DJ Irwin,Alex Schwartz,Marcelo Tanon,2,9,Hunter Davis,11,0100200204,dh,cf/lf,1b,3b,ss,rf/lf,lf,c,2b,Ross Swinton,"57, Sunny, Winds N at 9 mph",Jack Heneghan
3/9/2018,Austin Konagel,Cole Thompson,Danny Weis,Ryan Koester,Jake Oglesby,Danny Paluch,Richard Bryza,Thomas Greffly,Luke Fennelly,0,7,Erik Edminster,14,03030001X,2b,c,rf,1b,lf,cf,3b,dh,ss,Nolan Even,,loras,Noti,,9,,"Auburndale, Fla. ()",,,,,rhode island,Webb,Douglas,Walsh,Pettinato,S. Vigeant,Morel,Calabro,Franco,N. Vigeant,5,2,Morris,4,200000000,lf,cf,1b,dh,rf,ss,3b,c,2b,Noti,,Nolan Even
4/21/2018,Jake Vogt,Jake Halverson,Trent Athmann,Bryce Hingst,Mitch Bruggers,Jared Swanson,Derek McCready,Gannon Jordahl,Joe McKibben,0,10,Joey Cardamon,15,1220311,cf,ss,c,1b,3b,2b,dh,lf,rf,Joey Cardamon,LUT,luther college,Nick Spiess,,7,,"Decorah, Iowa (Luther College)",3:30 pm,1:40,,LOR,loras college,Austin Konagel,Cole Thompson,Danny Weis,Ryan Koester,Jake Oglesby,Danny Paluch,Richard Bryza,Thomas Greffly,Luke Fennelly,1,0,Michael Prang,6,0000000,2b,c,rf,1b,lf,cf,3b,dh,ss,Nick Spiess,,Joey Cardamon
3/18/2018,Singer,Mense,Brinkman,Gardner,Ostrander,Schutter,Black,Kahal,Nagel,2,9,Brinkman,7,00810000X,lf,rf,1b/p,c,cf,ss,dh,3b,2b,Loutos,,washu,Jack Greene,,9,,"St. Louis, Mo. (Kelly Field)",11:00 am,2:30,,COE,coe college,Isaac Evans,Kevin DeLaney,Jordan Kaplan,Jacob Burns,Thomas Simon,Tyler Dralle,Daniel Berger,Nolan Arp,Jacob Henry,1,4,David Keaton,7,000000040,cf,rf,1b,lf,3b,dh,c,2b,ss,Jack Greene,"40, Overcast",Loutos
3/25/2018,Wardlaw,Tholl,Kent,Melville,Swords,"Wick, Mike",Swanson,Strohm,Staker,0,1,Donovan,8,010000000,cf,rf,1b,dh,3b,lf,c,2b,ss,Mulhearn,,webster university,Mulhearn,Mulhearn faced 2 batters in the 7th.,9,Chris Tomkins,"Sauget, Ill. (GCS Ballpark)",3:48 pm,2:16,Home Plate: Kevin ShawFirst: James Schmitt,WAR,wartburg,Eric Willis,David Fitzgerald,Blake Mahoney,Zach Hovick,Cody Hyler,Clint Kannegieter,Joseph Baumann,Tyler Hovick,Clay Henning,1,3,Chris Tomkins,9,002000100,2b,1b,cf,3b,dh/c,rf,c,lf/rf,ss,Tanner Eckhart,"Cloudy, cool, Wind: ENE 8 mph",Tanner Eckhart
4/13/2018,Justus Stocks,Spencer Scheer,Derek Kolbush,Tyler Winterstein,Nick Bruno,Cole Schumacher,Jared Scdoris,Kyle Hunter,Riley Ward,3,0,Jesse Maguire,7,000000000,rf,lf,1b,2b,dh,3b,c,cf,ss,Jesse Maguire,NWU,nebraska wesleyan,Jesse Maguire,,9,Aidan Wojciehowski,"Lincoln, Neb (NWU Field)",12:00 pm,1:56,Home Plate: Troy SolssaFirst: Braxton Arndt,LOR,loras,Austin Konagel,Cole Thompson,Danny Weis,Ryan Koester,Danny Paluch,Thomas Greffly,Richard Bryza,Robbie Agerbeek,Luke Fennelly,0,3,Aidan Wojciehowski,7,00100011X,2b,c,rf,1b,cf,lf,3b,dh,ss,Brad Schwind,66 degrees,Brad Schwind
4/2/2018,Jared Herzog,Hunter Hillygus,Noah Sacco,Truman Schmitt,Trey Kehoe,Scott Meier,Kolton Arnold,Tanner Jansen,Brandon Urias,6,5,Brent Pendraft,11,0000500,cf,1b,lf,c,dh,ss,2b,rf,3b,Colin Sexton,SIM,simpson,Colin Sexton,Sexton faced 2 batters in the 3rd.,7,,"Indianola, Iowa (McBride Field)",5:30 pm,3:38,Veach faced 2 batters in the 5th.,WAR,wartburg,JoJo McNair,David Fitzgerald,Eric Willis,Zach Hovick,Cody Hyler,Blake Mahoney,Parker Ridge,Tyler Nunemaker,Clay Henning,0,24,Chris Tomkins,21,333021(12),lf,rf,2b,1b,c,cf,3b,dh,ss,Tony Rex,"37, cloudy, SE 14 mph",Tony Rex
3/7/2018,C. Gerossie,J. Murphy,N. McDaniel,A. DiPrizio,B. Gravel,H. Richardso,J. White,G. Emanuelso,L. Johnson,4,6,S. Gonzalez,11,100002201,cf/p,ss,1b/3b,rf,lf,3b/2b,c,dh/1b,2b,K. Harris,,saint joseph's,K. Harris,K. Harris faced 2 batters in the 5th.,9,,Lake Myrtle (),9:30 AM,,,WAR,wartburg,Blake Mahoney,Clay Henning,Eric Willis,Zach Hovick,Cody Hyler,David Fitzgerald,Jacob Holub,Clint Kannegieter,JoJo McNair,1,9,Chris Tomkins,9,001310310,cf/rf,ss,2b,3b,c,1b,dh,rf,lf/cf,Benjamin Milewski,Sunny,Benjamin Milewski
3/31/2018,Garrett Saunders,Kaiden Fiebelkorn,Trevor Kimm,Tanner Wood,Joe Rebik,Ryan Bouwman,Kyle Crampton,Chris Riddle,Coy Moore,5,9,Zach Greder,11,300200004,ss,3b,c,rf,lf,1b,dh/p,2b,cf,Zach Edwards,CEN,central,AJ Pierce,Schwanke faced 2 batters in the 6th.,9,,"Pella, Iowa (Central College)",Noon,3:37,,BVU,buena vista,Bryce Rheault,Ryley McGregor,Devin Wagenman,Peyton Renning,Coleman Roberts,Joe Rock,Porter Sartor,Tyler Stoltze,Parker Truesdell,2,21,Casey Hendricks,21,012004338,ss,dh,cf,lf,rf,1b,3b,c,2b,Tyler Heineman,"42, winds gusting to 35 mph",Tyler Heineman
4/24/2018,Justus Stocks,Riley Ward,Derek Kolbush,Tyler Winterstein,Matt Orozco,Cole Schumacher,Joel Maxwell,Dalton Vergith,Owen Gubbels,1,7,Tucker McHugh,11,31010020X,cf,ss,1b,3b,dh,rf,lf,c,2b,Jesse Maguire,NWU,nebraska wesleyan,Dylan Diveney,,9,,"Lincoln, Neb. (NWU Field)",12:38 pm,2:44,Home Plate: Jeff KopeckyFirst: Jon Fye,CEN,central,Garrett Saunders,Trevor Kimm,Joe Rebik,Ryan Garrett,Tanner Wood,Ryan Bouwman,Kyle Crampton,Coy Moore,Anthony Fumagalli,2,0,Ryan Riddle,9,000000000,ss,c,lf,3b,rf,1b,dh,cf,2b,Dylan Diveney,"66 degrees, sunny",Brody Murphy
4/24/2018,Austin Konagel,Cole Thompson,Danny Weis,Ryan Koester,Jake Oglesby,Danny Paluch,Richard Bryza,Thomas Greffly,Luke Fennelly,1,7,Tyler Tomaka,9,30210010X,2b,c,rf,1b,lf,cf,3b,dh,ss,Tanner Fallon,LOR,loras,Tate Holmes,Fallon faced 2 batters in the 4th.,9,Tyler Tomaka,"Dubuque, Iowa (Petrakis Park)",6:00 PM,2:26,,BVU,buena vista,Peyton Renning,Nick Henrichs,Bryce Rheault,Tyler Tennyson,Alex Savary,Porter Sartor,Parker Truesdell,Devin Wagenman,Ryley McGregor,1,4,Andy Bower,8,102100000,lf,c,ss,1b,dh,3b,2b,rf,cf,Tate Holmes,70 / Light Clouds / Perfect,Aidan Wojciehowski
3/23/2018,Dalton Garst,Jack Lasswell,Tyler Lewan,Thomas Kempf,Will Doherty,Kellen Mitchell,Tyler Imrich,Jarad Clevenger,Cody Kramschuster,0,1,Nathan Schneiderman,8,00100000X,3b,2b,ss,1b,c,dh,lf,rf,cf/lf,Doug Van Dyke,,"dubuque, univ. of",Nick Long,,9,Nathan Schneiderman,"Dubuque, Iowa (Dan W. Runkle Field)",2:45,4:30,,CEN,central,Garrett Saunders,Coy Moore,Ryan Bouwman,Tanner Wood,Trevor Kimm,Joe Rebik,Kyle Crampton,Chris Riddle,Kaiden Fiebelkorn,1,0,Nick Long,2,000000000,ss,cf,1b,rf,c,lf,dh,2b,3b,Nick Long,42 mostly cloudy,Doug Van Dyke
3/3/2018,"Mense, Auggie","Gardner, Thomas","Brinkman, John","LaMantia, Johnny","Schutter, Brian","Dunham, AJ","Ostrander, John","Kleiboeker, Andrew","Nagel, Evan",1,10,"Howard, John",9,300070X,rf,c,3b,1b,ss,dh,cf,lf,2b,"Howard, John",,washu,Tate Holmes,,7,,"St. Louis, Mo. (Kelly Field)",11 a.m.,1:30,,BVU,buena vista,Bryce Rheault,Peyton Renning,Devin Wagenman,Porter Sartor,"Roberts, Coleman",Tyler Tennyson,Nick Henrichs,Tyler Stoltze,Parker Truesdell,0,0,Eric LaRue,1,0000000,ss,lf,cf,3b,rf,1b,dh,c,2b,Tate Holmes,,"Howard, John"
4/17/2018,Jake Vogt,Cole Jensen,Trent Athmann,Bryce Hingst,Derek McCready,Mitch Bruggers,Joe McKibben,Jared Swanson,Kelby Johnson,3,2,Grant Bliss,4,0010010,cf,lf,c,dh,1b,3b,rf,2b,ss,Tyler Boesel,,luther college,Ross Hingst,,7,Nolan Hartmann,"Independence, Iowa (Mustang Field)",6:25 pm,2:06,,,hamline university,Nolan Schoonveld,Nick Kukurich,Devin Rodgers,Mitch Benson,Jeremy Szura,Zach Langton,Cullen Buck,Hunter Messerschmidt,Jake Dujmovic,1,7,Nolan Hartmann,12,0002311,p/dh,3b,c,cf,lf,rf,2b,1b,ss,Nolan Schoonveld,,Brandon Rushmeyer
3/29/2018,Austin Konagel,Cole Thompson,Danny Weis,Ryan Koester,Jake Oglesby,Danny Paluch,Richard Bryza,Thomas Greffly,Luke Fennelly,1,7,Tyler Tomaka,13,03100201X,2b,c,rf,1b,lf,cf,3b,dh,ss,Nolan Even,LOR,loras,Zachary Greenwald,Greenwald faced 2 batters in the 8th.,9,,"Dubuque, Iowa (Petrakis Park)",5:00 PM,2:13,Home Plate: Dillon SlatteryFirst: Larry Allen,COR,cornell college,Caleb Wichman,Cale Jamesson,Walker Breard,Lucas Larson,Keenan Bryant,Ben Allbee,DJ Irwin,Sage Sutter,Marcelo Tanon,0,2,Haneghan,4,200000000,dh,3b,1b,ss,cf,rf,lf,c,2b,Zachary Greenwald,52 / Cloudy,Erik Edminster
4/28/2018,Austin Konagel,Cole Thompson,Danny Weis,Ryan Koester,Jake Oglesby,Richard Bryza,Michael Muto,Danny Paluch,Luke Fennelly,3,8,Tanner Fallon,13,000314000,2b,c,rf,1b,lf,3b,dh,cf,ss,Robert Hovey,LOR,loras,Aidan Wojciehowski,"Carlson, T. faced 2 batters in the 5th.",9,Nathan Schneiderman,"Dubuque, Iowa (Petrakis Park)",3:50 PM,3:00,,DBQ,dubuque,Jack Lasswell,Dalton Garst,Kellen Mitchell,Justin Jenson,Tyler Lewan,Zach McCoy,Jarad Clevenger,Will Doherty,Nasir Ricks,3,11,Nathan Schneiderman,13,023020004,2b,3b,1b,rf,dh,ss,lf/cf,c,cf,Tyler Carlson,56 / Clear,Nick Sewruk
3/27/2018,Jake Vogt,Bryce Hingst,Trent Athman,Mitch Bruggers,Gannon Jordahl,Jared Swanson,Cole Jensen,Kelby Johnson,Daniel Opdahl,1,2,Tyler Boesel,5,00010001,cf,1b,dh,3b,lf,2b,rf,ss,c,Sean Westendorf,,luther college,Ryan Wolfe,,8,,"Decorah, Iowa (Luther College)",3:15 pm,1:55,Home Plate: Jacop KoppFirst: Garret Griffin,,st. mary's,Joe Seegers,Andy Tepp,Justin Weinberg,Zach Slowiak,Will Matthews,Dirk Drohner,Dixon Irwin,Joey Costello,Matthew Piechowski,2,1,Ryan Wolfe,6,00010000,ss,lf,cf,dh,3b,1b,c,2b,rf,Ryan Wolfe,,Tyler Boesel
4/28/2018,Austin Konagel,Cole Thompson,Danny Weis,Ryan Koester,Jake Oglesby,Danny Paluch,Richard Bryza,Thomas Greffly,Luke Fennelly,2,1,Aidan Wojciehowski,8,100000000,2b,c,rf,1b,lf,cf,3b,dh,ss,Nick Spiess,LOR,loras,Nick Spiess,Spiess faced 1 batter in the 5th.,9,Nathan Schneiderman,"Dubuque, Iowa (Petrakis Park)",1:00 PM,2:15,,DBQ,dubuque,Jack Lasswell,Dalton Garst,Kellen Mitchell,Justin Jenson,Thomas Kempf,Zach McCoy,Jarad Clevenger,Will Doherty,Nasir Ricks,0,2,Nathan Schneiderman,8,101000000,2b,3b,1b,rf,dh,ss,lf,c,cf,Chase Kueter,57 / Clear,Chase Kueter
4/28/2018,Jared Herzog,Scott Meier,Noah Sacco,Hunter Hillygus,Trey Kehoe,Truman Schmitt,Kolton Arnold,Nathan Carlin,Brandon Urias,1,10,Colin Sexton,9,20220400X,cf,2b,lf,rf,1b,c,dh,ss,3b,Curt Castenson,SIM,simpson,Gage Smart,Smart faced 1 batter in the 6th.,9,,"Indianola, Iowa (McBride Field)",2:02 pm,2:38,Lowery faced 1 batter in the 8th.,BVU,buena vista,Bryce Rheault,Coleman Roberts,Peyton Renning,Tyler Tennyson,Devin Wagenman,Porter Sartor,Parker Truesdell,Tyler Stoltze,Ryley McGregor,1,5,Clayton Christian,9,100000400,ss,dh,lf,1b,cf,3b,2b,c,rf,Gage Smart,"59, sunny, wind NNE at 9",Curt Castenson
3/8/2018,Isaac Evans,Grant Henning,Kevin DeLaney,Jordan Kaplan,Jacob Burns,Kyle Alvarado,Daniel Berger,Nolan Arp,Jacob Henry,2,8,Tyler Dralle,9,000205100,cf,dh,rf,1b,lf,2b,c,ss,3b,David Keaton,,coe college,David Keaton,"Bowman, T. faced 5 batters in the 8th.",9,"Formella, Mike","Auburndale, Fla. (Lake Myrtle Park #8)",9:42 am,3:05,,,concordia,"Tyrell, Keegan","Silva, Joe","Massey, Andrew","Wilson, Mitch","Roberts, Brady","Rodriguez, Justin","Garcia, Kevin","Fauth, Matt","Mercado, Jose",2,14,"Formella, Mike",13,042030032,cf,rf,1b,2b,dh,c,3b,lf,ss,"Schmitt, Adam","54, Sunny, Winds NNW at 13 mph","Schmitt, Adam"
3/10/2018,Carl Francalangia,Alex Baretta,Nick McMullen,Graham Low,Collin Brantner,Sam Rosevear,Ben Castagnetti,Jack Sahargun,Alex Bearden,2,3,Zach Anderson,5,002100X,2b,lf,1b,dh,c,rf,3b,cf,ss,Matthew Plisko,,macalester,Trey Kehoe,,7,Zach Anderson,"Tucson, Ariz. (Kino Sports Complex)",2:23 pm,1:42,,SIM,simpson,Jared Herzog,Noah Sacco,Hunter Hillygus,Truman Schmitt,Tanner Jansen,Scott Meier,Nathan Carlin,Brandon Urias,Cameron Liston,0,1,Trey Kehoe,5,0001000,cf,lf,1b,c,rf,2b,ss,3b,dh,Trey Kehoe,"77, cloudy",Matthew Plisko
2/28/2018,Esteban Vela,Brandon Meye,Mitch Butvil,Austin Ledin,Sam Horner,Bo Lovdahl,Joey Fredric,Michael Wesn,Jake Schuber,1,5,Carson Selin,12,110021X,2b,dh,lf,c,cf,1b,3b,rf,ss,Noah Luedtke,,bethel university,Benjamin Milewski,,7,,Minneapolis (U.S. Bank Stadium),12:54 am,1:36,,WAR,wartburg college,David Fitzgerald,Clay Henning,Eric Willis,Blake Mahoney,Cody Hyler,Tyler Nunemaker,Zach Hovick,Clint Kannegieter,Tyler Hovick,0,0,Dylan Gotto,4,0000000,1b,ss,2b,cf,c,rf,3b,dh,lf,Benjamin Milewski,Indoors,Noah Luedtke
3/5/2018,Kevin Harris,John Brown,Grant Becher,Nick Caldeen,Walker Linde,Ben Boran,Jake LaBerge,Tim Pasiuk,Ross Beumer,4,12,John Brown,9,103017X,lf,cf/p,2b,1b,ss,3b,dh,c,rf/cf,Hunter Hamers,,bethany lutheran,Michael Sunga,Jensen faced 1 batter in the 6th.,7,John Brown,"Tucson, Ariz. (Kino Sports Complex)",6:55 pm,3:30,Lowery faced 5 batters in the 6th.,SIM,simpson,Jared Herzog,Noah Sacco,Hunter Hillygus,Truman Schmitt,Trey Kehoe,Tanner Jansen,Nathan Carlin,Brandon Urias,Scott Meier,2,11,Colin Sexton,11,1022330,cf,lf,1b,c,dh,rf,ss,3b,2b,Jonathan Sailstad,"62, clear",Adam Fjerstad
3/19/2018,Brandon Rolf,Tyler Evans,Cory Albertson,Spencer Lawniczak,Matt Boyde,Bryce Flanagan,Stephen Albertson,Alex Osness,Zach Remund,1,6,Ben Bergman,13,2003010,cf,rf,dh,c,lf,1b,3b,2b/3b,ss,Elliot Danhoff,,wis.-superior,Ben Bergman,VanHouten faced 1 batter in the 6th.,7,Nick Henrichs,"Tucson, Ariz. (Kino Sports Field 6)",10:00am,2:30,,BVU,buena vista,Bryce Rheault,Ryley McGregor,Peyton Renning,Devin Wagenman,Tyler Tennyson,Coleman Roberts,Tyler Stoltze,Porter Sartor,Parker Truesdell,2,7,Nick Henrichs,6,0220102,ss,dh,lf,cf,1b,rf,c,3b,2b/3b,Tyler Heineman,,Andy Bower
3/5/2018,Garrett Saunders,Coy Moore,Ryan Bouwman,Tanner Wood,Trevor Kimm,Joe Rebik,Chris Riddle,Kaiden Fiebelkorn,Lucas Farren,3,7,Tyler Steward,9,300202X,ss,cf,1b,p/dh,c,lf,2b,3b,rf,Tanner Wood,,central,"Kaelin, Bryan",,7,,"Auburndale, Fla. (Lake Myryle Park #3)",Noon,2:00,,,gwynedd-mercy,"Sciarretta, Sachael","Curtin, Justin","Mulvey, Nick","Tatoian, Dave","Keen, Ryan","Wright, Shaughn","Lopez, Josh","Ritter, Alex","Heck, Bobby",1,6,"Kaelin, Bryan",7,0312000,lf,ss,3b,2b,1b,rf,c,dh,cf,"Kaelin, Bryan",,Tyler Steward
3/30/2018,Dalton Garst,Jack Lasswell,Tyler Lewan,Thomas Kempf,Will Doherty,Kellen Mitchell,Tyler Imrich,Jarad Clevenger,Cody Kramschuster,0,0,Doug Knight,3,000000000,3b,2b,ss,1b,c,dh,lf,rf,cf,Chase Kueter,,"dubuque, univ. of",Chase Kueter,,9,,"Dubuque, Iowa (Dan W. Runkle Field)",12:00,2:00,,COE,coe college,Kevin DeLaney,Isaac Evans,Jordan Kaplan,Jacob Burns,Thomas Simon,Grant Henning,Nolan Arp,TJ Deardorff,TJ Johnson,0,3,Andrew Schmit,6,000003000,rf,cf,1b,lf,dh,c,2b,3b,ss,Andrew Schmit,45 degrees,Andrew Schmit
4/8/2018,Kevin DeLaney,Isaac Evans,Jordan Kaplan,Jacob Burns,Grant Henning,Jacob Henry,Nolan Weber,Nolan Arp,TJ Johnson,1,11,Lucas Robbins,13,12030230X,rf,cf,1b,lf,c,3b,dh,2b,ss,Alex Timp,COE,coe college,Kyle Bode,Westendorf faced 2 batters in the 7th.,9,,"Cedar Rapids, Iowa (Bill Quinby Field)",10:27 pm,2:38,Miller faced 2 batters in the 7th.,LUT,luther,Jake Vogt,Jake Halverson,Trent Athman,Bryce Hingst,Derek McCready,Mitch Bruggers,Kelby Johnson,Cole Jensen,Tommy Gleason,2,2,Calvin Brinda,7,200000000,cf,ss,c,1b,dh,3b,2b/ss,rf,lf,Kyle Bode,"32, Sunny, Winds SE at 11 mph",Alex Timp
3/23/2018,Dalton Garst,Jack Lasswell,Tyler Lewan,Thomas Kempf,Will Doherty,Kellen Mitchell,Tyler Imrich,Jarad Clevenger,Cody Kramschuster,0,7,Chase Kueter,9,00310300X,3b,2b,ss,1b,c,dh,lf,rf,cf,Chase Kueter,,"dubuque, univ. of",Dylan Diveney,,9,,"Dubuque, Iowa (Dan W. Runkle Field)",12:00,2:15,,CEN,central,Garrett Saunders,Coy Moore,Ryan Bouwman,Tanner Wood,Trevor Kimm,Joe Rebik,Kyle Crampton,Chris Riddle,Anthony Fumagalli,3,1,AJ Pierce,2,100000000,ss,cf,1b,rf,c,lf,dh,2b,3b,Dylan Diveney,44 and mostly cloudy,Chase Kueter
3/18/2018,Owen Gubbels,Spencer Scheer,Brook Johnson,Derek Kolbush,Jared Scdoris,Kyle Hunter,James Babic,Cole Schumacher,Justus Stocks,1,1,Hayden Parker,3,0000010,ss,dh,lf,1b,c,cf,2b,3b,rf,Hayden Parker,,nebraska wesleyan,Hayden Parker,,7,Chris D'Amico,"Lincoln, Neb. (NWU Field)",12PM,2:00,,,presentation,Jesse Spangler,Cameron Guevara,Anthony Guzman,Jace Wyatt,Max Christoff,Johnny Radomskly,Blake Crain,Zane Hunt,Eric Hernandez,0,2,Chris D'Amico,11,0000110,cf,ss,1b,c,dh,lf,3b,rf,2b,Connor Perry,,Connor Perry
3/17/2018,Jake Halverson,Trent Athman,Jake Vogt,Bryce Hingst,Derek McCready,Tommy Gleason,Matt Clark,Mitch Bruggers,Jared Swanson,3,8,Ross Hingst,11,00000107X,ss,c,cf/3b,1b,dh,lf,rf,3b,2b,Cameron Reed,,luther college,Cameron Gray,J. Retzlaff faced 3 batters in the 8th.,9,,"Independence, Iowa (Mustang Field)",2:20 pm,1:31,,,st. olaf college,TJ Rogers,Travis McDonald,Dylan Blake,Jake Mathison,Jake Ossell,Sam Pressman,Matthew Muller,Luke Dahl,Bobby Isbell,1,3,Will Gustafson,10,010200000,cf,lf,ss,p/2b,c,rf,2b/3b,1b,3b,Jake Mathison,,Ross Hingst
4/7/2018,Kevin DeLaney,Isaac Evans,Jordan Kaplan,Jacob Burns,Thomas Simon,Grant Henning,Jacob Henry,Nolan Arp,TJ Johnson,2,9,TJ Deardorff,15,02002113X,rf,cf,1b,lf,dh,c,3b,2b,ss,Andrew Schmit,COE,coe college,Ross Hingst,,9,,"Cedar Rapids, Iowa (Bill Quinby Field)",1:30 pm,2:25,Home Plate: Michael FedererFirst: Josh Mara,LUT,luther,Jake Vogt,Jake Halverson,Trent Athman,Bryce Hingst,Derek McCready,Mitch Bruggers,Cole Jensen,Jared Swanson,Tommy Gleason,1,5,Nate Loch,10,500000000,cf,ss,c,1b,dh,3b,rf,2b,lf,Colin Coffey,"37, Sunny, Winds NW at 14 mph",TJ Deardorff
