attendance,date,game_id,game_number,home_batter_1,home_batter_10,home_batter_2,home_batter_3,home_batter_4,home_batter_5,home_batter_6,home_batter_7,home_batter_8,home_batter_9,home_errors,home_final_score,home_finishing_pitcher,home_hits,home_line_score,home_position_1,home_position_10,home_position_2,home_position_3,home_position_4,home_position_5,home_position_6,home_position_7,home_position_8,home_position_9,home_starting_pitcher,home_team,home_team_long,losing_pitcher,notes,number_of_innings,play-by-play,save,site,start,time,umpires,visiting_team,visiting_team_long,visitor_batter_1,visitor_batter_10,visitor_batter_2,visitor_batter_3,visitor_batter_4,visitor_batter_5,visitor_batter_6,visitor_batter_7,visitor_batter_8,visitor_batter_9,visitor_errors,visitor_final_score,visitor_finishing_pitcher,visitor_hits,visitor_line_score,visitor_position_1,visitor_position_10,visitor_position_2,visitor_position_3,visitor_position_4,visitor_position_5,visitor_position_6,visitor_position_7,visitor_position_8,visitor_position_9,visitor_starting_pitcher,winning_pitcher
94,"Apr 05, 2008",bvucor3,2,Michael Tierney,NA,Tad Barry,Casey Korn,Tyler Downing,Jim Bose,Matthew Shimanovsky,Ben Rudman,Michael Thompson,Cameron Gallegos,4,3,Austin Landini,6,0021000,cf,NA,rf,ss,1b,3b,dh,lf,c,2b,Adam Butler,"cornell college
",Cornell College,Butler (1-1),,7.0,Y,Pietrzyk (2),"Mount Vernon, Iowa (Ash Park Field)",3:42 PM   ,1:45   ,,"buena vista university
",Buena Vista Univ.,Tyler Case,NA,Mark Blum,Jeff Weisenborn,Brandon Pietrzyk,Kevin Kloewer,Michael Hoffman,Joe Alexander,Chris Dolezal,Brad Blum,2,5,Brandon Pietrzyk,9,3020000,cf,NA,3b,dh/rf,rf/p,c,lf,1b,2b,ss,Steve Johnston,Johnston (2-1)
94,"Apr 05, 2008",bvucor2,1,Michael Tierney,NA,Tad Barry,Jim Bose,Tyler Downing,Michael Thompson,Ben Rudman,Matthew Bliven,Andy Krekel,Cameron Gallegos,2,3,Casey Korn,4,00003000,cf,NA,rf,3b,1b,dh,lf,ss,c,2b,Casey Korn,"cornell college
",Cornell College,Korn (1-3),,8.0,Y,,"Mount Vernon, Iowa (Ash Park Field)",1:00 PM   ,2:08   ,,"buena vista university
",Buena Vista Univ.,Tyler Case,NA,Mark Blum,Jeff Weisenborn,Brandon Pietrzyk,Kevin Kloewer,Michael Hoffman,Joe Alexander,Chris Dolezal,Brad Blum,3,4,Kyle Dupic,9,01010101,cf,NA,3b,dh,rf,c,lf,1b,2b,ss,Nick Lanning,Dupic (4-0)
200,"May 04, 2008",coewar2,,Danny Rose,NA,Ben Roemmich,Jerrold Martijn,Aaron Saeugling,Mike Johnson,Kyle Jones,Isiah Stevens,A.J. Lewis,Brandon Thurm,1,7,Nate Rost,10,100024X,ss,NA,lf,cf,p,3b,rf,1b,c,2b,Aaron Saeugling,"wartburg college
",Wartburg College,(1-1),,7.0,Y,K,"Waverly, Iowa (Hertel Field)",4 p.m.   ,1:45   ,,"coe college
",Coe College,Cody Smith,NA,Paul Endriss,Ryan Schisler,Ryan Velvick,Ryan Baranowski,Pat Richmond,Tyler McAllister,Joe Swanson,Eric Hanna,0,6,Kevin Baranowski,9,0311010,cf,NA,lf,3b,dh,2b,1b,c,rf,ss,Alec Lewis,B
155,"May 04, 2008",corlut3,,Jeff Riddle,NA,Alex Ross,Jake Waddle,Jeff Hiatt,Ben Schott,Joe Thompson,Zack Topping,Steve Beckman,Alex Thomas,0,7,Paul Pichelmann,15,003000040,2b,NA,lf/rf,dh,ss,1b,rf,c,3b,cf,Cody Hyland,"luther college
",Luther College,Hyland (3-3),,9.0,Y,Landini (1),"Decorah, Iowa (Luther College)",2:00 pm   ,2:30   ,HP: Mike Gansmen  1B: Adam Riley,"cornell college
",Cornell College,Michael Tierney,NA,David Bartine,Casey Korn,Tyler Downing,Ben Rudman,Andy Krekel,Matthew Bliven,Cameron Gallegos,,1,9,Austin Landini,12,000900000,cf,NA,rf,3b,1b,lf,c,ss,2b,,Jim Bose,Bose (6-2)
100,"Mar 21, 2008",censim1,,Anthony Bazant,NA,Jake Jadlowski,Michael Edwards,Derek Knutson,Jeremy Kippley,Caleb Rangel,Blake Smith,B.J. Pilling,Ben Tressel,2,7,Jeremy Kippley,9,10200013X,cf,NA,ss,lf/1b,c,1b/p,rf,dh,2b,3b,Kristofer Ozga,"central college
",Central College,Dawson (0-1),,9.0,Y,Kippley (1),"Pella, Iowa (Kuyper Field)",3 p.m.   ,3:05   ,HP: Matt Badeaux  1B: Kevin Benzing,"simpson college
",Simpson College,Beau Kaplan,NA,Jason McClaflin,Cory Dawson,Dave Johnson,Chris Jones,Jesse Reis,Curt Bjork,Jared Swim,Corey Rasmussen,1,6,Cory Dawson,11,240000000,rf,NA,1b,dh/p,3b,lf,2b,c,cf,ss,Jared Sass,Glasgow (2-0)
78,"Apr 15, 2008",lutuww2,,Jeff Riddle,NA,Alex Ross,Jake Waddle,Jeff Hiatt,Ben Schott,Matthew Bruhn,Zack Topping,Phil Worden,Alex Thomas,3,5,Jeff Riddle,5,0500000,2b/p,NA,rf,dh,ss,1b,lf,c,3b/2b,cf,Eric Nordstrom,"luther college
",Luther College,M,,7.0,Y,(0-1),"Decorah, IA (Luther College)",4:40   ,2:05   ,,uw-whitewater,UW-Whitewater,Kuhlmann,NA,"Donovan, J",Schliewe,Zalnis,Stine,Munn,Petrasko,Millar,Kenseth,1,7,Jacobson,7,0011500,2b,NA,1b,dh,3b,cf,rf,lf,c,ss,Jacobson,Jacobson (3-1)
267,"Apr 01, 2008",coecor2,2,Jeff Wagner,NA,Cody Smith,Tyler McAllister,Pat Richmond,Ryan Schisler,Ryan Velvick,Ryan Baranowski,Nick Robertson,Eric Hanna,1,5,Ryan Nicholson,5,030020X,lf,NA,cf,c,1b,3b,dh,2b,rf,ss,Teren Bladel,"coe college
",Coe College,de Besche (0-1),,7.0,Y,Nicholson (1),"Cedar Rapids, Iowa (Daniels Park)",3:35 pm   ,1:38   ,,"cornell college
",Cornell College,Michael Tierney,NA,Jim Bose,Casey Korn,Tyler Downing,Tad Barry,Matthew Shimanovsky,David Bartine,Michael Thompson,Cameron Gallegos,1,4,David Bartine,5,2002000,cf,NA,3b,ss,1b,rf,dh,lf/p,c,2b,Austin Landini,Bladel (2-0)
75,"Mar 29, 2008",corsim2,1,Tad Barry,NA,Ben Rudman,Jim Bose,Tyler Downing,Matthew Shimanovsky,Matthew Bliven,Michael Tierney,Michael Thompson,Cameron Gallegos,4,2,Casey Korn,4,0200000,rf,NA,lf,3b,1b,dh,ss,cf,c,2b,Casey Korn,"cornell college
",Cornell College,Korn (1-2),,7.0,Y,,"Mount Vernon, Iowa (Ash Park Field)",1:00 pm   ,1:45   ,,"simpson college
",Simpson College,Jason Hayes,NA,Beau Kaplan,Jason McClaflin,Chris Jones,Cory Dawson,Dave Johnson,Joe Pogge,Curt Bjork,Jeff Kinkel-Schuster,0,6,Jared Sass,8,0000024,dh,NA,rf,3b,lf,1b,ss,2b,c,cf,Jared Sass,Sass (3-0)
36,"Apr 28, 2008",lorari,,"Blakeley, Ma",NA,"Ramos, Mark","Hansen, Don","Wagle, John","Izzo, Eric","Hoffman, Dav","Lococo, Jack","O'Donnell, T","Hopson, Aaro",2,13,"Dencker, Kev",17,27100201X,cf,NA,ss,rf,3b,1b,2b,lf,c,dh,"Loiselle, Gr","augustana
",Augustana,Thostenson (),,9.0,Y,,"Moline, IL (Swanson/Brunner)",6:03   ,2:44   ,HP: Jay Weichmann  1B: Todd Oling,"loras college
",Loras College,Adam Gross,NA,Nick Olberding,Don Pirkle,Brock Schneden,John Schroeder,Tim Andrews,Alex Miklo,Nathan Roling,Ben Kuebel,2,6,Ryan Raupp,12,020002200,cf,NA,ss,1b,rf,dh,lf,2b,c,3b,Patrick Thostenson,"Loiselle, Gr (1-0)"
150,"Apr 20, 2008",bvuwar2,,Danny Rose,NA,Zach Nagle,Jerrold Martijn,Aaron Saeugling,A.J. Lewis,Mike Johnson,Isiah Stevens,Kyle Jones,Spencer Stumpff,1,4,Tom Keesy,9,004000X,2b,NA,ss,cf,p,c,3b,1b,rf,lf,Aaron Saeugling,"wartburg college
",Wartburg College,ng (4-0),,7.0,Y,Dekker (3-2),"Waverly, Iowa (Hertel Field)",1:04 p.m   ,1:32   ,HP: Eric Oberbrockling  1B: Ryan Mey,"buena vista university
",Buena Vista Univ.,Mark Blum,NA,Michael Stephenson,Jeff Weisenborn,Brandon Pietrzyk,Kevin Kloewer,Michael Hoffman,Joe Alexander,Brad Blum,Tyler Case,2,0,Christian Dekker,4,0000000,3b,NA,2b,dh,rf,c,lf,1b,ss,cf,Christian Dekker,A
60,"Apr 23, 2008",bvumlc1,1,Mark Blum,NA,Michael Stephenson,Jeff Weisenborn,Brandon Pietrzyk,Michael Hoffman,Kevin Kloewer,Steve Johnston,Brad Blum,Tyler Case,0,16,Cody Aldrich,19,160243X,3b,NA,2b,rf,p,lf,c,1b,ss,cf,Brandon Pietrzyk,"buena vista university
",Buena Vista Univ.,Haugly (0-1),,7.0,Y,,"Storm Lake, Iowa (Memorial Field)",3:30pm   ,2:00   ,,martin luther(minn.),Martin Luther(Minn.),Holzhueter,NA,Schlicht,Morgan,Scheuerlein,Fry,Schultz,Uhlenbrauck,Gurgel,Pudlo,1,1,Brenner,7,0010000,ss,NA,2b,c,1b,3b,cf,lf,rf,dh,Haugly,Pietrzyk (2-1)
285,"Apr 19, 2008",dbqlor1,1,Adam Gross,NA,Nick Olberding,Clark Egdorf,Don Pirkle,John Schroeder,Tim Andrews,Brock Schneden,Ben Kuebel,Alex Miklo,0,0,Matt Barilla,6,0000000,cf,NA,ss,dh,1b,c,lf,rf,3b,2b,Matt Barilla,"loras college
",Loras College,,,7.0,Y,Barilla (2-5),"Dubuque, Iowa (Petrakis Park)",3:00 PM   ,1:20   ,,"dubuque, univ. of","Dubuque, Univ. of",Stryder Morissette,NA,Michael Ramos,Alex Martinez,Danny Cantu,Chris Duran,Alex Larson,Ron Manthe,Justin Shaffer,Chris Dahle,1,2,Cody Doonan,6,1001000,2b,NA,cf,3b,ss,1b,rf,c,lf,dh,Cody Doonan,"Doonan, C"
45,"Mar 03, 2008",warfarm1,,Feliciano,NA,Heeman,Benvenuto,Labrozzi,Mazzilli,Saloman,Italiano,King,Nersesian,4,1,Grabher,5,0000010,3b,NA,cf,ss,dh,rf,lf,2b,1b,c,Garofalo,farmingdale state,Farmingdale State,(1-1),,7.0,Y,Garofalo (0-1),"Orlando, Fla. (Disney)",11 a.m.   ,2:00   ,,"wartburg college
",Wartburg College,Jerrold Martijn,NA,Zach Nagle,Patrick Grau,Aaron Saeugling,Mike Johnson,Kyle Jones,A.J. Lewis,Isiah Stevens,Scott Mangin,0,12,Mike McGivern,9,3034110,cf,NA,ss,rf,2b,3b,dh,c,1b,lf,Luke Albert,L
201,"Apr 13, 2008",bvucoe1,1,Mark Blum,NA,Michael Stephenson,Jeff Weisenborn,Brandon Pietrzyk,Kevin Kloewer,Michael Hoffman,Nathan Halupnick,Brad Blum,Tyler Case,4,4,Cody Aldrich,8,000001300,3b,NA,2b,dh,rf/cf,c,lf,1b,ss,cf,Nick Lanning,"buena vista university
",Buena Vista Univ.,Lanning (0-3),,9.0,Y,,"Cedar Rapids, Iowa (Daniels park)",1 p.m.   ,2:24   ,,"coe college
",Coe College,Cody Smith,NA,Tyler McAllister,Pat Richmond,Ryan Schisler,Ryan Velvick,Ryan Baranowski,Nick Robertson,Joe Swanson,Eric Hanna,1,11,Mike Gaynor,15,600012200,cf,NA,c,1b,3b,dh,2b/ss,lf,rf,ss,Ryan Nicholson,Nicholson (5-3)
130,"Mar 15, 2008",cenmac2,2,English,NA,Simkins,W.-Traisman,Borer,Kent,Friedman,Ching,Engel,Miehe,3,9,Robinson,10,3401100,3b,NA,cf,ss,dh,1b,lf,2b,c,rf,Robinson,macalester college,Macalester College,None,,7.0,Y,Squires (2),"Mesa, Ariz. (Westwood Field)",2:45 pm   ,2:15   ,,"central college
",Central College,Anthony Bazant,NA,Jake Jadlowski,Michael Edwards,Derek Knutson,Jeremy Kippley,Caleb Rangel,Blake Smith,Justin Owens,Ben Tressel,1,10,Adam Squires,15,0044110,cf,NA,ss,lf,c,1b,rf,dh,2b,3b,Trevor Talbott,Talbott (1-0)
65,"Mar 29, 2008",lutwar3,2,Jake Waddle,NA,Jeff Riddle,Jeff Hiatt,Ben Schott,Alex Ross,Matthew Bruhn,Scott Hanson,Steve Beckman,Alex Thomas,2,0,"Nelson, J",2,0000000,c,NA,2b,ss,1b,rf,lf,dh,3b,cf,Max Flaig,"luther college
",Luther College, (2-3),,7.0,Y,Flaig (1-2),"Decorah, Iowa (Luther College)",3:15 pm   ,1:45   ,HP: Adam Riley  1B: Mike Gan,"wartburg college
",Wartburg College,Patrick Grau,NA,Scott Mangin,Jerrold Martijn,Aaron Saeugling,Mike Johnson,Kyle Jones,Isiah Stevens,A.J. Lewis,Zach Nagle,2,8,Danny Rose,11,0200222,cf,NA,lf,p,2b,3b,rf,1b,c,ss,Jerrold Martijn,J
200,"Mar 29, 2008",bvucen3,2,Mark Blum,NA,Michael Stephenson,Jeff Weisenborn,Brandon Pietrzyk,Kevin Kloewer,Joe Alexander,Garrett Hill,Brad Blum,Tyler Case,0,11,Kyle Dupic,13,106202X,3b,NA,2b,dh,rf,c,1b,lf,ss,cf,Nick Lanning,"buena vista university
",Buena Vista Univ.,Glasgow (2-1),,7.0,Y,,"Pella, Iowa (A.N. Kupyer Complex)",2:35 pm   ,2:02   ,HP: Ricardo Alverio  1B: Matt Badeaux,"central college
",Central College,Anthony Bazant,NA,Jake Jadlowski,Michael Edwards,Derek Knutson,Caleb Rangel,Blake Smith,Jeremy Kippley,Justin Owens,Ben Tressel,1,4,Kristofer Ozga,7,0030100,cf,NA,ss,lf,c,rf,dh,1b/p,2b,3b,Dayton Glasgow,Dupic (2-0)
75,"Mar 16, 2008",warcuc,,Spencer Stumpff,NA,Scott Mangin,Aaron Saeugling,Mike Johnson,Kyle Jones,Isiah Stevens,A.J. Lewis,Danny Rose,Zach Nagle,2,1,Nate Rost,8,000001000,cf,NA,lf,dh,3b,rf,1b,c,2b,ss,Jerrold Martijn,"wartburg college
",Wartburg College,J,,9.0,Y, (1-3),"Sauget, Ill. (GCS Ballpark)",1:15 pm   ,2:45   ,,concordia univ. chi,Concordia Univ. Chi,Walker,NA,Bickel,Rotzoll,Isaac,Seris,Petersen,Giorango,Arthur,Stephens,2,9,Meyers,11,202021200,ss,NA,lf,c,1b,dh,3b,rf,2b,cf,Kudlik,Kudlik (3-0)
76,"Apr 26, 2008",dbqlut1,1,Stryder Morissette,NA,Michael Ramos,Alex Martinez,Danny Cantu,Chris Duran,Alex Larson,Matt Lampugnano,Tony Foster,Justin Shaffer,3,2,Nolan Voss,3,1000001,2b,NA,p,3b,ss,1b,c,lf,rf,cf,Michael Ramos,"dubuque, univ. of","Dubuque, Univ. of","Ramos, M",,7.0,Y,,"Dubuque, Iowa (Chlapaty Field)",12:58 pm   ,2:48   ,,"luther college
",Luther College,Jeff Riddle,NA,Alex Ross,Jake Waddle,Jeff Hiatt,Ben Schott,Matthew Bruhn,Zack Topping,Steve Beckman,Joe Thompson,1,13,Adam Kohls,11,0020461,2b,NA,lf,c,ss,1b,cf,dh,3b,rf,Adam Kohls,Kohls
279,05/14/08,warari,,"Blakeley, Ma",NA,"Ramos, Mark","Hansen, Don","Wagle, John","Izzo, Eric","Hoffman, Dav","Kurnick, Myl","Vezzetti, Jo","Hopson, Aaro",4,6,"Frede, Vince",11,011100111,cf,NA,ss,rf,3b,1b,2b,lf,c,dh,"Pagano, Mike",#19 augustana,#19 Augustana,J,,9.0,Y, (4-4),"Moline, IL (Swanson/Brunner)",7:03 pm   ,2:31   ,HP: Ron Mohler  1B: Paul Cusack  2B: Dan Matthews  3B: Kerry Nichol,"wartburg college
",Wartburg College,Danny Rose,NA,Zach Nagle,Jerrold Martijn,Aaron Saeugling,Mike Johnson,Kyle Jones,Isiah Stevens,A.J. Lewis,Patrick Grau,1,5,Jerrold Martijn,10,103000100,2b,NA,ss,cf/p,dh/lf,3b,rf,1b,c,lf/cf,Billy Schmitt,"Frede, Vince (3-1)"
135,"Mar 19, 2008",lutgac2,2,T. Kaus,NA,N. Ruff,P. Siering,S. Roehrkass,S. Campion,M. DesLaurie,T. Herman,G. Lane,An. Woitas,0,0,R. Michaelis,0,0000000,rf,NA,2b,1b,c,dh,ss,3b,lf,cf,C. Sukalski,"gustavus adolphus
",Gustavus Adolphus,C,,7.0,Y,i,Minneapolis (Metrodome),9:00   ,1:45   ,,"luther college
",Luther College,Jeff Riddle,NA,Jake Waddle,Jeff Hiatt,Ben Schott,Alex Ross,Joe Thompson,Mark Weber,Steve Beckman,Alex Thomas,1,6,Cody Hyland,11,2210010,2b,NA,c,ss,1b,lf,rf,dh,3b,cf,Cody Hyland,Hyland
140,"Mar 01, 2008",cenham2,2,"Kaczrowski,",NA,"Roiger, J","Bennett, A","Smith, B",Humerickhous,"McGee, J","Hughes, L","Sand, B","Fuller, S",2,12,"Huls, K",7,523200X,2b,NA,rf,cf,lf,ss,dh,c,1b,3b,"Beltosky, A",hamline (minn.),Hamline (Minn.),Luce (0-1),,7.0,Y,"Huls, K (1)","Minneapolis, Minn. (Metrodome)",7:16 pm   ,2:14   ,,"central college
",Central College,Anthony Bazant,NA,Jake Jadlowski,Michael Edwards,Derek Knutson,Jeremy Kippley,Caleb Rangel,Jared Lackey,Justin Owens,Ben Tressel,3,9,Kyle Fuerstenburg,13,0006012,cf,NA,ss,dh,c,1b,rf,lf,2b,3b,Mike Luce,"Beltosky, A (1-0)"
43,"Mar 16, 2008",dbqmacm2,1,Sellers,NA,Butler,Jamison,Lowe,Hampton,Schmidt,Pohlman,Baxter,Nance,0,3,Hampton,10,2010000,lf,NA,2b,ss,cf,p,rf,1b,3b,c,Hampton,macmurray college,MacMurray College,,,7.0,Y,Hampton,"Jacksonville, Ill.",  ,  ,,"dubuque, univ. of","Dubuque, Univ. of",Stryder Morissette,NA,Michael Ramos,Alex Martinez,Danny Cantu,Chris Duran,Justin Ramos,Ron Manthe,Matt Lampugnano,Alex Larson,4,4,Andy Crane,5,1200001,2b,NA,cf,1b,3b,ss,dh,c,rf,lf,Tadd Boals,"Abram, B"
120,"Mar 11, 2008",bvumidl3,,Jacoby,NA,Womack,Huggins,Koehn,Niebaum,Hampton,Kalina,Drumm,Hubbard,1,6,Trejo,8,0400002,2b,NA,lf,1b,3b,dh,cf,rf,ss,c,Vecchio,midland lutheran,Midland Lutheran,Faulkner (0-1),,7.0,Y,,"Fremont, NE (Moeller Field)",4:30   ,2:20   ,,"buena vista university
",Buena Vista Univ.,Mark Blum,NA,Michael Stephenson,Jeff Weisenborn,Brandon Pietrzyk,Andy Compton,Nathan Halupnick,Mitchell Feller,Brad Blum,Tyler Case,2,11,Cody Aldrich,7,1000307,3b,NA,2b,dh,lf,rf,1b,c,ss,cf,Steve Johnston,Aldrich (1-0)
87,"May 04, 2008",cendbq3,2,Stryder Morissette,NA,Michael Ramos,Alex Martinez,Danny Cantu,Chris Duran,Alex Larson,Chris Dahle,Justin Shaffer,Bill Albee,2,6,Eric Rausch,11,2101200,2b,NA,cf,3b/1b,ss,dh,c,lf,rf,1b,Troy Strom,"dubuque, univ. of","Dubuque, Univ. of","Strom, T",,7.0,Y,,"Dubuque, Iowa (Chlapaty Field)",3:30 pm   ,2:58   ,HP: Kyle Knutti  1B: Blair Gleason,"central college
",Central College,Ben Tressel,NA,Caleb Rangel,Michael Edwards,Derek Knutson,Anthony Bazant,Jake Jadlowski,Blake Smith,Justin Owens,Jared Lackey,2,9,Mike Luce,8,0105102,3b,NA,dh,1b,lf,cf,ss,c,2b,rf,Adam Squires,Kippley (2-3)
70,"Mar 01, 2008",warkey,,T. Schemel,NA,C. Collins,N. Gomez,B. Fish,D. Reese,K. Conrad,J. Rohena,G. Sanchez,D. Boandl,1,6,J. Pierson,5,40000101X,ss,NA,2b,3b,1b,dh,lf,rf,c,cf,Y. Lanzo,keystone college,Keystone College,1-0),,9.0,Y,J,"Orlando, Fla. (Tinker Field)",5 p.m.   ,2:45   ,,"wartburg college
",Wartburg College,Spencer Stumpff,NA,Danny Rose,Patrick Grau,Mike Johnson,Aaron Saeugling,Kyle Jones,A.J. Lewis,Isiah Stevens,Zach Nagle,2,4,Brad Watson,9,100100101,cf,NA,ss,lf,3b,dh,rf,c,1b,2b,Jerrold Martijn,Y
205,"Apr 27, 2008",corlor3,,Adam Gross,NA,Nick Olberding,Clark Egdorf,Don Pirkle,John Schroeder,Brock Schneden,Tim Andrews,Alex Miklo,Ben Kuebel,1,11,Tim Carty,8,00140006,cf,NA,ss,dh,1b,c,rf,lf,2b,3b,Tim Carty,"loras college
",Loras College,Butler (2-3),,8.0,Y,,"Dubuque, Iowa (Petrakis Park)",1:00 PM   ,2:00   ,,"cornell college
",Cornell College,Michael Tierney,NA,Tad Barry,Casey Korn,Tyler Downing,Jim Bose,Matthew Shimanovsky,Ben Rudman,Andy Krekel,Cameron Gallegos,4,1,David de Besche,5,00001000,cf,NA,rf,ss,1b,3b,dh,lf,c,2b,Adam Butler,Carty (3-2)
61,"Mar 03, 2008",dbqgmc2,2,Stryder Morissette,NA,Michael Ramos,Alex Martinez,Danny Cantu,Chris Duran,Alex Larson,Matt Lampugnano,Ron Manthe,Justin Ramos,0,7,Nolan Voss,11,4030000000,2b,NA,cf,ss,3b,1b,lf,rf,c,dh,Cody Doonan,"dubuque, univ. of","Dubuque, Univ. of","Voss, N",,10.0,Y,,"Mesa, Arizona (Gene Autry)",3:12   ,2 hrs   ,,gwynedd mercy,Gwynedd Mercy,Tosti,NA,DiDomenico,Mattes,McMenamin,DiEnno,Strack,Sable,Carroll,Longfellow,0,8,Ball,9,0040111001,cf,NA,lf,2b,1b,dh,rf,3b,ss,c,Finizio,Ball
87,"Apr 22, 2008",lorlut2,2,Jeff Riddle,NA,Alex Ross,Jake Waddle,Jeff Hiatt,Ben Schott,Matthew Bruhn,Mark Weber,Steve Beckman,Joe Thompson,1,3,Jeff Riddle,8,1000020,2b/p,NA,lf,c,ss,1b,cf,dh,3b,rf,Joe Nelson,"luther college
",Luther College,J,,7.0,Y,(2-2),"Decorah, Iowa (Luther College)",  ,2:00   ,HP: Randy Schulte  1B: Scott Behn,"loras college
",Loras College,Adam Gross,NA,Nick Olberding,Clark Egdorf,Don Pirkle,Brock Schneden,John Schroeder,Tim Andrews,Alex Miklo,Ben Kuebel,0,4,Kevin Moriarity,5,0202000,cf,NA,ss,dh,1b,rf,c,lf,2b,3b,Kevin Moriarity,Moriarity (4-4)
100,"Apr 26, 2008",cencoe1,1,Ben Tressel,NA,Anthony Bazant,Jake Jadlowski,Michael Edwards,Caleb Rangel,Derek Knutson,Blake Smith,Justin Owens,Aaron Heffernan,3,3,Mike Luce,4,2001000,3b,NA,rf/cf,ss,1b,dh,lf,c,2b,cf,Brett Mahan,"central college
",Central College,Mahan (5-3),,7.0,Y,,"Pella, Iowa (Kuyper Athl. Complex)",1 p.m.   ,2:05   ,HP: Ricardo Alvero  1B: Pat Mchilhon,"coe college
",Coe College,Cody Smith,NA,Paul Endriss,Tyler McAllister,Pat Richmond,Ryan Velvick,Ryan Baranowski,Ryan Schisler,Joe Swanson,Jon Reiner,2,8,Ryan Nicholson,12,6001001,cf,NA,lf,ss,1b,dh,2b,3b,rf,c,Ryan Nicholson,Nicholson (6-3)
100,"Mar 14, 2008",coepsua2,2,King Z,NA,Barnard RJ,Petulla T,Luzier G,Pollicino R,Stiffler T,Traister R,Reale M,Snook C,1,10,Detwiler N,11,002503X,cf,NA,2b,c,1b,3b,ss,lf,rf,dh,Detwiler N,penn state-altoona,Penn State-Altoona,Yotty,,7.0,Y,,"Orlando, Fla. (Tinker Stadium)",10:30 am   ,  ,,"coe college
",Coe College,Tyler McAllister,NA,Michael Szela,Cody Smith,Pat Richmond,Ryan Schisler,R Baranowski,Ryan Velvick,Nick Robertson,Eric Hanna,0,4,K Baranowski,11,0200110,c,NA,lf,cf,1b,3b,2b,dh,rf,ss,Teren Bladel,Detwiler N
55,"Mar 02, 2008",warwlc2,,Jerrold Martijn,NA,Brandon Thurm,Patrick Grau,Mike Johnson,Kyle Jones,A.J. Lewis,Isiah Stevens,Scott Mangin,Zach Nagle,1,7,Nate Rost,8,002050X,cf,NA,2b,rf,3b,dh,c,1b,lf,ss,Aaron Saeugling,"wartburg college
",Wartburg College,ng (2-0),,7.0,Y,Backhaus (0-1),"Orlando, Fla. (Disney)",3:30 pm   ,1:50   ,,"wisconsin lutheran
",Wisconsin Lutheran,Schmidt,NA,Essig,Pollesch,Geis,Barkhurst,Burrow,"Glasel, S.",Paczocha,Schwichtenbe,2,1,Edlhuber,2,0001000,ss,NA,3b,cf,lf,dh,1b,c,rf,2b,Backhaus,A
75,"Apr 04, 2008",cenmlc1,1,Anthony Bazant,NA,Jake Jadlowski,Michael Edwards,Caleb Rangel,Derek Knutson,Blake Smith,Justin Owens,Aaron Heffernan,B.J. Pilling,0,13,Kyle Fuerstenburg,8,362101X,dh,NA,ss,1b,rf/p,lf,c,2b,cf,3b,Brett Mahan,"central college
",Central College,Voss (0-1),,7.0,Y,,"Pella, Iowa (A.N. Kuyper Complex)",2 p.m.   ,1:55   ,HP: Kevin Benzing  1B: Rene Hilbach-Barg,martin luther(minn.),Martin Luther(Minn.),Holzhueter,NA,Scott,Morgan,Scheuerlein,Fry,Schultz,Uhlenbrauck,Gurgel,Pudlo,6,0,Free,7,0000000,ss,NA,2b,c,1b,3b,cf,lf,rf,dh,Voss,Mahan (4-1)
50,"Mar 11, 2008",simdic2,2,Beau Kaplan,NA,Jason McClaflin,Dave Johnson,Jared Swim,Jesse Reis,Tyler Larson,Corey Rasmussen,Jeff Kinkel-Schuster,,0,5,Mike Huyser,7,0211001,rf,NA,1b,3b,lf,2b,c,ss,cf,,Cory Dawson,"simpson college
",Simpson College,Huyser (0-1),,7.0,Y,,"Mesa, AZ (Autry Park #1)",2 p.m.   ,2:00   ,,dickinson college,Dickinson College,M Schuster,NA,M Catania,N Perkins,M Lapicki,B Marchant,werthan,S Meyers,E Fitzpatric,E Hennessy,3,6,R Gilcrest,9,0000006,lf,NA,ss,1b,dh,cf,rf,2b,3b,c,Z Light,R Gilcrest (1-0)
90,"Mar 20, 2008",lormlkn1,1,Alex Miklo,NA,Adam Gross,Nick Olberding,Don Pirkle,John Schroeder,Tim Andrews,Brock Schneden,Tyler Shireman,Ben Kuebel,1,2,Kevin Moriarity,6,0000011,2b,NA,cf,ss,1b,c,dh,rf,lf,3b,Kevin Moriarity,"loras college
",Loras College,Moriarity (1-2),,7.0,Y,J,"Port Charlotte, FLA (P.C. High School)",10:00 AM   ,2:10   ,,millikin university,Millikin University,Hafer,NA,Sylvester,Godfrey,Bastien,M. Frigo,Meyer,Beiler,Leffler,McBrain,0,4,J. Frigo,6,3001000,3b,NA,lf,dh,rf,1b,cf,c,2b,ss,Wilson,Wilson (2-0)
