attendance,date,game_id,game_number,home_batter_1,home_batter_10,home_batter_2,home_batter_3,home_batter_4,home_batter_5,home_batter_6,home_batter_7,home_batter_8,home_batter_9,home_errors,home_final_score,home_finishing_pitcher,home_hits,home_line_score,home_position_1,home_position_10,home_position_2,home_position_3,home_position_4,home_position_5,home_position_6,home_position_7,home_position_8,home_position_9,home_starting_pitcher,home_team,home_team_long,losing_pitcher,notes,number_of_innings,play-by-play,save,site,start,time,umpires,visiting_team,visiting_team_long,visitor_batter_1,visitor_batter_10,visitor_batter_2,visitor_batter_3,visitor_batter_4,visitor_batter_5,visitor_batter_6,visitor_batter_7,visitor_batter_8,visitor_batter_9,visitor_errors,visitor_final_score,visitor_finishing_pitcher,visitor_hits,visitor_line_score,visitor_position_1,visitor_position_10,visitor_position_2,visitor_position_3,visitor_position_4,visitor_position_5,visitor_position_6,visitor_position_7,visitor_position_8,visitor_position_9,visitor_starting_pitcher,weather,winning_pitcher
66,"Apr 02, 2010",cendbq1,1,Andrew Danna,NA,Nicholas Martin,Nathan Lucas,Todd Whited,Aaron Laskowski,Brock Grubbs,Alexander Larson,Kyle Duggan,Jesse Lawler,4,1,Mark Hennessy,4,0000001,ss,NA,2b,1b,rf/lf,3b,dh,c,lf,cf,Mark Hennessy,"dubuque, univ. of","Dubuque, Univ. of",Mark Hennessy,,7.0,Y,,"Dubuque, Iowa (Chlapaty Field)",1 p.m.   ,2   ,,"central college
",Central College,Mike Furlong,NA,Ben Tressel,Caleb Rangel,Jarred Lackey,Josh Stanton,Ryan Allison,Anthony Miller,Ben Chestnut,Jason Hassman,2,6,Corey Eisenmann,10,2000112,ss,NA,2b,lf,rf,c,cf,3b,dh,1b,Corey Eisenmann," cloudy, mild",Corey Eisenmann
65,"Mar 24, 2010",lorrfrd,,Mike Canevello,NA,Clay Henricksen,John Schroeder,Calvin Rea,BJ Juergens,Kyle Barton,Kevin Harlander,Alex Mallonee,Ben Kuebel,3,16,Greg Farrey,14,64022200X,ss,NA,dh,c,lf,1b,2b,cf,rf/cf,3b,Nick Panvino,"loras college
",Loras College,Korth,,9.0,Y,,"Dubuque, Iowa (Petrakis Park)",4:30   ,2:45   ,,rockford college,Rockford College,Standridge,NA,Clay,Nicholson,Stanfield,Dercks,Gillette,Shaver,Daughenbaugh,Polster,6,7,Bates,12,301010020,lf,NA,cf,3b,rf,ss,1b,c,dh,2b,Korth,,Nick Panvino
89,05/22/10,bvuncaa4,,Brad Blum,NA,Michael Stephenson,Brandon Pietrzyk,Michael Hoffman,Kevin Kloewer,Mark Blum,Brett Wilson,Tyler Case,Brock Yossi,1,13,James Stone,14,53030020X,ss,NA,2b,rf,lf,c,1b,dh,cf,3b,Michael Dirkx,"buena vista university
",Buena Vista Univ.,Law,,9.0,Y,,"Moline, Illinois (Swanson/Brunner)",5:58   ,3:02   ,HP: Rick Allen  1B: Kerry Nichols  2B: Ron Mohler  3B: Paul Cusack,webster,Webster,Stevenson,NA,Shelton,Valdez,Genna,Schaefer,Combs,Little,Kienker,Huey,3,8,Stanley,12,000140300,lf,NA,2b,rf,3b,c,dh,ss,1b,cf,Law,,Michael Dirkx
632,"May 14, 2010",iiacbb05,,Mike Furlong,NA,Ben Tressel,Caleb Rangel,Jarred Lackey,Anthony Miller,Ryan Allison,Blake Smith,Josh Stanton,Jason Hassman,3,7,Doug Eisenman,10,000340000,ss,NA,2b,lf,rf,3b,cf,dh,c,1b,Corey Eisenmann,"central college
",Central College,Doug Eisenman,,9.0,Y,,"Cedar Rapids, Iowa (Veterans Mem. Stad.)",3:56 pm   ,2:36   ,HP: Ted Timbrook  1B: Todd Franzen  3B: Scott Forsberg,"coe college
",Coe College,Pat Richmond,NA,Adam Nisenson,Nick Stein,Ryan Schisler,Ryan Velvick,Kevin Schuver,John Logan,Kaileb Armbruster,Scott DeAngelis,2,10,Alec Lewis,12,002007100,1b,NA,rf,cf,lf,ss,c,dh,3b,2b,Alec Lewis," 65, Cloudy, Winds W at 10 mph",Alec Lewis
125,"Feb 20, 2010",simozrk1,,Turner,NA,Driedric,Dietz,Powers,Schmeck,Mitchell,Bryan,Parsons,Clark,2,6,Cox,8,003021X,2b,NA,cf,c,ss,dh,3b,1b,lf,rf,Cox,univ of the ozarks,Univ of the Ozarks,Chris Dorff,,7.0,Y,,"Clarksville, Ark. (Lonnie Qualls Field)",12:00 pm   ,2:00   ,,"simpson college
",Simpson College,Corey Rasmussen,NA,John Hupp,Scott Ethell,Dave Johnson,Justin Svehla,Tyler Larson,Drew Yarkosky,Colton Calvert,Zach Smith,1,4,Chris Dorff,5,0022000,cf,NA,lf,3b,ss,1b,dh,c,rf,2b,Clint Rhodes,,Cox
100,"Mar 06, 2010",corgvle1,1,Hobar,NA,Trager,Neece,Hobbie,Hubbard,Winter,Covert,Deadmond,Lawson,1,10,Hubbard,12,003520X,2b,NA,3b,1b,cf,dh/p,ss,lf,c,rf,Massengill,greenville college,Greenville College,Adam Butler,,7.0,Y,,"Greenville, Ill. (Robert E Smith Field)",1:05 PM   ,2:05   ,,"cornell college
",Cornell College,Matt Pfister,NA,Matthew Shimanovsky,Andrew Patzke,Ryan Clausen,J.T. Pells,Ryan Fincham,Andy Krekel,David Bartine,Matthew Bliven,3,2,Adam Harrington,6,0010001,lf,NA,2b,3b,1b,dh,cf,c,rf,ss,Adam Butler,,Reckmann
150,"May 08, 2010",dbqsim2,1,Alexander Larson,NA,Andrew Danna,Todd Whited,Austin Linderwell,Bobby Shepherd,Philip Elking,Klayton Breitbach,Jesse Lawler,,2,2,Julian Cantu,6,2000000,c,NA,ss,lf,3b,2b,1b,rf,cf,,Nicholas Martin,"dubuque, univ. of","Dubuque, Univ. of",Nicholas Martin,,7.0,Y,,"Dubuque, Iowa (Chlapaty Field)",1 p.m.   ,1:45   ,,"simpson college
",Simpson College,Corey Rasmussen,NA,Tyler Crandell,Scott Ethell,Colton Calvert,Drew Yarkosky,Justin Svehla,Tyler Pearson,Ethan Hale,Zach Smith,1,10,Chris Dorff,13,1132102,cf,NA,ss,3b,rf,c,1b,lf,2b,dh,Chris Dorff," cloudy cold,",Chris Dorff
56,"Apr 25, 2010",dbqlut3,,Jeff Riddle,NA,Chris Reynolds,Ben Schott,Mark Weber,Zack Topping,Joe Thompson,Ryan Bahnemann,Steve Beckman,Kevin Bradley,1,9,Augie Lindmark,14,16010100X,2b,NA,cf/3b,1b,lf,dh,rf,3b,ss,c,Danny Smith,"luther college
",Luther College,Louis Dettorre,,9.0,Y,,"Decorah, Iowa (Luther College)",  ,2:14   ,,"dubuque, univ. of","Dubuque, Univ. of",Nicholas Martin,NA,Austin Linderwell,Andrew Danna,Todd Whited,Alexander Larson,Jeffrey Stevens,Klayton Breitbach,R.J. Aubert,Mark Hennessy,1,4,Nicholas Martin,10,002000002,2b/p,NA,3b,ss,dh/p,lf,cf,rf,1b,c,Louis Dettorre,,Danny Smith
74,"Mar 06, 2010",cengrn1,,Mike Furlong,NA,Anthony Miller,Caleb Rangel,Jarred Lackey,Ryan Allison,Ben Chestnut,Jason Hassman,Josh Stanton,Ben Tressel,1,14,Dirk Lindaman,10,00120470X,ss,NA,3b,lf,rf,cf,dh,1b,c,2b,Corey Eisenmann,"central college
",Central College,A. Platt,,9.0,Y,,"Fulton, MO (Westminster)",3:00   ,3:30   ,HP: Keith  1B: Nick,"grinnell college
",Grinnell College,Takabuki,NA,Suryn,Sollo,Roder,Fletcher,Chavez,Blumenreich,Nelson,Skelly,7,4,Taylor,6,010102000,2b,NA,lf,3b,rf,1b,dh,ss,c,cf,Pope,,Corey Eisenmann
143,"Mar 18, 2010",simdckn1,1,M Schuster,NA,A Sterling,G Horan,T Rosa,B Sciambi,B Marchant,J Santoro,M Shimkin,M Vidal,2,9,S Baxendale,15,1001223,c,NA,cf,dh,1b,3b,rf,2b,lf,ss,J Williams,dickinson,Dickinson,J Williams,,7.0,Y,,"Phoenix, Ariz. (Snedigar Stadium)",12:30 pm   ,  ,,"simpson college
",Simpson College,Corey Rasmussen,NA,Dave Johnson,Scott Ethell,Brad Agan,Colton Calvert,Justin Svehla,Grant Thomas,Tyler Pearson,Zach Smith,0,19,Ryan Dahlstrom,18,8030206,cf,NA,ss,3b,dh,rf,1b,c,lf,2b,Kyle Hanna,,Kyle Hanna
,"Apr 27, 2010",bvucen1,1,Brad Blum,NA,Michael Stephenson,Brandon Pietrzyk,Michael Hoffman,Kevin Kloewer,Mark Blum,Brett Wilson,Tyler Case,Brock Yossi,3,5,James Stone,9,013100X,ss,NA,2b,rf,lf,c,1b,dh,cf,3b,Jarad George,"buena vista university
",Buena Vista Univ.,Doug Eisenman,,7.0,Y,,"Storm Lake, Iowa (BVU/S.L. Complex)",3:30pm   ,  ,,"central college
",Central College,Mike Furlong,NA,Ben Tressel,Caleb Rangel,Jarred Lackey,Ryan Allison,Anthony Miller,Josh Stanton,Jason Hassman,Allen Mann,0,3,Doug Eisenman,8,0200100,ss,NA,2b,lf,rf,dh,3b,c,1b,cf,Doug Eisenman,,Jarad George
137,"Mar 21, 2010",dbqmari2,,Saunders,NA,Grilliot,Beatty,Snyder,Park,Meador,Levens,Jones,Brockmeier,0,24,Brown,20,10541049X,ss,NA,rf,dh,cf,3b,lf,1b,c,2b/ss,Radvansky,#13 marietta college,#13 Marietta College,Todd Whited,,9.0,Y,,"Marietta, Ohio (Don Schaly Stadium)",1 p.m.   ,3:00   ,HP: Mr. Jason Theodore  1B: Mr. Rich McConnell,"dubuque, univ. of","Dubuque, Univ. of",Andrew Danna,NA,Nicholas Martin,Nathan Lucas,Aaron Laskowski,Jeffrey Stevens,Brock Grubbs,Kyle Duggan,Jesse Lawler,,4,4,Louis Dettorre,8,021000010,ss,NA,2b,1b,3b/p,rf/cf,c,lf,cf,,Todd Whited,,Langdon
,"Mar 07, 2010",corfont1,1,Fisher,NA,Tolan,Nikolaisen,Kraemer,Burlison,Hernandez,Shaw,Mathis,Suda,2,7,Shoenman,8,003310X,cf,NA,2b,rf,1b,ss,3b,dh,c,lf,Jackson,"fontbonne university
",Fontbonne,Justin Brown,,7.0,Y,,"St. Louis, Mo.",1:00 PM   ,  ,,"cornell college
",Cornell College,David Bartine,NA,Zach Rogers,Matt Pfister,Ryan Clausen,J.T. Pells,Ryan Fincham,Craig Furstenau,Milton Kurschner,Jesse Searls,2,3,Mark Corbeil,6,0210000,rf,NA,3b,lf,1b,dh,cf,c,ss,2b,Justin Brown,,Jackson
