attendance,date,game_id,game_number,home_batter_1,home_batter_10,home_batter_2,home_batter_3,home_batter_4,home_batter_5,home_batter_6,home_batter_7,home_batter_8,home_batter_9,home_errors,home_final_score,home_finishing_pitcher,home_hits,home_line_score,home_position_1,home_position_10,home_position_2,home_position_3,home_position_4,home_position_5,home_position_6,home_position_7,home_position_8,home_position_9,home_starting_pitcher,home_team,home_team_long,losing_pitcher,notes,number_of_innings,play-by-play,save,site,start,time,umpires,visiting_team,visiting_team_long,visitor_batter_1,visitor_batter_10,visitor_batter_2,visitor_batter_3,visitor_batter_4,visitor_batter_5,visitor_batter_6,visitor_batter_7,visitor_batter_8,visitor_batter_9,visitor_errors,visitor_final_score,visitor_finishing_pitcher,visitor_hits,visitor_line_score,visitor_position_1,visitor_position_10,visitor_position_2,visitor_position_3,visitor_position_4,visitor_position_5,visitor_position_6,visitor_position_7,visitor_position_8,visitor_position_9,visitor_starting_pitcher,weather,winning_pitcher
112,"May 08, 2010",bvucor3,2,David Bartine,NA,Matt Pfister,Zach Rogers,Ryan Clausen,J.T. Pells,Matthew Shimanovsky,Ryan Fincham,Andy Krekel,Matthew Bliven,5,6,Andrew Patzke,10,1000104,rf,NA,lf,3b,1b,dh,2b,cf,c,ss,Charlie Muir,"cornell college
",Cornell College,Charlie Muir,,7.0,Y,,"Mount Vernon, Iowa (Ash Park Field)",3:21 PM   ,2:22   ,HP: Woody Miller  1B: Dave Bohnenka,"buena vista university
",Buena Vista Univ.,Brad Blum,NA,Michael Stephenson,Brandon Pietrzyk,Michael Hoffman,Kevin Kloewer,Ryan Scheetz,Brett Wilson,Neil Eddie,Andy Compton,1,15,Kyle Dupic,19,5120115,ss,NA,2b,cf,lf,dh,1b,3b,c,rf,Michael Dirkx," 45 degrees, Wind NNW17",Michael Dirkx
112,"May 08, 2010",bvucor2,1,David Bartine,NA,Matt Pfister,Zach Rogers,Ryan Clausen,J.T. Pells,Ryan Nordtvedt,Matthew Shimanovsky,Ryan Fincham,Matthew Bliven,1,1,Jesse Searls,5,0000010,rf,NA,lf,3b,1b,dh,c,2b,cf,ss,Jesse Searls,"cornell college
",Cornell College,Jesse Searls,,7.0,Y,,"Mount Vernon, Iowa (Ash Park Field)",1:11 PM   ,1:36   ,HP: Dave Bohnenkamp  1B: Woody Mill,"buena vista university
",Buena Vista Univ.,Brad Blum,NA,Michael Stephenson,Brandon Pietrzyk,Michael Hoffman,Kevin Kloewer,Ryan Scheetz,Brock Yossi,Neil Eddie,Tyler Case,0,6,James Stone,9,0500001,ss,NA,2b,rf,lf,dh,1b,3b,c,cf,Ryan Wuebker," 45 degrees, Wind 17 NNW",Ryan Wuebker
75,"Apr 24, 2010",coewar2,,Ben Roemmich,NA,Danny Rose,Patrick Grau,Drew Yoder,Billy Schmitt,Nate Lahr,Ryan Doty,Matt Knabel,Steve Chamberlin,1,2,Billy Schmitt,6,010001X,rf,NA,ss,cf,1b,p,lf,3b,c,2b,Billy Schmitt,"wartburg college
",Wartburg College,Cody Raisch,,7.0,Y,,"Waverly, Iowa (Hertel Field)",12 pm   ,1:32   ,HP: Ryan Meyers  1B: Eric F,"coe college
",Coe College,Nick Stein,NA,Adam Nisenson,Pat Richmond,Ryan Schisler,Kevin Schuver,Kaileb Armbruster,Ryan Velvick,Jacob Schwind,Scott DeAngelis,0,1,Cody Raisch,6,0000010,cf,NA,rf,1b,lf,c,3b,ss,dh,2b,Cody Raisch,,Billy Schmitt
154,"May 02, 2010",corlut3,,Jeff Riddle,NA,Chris Reynolds,Ben Schott,Mark Weber,Mitchel Obey,Ryan Bahnemann,Zack Topping,Steve Beckman,Kevin Bradley,1,7,Augie Lindmark,14,200300101,2b,NA,cf,1b,lf,rf,3b,dh,ss,c,Darin Schneider,"luther college
",Luther College,Adam Butler,,9.0,Y,,"Decorah, Iowa (Luther College)",2:00 pm   ,2:40   ,,"cornell college
",Cornell College,David Bartine,NA,Matt Pfister,Zach Rogers,Ryan Clausen,Ryan Nordtvedt,Craig Furstenau,Milton Kurschner,Nick Norris,Jesse Searls,0,6,Adam Butler,12,000010410,cf/rf,NA,rf/lf,3b,1b,c,dh,ss,lf,2b,Justin Brown,,Augie Lindmark
150,"Apr 24, 2010",censim1,1,Mike Furlong,NA,Ben Tressel,Caleb Rangel,Jarred Lackey,Ryan Allison,Anthony Miller,Josh Stanton,Jason Hassman,Allen Mann,6,9,Dirk Lindaman,12,200520X,ss,NA,2b,dh,rf,lf,3b,c,1b,cf,Corey Eisenmann,"central college
",Central College,Paul Brown,,7.0,Y,,"Pella, Iowa (Kuyper Athl. Complex)",Noon   ,2:06   ,HP: Pat McIlhon  1B: Tim Mill,"simpson college
",Simpson College,Corey Rasmussen,NA,Dave Johnson,Scott Ethell,Colton Calvert,Zach Smith,Drew Yarkosky,Brad Agan,Justin Svehla,Tyler Crandell,1,4,Kyle Hanna,8,0010003,cf,NA,ss,3b,rf,2b,c,dh,1b,lf,Paul Brown,,Corey Eisenmann
218,"Apr 27, 2010",coecor2,2,Nick Stein,NA,Ryan Velvick,Pat Richmond,Ryan Schisler,Kevin Schuver,Nick Robertson,Kaileb Armbruster,Jacob Schwind,Scott DeAngelis,1,7,Alec Lewis,10,110140X,cf,NA,ss,1b,lf,c,rf,3b,dh,2b,Alec Lewis,"coe college
",Coe College,Charlie Muir,,7.0,Y,,"Cedar Rapids, Iowa (Daniels Park)",3:20 pm   ,1:34   ,,"cornell college
",Cornell College,Matt Pfister,NA,David Bartine,Zach Rogers,Ryan Clausen,Ryan Fincham,Mark Corbeil,Ryan Nordtvedt,Matthew Bliven,Milton Kurschner,0,0,Adam Butler,2,0000000,lf,NA,rf,3b,dh,cf,1b,c,ss,2b,Charlie Muir, 63 Degrees and Sunny,Alec Lewis
87,"Apr 13, 2010",corsim2,1,Matt Pfister,NA,Andrew Patzke,Ryan Clausen,Matthew Shimanovsky,Zach Rogers,Ryan Fincham,Andy Krekel,Matthew Bliven,,3,2,Nick Norris,5,0100001,rf,NA,lf,1b,2b,3b,cf,c,ss,,David Bartine,"cornell college
",Cornell College,David Bartine,,7.0,Y,,"Mount Vernon, Iowa (Ash Park Field)",5:00 PM   ,2:04   ,HP: Eric Thornorn  2B: Josh Berka,"simpson college
",Simpson College,Corey Rasmussen,NA,Zach Smith,Dave Johnson,Scott Ethell,Colton Calvert,Brad Agan,Justin Svehla,Drew Yarkosky,Tyler Crandell,2,6,Mike Huyser,7,2100201,cf,NA,2b,ss,3b,rf,dh,1b,c,lf,Clint Rhodes," hazy, 76 degrees",Kyle Ruehle
43,04/20/10,lorari,,"Serna, Kevin",NA,"Schmidt, Kur","Hoffman, Dav","Kujawa, Nick","McIntosh, Ja","Wilson, Tyle","Barker, Mike","Dahlgren, Ja","Cecchi, Joe",2,4,"Pagano, Mike",8,00031000X,cf,NA,ss,2b,1b,lf,dh,rf,c,3b,"Heaton, Ben","augustana
",Augustana,David Nowaczyk,,9.0,Y,,"Moline, Ill. (Swanson/Brunner)",7:03 pm   ,2:17   ,,"loras college
",Loras College,Ben Kuebel,NA,Clay Henricksen,John Schroeder,Calvin Rea,Kyle Soeder,Austin Brown,Kevin Jachim,Derek Bergan,Jordan Ries,3,3,Nick Panvino,8,001011000,3b/ss,NA,c,dh/2b,lf,rf,cf,1b,ss,2b,David Nowaczyk,,"Heaton, Ben"
100,"Apr 13, 2010",bvuwar2,,Ben Roemmich,NA,Danny Rose,Patrick Grau,Drew Yoder,Billy Schmitt,Nate Lahr,Dan Marshall,Matt Knabel,Steve Chamberlin,0,2,Nate Rost,6,0002000,rf,NA,ss,cf,dh,1b,lf,3b,c,2b,Brad Watson,"wartburg college
",Wartburg College,Brad Watson,,7.0,Y,,"Waverly, Iowa (Hertel Field)",3:40 pm   ,1:32   ,HP: Ryan Meyers  1B: Jeff F,"buena vista university
",Buena Vista Univ.,Brad Blum,NA,Michael Stephenson,Brandon Pietrzyk,Michael Hoffman,Kevin Kloewer,Brett Wilson,Mark Blum,Tyler Case,Brock Yossi,1,11,Ryan Wuebker,12,0031205,ss,NA,2b,rf,lf,c,dh,1b,cf,3b,Ryan Wuebker,,Ryan Wuebker
103,"Mar 22, 2010",coecornc,,Matt Pfister,NA,David Bartine,Matthew Shimanovsky,Ryan Clausen,J.T. Pells,Zach Rogers,Andy Krekel,Mark Corbeil,Matthew Bliven,1,2,Jesse Searls,8,000000002,lf/cf,NA,cf/p,2b,1b,rf,3b,c,dh,ss,Charlie Muir,"cornell college
",Cornell College,Charlie Muir,,9.0,Y,,"Mount Vernon, Iowa (Ash Park Field)",6:34 PM   ,2:44   ,HP: Chris Oberbrockling  2B: Jeff F,"coe college
",Coe College,Nick Stein,NA,Adam Nisenson,Pat Richmond,Ryan Schisler,Ryan Velvick,Kevin Schuver,John Logan,Spencer Sobba,Scott DeAngelis,3,13,Kevin Baranowski,15,060205000,cf,NA,rf,1b,lf,ss,c,dh,3b,2b,Cody Raisch,,Cody Raisch
145,"Apr 27, 2010",dbqlor1,1,Nicholas Martin,NA,Austin Linderwell,Andrew Danna,Todd Whited,Alexander Larson,Brock Grubbs,Philip Elking,Aaron Laskowski,Klayton Breitbach,1,7,Landon Klostermann,11,10113010X,2b,NA,3b,ss,lf,c,dh,1b,cf/rf,rf,Landon Klostermann,"dubuque, univ. of","Dubuque, Univ. of",Ben Cottrell,,9.0,Y,,"Dubuque, Iowa (Chlapaty Field)",3 p.m.   ,2:12   ,HP: Paul Keitel  1B: Wood,"loras college
",Loras College,Kyle Barton,NA,Clay Henricksen,John Schroeder,Calvin Rea,BJ Juergens,Austin Brown,Kyle Soeder,Ben Kuebel,Derek Bergan,2,3,Eric Rife,6,010100001,2b,NA,dh,c,lf,1b,cf,rf,3b/ss,ss,Ben Cottrell," sunny, 55, winds NE 10-15mph",Landon Klostermann
80,"Apr 09, 2010",bvucoe1,,Brad Blum,NA,Michael Stephenson,Brandon Pietrzyk,Michael Hoffman,Kevin Kloewer,Brett Wilson,Mark Blum,Tyler Case,Brock Yossi,1,17,Brandon Pietrzyk,22,11303315X,ss,NA,2b,rf,lf,c,dh,1b,cf,3b,Luke Probasco,"buena vista university
",Buena Vista Univ.,Ben Strellner,,9.0,Y,,"Storm Lake, Iowa (BVU/S.L. Complex)",6:00pm   ,2:44   ,,"coe college
",Coe College,Nick Stein,NA,Ryan Velvick,Pat Richmond,Ryan Schisler,Kevin Schuver,Adam Nisenson,John Delaplane,Kaileb Armbruster,Wade Morris,5,12,Ryan Rayhill,16,300152001,cf,NA,2b,1b,lf,c,rf,dh,3b,ss,Alec Lewis,,Kyle Dupic
75,"Feb 28, 2010",coefon,,Nick Stein,NA,Nick McKenzie,Pat Richmond,Ryan Schisler,Ryan Velvick,Kevin Schuver,John Logan,Joe Swanson,Scott DeAngelis,2,6,Alec Lewis,8,00103002X,cf,NA,lf,1b,3b,ss,c,dh,rf,2b,Sean Raisch,"coe college
",Coe College,Jackson,,9.0,Y,,"St. Louis, Mo. (Kelly Field)",11 a.m.   ,2:40   ,,"fontbonne university
",Fontbonne,Tolan,NA,Fisher,Nikolaisen,Kraemer,Burlison,Richardson,Mathis,Ketcherside,Suda,1,3,Raterman,7,000100200,2b,NA,cf,rf,1b,ss,3b,c,dh,lf,Jackson, Cold and Sunny,Alec Lewis
43,"May 05, 2010",lutwar3,,Ben Roemmich,NA,Danny Rose,Patrick Grau,Drew Yoder,Nate Lahr,Ryan Doty,Jacob Miksell,Steve Chamberlin,,1,4,Nathan Underberg,7,0000400,rf,NA,ss,cf,1b,lf,3b,c,2b,,Billy Schmitt,"wartburg college
",Wartburg College,Billy Schmitt,,7.0,Y,,"Waverly, Iowa (Hertel Field)",6:05 PM   ,1:59   ,HP: Ken Robbins  1B: Bill Boyd,"luther college
",Luther College,Jeff Riddle,NA,Chris Reynolds,Ben Schott,Mark Weber,Zack Topping,Joe Thompson,Ryan Bahnemann,Steve Beckman,Kevin Bradley,3,14,Cody Hyland,15,1320080,2b,NA,cf,1b,lf,dh,rf,3b,ss,c,Cody Hyland,,Cody Hyland
125,"May 05, 2010",bvucen3,,Mike Furlong,NA,Ben Tressel,Caleb Rangel,Jarred Lackey,Blake Smith,Anthony Miller,Josh Stanton,Jason Hassman,Allen Mann,2,5,Corey Eisenmann,14,01002020X,ss,NA,2b,lf,rf,dh,3b,c,1b,cf,Joel Pulliam,"central college
",Central College,James Stone,,9.0,Y,,"Pella, Iowa (Kuyper Athl. Complex)",3 pm   ,2:25   ,HP: Matt Badeux  1B: JP Richardson,"buena vista university
",Buena Vista Univ.,Brad Blum,NA,Michael Stephenson,Brandon Pietrzyk,Michael Hoffman,Kevin Kloewer,Mark Blum,Ryan Scheetz,Tyler Case,Brock Yossi,0,4,Kyle Dupic,10,200100010,ss,NA,2b,rf,lf,c,1b,dh,cf,3b,Jarad George,,Joel Pulliam
155,"May 09, 2010",cengrn3,,Takabuki,NA,Goldfien,Suryn,Nodzenski,Roder,Pierce,Sollo,Fletcher,Skelly,2,7,Myers,11,1031101,2b,NA,ss,lf,c,rf,dh,3b,1b,cf,Bogard,"grinnell college
",Grinnell College,Bogard,,7.0,Y,,"Grinnell, Iowa (North Diamond)",2 pm   ,2:27   ,,"central college
",Central College,Mike Furlong,NA,Ben Tressel,Jarred Lackey,Anthony Miller,Ryan Allison,Josh Stanton,Jason Hassman,Allen Mann,,2,18,Doug Eisenman,14,5120514,ss,NA,2b,rf,3b,lf,c,1b,cf,,Caleb Rangel,,Caleb Rangel
180,"Mar 14, 2010",simksc1,,Patnode,NA,Cahill,Doyon,Cipolla,Burgio,Wiggins,Callahan,Ganz,Morrill,0,10,Gifford,14,018010X,lf,NA,ss,rf,c,1b,3b,dh,2b,cf,Davis,keene state,Keene State,Clint Rhodes,,7.0,Y,,"Mesa, AZ (Gene Autry)",12:00   ,2:07   ,,"simpson college
",Simpson College,Corey Rasmussen,NA,Dave Johnson,Scott Ethell,Brad Agan,Justin Svehla,Zach Smith,Tyler Pearson,Grant Thomas,Colton Calvert,5,6,Ryan Dahlstrom,9,1002111,cf,NA,ss,3b,dh,1b,2b,lf,c,rf,Clint Rhodes, Sunny 75,Davis
72,"Apr 24, 2010",dbqlut1,1,Jeff Riddle,NA,Chris Reynolds,Ben Schott,Mark Weber,Mitchel Obey,Ryan Bahnemann,Zack Topping,Steve Beckman,Kevin Bradley,2,7,Cody Hyland,8,000412X,2b,NA,cf,1b,lf,rf,3b,dh,ss,c,Cody Hyland,"luther college
",Luther College,Kalen Mace,,7.0,Y,,"Decorah, Iowa (Luther College)",12:15 pm   ,  ,,"dubuque, univ. of","Dubuque, Univ. of",Nicholas Martin,NA,Austin Linderwell,Andrew Danna,Todd Whited,Philip Elking,Brock Grubbs,Aaron Laskowski,Mark Hennessy,Jesse Lawler,2,1,Steve Skutley,4,1000000,2b,NA,1b,ss,lf,3b,dh,rf,c,cf,Kalen Mace,,Cody Hyland
50,"Mar 20, 2010",cencss,,Link,NA,Marshik,Claugherty,"Peterson, B.",Kolodge,Bell,"Peterson, C.",Manos,Juberian,2,8,Lewis,9,10250000X,cf,NA,2b,1b,lf,c,dh,ss,3b,rf,Vogelgesang,st. scholastica (mn),St. Scholastica (MN),Ryan Goetzinger,,9.0,Y,,"Vero Beach, Fla. (Holman Stadium)",1:30 pm   ,3:00   ,,"central college
",Central College,Mike Furlong,NA,Ben Tressel,Caleb Rangel,Jarred Lackey,Josh Stanton,Ryan Allison,Anthony Miller,Ben Chestnut,David Lakin,2,7,Doug Eisenman,16,001110121,ss,NA,lf,dh,rf,c,cf,3b,1b,2b,Ryan Goetzinger,,Vogelgesang
55,"Mar 14, 2010",cendvc,,Mike Furlong,NA,Ben Tressel,Caleb Rangel,Jarred Lackey,Ryan Allison,Anthony Miller,Josh Stanton,Ben Chestnut,David Lakin,1,2,Jarred Lackey,6,000000110,ss,NA,2b,lf,rf/p,cf,3b,c,1b,dh,Ryan Goetzinger,"central college
",Central College,Ryan Goetzinger,,9.0,Y,,"Fort Pierce, Fla. (Field 5)",1   ,3:00   ,,delaware valley coll,Delaware Valley Coll,Chisdur,NA,Saldutti,Jarrett,Isgro,Barben,Hrubbs,Oakes,Cooper,Otstot,0,10,Isgro,14,012030004,ss,NA,2b,rf,p,1b,cf,lf,3b,c,Isgro,,Isgro
74,"Mar 22, 2010",lorgac1,,T. Miller,NA,Al. Woitas,T. Herman,C. Eul,An. Woitas,B. Boyd,T. Fish,C. Sukalski,W. Hanson,0,4,K. Hagen,7,0001030,cf,NA,1b,3b,dh,lf/rf,rf,2b,ss,c,D. Eddie,"gustavus adolphus
",Gustavus Adolphus,D. Eddie,,7.0,Y,,"Minneapolis, MN (Metrodome)",2:00pm   ,1:40   ,,"loras college
",Loras College,Danny Lee,NA,Mike Canevello,John Schroeder,Calvin Rea,BJ Juergens,Kyle Barton,Clay Henricksen,Austin Brown,Ben Kuebel,0,12,Eric Rife,16,0030603,rf,NA,ss,c,lf,1b,2b,dh,cf,3b,Austin Safranski,,Austin Safranski
563,"May 15, 2010",iiacbb07,,Brad Blum,NA,Michael Stephenson,Brandon Pietrzyk,Michael Hoffman,Kevin Kloewer,Mark Blum,Brett Wilson,Tyler Case,Brock Yossi,1,8,Ryan Wuebker,9,61001000X,ss,NA,2b,rf,lf,c,1b,dh,cf,3b,Ryan Wuebker,"buena vista university
",Buena Vista Univ.,Billy Schmitt,,9.0,Y,,"Cedar Rapids, Iowa (Veterans Mem. Stad.)",12:00 pm   ,1:51   ,HP: Paul Keitel  1B: Ryan Meyers  3B: Chris Oberbroeckling,"wartburg college
",Wartburg College,Ben Roemmich,NA,Danny Rose,Patrick Grau,Drew Yoder,Nate Lahr,Ryan Doty,Jacob Miksell,Steve Chamberlin,,1,2,Nathan Underberg,8,200000000,rf,NA,ss,cf,1b,lf,3b,c,2b,,Billy Schmitt," 66, Sunny, Winds East at 4 mph",Ryan Wuebker
110,"Mar 06, 2010",coemis,,A Goncalves,NA,J Philippi,N Newman,K Durling,B Verdelli,N Morreale,B Jasinski,S Huddle,A Gonzalez,7,6,R Guido,6,0300012,cf,NA,rf,ss,lf,dh,2b,3b,1b,c,R Dauley,misericordia univ.,Misericordia Univ.,R Dauley,,7.0,Y,,"Winter Haven, Fla. (Chain of Lakes)",10 a.m.   ,2:15   ,,"coe college
",Coe College,Nick Stein,NA,Nick McKenzie,Pat Richmond,Ryan Schisler,Ryan Velvick,Kevin Schuver,Adam Nisenson,Spencer Sobba,Scott DeAngelis,1,16,Josh Barber,12,0631033,cf,NA,lf,1b,dh,ss,c,rf,3b,2b,Sean Raisch, 65 and Sunny,Zach Picciotti
,"Mar 14, 2010",dbqmacm2,2,Loy,NA,Forthenberry,Kay,Stice,Quisenberry,Bourne,Butler,Ruffcorn,C.Jones,1,4,Kay,6,0004000,3b,NA,ss,p,c,rf,cf,2b,lf,1b,Kay,"macmurray
",MacMurray,Kay,,7.0,Y,,"Jacksonville, IL (Lenz Field)",8:40   ,1:55   ,,"dubuque, univ. of","Dubuque, Univ. of",Andrew Danna,NA,Nicholas Martin,Nathan Lucas,Aaron Laskowski,Brock Grubbs,Alexander Larson,Jeffrey Stevens,Todd Whited,Jesse Lawler,0,7,Kalen Mace,8,0300400,ss,NA,2b,1b,3b,dh,c,rf,lf,cf,Kalen Mace,,Kalen Mace
121,"Apr 03, 2010",cendbq3,,Andrew Danna,NA,Nicholas Martin,Alexander Larson,Brock Grubbs,Nathan Lucas,Todd Whited,Philip Elking,Jeffrey Stevens,Jesse Lawler,8,1,Louis Dettorre,9,000010000,ss,NA,2b,c,dh,1b,lf,3b,rf/cf,cf,Landon Klostermann,"dubuque, univ. of","Dubuque, Univ. of",Landon Klostermann,,9.0,Y,,Dubuque (Chalapt7),2:50 pm   ,3:22   ,,"central college
",Central College,Mike Furlong,NA,Ben Tressel,Jarred Lackey,Ryan Allison,Josh Stanton,Anthony Miller,Blake Smith,Jason Hassman,David Lakin,1,12,Dirk Lindaman,12,030104004,ss,NA,lf,rf,cf,dh,3b,c,1b,2b,D.J. Glasgow, Windy 52,D.J. Glasgow
130,"Apr 17, 2010",corlor3,2,Jordan Ries,NA,Clay Henricksen,John Schroeder,Calvin Rea,Kyle Soeder,Austin Brown,Kevin Jachim,Derek Bergan,Spencer Radabaugh,1,7,Spencer Radabaugh,9,221200X,2b,NA,dh,c,lf,rf,cf,1b,ss,3b/p,Kyler Laurie,"loras college
",Loras College,Adam Butler,,7.0,Y,,"Dubuque, Iowa (Petrakis Park)",3:25 PM   ,1:58   ,,"cornell college
",Cornell College,Matt Pfister,NA,David Bartine,Zach Rogers,J.T. Pells,Matthew Shimanovsky,Ryan Fincham,Ryan Clausen,Andy Krekel,Milton Kurschner,2,6,Jesse Searls,10,3001200,lf,NA,rf,3b,dh,2b,cf,1b,c,ss,Adam Butler,,Kyler Laurie
145,"Mar 20, 2010",warccm2,,Krause,NA,Wackler,M.Carlson,Lewis,A.Johnson,Haase,Gilson,Hintz,Dahlke,2,2,R.Johnson,7,100100X,ss,NA,2b,3b,rf,dh,1b,lf,c,cf,Torrison,concordia-moorhead,Concordia-Moorhead,Brad Watson,,7.0,Y,,"Minneapolis, Minn. (Metrodome)",7:00pm   ,2:00   ,,"wartburg college
",Wartburg College,Collin Frampton,NA,Danny Rose,Drew Yoder,Patrick Grau,Ben Roemmich,Nate Lahr,Scott Benson,Matt Knabel,Steve Chamberlin,1,1,Nate Rost,2,1000000,lf,NA,ss,1b,cf,rf,dh,3b,c,2b,Brad Watson, Indoor,Torrison
96,03/27/10,bvuari,,"Serna, Kevin",NA,"Schmidt, Kur","Hoffman, Dav","Wilson, Tyle","Kujawa, Nick","Lamb, Mike","McIntosh, Ja","Dahlgren, Ja","Juhl, Jeremy",5,5,"Ufheil, Joe",8,010010201,cf,NA,ss,3b,dh,1b,rf,lf,c,2b,"Trotta, Mike",#11 augustana,#11 Augustana,"Trotta, Mike",,9.0,Y,,"Moline, Ill. (Swanson/Brunner)",  ,2:31   ,,"buena vista university
",Buena Vista Univ.,Brad Blum,NA,Michael Stephenson,Brandon Pietrzyk,Michael Hoffman,Kevin Kloewer,Brett Wilson,Ryan Scheetz,Mark Blum,Tyler Case,1,8,Brandon Pietrzyk,11,030031100,ss,NA,2b,rf,lf,c,3b,dh,1b,cf,Luke Probasco,,Luke Probasco
,"Mar 23, 2010",lutuchi2,2,Fazzari,NA,Serpico,Williams,Capps,Callahan,Cinoman,Oium,Chua,Casey,2,3,McConologue,6,0020010,2b,NA,ss,3b,dh,1b,cf,rf,c,lf,McConologue,"university of chicago
",Univ. of Chicago,McConologue,,7.0,Y,,"Vero Beach, Fla. (Dodgertown)",  ,  ,,"luther college
",Luther College,Jeff Riddle,NA,Joe Thompson,Ben Schott,Zack Topping,Chris Reynolds,Steve Beckman,Ryan Bahnemann,Kevin Bradley,Matthew Bruhn,0,5,Jeff Riddle,7,0010004,2b/p,NA,rf,1b,dh/c,cf/2b,ss,3b,c,lf,Max Flaig,,Max Flaig
162,"Apr 13, 2010",lorlut2,1,Kyle Barton,NA,Clay Henricksen,John Schroeder,Calvin Rea,BJ Juergens,Kyle Soeder,Austin Brown,Spencer Radabaugh,Ben Kuebel,5,2,Kyler Laurie,4,0100100,2b,NA,dh,c,lf,1b,rf,cf,3b,ss,Kyler Laurie,"loras college
",Loras College,Kyler Laurie,,7.0,Y,,"Dubuque, Iowa (Petrakis Park)",3:30 PM   ,1:43   ,,"luther college
",Luther College,Jeff Riddle,NA,Chris Reynolds,Ben Schott,Mark Weber,Zack Topping,Kevin Bradley,Mitchel Obey,Ryan Bahnemann,Steve Beckman,0,3,Cody Hyland,3,2000001,2b,NA,cf,1b,lf,dh,c,rf,3b,ss,Cody Hyland,,Cody Hyland
46,"Apr 11, 2010",wargrn2,,Ben Roemmich,NA,Danny Rose,Clay Emmrich,Drew Yoder,Billy Schmitt,Nate Lahr,Scott Benson,Matt Knabel,Steve Chamberlin,1,4,Ben Roemmich,13,1110001,cf/p,NA,ss,rf/cf,dh,1b,lf,3b,c,2b,Jordan Kaiser,"wartburg college
",Wartburg College,Jordan Kaiser,,7.0,Y,,"Waverly, Iowa (Hertel Field)",3:09   ,2:10   ,HP: Alec Clark  1B: Adam Riley,"grinnell college
",Grinnell College,Takabuki,NA,Blumenreich,Roder,Nodzenski,Fletcher,Sollo,Skelly,Kemis,Prouty,2,11,Chavez,14,1401023,2b,NA,ss,rf,dh,1b,3b,cf,c,lf,Ormond,,Ormond
117,"Apr 08, 2010",cencoe1,,Nick Stein,NA,Ryan Velvick,Pat Richmond,Ryan Schisler,Kevin Schuver,Adam Nisenson,John Delaplane,Kaileb Armbruster,Wade Morris,2,4,Sean Raisch,5,00000031X,cf,NA,2b/ss,1b,lf,c,rf,dh,3b,ss,Cody Raisch,"coe college
",Coe College,Doug Eisenman,,9.0,Y,,"Cedar Rapids, Iowa (Daniels Park)",3:00 pm   ,2:21   ,,"central college
",Central College,Mike Furlong,NA,Ben Tressel,Jarred Lackey,Ryan Allison,Josh Stanton,Anthony Miller,Blake Smith,Jason Hassman,Allen Mann,1,3,Doug Eisenman,4,010000020,ss,NA,2b,rf,cf,c,3b,dh,1b,lf,Corey Eisenmann,,Sean Raisch
100,"Apr 05, 2010",cenmlc1,1,Mike Furlong,NA,Ben Tressel,Jarred Lackey,Ryan Allison,Josh Stanton,Anthony Miller,Blake Smith,Ben Chestnut,David Lakin,0,11,Ryan Goetzinger,13,012215X,ss,NA,lf,rf,cf,dh,3b,c,1b,2b,Ryan Goetzinger,"central college
",Central College,Tomizawa,,7.0,Y,,"Pella, Iowa (Kuyper Athl. Complex)",1:45p.m.   ,1:45   ,HP: Patrick McIlhon  1B: Dean Kirkpatrick,martin luther,Martin Luther,Holzhueter,NA,Gurgel,Janke,Morgan,Schultz,Hering,Briney,Dorn,Fricke,2,2,Tomizawa,6,0000002,ss,NA,rf,3b,1b,cf,c,2b,dh,lf,Tomizawa,,Ryan Goetzinger
65,"Mar 16, 2010",censmmd1,,Killebrew,NA,Rabon,Baden,Nick Urso,Corton,Kralle,Jon Gill,Sheppard,Gronbeck,2,4,Nadolny,7,110100010,cf,NA,lf,ss,2b,rf,3b,1b,c,dh,Enix,st. mary's (md.),St. Mary's (Md.),Enix,,9.0,Y,,"Vero Beach, Fla. (Field 1)",1 pm   ,2:30   ,,"central college
",Central College,Mike Furlong,NA,Ben Tressel,Jarred Lackey,Josh Stanton,Ryan Allison,Anthony Miller,Jason Hassman,Allen Mann,,2,10,Doug Eisenman,10,020003005,ss,NA,2b,rf,c,cf,3b,1b,lf,,Caleb Rangel,,Caleb Rangel
85,"Apr 20, 2010",lutvi,,Jeff Riddle,NA,Matthew Bruhn,Ben Schott,Zack Topping,Mark Weber,Chris Reynolds,Joe Thompson,Steve Beckman,Kevin Bradley,1,9,Augie Lindmark,11,03030120X,2b,NA,cf,1b,dh,lf,3b/2b,rf,ss,c,Darin Schneider,"luther college
",Luther College,Koch,,9.0,Y,,"Decorah, Iowa (Luther College)",4:00 pm   ,2:30   ,,viterbo university,Viterbo University,Michiels,NA,Lindemann,Rettenmeier,Lenzendorf,Dreger,Bergles,Ramirez,Sunderland,Stoffel,2,6,Murray,11,000013200,cf,NA,2b,ss,1b,dh,rf,c,3b,lf,Koch,,Darin Schneider
