attendance,date,game_id,game_number,home_batter_1,home_batter_2,home_batter_3,home_batter_4,home_batter_5,home_batter_6,home_batter_7,home_batter_8,home_batter_9,home_errors,home_final_score,home_finishing_pitcher,home_hits,home_line_score,home_position_1,home_position_2,home_position_3,home_position_4,home_position_5,home_position_6,home_position_7,home_position_8,home_position_9,home_starting_pitcher,home_team,home_team_long,losing_pitcher,notes,number_of_innings,play-by-play,save,site,start,time,umpires,visiting_team,visiting_team_long,visitor_batter_1,visitor_batter_2,visitor_batter_3,visitor_batter_4,visitor_batter_5,visitor_batter_6,visitor_batter_7,visitor_batter_8,visitor_batter_9,visitor_errors,visitor_final_score,visitor_finishing_pitcher,visitor_hits,visitor_line_score,visitor_position_1,visitor_position_2,visitor_position_3,visitor_position_4,visitor_position_5,visitor_position_6,visitor_position_7,visitor_position_8,visitor_position_9,visitor_starting_pitcher,winning_pitcher
150,"May 15, 2004",simcoe-,,Grant Fjetland,Troy Hatten,Dan Rieck,Joey Young,Mike Donnenwerth,Chris Beall,Chris Cyronek,Brett Murphy,Dusty Kain,1,9,Shawn Parker,14,01421100X,2b,rf,3b,lf,dh,1b,ss,c,cf,Shawn Parker,"simpson college
",Simpson College,Hauck (4-4),Game 6 of the IIAC Tournament...Parker carried a no-hitter through thefirst 4 1/3 innings.,9.0,Y,,"Cedar Rapids, IA (Veterans Memorial)",12:53 pm   ,2:12   ,HP: Woody Miller  1B: Ken F,"coe college
",Coe College,Travis Wiltgen,Eric Hemesath,Chad Kramer,Tim Higgins,Will Renner,Jon Schroeder,Josh Schauf,Justin Maxwell,Nathan Dlouhy,6,6,Brandon Hunt,6,000000600,cf,lf,dh,ss,1b,rf,c,2b,3b,Tom Hauck,Parker (7-2)
,"Apr 18, 2004",lutsto,,Baglien,Norsten,Pavelko,Berry,De La Hunt,Thoreson,Schultheis,Nava,"Johnson, D.",7,21,Green,23,03532404X,c,3b,cf,1b,dh,ss,lf,2b,rf,O'Malley,"st. olaf college
",St. Olaf College,Reed,,9.0,Y,,St. Olaf College,  ,  ,,"luther college
",Luther College,Neil Theisen,Michael Schmalfeldt,John Jaeger,Brad Paulsrud,Steve Lunn,Ryan Klein,Kyle Pearson,Spencer Jones,Michael Nass,1,20,Brock Reed,16,306120062,2b,c,3b,1b,rf,lf,dh,cf,ss,Bill Planton,Green
75,"Apr 08, 2004",corcoe2,2,Travis Wiltgen,Chad Kramer,Tim Higgins,Nathan Dlouhy,Jon Schroeder,Will Renner,Eric Hemesath,Josh Schauf,Ryan Smuck,2,6,Jeremiah Tacker,8,0121020,cf,dh,2b,3b,rf,1b,lf,c,ss,Tom Hauck,"coe college
",Coe College,Hauck,,7.0,Y,,"Cedar Rapids, IA (Xavier High School)",5:45   ,2:15   ,,"cornell college
",Cornell College,Pat Block,Danny Love,Ricky Legree,Todd Reichart,Nate Eichmeyer,Drew Simonis,Justin Mashburn,Tom Mager,Adam Hadenfeldt,1,12,Ryan Williams,13,3104040,cf,ss,3b,c,1b,rf,2b,dh,lf,Andrew Buck,Flansburg
82,"May 04, 2004",morbvu,,Brian Ricken,Joe Poole,Ben Lickteig,Matt Reichle,Mike Soenen,Derek Fink,Kent Bass,Cory Kennedy,Alex Fokken,3,13,Cody Tibbets,10,40140004X,ss,cf,1b,3b,p,2b,lf,c,rf,Mike Soenen,"buena vista university
",Buena Vista Univ.,"Goracke, J",,9.0,Y,Tibbets,"Storm Lake, Iowa (SLHS)",6:30 pm   ,2:43   ,,morningside college,Morningside College,"Hansen, K","Nalan, M",Winklepleck,"Losett, C","Kerr, C","Krohn, D","Kuntze, J",Vollbrecht,"Merrigan, J",2,8,"Hardwick, B",14,001122200,2b,1b,rf,ss,cf,dh,c,3b,lf,"Goracke, J",Soenen
50,"Mar.12, 2004",simsnp,,Grant Fjetland,Dusty Kain,Troy Hatten,Dan Rieck,Mike Donnenwerth,Chris Beall,Joey Young,Brett Murphy,Chris Cyronek,1,3,Casey Graham,8,1010001,2b,cf,rf,lf,3b,1b,dh,c,ss,Casey Graham,"simpson college
",Simpson College,Campo (0-2),,7.0,Y,,"Ft. Pierce, FL (Northwood Complex)",8:45 am   ,1:55   ,,suny-new paltz,Suny-New Paltz,Castro,Gutes,McAdams,DeKams,Crocitto,Cote',Glanzman,Buonamano,Perry,1,2,Campo,4,0110000,2b,c,cf,3b,dh,rf,1b,lf,ss,Campo,Graham (2-0)
223,"May 09, 2004",wardbq2,,Keith Bernard,Cole Lyons,Joe Hapanionek,Travis Lyons,Justin Shepard,Tim Griffith,Mark Becker,Jason Crane,Jarred Koos,5,4,Joe Hapanionek,6,0010201,ss,3b,1b,cf,c,dh,lf,2b,rf,Tim Kinney,"university of dubuque
",Univ. of Dubuque,Kinney,,7.0,Y,Domino,"Dubuque, IA (Chlapaty Field)",  ,  ,,"wartburg college
",Wartburg College,Aaron Port,Patrick Henderson,Joel Reynolds,Brian Greiner,Caleb Klein,Chris Winter,Brian Pins,Chris Robertson,Casey Toops,1,7,Steve Domino,12,1013011,lf,cf,1b,c,rf,3b,ss,dh,2b,Matt Scherbring,Scherbring
75,"Apr 17, 2004",cenmor,,Vollbrecht,"Merrigan, J",Winklepleck,"Banning, Bre","Losett, C","Kerr, C","Nalan, M","Kuntze, J","Hansen, K",0,8,Winklepleck,9,100230020,3b,lf,rf,dh,ss,cf,1b,c,2b,"Krohn, D",morningside college,Morningside College,"Pithan, R ()",,9.0,Y,Mitchell (3),"Carroll, Iowa (Carroll Stadium)",3 p.m.   ,  ,,"central college
",Central College,Nate Landas,Pat Johnson,Adam Duerfeldt,Shea Stamp,Steve Gebhart,Kody Wohlers,Tom Sheehan,Austin DeHoogh,Matt Murphy,0,11,Gavin Mitchell,16,112200104,2b,rf,c,lf,ss,dh,1b,cf,3b,Jon Doudna,Ludwig (2-1)
75,"Apr 07, 2004",cengra1,1,Kerr,Coccia,Burnell,Vernon,Moe,Betancourt,Olson,Jurczynski,Belanger,3,3,Sears,4,000300,rf,2b,ss,dh,3b,cf,1b,c,lf,Stewart,graceland,Graceland,Stewart (),,6.0,Y,,"Lamoni, Iowa",1 pm   ,1:30   ,,"central college
",Central College,Nate Landas,Pat Johnson,Adam Duerfeldt,Shea Stamp,Steve Gebhart,Kody Wohlers,Brett Delaney,Austin DeHoogh,Matt Murphy,0,13,Matt Harre,14,702031,2b,rf,1b,lf,ss,c,dh,cf,3b,Gavin Mitchell,Mitchell (2-2)
100,02-29-04,lorjun1,,Beaver,Hockenberry,Saintz,Camberg,Goedkoop,Leonard,Sternberg,Frailey,Albright,2,3,Hake,5,2000100,2b,cf,rf,dh,1b,lf,c,3b,ss,Michanowicz,juniata (penn.),Juniata (Penn.),Michanowicz (),,7.0,Y,,"Clearwater, Fla. (Jack Russell Stadium)",9:30am   ,2:00   ,,"loras college
",Loras,Chet Medinger,Bobby Bibeau,Tom Andrews,Ryan Von Haden,Aaron Meyer,Eric Gold,Dustin Roth,Jesse Freiberger,AJ Sagen,3,6,David Fischer,14,0112011,cf,2b,3b,rf,dh,1b,ss,lf,c,David Fischer,Fischer (1-0)
,Mar. 15,lutnec2,2,David Zelinskas,Matt Cessna,John Jaeger,Steve Lunn,Kyle Pearson,Kyle Schroeder,Brad Paulsrud,Neil Theisen,Brock Reed,4,2,Jon Fry,7,1001000,ss,lf,3b,rf,dh,c,1b,2b,cf,Ben Furbish,"luther college
",Luther College,None,,7.0,Y,,"Ft. Meyers, FL",  ,FORF-H   ,,new england college,New England College,Pabst,Leo,Merz,Lane,Rossetti,Porter,Lang,Walsh,Fodaski,2,5,Merz,5,0140000,cf,ss,p,c,3b,1b,rf,lf,2b,Merz,None
80,"Apr 13, 2004",bvudor1,,Zomer,Lane,VanMaanen,Haan,Boer,Vandenbosch,DeBoer,Dickman,Wilkerson,2,2,Rozenboom,6,0100010,p,ss,lf,1b,3b,cf,rf,c,2b,Zomer,dordt college,Dordt College,Veldhuisen,,7.0,Y,,Sioux Center,4:10   ,2:05   ,,"buena vista university
",Buena Vista Univ.,Joe Poole,Brian Ricken,Ben Lickteig,Mike Soenen,Derek Fink,Matt Reichle,Alex Fokken,Dan Nuehring,Marc Goeders,2,7,Kyle Sawyer,6,0010015,cf,2b,1b,lf,3b,dh,rf,ss,c,Dan Reis,Sawyer
70,"Apr 06, 2004",guswar1,,Aaron Port,Brian Pins,Joel Reynolds,Brian Greiner,Caleb Klein,Tito Romero,Chris Robertson,Chris Winter,Patrick Henderson,7,6,Steve Domino,9,3210000,rf,2b,ss,c,lf,dh,3b,1b,cf,Ryan Moorman,"wartburg college
",Wartburg College,Larsen (1-3),,7.0,Y,,"Waverly, IA (Hertel Field)",2 p.m.   ,2:10   ,,"gustavus adolphus
",Gustavus Adolphus,Rogness,Konicek,Sherer,A. Larson,T. Larson,Madson,Schmidt,Vrieze,Holman,2,10,Hutton,13,0104050,2b,rf,1b,cf,3b,dh,ss,lf,c,Hutton,Hutton (2-0)
50,"Feb 26, 2004",cora,,Pat Block,Danny Love,Todd Reichart,Nate Eichmeyer,Drew Simonis,Ricky Legree,Tom Mager,Justin Mashburn,Adam Hadenfeldt,3,5,Ryan Williams,5,500000X,cf,ss,c,1b,rf,3b,dh,2b,lf,Ryan Rosenberg,"cornell college
",Cornell College,None,,7.0,Y,Williams (1),"Fort Myers, Fla.",  ,  ,,alma (mich.),Alma (Mich.),Ribitch,Wegener,Evans,Reece,Somers,Pa. Ott,Histed,Jerry,Vermeersch,0,4,Pe. Ott,5,0000121,lf,3b,rf,dh,c,2b,1b,ss,cf,Pe. Ott,Rosenberg (1-0)
100,"Apr 10, 2004",cencor2,2,Pat Block,Danny Love,Ricky Legree,Todd Reichart,Nate Eichmeyer,Drew Simonis,Justin Mashburn,Tom Mager,Adam Hadenfeldt,5,5,Adam Hadenfeldt,8,01001030,cf,ss,3b,c,1b,rf,2b,dh,lf,Dan Cleary,"cornell college
",Cornell College,Williams,,8.0,Y,,"Mount Vernon, Iowa (Ash Park Field)",3:25 pm   ,2:35   ,HP: Paul Keitel  1B: Jim Fasch,"central college
",Central College,Nate Landas,Pat Johnson,Adam Duerfeldt,Shea Stamp,Steve Gebhart,Kody Wohlers,Tom Sheehan,Austin DeHoogh,Matt Murphy,1,10,Gavin Mitchell,13,00400015,2b,rf,1b,lf,ss,c,dh,cf,3b,Matt Rohach,Rohach
,"Mar 11, 2004",coedre1,1,Eric Hemesath,Travis Wiltgen,Tim Higgins,Jon Schroeder,Chad Kramer,Nathan Dlouhy,Josh Schauf,Ryan Smuck,Justin Maxwell,1,2,Tom Hauck,6,000002X,lf,cf,2b,rf,dh,1b,c,ss,3b,Tom Hauck,"coe college
",Coe College,Stellato (),,7.0,Y,,"Clear Water, FL (Invitational)",9 a.m.   ,  ,,drew univ. (nj),Drew Univ. (NJ),Cyriaz,Dinkel,Read,Henrikson,Novak,Pastoriza,Caracciolo,Mason,Haff,1,1,Stellato,5,0000010,cf,3b,ss,rf,dh,1b,lf,c,2b,Stellato,Hauck (2-0)
35,"Apr 25, 2004",corwar1,,Aaron Port,Patrick Henderson,Joel Reynolds,Brian Greiner,Caleb Klein,Chris Winter,Brian Pins,Chris Robertson,Casey Toops,1,9,Ryan Moorman,11,020007X,lf,cf,1b,c,rf,3b,dh,ss,2b,Ryan Moorman,"wartburg college
",Wartburg College,Buck (2-4),,7.0,Y,,"Waverly, IA (Hertel Field)",3 p.m.   ,1:26   ,HP: Mike Gansmer  1B: Tom Galbraith,"cornell college
",Cornell College,Pat Block,Danny Love,Ricky Legree,Todd Reichart,Nate Eichmeyer,Drew Simonis,Justin Mashburn,Joey Campanelli,Adam Hadenfeldt,1,1,Justin Flansburg,5,1000000,cf,ss,3b,dh,1b,rf,2b,c,lf,Andrew Buck,Moorman (3-0)
120,"Mar 23, 2004",bvuog,,Joe Poole,Brian Ricken,Ben Lickteig,Matt Reichle,Mike Soenen,Adam Hardie,Justin List,Cory Kennedy,Dan Nuehring,6,8,Cody Tibbets,11,00033110X,cf,ss,rf,3b,dh,1b,lf,c,2b,Adam Rath,"buena vista university
",Buena Vista Univ.,Asher (),,9.0,Y,Tibbets (2),"Chattanooga, TN",4:00 pm   ,2:30   ,,oglethorpe univ.,Oglethorpe Univ.,Ernst,Coke,Jones,Sims,Casey,Russ,Shaw,Sabala,West,4,6,Magnus,10,001030200,cf,2b,ss,1b,rf,lf,dh,3b,c,Baker,Rath (1-0)
60,"Mar 24, 2004",bvuber2,,Joe Poole,Brian Ricken,Ben Lickteig,Mike Soenen,Matt Reichle,Derek Fink,Dan Nuehring,Cory Kennedy,Mike Koenecke,1,7,Cody Tibbets,5,300400X,cf,ss,1b,rf,dh,3b,2b,c,lf,Jason Hillman,"buena vista university
",Buena Vista Univ.,Montgomery (),,7.0,Y,Tibbets (3),"Chattanooga, TN",3:30   ,2:20   ,,berry college,Berry College,Hopper,Norris,Driskill,Coats,Karr,Culpepper,Hall,Ferenchick,Amano,1,6,Moorehead,9,3011010,cf,rf,ss,1b,lf,dh,3b,2b,c,Montgomery,Sawyer (1-0)
,Mar. 18,lutags2,2,Schreier,Bambenek,Nash,Deden,Ginther,Knafla,Pagel,Kozitza,Rivers,3,5,Golnitz,11,10030010,cf,rf,dh,3b,ss,c,1b,lf,2b,Remme,augsburg college,Augsburg College,Schroeder (),,8.0,Y,,"Ft. Meyers, FL",  ,  ,,"luther college
",Luther College,David Zelinskas,Kyle Schroeder,John Jaeger,Steve Lunn,Brad Paulsrud,Matt Cessna,Kyle Pearson,Spencer Jones,Tim Carroll,4,7,John Jaeger,11,21000022,ss,c,p,rf,1b,lf,3b,cf,2b,John Jaeger,Jaeger (1-0)
300,"May 8, 2004",bvusim1,1,Grant Fjetland,Troy Hatten,Dan Rieck,Joey Young,Mike Donnenwerth,James Brown,Chris Beall,Chris Cyronek,Dusty Kain,2,10,Josh August,13,300160X,2b,rf,c,dh,3b,lf,1b,ss,cf,Shawn Parker,"simpson college
",Simpson College,Soenen (4-4),,7.0,Y,,"Indianola, IA (McBride Field)",1:08 pm   ,1:56   ,HP: Joey Townsell  1B: Joe Nelson,"buena vista university
",Buena Vista Univ.,Brian Ricken,Alex Fokken,Ben Lickteig,Mike Soenen,Matt Reichle,Joe Poole,Derek Fink,Cory Kennedy,Kent Bass,2,4,Ryan Brock,9,0020200,ss,rf,1b,p,3b,cf,2b,c,lf,Mike Soenen,Parker (6-2)
100,03-26-04,lorwsp,,Frombach,Hall,Jones,Waksmonski,Peetz,PetersonM,Polomis,Treml,Brehm,2,6,Pankow,10,10101012,2b,ss,1b,c,dh,3b,rf,lf,cf,Simonson,uw-stevens point,UW-Stevens Point,Cundiff,,8.0,Y,,"Bloomington, Ill. (Illinois Wesleyan)",2:00pm   ,2:30   ,,"loras college
",Loras,Chet Medinger,Bobby Bibeau,Tom Andrews,Ryan Von Haden,Dustin Roth,Eric Gold,Aaron Meyer,AJ Sagen,Ryan Bender,3,5,Tim Cundiff,9,00130001,cf,2b,3b,lf,ss,1b,dh,c,rf,David Fischer,Pankow
,3/3/04,dbqwid1,,Jeremy Rannals,Justin Shepard,Tim Griffith,Joe Hapanionek,Travis Lyons,Cole Lyons,Jamey Rannals,Keith Bernard,Jason Crane,3,0,Adam Busch,3,0000000,lf,dh,rf,1b,cf,3b,c,2b,ss,Ezra O'Heron,"university of dubuque
",Univ. of Dubuque,O'Heron,,7.0,Y,,"Tampa, FL (Univ. of Tampa)",  ,  ,,widener univ.,Widener Univ.,Hogan,Porreca,McLeod,Fischer,Campbell,Pekach,Dougherty,Grady,Moser,0,3,Meccariello,7,3000000,cf,1b,c,lf,ss,2b,rf,dh,3b,Meccariello,Meccariello
100,"Apr 10, 2004",simcoe1,1,Travis Wiltgen,Chad Kramer,Tim Higgins,Nathan Dlouhy,Will Renner,Eric Hemesath,Jon Schroeder,Josh Schauf,Ryan Smuck,3,6,Quince Springer,6,0150000,cf,dh,2b,3b,1b,lf,rf,c,ss,Steve James,"coe college
",Coe College,James (2-2),,7.0,Y,,"Cedar Rapids, IA (Xavier High School)",1 p.m.   ,3 p.m.   ,,"simpson college
",Simpson College,Grant Fjetland,Troy Hatten,Dan Rieck,Mike Donnenwerth,Brett Murphy,Chris Beall,Joey Young,Chris Cyronek,Dusty Kain,2,18,Shawn Parker,18,3144501,2b,rf,3b,dh,c,1b,lf,ss,cf,Shawn Parker,Parker (3-1)
65,"Mar 30, 2004",nwibvu,,Joe Poole,Brian Ricken,Ben Lickteig,Mike Soenen,Matt Reichle,Adam Hardie,Derek Fink,Cory Kennedy,Mike Koenecke,2,7,Mike Soenen,8,00000223X,cf,ss,1b,rf,3b,dh,2b,c,lf,Adam Rath,"buena vista university
",Buena Vista Univ.,"Jett, R (0-2)",,9.0,Y,Soenen (3),"Storm Lake, Iowa (SLHS)",3:30 pm   ,2:10   ,,northwestern college,Northwestern College,"Lunning, G",Heitritter,"Jache, D","Booth, D","Janssen, M","Fisher, R","Harthoorn, N","Ranschau, N","Sunderman, A",3,2,"Pier, T",4,000000110,ss,cf,3b,c,dh,1b,lf,2b,rf,"Menschner, P",Brock (1-1)
45,"Apr 22, 2004",warlut1,1,David Zelinskas,Matt Cessna,John Jaeger,Brad Paulsrud,Kyle Schroeder,Neil Theisen,Steve Lunn,Kyle Pearson,Brock Reed,0,3,Brad Paulsrud,9,0030000,ss,lf,3b,p,c,2b,rf,1b,cf,Brad Paulsrud,"luther college
",Luther College,Paulsrud,,7.0,Y,Larsen,Luther College,1:00 pm   ,1:50   ,,"wartburg college
",Wartburg College,Aaron Port,Patrick Henderson,Joel Reynolds,Brian Greiner,Caleb Klein,Chris Winter,Brian Pins,Chris Robertson,Casey Toops,1,8,Ash Larsen,18,1040111,lf,cf,1b,c,rf,3b,dh,ss,2b,Charlie Colvin,Colvin
85,"May 14, 2004",lutcoe-,,David Zelinskas,Neil Theisen,John Jaeger,Brad Paulsrud,Kyle Schroeder,Matt Cessna,Steve Lunn,Kyle Pearson,Brock Reed,4,2,John Jaeger,9,001000001,ss,2b,3b/p,p/1b,c,lf,rf,1b/3b,cf/lf,Brad Paulsrud,"luther college
",Luther College,Paulsrud (8-2),,9.0,Y,Tacker (3),"Cedar Rapids, Iowa (Veterans Memorial)",1:10 pm   ,2:21   ,HP: Paul Keitel  1B: Joe Nelson,"coe college
",Coe College,Travis Wiltgen,Eric Hemesath,Chad Kramer,Tim Higgins,Will Renner,Jon Schroeder,Josh Schauf,Nathan Dlouhy,Justin Maxwell,1,3,Jeremiah Tacker,10,000000201,cf,lf,dh,ss/2b,1b,rf,c,3b,2b/3b,Mitch Bockenstedt,Bockenstedt (9-2)
100,"May 14, 2004",lutwar-,,Aaron Port,Patrick Henderson,Joel Reynolds,Brian Greiner,Caleb Klein,Chris Winter,Brian Pins,Chris Robertson,Casey Toops,1,8,Ash Larsen,13,01021202X,lf,cf,1b,c,rf,3b,dh,ss,2b,Matt Scherbring,"wartburg college
",Wartburg College,Patnode (6-4),,9.0,Y,,"Cedar Rapids, Iowa (Veterans Memorial)",7:18 pm   ,2:10   ,HP: Dennis Schroeder  1B: Mike Gan,"luther college
",Luther College,David Zelinskas,Neil Theisen,John Jaeger,Brad Paulsrud,Michael Schmalfeldt,Steve Lunn,Kyle Schroeder,Spencer Jones,Brock Reed,2,1,Jon Fry,6,000100000,ss,2b,3b,1b,dh,rf,c,cf,lf,Justin Patnode,Scherbring (9-2)
75,"Mar 19, 2004",cenpnc1,1,Nate Landas,Pat Johnson,Steve Gebhart,Adam Duerfeldt,Shea Stamp,Josh Sandin,Tom Sheehan,Kody Wohlers,Casey Olney,4,8,Matt Harre,9,1020221X,2b,cf,ss,1b,lf,rf,dh,c,3b,Matt Rohach,"central college
",Central College,Rohach,,8.0,Y,Pihs,"Port Charlotte, Fla.",9 a.m.   ,  ,,purdue-north central,Purdue-North Central,Hawkins,Curry,Whitaker,Georgian,DaPrile,Waters,Aigner,Tallman,Mooneyhan,3,14,Pihs,13,02048000,rf,cf,dh,1b,c,3b,ss,2b,lf,Vucko,Losmski
70,"Mar 27, 2004",stmwar1,,Chris Winter,Casey Toops,Joel Reynolds,Brian Greiner,Caleb Klein,Tito Romero,Chris Robertson,Brian Pins,Patrick Henderson,5,6,Ash Larsen,10,0041010,1b,2b,ss,c,lf,dh,3b,rf,cf,Grant Finley,"wartburg college
",Wartburg College,Finley (0-1),,7.0,Y,Gornick (1),"Waverly, IA (Hertel Field)",2 p.m.   ,2:10   ,,"st. mary's
",St. Mary's,Collins,Cicalello,Kimlinger,Rink,Majerus,Gornick,Wilhelmy,Winecke,Jacobson,6,8,Gornick,8,1033100,lf,3b,ss,1b,cf,dh,rf,2b,c,Pedersen,Pedersen (1-1)
40,"Apr 21, 2004",iawcen,,Nate Landas,Pat Johnson,Adam Duerfeldt,Shea Stamp,Steve Gebhart,Kody Wohlers,Tom Sheehan,Austin DeHoogh,Matt Murphy,2,4,Nicholas DePenning,7,010001200,2b,rf,c,lf,ss,dh,1b,cf,3b,Jon Doudna,"central college
",Central College,Doudna (0-2),,9.0,Y,,"Pella, Iowa (Kuyper Athl. Complex)",2:30   ,2:12   ,HP: Neils Johnson  1B: Rod Byrd,"iowa wesleyan
",Iowa Wesleyan,Santiago,Palmer,Taylor,Winnie,Barber,Smith,"Echeverria,J",Duplessis,Mirand,1,8,Sung,9,030011003,2b,cf,dh,c,ss,3b,1b,rf,lf,Campbell,Campbell (3-1)
100,"Apr 03, 2004",simcor2,2,Pat Block,Justin Mashburn,Danny Love,Todd Reichart,Nate Eichmeyer,Ricky Legree,Tom Mager,Drew Simonis,Adam Hadenfeldt,5,6,Brian Vaughan,10,1130010,cf,2b,ss,c,1b,3b,dh,rf,lf,Andrew Buck,"cornell college
",Cornell College,Buck (2-2),,7.0,Y,,"Mount Vernon, Iowa (Ash Park Field)",3:36 pm   ,2:11   ,HP: Tod Hoffstatter  1B: Kevin F,"simpson college
",Simpson College,Grant Fjetland,Troy Hatten,Dan Rieck,Mike Donnenwerth,Brett Murphy,Chris Beall,Joey Young,Chris Cyronek,Dusty Kain,2,16,Josh August,12,1(13)20000,2b,rf,c,3b,dh,1b,lf,ss,cf,Casey Graham,Graham (4-0)
75,3-29-04,wmpdbq1,,Jeremy Rannals,Justin Shepard,Tim Griffith,Travis Lyons,Joe Hapanionek,Cole Lyons,Nathan Mozena,Mark Becker,Keith Bernard,1,5,Joe Hapanionek,9,302000X,p,c,rf,cf,1b,3b,2b,lf,ss,Jeremy Rannals,"university of dubuque
",Univ. of Dubuque,,,7.0,Y,Mell (),"Dubuque,IA (Chlapaty Field)",  ,  ,,william penn univ.,William Penn Univ.,Crain,Cortez,Romero,Flores,McGregor,Matsumoto,Kline,Rotz,Holstad,0,4,Mell,8,0201100,lf,ss,cf,3b,c,1b,dh,2b,rf,Mell,"Rannals, Je"
50,"Feb 27, 2004",corgcc1,,McMillen,Cuthbert,Ott,Diller,Grupp,Stedford,Mycyk,MacDonald,Kennedy,8,3,Jacobs,5,0000030,lf,2b,cf,1b,rf,c,3b,ss,dh,Kearney,grove city (pa.),Grove City (Pa.),Kearney (0-1),,7.0,Y,,"Fort Myers, Fla.",  ,  ,,"cornell college
",Cornell College,Pat Block,Danny Love,Todd Reichart,Nate Eichmeyer,Drew Simonis,Ricky Legree,Tom Mager,Justin Mashburn,Adam Hadenfeldt,1,8,Andrew Buck,10,3100202,cf,ss,c,1b,rf,3b,dh,2b,lf,Andrew Buck,Buck (1-0)
,"Apr 28, 2004",lutdbq2,,Keith Bernard,Mark Becker,Justin Shepard,Travis Lyons,Joe Hapanionek,Jeremy Rannals,Nathan Mozena,Kyle Miller,Jarred Koos,2,2,Ben Ecker,7,0100001,ss,lf,c,cf,p,rf,2b,1b,3b,Joe Hapanionek,"university of dubuque
",Univ. of Dubuque,Hapanionek,,7.0,Y,,"Dubuque, IA (Chlapaty Field)",  ,  ,,"luther college
",Luther College,David Zelinskas,Neil Theisen,John Jaeger,Brad Paulsrud,Kyle Schroeder,Spencer Jones,Kyle Pearson,Steve Lunn,Brock Reed,3,6,John Jaeger,7,0001401,ss,2b,p,1b,c,cf,3b,rf,lf,John Jaeger,Jaeger
80,"Mar 06, 2004",warupb,,Heinrich,Brown,Briskar,Snyder,Kamler,Lentz,Trietley,Morelli,Smock,2,7,Eichenlaub,11,041002X,ss,c,lf,dh,1b,3b,2b,rf,cf,Mravintz,pitt-bradford univer,Pitt-Bradford Univer,Colvin,,7.0,Y,,"Clearwater, Fla.",  ,  ,,"wartburg college
",Wartburg College,Chris Winter,Casey Toops,Joel Reynolds,Brian Greiner,Tito Romero,Brian Pins,Chris Robertson,Aaron Port,Patrick Henderson,4,6,Charlie Colvin,6,0110040,1b,2b,dh,c,lf,rf,ss,3b,cf,Grant Finley,Eichenlaub
,"May 11, 2004",dbqaug,,"Acosta, Jorg","Vroman, Jake","Boyer, Jeff","Phillips, Br","Olson, Kyl","Nelson, Chri","Zimmerman, G","Hand, Jon","Lohmann, Jim",1,9,"Brunner, Jer",9,120032100,ss,cf,dh,rf,1b,2b,lf,c,3b,"Brunner, Jer",augustana college,Augustana College,Blavat,,9.0,Y,,"Rock Island, IL",  ,  ,,"university of dubuque
",Univ. of Dubuque,Keith Bernard,Cole Lyons,Joe Hapanionek,Travis Lyons,Justin Shepard,Tim Griffith,Nathan Mozena,Andy Peterson,Mark Becker,3,3,Joshua Knoll,9,000003000,ss,3b,1b,cf,c,rf,2b,dh,lf,Mike Blavat,"Brunner, Jer"
100,"Mar 15, 2004",cenmla,,Nate Landas,Pat Johnson,Steve Gebhart,Adam Duerfeldt,Shea Stamp,Kody Wohlers,Brett Delaney,Austin DeHoogh,Dan Flaherty,0,3,Tanner Ludwig,7,0011100X,2b,rf,ss,1b,lf,c,dh,cf,3b,Gavin Mitchell,"central college
",Central College,Mitchell,,8.0,Y,,"Port Charlotte, Fla",3 p.m.   ,  ,,massachusetts coll.,Massachusetts Coll.,Tyer,Flynn,Howland,Bailey,Lasalle,Murphy,Hevey,Roberts,Brodowski,2,13,Hemingway,14,15002500,cf,lf,rf,1b,ss,dh,3b,c,2b,Hemingway,Hemingway
,"Apr 14, 2004",coeuiu2,2,Weston Burkholder,Micheal Contreras,Tony Chavez,Scott Perkins,Anthony Aversano,Scott Mason,Curt Shulte,Alan Seabrooke,Brian Crane,0,2,Brandon Bowling,5,0010100,cf,2b,3b,rf,dh,c,lf,1b,ss,Brandon Bowling,upper iowa univ.,Upper Iowa Univ.,Bowling,,7.0,Y,,"Fayette, Iowa (Robertson Woods)",3:30   ,  ,,"coe college
",Coe College,Travis Wiltgen,Chad Kramer,Tim Higgins,Eric Hemesath,Jon Schroeder,Will Renner,Nathan Dlouhy,Josh Schauf,Justin Maxwell,0,3,Jeremiah Tacker,8,0100011,cf,dh,ss,lf,rf,1b,3b,c,2b,Steve James,Tacker
150,"Apr 16, 2004",coe,,Manson,Russell,Mirabal,Valera,Wessels,Perez,Hogg,Simpson,Grant,1,17,Russ,18,42100523X,cf,2b,ss,3b,1b,lf,rf,dh,c,Miller,"mount mercy
",Mount Mercy,Larson (3-4),,9.0,Y,,"Cedar Rapids, Iowa (Veterans Stadium)",  ,2:37   ,,"coe college
",Coe,Jase Jensen,Travis Wiltgen,Tim Higgins,Chad Kramer,Jon Schroeder,Will Renner,Nathan Dlouhy,Josh Schauf,Ryan Smuck,4,10,Matt Repa,14,050101012,lf,cf,2b,dh,rf,1b,3b,c,ss,Chris Larson,Miller (3-1)
