attendance,date,game_id,game_number,home_batter_1,home_batter_10,home_batter_2,home_batter_3,home_batter_4,home_batter_5,home_batter_6,home_batter_7,home_batter_8,home_batter_9,home_errors,home_final_score,home_finishing_pitcher,home_hits,home_line_score,home_position_1,home_position_10,home_position_2,home_position_3,home_position_4,home_position_5,home_position_6,home_position_7,home_position_8,home_position_9,home_starting_pitcher,home_team,home_team_long,losing_pitcher,notes,number_of_innings,play-by-play,save,site,start,time,umpires,visiting_team,visiting_team_long,visitor_batter_1,visitor_batter_10,visitor_batter_2,visitor_batter_3,visitor_batter_4,visitor_batter_5,visitor_batter_6,visitor_batter_7,visitor_batter_8,visitor_batter_9,visitor_errors,visitor_final_score,visitor_finishing_pitcher,visitor_hits,visitor_line_score,visitor_position_1,visitor_position_10,visitor_position_2,visitor_position_3,visitor_position_4,visitor_position_5,visitor_position_6,visitor_position_7,visitor_position_8,visitor_position_9,visitor_starting_pitcher,winning_pitcher
168,"Apr 26, 2015",bvulor2,2,Cole Reeg,NA,Anthony Flattery,Patrick Walsh,Spence Bonner,Adam Kennedy,Tony Heiser,Luke Leibforth,Danny Fahlgren,Nolan Ritter,2,4,Connor Schreck,6,0020101,cf,NA,dh,3b,1b,lf,rf,2b,c,ss,Will Petrosky,"loras college
",Loras College,Grigsby (1-3),,7.0,Y,,"Dubuque, Iowa (Petrakis Park)",4:30 PM   ,2:02   ,HP: Steven Harms  1B: Phil Pupillo,"buena vista university
",Buena Vista Univ.,Tanner Truesdell,NA,Bryce Wessels,Eric Gurbacki,Bennett Mann,Neil Marshall,Thomas Wisecup,Brandon Wessels,Noah Paper,Devon Harms,3,3,Ian Grigsby,6,0010110,dh,NA,2b,1b,rf,cf,3b,lf/c,ss,c,Justin Lange,Schreck (3-1)
50,"Mar 20, 2015",cengac1,1,Spencer Gritsch,NA,Zach Zylstra,Kirby Coppess,Adam Lindell,Zach Brown,Dakotah Wolken,Michael Reuter,Mason Ellis,Jacob Hirst,0,5,Austin Meyer,11,012020X,2b,NA,lf,ss,dh,3b,cf,c,1b,rf,Andy Carr,"central college
",Central College,Cunningham (0-1),,7.0,Y,Meyer (1),"Tucson, Ariz. (Kino Sports Complex)",12 p.m.   ,  ,,"gustavus adolphus
",Gustavus Adolphus,Daniel Carlson,NA,Isaiah Welckle,Josh Chatfield,Garrett Fuchs,Joe Melles,Max Fidler,Dalton Mattson,Christopher Kelly,Sam Warner,0,1,Justin Cunningham,7,0000100,ss,NA,lf,rf,cf,dh,3b,1b,2b,c,Justin Cunningham,Carr (2-0)
283,"Mar 27, 2015",coelor2,2,Craig Konrardy,NA,Michael Redmond,Cole Tomlinson,Jack Hoffmann,Jory Heckenberg,Michael Goerdt,Ben Jacobson,Alec Zwanziger,,3,10,Thomas Schaedel,13,10041211X,ss,NA,cf,c,rf,1b,lf,3b,2b,,AJ Reuter,"coe college
",Coe College,Schwind (0-1),,9.0,Y,,"Cedar Rapids, Iowa (Daniels Park)",3:45 pm   ,2:42   ,HP: Clint Gingerich  1B: Chris Oberbroeckling,"loras college
",Loras College,Cole Reeg,NA,Anthony Flattery,Patrick Walsh,Spence Bonner,Lucas Jacque,Adam Kennedy,Luke Leibforth,Tony Heiser,Nolan Ritter,5,5,Nick Petruzzi,13,012011000,cf,NA,dh,3b,1b,c,lf,2b,rf,ss,Will Petrosky,Reuter (1-0)
343,"Apr 26, 2015",coedbq1,1,Daniel Casanova,NA,James Workman,Dalton Garst,Michael Salazar,Matt Hogan,Austin McWhite,Jacob Evans,Gaetano Florio,Ryan Karrick,2,2,Chris Fields,8,0001001,cf,NA,c,3b,dh,rf,1b,lf,2b,ss,Josh Eastman,"dubuque, univ. of","Dubuque, Univ. of",Eastman (2-7),,7.0,Y,,"Dubuque, Iowa (UD Baseball Field)",1:02 pm   ,1:41   ,HP: Josh Mara  1B: Jeff F,"coe college
",Coe College,Craig Konrardy,NA,Michael Goerdt,AJ Reuter,Grant Henning,Jack Hoffmann,Michael Redmond,Jory Heckenberg,Cole Tomlinson,Thomas Simon,2,7,Jack Hoffmann,15,0402010,ss,NA,lf,1b,c,p,cf,3b,2b,rf,Jack Hoffmann,Hoffmann (8-1)
73,"Mar 20, 2015",bvuaur,,Neil Marshall,NA,Brandon Wessels,Tanner Truesdell,Bryce Wessels,Bennett Mann,Eric Gurbacki,Ryan Duncan,Thomas Wisecup,Devon Harms,1,12,Ian Grigsby,16,00061212X,cf,NA,lf,dh,ss,rf,1b,3b,2b,c,Justin Lange,"buena vista university
",Buena Vista Univ.,Hart (2-2),,9.0,Y,,"Carol Stream, Ill.",2:00 PM   ,2:20   ,HP: Rafael Rivera  1B: Al Hochmuth,aurora university,Aurora University,Jeff Gersch,NA,Adam Lipscomb,Tanner Oymaian,Dillon Popovich,Nick Turner,Mike Cherven,Danny Walczak,Jake Monson,Cale Sparks,3,6,Jacob Stockman,11,200000031,rf,NA,2b,ss,dh,cf,c,lf,1b,3b,Colin Hart,Lange (3-0)
75,"Mar 15, 2015",lorham2,,Connell,NA,Picht,Olstad,Sammon,Moro,Tormey,Setrum,Summers,Berumen,2,20,Kukurich,18,042086X,rf,NA,1b,lf,2b,cf,ss,dh,3b,c,Brautigam,"hamline university
",Hamline University,Walsh,,7.0,Y,,"Jacksonville, Ill. (Lenz Field)",1:15 PM   ,2:34   ,,"loras college
",Loras College,Cole Reeg,NA,Anthony Flattery,Spence Bonner,Tony Heiser,Adam Kennedy,Luke Leibforth,Lucas Jacque,Dan Pecoraro,,4,9,Brad Schwind,11,0511200,cf,NA,3b,1b,rf,lf,2b,c,ss,,Patrick Walsh,Kukurich
243,"Mar 28, 2015",coelor3,1,Craig Konrardy,NA,Michael Goerdt,Cole Tomlinson,AJ Reuter,Michael Redmond,Jack Hoffmann,Grant Henning,Jory Heckenberg,Alec Zwanziger,1,7,Connor Alberhasky,7,000115X,ss,NA,lf,rf,1b,cf,dh,c,3b,2b,Connor Alberhasky,"coe college
",Coe College,Steines (1-2),,7.0,Y,,"Cedar Rapids, Iowa (Daniels Park)",1:00 pm   ,1:23   ,HP: Eric Olson  1B: Jeff F,"loras college
",Loras College,Cole Reeg,NA,Anthony Flattery,Patrick Walsh,Spence Bonner,Tony Heiser,Adam Kennedy,Luke Leibforth,Lucas Jacque,Nolan Ritter,1,0,Robert Hovey,0,0000000,cf,NA,dh,3b,1b,rf,lf,2b,c,ss,Alex Steines,Alberhasky (2-1)
45,"Mar 21, 2015",lutcar,,Alex Weber,NA,Jon Opdahl,Mitch Knippenberg,Carlos Pineda,Matt Larson,David Lowe,Andrew Burgmeier,Joe Silversmith,Casey Waterman,0,3,Nate Beckman,6,100001001,cf,NA,2b,c,dh,lf,3b,1b,ss,rf,Alec Knop,"luther college
",Luther College,Knop (1-1),,9.0,Y,,"Tucson, Ariz. (Kino Complex Field 4)",9 a.m.   ,2:36   ,HP: Rhonda Pauls  2B: Steve Boutang,carthage college,Carthage College,Knoespel,NA,Schmidlkofer,"Bailey, Drew","Hero, Reed",Helmich,Wade,Wick,Stevens,Fortunato,4,9,Dresen,16,101031012,lf,NA,c,ss,dh,1b,3b,rf,2b,cf,Daniels,Daniels (1-0)
200,"May 02, 2015",cenlor4,2,Kirby Coppess,NA,Zach Zylstra,Adam Lindell,Michael Reuter,Seth Griffiths,Mason Ellis,Noah Stochl,Zach Brown,Andy Carr,2,5,Austin Meyer,6,00001211,ss,NA,lf,dh,c,cf,1b,2b,3b,rf,Matt Schissel,"central college
",Central College,Forkenbrock (0-1),,8.0,Y,,"Pella, Iowa (Kupyer Athl. Complex)",12:38   ,2:07   ,HP: Richie Chievous  1B: Dean Kirkpatrick,"loras college
",Loras College,Dan Weis,NA,Anthony Flattery,Spence Bonner,Tony Heiser,Adam Kennedy,Nate Even,Chad Crabill,Nolan Ritter,,4,4,Zach Forkenbrock,6,00000040,2b,NA,3b/1b,1b,rf,lf,cf,c,ss,,Patrick Walsh,Meyer (1-2)
124,"Apr 27, 2015",bvulor3,1,Cole Reeg,NA,Anthony Flattery,Patrick Walsh,Spence Bonner,Tony Heiser,Adam Kennedy,Luke Leibforth,Danny Fahlgren,Nolan Ritter,0,2,Alex Steines,5,00001001,cf,NA,dh,3b,1b,rf,lf,2b,c,ss,Alex Steines,"loras college
",Loras College,Hazel (3-3),,8.0,Y,,"Dubuque, Iowa (Petrakis Park)",3:30 PM   ,2:15   ,HP: David Fields  1B: Samuel King,"buena vista university
",Buena Vista Univ.,Tanner Truesdell,NA,Bryce Wessels,Eric Gurbacki,Bennett Mann,Neil Marshall,Thomas Wisecup,Brandon Wessels,Noah Paper,Devon Harms,2,1,Kendall Hazel,4,00000010,lf,NA,2b,1b,dh,cf,3b,rf,ss,c,Wes Onken,Steines (2-3)
201,"May 08, 2015",iiacgm8,,Kirby Coppess,NA,Zach Zylstra,Adam Lindell,Michael Reuter,Seth Griffiths,Spencer Gritsch,Mason Ellis,Zach Brown,Jacob Hirst,1,8,Jake Voss,10,22202000X,ss,NA,lf,dh,c,rf,2b,1b,3b,cf,Matt Schissel,"central college
",Central College,Walsh (3-3),,9.0,Y,,"Cedar Rapids, Iowa (Veterans Mem. Stad.)",6:45 PM   ,2:23   ,HP: Bret Miell  1B: Patrick McIllhon  3B: Jay Wiechmann,"loras college
",Loras College,Cole Reeg,NA,Tony Heiser,Spence Bonner,Adam Kennedy,Luke Leibforth,Lucas Jacque,Ryan Koester,Nolan Ritter,,1,0,Will Petrosky,3,000000000,cf,NA,rf,1b,lf,2b,c,3b,ss,,Patrick Walsh,Schissel (3-3)
125,"Mar 21, 2015",bvuwhea,,"Kimmel, Josh",NA,"Schappell, Matt","Mellinger, Kyle","Peltz, Johnny","Krause, Matt","MaLossi, Alex","Laucella, Andrew","Trivits, Kyle","Carpenter, JD",2,7,"Johnson, Nick",9,3000000310,cf,NA,2b,3b,rf,ss,lf,dh,c,1b,"Kaufman, Michael",wheaton college (il),Wheaton College (IL), (2-0),,10.0,Y,"Johnson, N","Carol Stream, Ill. (Lee Pfund Stadium)",2:00 PM   ,2:50   ,,"buena vista university
",Buena Vista Univ.,Neil Marshall,NA,Brandon Wessels,Tanner Truesdell,Bryce Wessels,Bennett Mann,Eric Gurbacki,Devin Wagenman,Ryan Duncan,Thomas Wisecup,2,8,Cam Beatty,17,3102000101,cf,NA,c,dh,ss,rf,1b,lf,3b,2b,Lucas Hadaway,L
50,"Mar 01, 2015",warmtu,,Nick Piotrowski,NA,Adam Bialosky,Mitchell Lake,Anthony Morino,Justin Jakubik,Sean Mohney,James Weber,Derek Frye,Scott Sherwood,0,23,Brandon Bell,20,20430635X,dh,NA,lf,ss,3b,rf,2b,c,1b,cf,Wes Kemp,univ. of mount union,Univ. of Mount Union,Bolt (),,9.0,Y,,"Winter Haven, Fla. (Chain O'Lakes #4)",3:44 pm   ,7:04   ,,"wartburg college
",Wartburg College,Jackson Litterer,NA,Tyler Mougin,Ryan Kemp,DJ Utley,Milton Croes,Blake Wilson,Jacob Thumann,Zach Hovick,Tyler Willis,6,6,Samuel Langfritz,13,040101000,lf,NA,ss,cf,dh,1b,c,rf,3b,2b,Parker Bolt,Kemp (1-0)
265,"Mar 17, 2015",cenmar,,Dakotah Wolken,NA,Zach Zylstra,Kirby Coppess,Adam Lindell,Zach Brown,Ryan Garrett,Spencer Gritsch,Michael Reuter,Andy Carr,0,8,Mark Schroeder,13,122100002,cf,NA,lf,ss,dh,1b,3b,2b,c,rf,Matt Schissel,"central college
",Central College,Dornacker (0-1),,9.0,Y,,"Tucson, Ariz. (Kino Sports Complex)",12:30 PM   ,2:55   ,,marian university,Marian University,Thompson,NA,Gellinger,DeBoer,McCoy,Grannis,Dugandzic,Ryan,Eagan,Vorpagel,2,12,Barger,17,002000451,lf,NA,rf,3b,1b,dh,c,cf,2b,ss,Hansen,Barger (1-0)
209,"May 02, 2015",dbqsim4,2,Jake Esdohr,NA,Jake Scieszinski,Austin Burlin,Jonathan Greiner,Bud Smith,Gage Reis,Taylor Harmon,Nick Anderson,Devan Wicks,0,5,Matt Pennings,8,200300X,cf,NA,ss,rf,3b,c,1b,2b,dh,lf,Matt Pennings,"simpson college
",Simpson College,Garst (3-3),,7.0,Y,,"Indianola, Iowa (McBride Field)",5:03 pm   ,1:28   ,HP: Danny Duskin  1B: Ronald Acuna,"dubuque, univ. of","Dubuque, Univ. of",Daniel Casanova,NA,James Workman,Austin McWhite,Trace Florek,Jacob Evans,Gaetano Florio,Tyler Lewan,Will Doherty,,2,3,Chris Fields,9,1001100,cf,NA,2b,1b,lf,rf,ss,3b,c,,Dalton Garst,Pennings (5-5)
250,"Apr 26, 2015",simwar1,1,Jackson Litterer,NA,Tyler Willis,Ryan Kemp,DJ Utley,Jacob Thumann,Blake Wilson,Milton Croes,Tyler Mougin,Matt Kruger,1,5,Taylor Gilson,6,104000X,3b,NA,2b,cf,1b,rf,c,dh,ss,lf,Taylor Gilson,#8 wartburg college,#8 Wartburg College,Sickels (0-3),,7.0,Y,,"Waverly, Iowa (Hertel Field)",1 p.m.   ,1:33 hr   ,HP: Ryan Farnsworth  1B: Brett Miel,"simpson college
",Simpson College,Jake Esdohr,NA,Gage Reis,Jake Scieszinski,Devan Wicks,Jonathan Greiner,Nick Anderson,Taylor Harmon,Bud Smith,Luke Anctil,1,0,Matt Burrell,4,0000000,cf,NA,1b,ss,lf,3b,dh,2b,c,rf,Jalen Sickels,Gilson (7-1)
60,"Mar 07, 2015",simcor1,,Jake Esdohr,NA,Jake Scieszinski,Nick Anderson,Austin Burlin,Devan Wicks,Bud Smith,Jonathan Greiner,Jeremy Roehrick,Taylor Harmon,4,3,Brock Borgeson,6,101010000,cf,NA,ss,dh,rf,lf,c,1b,3b,2b,Gage Reis,"simpson college
",Simpson College,Pennings (0-1),,9.0,Y,,"Tucson, Ariz. (Kino Sports Complex)",1:10 pm   ,2:28   ,,"cornell college
",Cornell College,Joe Gerace,NA,John Tesenky,Beriah Quick,Joben Barnes,TJ Rausch,Chris Rana,Brandon Davis,Josh Dimmitt,Nate Streb,1,11,Tyler Riggs,16,000000065,cf,NA,rf,ss,dh,3b,1b,lf,c,2b,Tyrus Hartman,Villhauer (1-0)
40,"Apr 08, 2015",lutsmu2,2,Willie Doll,NA,David Barry,Ben Buerkle,Jon Schlemmer,Kevin Miley,Jake Barry,Drew Denning,Jake Mencacci,Cale Pieczynski,1,13,Fejt,12,01200(10)X,cf,NA,ss,lf,dh,rf,1b,2b,c,3b,R.J. Brown,saint mary's (minn.),Saint Mary's (Minn.),Adams (2-1),,7.0,Y,Fejt (1),"Winona, Minn. (Max Molock Field)",4:20   ,2:19   ,,"luther college
",Luther College,Joe Silversmith,NA,Aldon Severson,Andrew Burgmeier,Matt Larson,Zach Hendrikson,Mitch Knippenberg,Ryan Vijums,Jon Opdahl,Casey Waterman,0,11,Mitch Adams,14,0522200,ss,NA,1b,dh,lf,rf,c,cf,2b,3b,Cody Reimer,Jacobs (1-1)
53,"Mar 05, 2015",lorsmu1,1,Cole Reeg,NA,Tony Heiser,Patrick Walsh,Spence Bonner,Anthony Flattery,Luke Leibforth,Adam Kennedy,Lucas Jacque,Nolan Ritter,1,6,Kody Massner,11,200200101,cf,NA,rf,3b,1b,dh,2b,lf,c,ss,Will Petrosky,"loras college
",Loras College,Jacobs (0-1),,9.0,Y,,"Auburndale, Fla. (Lake Myrtle Park)",12:30 PM   ,2:27   ,HP: Troupe  1B: To,saint mary's (minn.),Saint Mary's (Minn.),Willie Doll,NA,David Barry,Ben Buerkle,Jon Schlemmer,A.J. Redders,Kevin Miley,Cale Pieczynski,Tyler Lursen,Drew Denning,2,5,Austin Jacobs,7,300100100,cf,NA,ss,lf,dh,1b,rf,3b,c,2b,Ben Johnson,Massner (1-0)
40,"Mar 07, 2015",dbqelm1,1,Daniel Casanova,NA,Eddie Pablo,Michael Salazar,Dalton Garst,Will Doherty,John Henderson,Austin Monfross,Michael Riordan,Gaetano Florio,2,2,Josh Eastman,6,00001100X,cf,NA,ss,lf,1b,c,3b,rf,dh,2b/3b,Josh Eastman,"dubuque, univ. of","Dubuque, Univ. of",Theisen (0-1),,9.0,Y,,"Jacksonville, Ill. (Lenz Field)",4:00 pm   ,2:20   ,,elmhurst college,Elmhurst College,"Compton, A.J.",NA,"Thongchamleunsouk, K","Havel, Ben","Tsiodras, Zach","Struck, Greg","Ross, Edgar","Kressner, Brandon","Conroy, Matt","McReynolds, Reagan",0,1,"Nevarez, Ivan",4,000010000,cf,NA,2b,1b,c,dh,3b,ss,rf,lf,"Theisen, Justin",Eastman (1-0)
250,"May 15, 2015",coencaa3,,Cordova,NA,Kohlwey,Anderson,Morgan,Barsness,Zyhowski,Buxton-Vers.,Vatch,,0,5,Kenkel,9,010000202,ss,NA,rf,1b,c,cf,lf,2b,3b,,Adler,#20 wis.-la crosse,#20 Wis.-La Crosse,,NCAA Division III Midwest Regional...Coe advances to Sunday's championshipgame...UW-L plays winner of UW-Whitewater/Concordia-Chicago Saturday at1:30 p.m....First-ever meeting between Coe/UW-L...Konrardy & Goerdt (Coe)combine 10-of-11; 6 runs and 4 RBI...Top-five in Coe line-up with 2 RBI.Lavery faced 3 batters in the 4th.,9.0,Y,Adler (0-3),"La Crosse, Wis. (Copeland Park)",7:50 pm   ,2:54   ,HP: Chris Viverito  1B: Adam Berg  2B: Jeff Gould  3B: Ken Lehn,"coe college
",Coe College,Craig Konrardy,NA,Michael Goerdt,AJ Reuter,Jack Hoffmann,Jory Heckenberg,Grant Henning,Michael Redmond,Cole Tomlinson,Alec Zwanziger,2,11,Jack Hoffmann,18,100601003,ss,NA,lf,1b,dh/p,3b,c,cf,rf/2b,2b,Ben Jacobson,"Jacobson, B"
46,"Apr 10, 2015",lorlut1,1,Matt Larson,NA,Joe Silversmith,Aldon Severson,Carlos Pineda,David Lowe,Alex Weber,Zach Hendrikson,Mitch Knippenberg,Jon Opdahl,1,8,Teddy Klingsporn,10,101033X,lf,NA,ss,1b,dh,3b,cf,rf,c,2b,Teddy Klingsporn,"luther college
",Luther College,Schwoebel (5-1),,7.0,Y,,"Decorah, Iowa (LC Baseball Field)",1:00 pm   ,1:13   ,HP: Larry Allen  1B: Dave Field,"loras college
",Loras College,Cole Reeg,NA,Anthony Flattery,Patrick Walsh,Spence Bonner,Adam Kennedy,Luke Leibforth,Lucas Jacque,Tony Heiser,Nolan Ritter,1,2,Brad Schwind,5,0101000,cf,NA,dh,3b,1b,lf,2b,c,rf,ss,Adam Schwoebel,Klingsporn (4-0)
163,"Apr 18, 2015",lorwar4,2,Cole Reeg,NA,Tony Heiser,Patrick Walsh,Spence Bonner,Anthony Flattery,Adam Kennedy,Luke Leibforth,Lucas Jacque,Nolan Ritter,4,3,Dan Millius,7,0003000,cf,NA,rf,3b,1b,dh,lf,2b,c,ss,Kody Massner,"loras college
",Loras College,Massner (1-1),,7.0,Y,,"Dubuque, Iowa (Petrakis Park)",3:30 PM   ,2:10   ,HP: Joe Saldivar  1B: Paul Keitel,#13 wartburg college,#13 Wartburg College,Jackson Litterer,NA,Tyler Willis,Ryan Kemp,DJ Utley,Jacob Thumann,Blake Wilson,Milton Croes,Tyler Mougin,Matt Kruger,2,9,Michael Knouse,11,3410100,3b,NA,2b,cf,1b,rf,c,dh,ss,lf,Michael Knouse,Knouse (4-1)
50,"Mar 07, 2015",warrwu2,2,Matt Kruger,NA,Jacob Thumann,Ryan Kemp,DJ Utley,Milton Croes,Blake Wilson,Clay Henning,Zach Hovick,Tyler Willis,1,4,Taylor Gilson,8,100210X,lf,NA,rf,cf,1b,dh,c,ss,3b,2b,Shane Chafa,"wartburg college
",Wartburg College,Campo,,7.0,Y,Nadermann,"Lakeland, Fla. (Henley Field)",11:30 am   ,1:45   ,,roger williams univ.,Roger Williams Univ.,Caulin Rogers,NA,Shane Nowak,Jamie Timothy,Chris Travers,Reid Nelson,Shawn Cariglio,Joe Hock,Zach Tavano,Kevin Baker,4,3,Kaelan Rayner,8,1101000,2b,NA,3b,cf,c,lf/1b,1b,dh,rf,ss,Tyler Campo,Arnold
323,"Apr 17, 2015",cencoe2,2,Craig Konrardy,NA,Michael Goerdt,AJ Reuter,Grant Henning,Jack Hoffmann,Michael Redmond,Cole Tomlinson,Jory Heckenberg,Brett Slager,2,7,Jack Hoffmann,10,10010014X,ss,NA,lf,1b,c,dh/p,cf,2b,3b,rf,Connor Alberhasky,"coe college
",Coe College,Schroeder (1-1),,9.0,Y,,"Cedar Rapids, Iowa (Daniels Park)",3:15 pm   ,2:10   ,HP: Paul Keitel  1B: Kevin F,"central college
",Central College,Spencer Gritsch,NA,Zach Zylstra,Kirby Coppess,Adam Lindell,Michael Reuter,Zach Brown,Andy Carr,Mason Ellis,Jacob Hirst,1,3,Mark Schroeder,7,001001100,2b,NA,lf,ss,rf,c,3b,dh,1b,cf,Dakotah Wolken,Hoffmann (6-1)
,"Mar 28, 2015",lutsim3,1,Jake Esdohr,NA,Gage Reis,Austin Burlin,Bud Smith,Jeremy Roehrick,Keegin Branin,Taylor Harmon,Ethan Kain,,1,5,Colin Sexton,7,0000032,cf,NA,1b,rf,c,3b,ss,2b,lf,,Jake Scieszinski,"simpson college
",Simpson College,Scieszinski (2-2),,7.0,Y,,"Indianola, Iowa (McBride Field)",12:55 pm   ,2:21   ,HP: Mike Kelly  1B: Danny Duskin,"luther college
",Luther College,Alex Weber,NA,Joe Silversmith,Mitch Knippenberg,Matt Larson,Carlos Pineda,David Lowe,Aldon Severson,Zach Hendrikson,Jon Opdahl,2,13,Andrew Withers,16,0010174,cf,NA,ss,c,rf,lf,3b,1b,dh,2b,Blake Peterson,Peterson (2-1)
327,"May 07, 2015",iiacgm4,,Jackson Litterer,NA,Tyler Willis,Ryan Kemp,DJ Utley,Jacob Thumann,Blake Wilson,Milton Croes,Tyler Mougin,Robbie Anstoetter,1,7,Michael Knouse,11,02103001X,3b,NA,2b,cf,1b,rf,c,dh,ss,lf,Taylor Gilson,#14 wartburg college,#14 Wartburg College,Beckman (4-4),,9.0,Y,Knouse (1),"Cedar Rapids, Iowa (Veterans Mem. Stad.)",9:02 pm   ,2:13   ,HP: Patrick Mcllhon  1B: Jay Wiechmann  3B: Josh Mara,"luther college
",Luther College,Matt Larson,NA,Jon Opdahl,Aldon Severson,Andrew Burgmeier,David Lowe,Alex Weber,Joe Silversmith,Zach Hendrikson,Cody Reimer,0,6,David Lowe,14,000000510,lf,NA,2b,1b,dh,3b/p,cf,ss,c,rf,Nate Beckman,Nadermann (3-1)
275,"May 02, 2015",bvulut3,1,Neil Marshall,NA,Kolby Hilgenberg,Eric Gurbacki,Tanner Truesdell,Bennett Mann,Bryce Wessels,Thomas Wisecup,Brandon Wessels,Noah Paper,2,3,Kendall Hazel,7,010002X,cf,NA,lf,1b,dh,rf,2b,3b,c,ss,Wes Onken,"buena vista university
",Buena Vista Univ.,Peterson (4-4),,7.0,Y,,"Storm Lake, Iowa (BVU/SL BB Field)",12:00pm   ,1:25   ,HP: Troy Solsaa  1B: Sean Johnston,"luther college
",Luther College,Matt Larson,NA,Jon Opdahl,Aldon Severson,Andrew Burgmeier,Alex Weber,David Lowe,Joe Silversmith,Mitch Knippenberg,Cody Reimer,0,2,Blake Peterson,3,0002000,lf,NA,2b,dh,1b,cf,3b,ss,c,rf,Blake Peterson,Hazel (5-3)
55,"Mar 16, 2015",dbqlas2,,Dan Gagnon,NA,Matt Sammarco,Wes Hurty,Skylar Beckerman,Brandon Valentin,Tyler Flaherty,Matt Haskell,AJ McKenzie,,2,6,Vinny Romano,12,401100X,ss,NA,lf,c,rf,cf,3b,1b,2b,,Kevin Post,lasell college,Lasell College, (1-0),,7.0,Y,Trifiletti (0-1),"Fort Myers, Fla.",11:20   ,2:40   ,,"dubuque, univ. of","Dubuque, Univ. of",Trace Florek,NA,Will Fogel,Daniel Casanova,Dalton Garst,Jacob Evans,Matt Hogan,Gaetano Florio,Will Doherty,Ryan Karrick,4,5,Tyler Trifiletti,10,2210000,lf,NA,2b,cf,1b,rf,dh,3b,c,ss,Tyler Trifiletti,J
75,"Mar 27, 2015",cenwar1,1,Tyler Willis,NA,Jacob Thumann,Ryan Kemp,DJ Utley,Milton Croes,Blake Wilson,Tyler Mougin,Jackson Litterer,Robbie Anstoetter,3,2,Taylor Gilson,4,0100010,2b,NA,rf,cf,1b,dh,c,ss,3b,lf,Parker Bolt,#14 wartburg college,#14 Wartburg College,Bolt (2-2),,7.0,Y,,"Waverly, Iowa (Hertel Field)",2 p.m.   ,2:00   ,,"central college
",Central College,Spencer Gritsch,NA,Zach Zylstra,Kirby Coppess,Adam Lindell,Zach Brown,Michael Reuter,Noah Stochl,Dakotah Wolken,Jacob Hirst,1,3,Andy Carr,10,1000101,2b,NA,lf,ss,dh,1b,c,3b,rf,cf,Andy Carr,Carr (3-0)
55,"Apr 27, 2015",cenlut4,2,Alex Weber,NA,Jon Opdahl,Aldon Severson,Andrew Burgmeier,David Lowe,Joe Silversmith,Cody Reimer,Zach Hendrikson,Casey Waterman,1,5,Nate Beckman,6,00000014X,cf,NA,2b,dh,1b,3b,ss,rf,c,lf,Nate Beckman,"luther college
",Luther College,Schissel (2-3),,9.0,Y,,"Decorah, Iowa (LC Baseball Field)",3:40 pm   ,2:00   ,HP: Richard Smith  1B: Russ Lundquist,"central college
",Central College,Kirby Coppess,NA,Zach Zylstra,Adam Lindell,Michael Reuter,Seth Griffiths,Zach Brown,Mason Ellis,Noah Stochl,Jacob Hirst,1,2,Mark Schroeder,5,200000000,ss,NA,lf,dh,c,rf,3b,1b,2b,cf,Matt Schissel,Beckman (4-2)
163,"Apr 10, 2015",coesim2,2,Jake Esdohr,NA,Gage Reis,Austin Burlin,Bud Smith,Adam Richman,Jonathan Greiner,Jake Scieszinski,Taylor Harmon,Luke Anctil,1,2,Brock Borgeson,6,100000010,cf,NA,1b,rf,c,dh,3b,ss,2b,lf,Daultan Gibson,"simpson college
",Simpson College,"Gibson, Da",,9.0,Y,,"Indianola, Iowa (McBride Field)",5:36 pm   ,2:24   ,HP: Aaron Perez  1B: Josh Mara,"coe college
",Coe College,Craig Konrardy,NA,Michael Goerdt,AJ Reuter,Grant Henning,Jack Hoffmann,Jory Heckenberg,Michael Redmond,Cole Tomlinson,Alec Zwanziger,1,9,Tony Becker,10,100051002,ss,NA,lf,1b,c,dh,3b,cf,rf,2b,Connor Alberhasky,Alberhasky (3-2)
,"Mar 14, 2015",lormacm1,,Mammenga,NA,Antoine,Krummrich,Lomelino,Balkenbusch,Watson,Wililams,Luft,Frazier,5,5,Werries,10,001011200,cf,NA,2b,dh,c,ss,rf,lf,1b,3b,Hodges,macmurray college,MacMurray College,Hodges (),,9.0,Y,,"Jacksonville, Ill. (Lenz Field)",3:00 pm   ,  ,,"loras college
",Loras College,Cole Reeg,NA,Anthony Flattery,Patrick Walsh,Spence Bonner,Tony Heiser,Adam Kennedy,Luke Leibforth,Lucas Jacque,Nolan Ritter,1,13,Robert Hovey,16,010052041,cf,NA,1b,3b,dh,rf,lf,2b,c,ss,Adam Schwoebel,Schwoebel (2-0)
