attendance,date,game_id,game_number,home_batter_1,home_batter_10,home_batter_2,home_batter_3,home_batter_4,home_batter_5,home_batter_6,home_batter_7,home_batter_8,home_batter_9,home_errors,home_final_score,home_finishing_pitcher,home_hits,home_line_score,home_position_1,home_position_10,home_position_2,home_position_3,home_position_4,home_position_5,home_position_6,home_position_7,home_position_8,home_position_9,home_starting_pitcher,home_team,home_team_long,losing_pitcher,notes,number_of_innings,play-by-play,save,site,start,time,umpires,visiting_team,visiting_team_long,visitor_batter_1,visitor_batter_10,visitor_batter_2,visitor_batter_3,visitor_batter_4,visitor_batter_5,visitor_batter_6,visitor_batter_7,visitor_batter_8,visitor_batter_9,visitor_errors,visitor_final_score,visitor_finishing_pitcher,visitor_hits,visitor_line_score,visitor_position_1,visitor_position_10,visitor_position_2,visitor_position_3,visitor_position_4,visitor_position_5,visitor_position_6,visitor_position_7,visitor_position_8,visitor_position_9,visitor_starting_pitcher,weather,winning_pitcher
104,"Apr 09, 2011",corlor3,2,Charlie Muir,NA,Matt Pfister,Zach Rogers,Robert Carlson,Ryan Clausen,Craig Furstenau,Milton Kurschner,Andrew Patzke,Jesse Searls,3,3,Justin Brown,5,0002010,rf,NA,cf,3b,dh,1b,c,ss,lf,2b,Adam Butler,"cornell college
",Cornell College,Adam Butler,,7.0,Y,,"Mount Vernon, Iowa (Ash Park)",3:08 PM   ,1:48   ,HP: Rod Schulte  2B: Todd Timbrook,"loras college
",Loras College,Mike Pudlo,NA,Clay Henricksen,Austin Brown,BJ Juergens,Calvin Rea,Kyle Soeder,Travis Olson,Eric DeSousa,Joe Walker,0,6,Spencer Radabaugh,7,0110040,ss,NA,c,cf,1b,lf,rf,dh,3b,2b,Cole Boge," 60 Degrees, Wind SE 11 MPH",Cole Boge
,"Mar 13, 2011",cenuwst1,,Giebel,NA,Yaucher,Smolinski,O'Connell,Duske,Schoch,Guida,Paulsrud,Brockman,2,5,Hedeen,8,0020300,cf,NA,rf,dh,3b,2b,lf,c,1b,ss,Hedeen,univ. of wis.-stout,Univ. of Wis.-Stout,Hedeen,,7.0,Y,,"Mesa, Ariz. (Westwood High School)",Noon   ,  ,,"central college
",Central College,Mike Furlong,NA,Anthony Miller,Caleb Rangel,Jarred Lackey,Ryan Allison,Josh Stanton,David Lakin,Allen Mann,Sam Stetzel,0,7,Michael Jontz,9,0101122,ss,NA,3b,dh/p,rf,2b,c,1b,lf,cf,Dirk Lindaman,,Michael Jontz
89,"Apr 17, 2011",lorlut2,1,Chris Reynolds,NA,Jeff Rose,Ryan Bahnemann,Chris Erikson,Mitchel Obey,Joe Thompson,Paul Ryan,Steve Beckman,Kevin Bradley,0,4,Danny Smith,9,000022X,2b,NA,lf,3b,1b,cf/lf,rf,dh,ss,c,Danny Smith,"luther college
",Luther College,Cole Boge,,7.0,Y,,"Decorah, Iowa (Luther College)",2:00 pm   ,1:37   ,,"loras college
",Loras College,Mike Canevello,NA,Clay Henricksen,Austin Brown,BJ Juergens,Calvin Rea,Kyle Soeder,Joe Walker,Spencer Radabaugh,Mike Pudlo,1,1,Ben Cottrell,5,0000010,rf,NA,c,cf,1b,lf,dh,2b,3b,ss,Cole Boge, 52 and Sunny,Danny Smith
90,"Apr 23, 2011",cencoe1,1,Scott DeAngelis,NA,Tyler Leadley,Nick Stein,Kevin Schuver,Sean Raisch,Adam Nisenson,Ryan Velvick,Kaileb Armbruster,Brennan Melloy,2,0,Kevin Baranowski,5,0000000X,2b,NA,rf,cf,c,lf,1b,3b,dh,ss,Kevin Baranowski,"coe college
",Coe College,Kevin Baranowski,,8.0,Y,,"Cedar Rapids, Iowa (Daniels Park)",1:00 pm   ,1:40   ,,"central college
",Central College,Mike Furlong,NA,Sam Stetzel,Caleb Rangel,Jarred Lackey,Adam Ariola,Anthony Miller,Ryan Allison,Max Seeman,Seth Carson,0,2,Joel Pulliam,7,00101000,ss,NA,cf,lf,rf,2b,3b,dh,c,1b,Joel Pulliam," 50 Degrees, Winds NW at 19 mph",Joel Pulliam
123,"Mar 13, 2011",warsto3,,Sam Maus,Brady Sand,Sean Dube,Andy Bartz,Adam Johnson,Erik Nelson,Dan Lee,Logan Brau,E. Klefsaas,Nick Kulla,0,6,Pete Loizzo,8,211020X,ss,p/3b,dh,rf,1b,lf,c,3b,cf,2b,Brady Sand,"st. olaf college
",St. Olaf College,Michael Schinstock,,7.0,Y,,"Sauget, Ill. (GCS Ballpark)",12 p.m.   ,1:36   ,,"wartburg college
",Wartburg College,Ben Roemmich,NA,Andrew Krehbiel,Patrick Grau,Drew Yoder,Ryan Powers,Nate Rost,Dan Marshall,Levi Montague,Ryan Doty,3,0,Brad Walker,3,0000000,rf,NA,lf,cf,1b,ss,c,dh,3b,2b,Michael Schinstock,,Brady Sand
60,"Mar 16, 2011",lorsnc,,Joe Walker,NA,Clay Henricksen,Calvin Rea,BJ Juergens,Austin Brown,Kyle Barton,Mike Canevello,Spencer Radabaugh,Mike Pudlo,1,1,Greg Farrey,6,0001000,2b,NA,c,lf,1b,cf,dh,rf,3b,ss,Kyler Laurie,"loras college
",Loras College,Kyler Laurie,,7.0,Y,,"Auburndale, FL (Lake Myrtle (Main))",6:20 PM   ,2:15   ,,"st. norbert
",St. Norbert,Powers,NA,Hannon,Fisher,Yost,Way,Kehl,Pierre,LaJeunesse,Ljunggren,1,13,Hillesheim,14,2520004,2b,NA,cf,3b,rf,dh,c,lf,1b,ss,Hillesheim," Mostly sunny, 79",Hillesheim
90,"Apr 02, 2011",lorsim3,2,Mike Canevello,NA,Joe Walker,Calvin Rea,Clay Henricksen,Kyle Barton,Connor Reilly,Kyle Soeder,Mark Jablonski,Mike Pudlo,4,2,Cole Boge,5,0000002,rf,NA,2b,lf,c,1b,3b,dh,cf,ss,Kevin Moriarity,"loras college
",Loras College,Kevin Moriarity,,7.0,Y,,"Dubuque, IA (Petrakis Field)",3:15pm   ,1:45   ,,"simpson college
",Simpson College,Tyler Crandell,NA,Drew Yarkosky,Trent Svehla,Dave Johnson,Brad Agan,Zach Smith,Colton Calvert,Justin Svehla,Ethan Hale,3,6,Paul Brown,9,2000202,cf,NA,c,lf,ss,3b,dh,rf,1b,2b,Paul Brown,,Paul Brown
236,"May 06, 2011",coesim1,,Tyler Crandell,NA,Drew Yarkosky,Dave Johnson,Colton Calvert,Jake Barr,Justin Svehla,Brad Agan,Blake Heitmeier,Ethan Hale,2,11,Matt Russell,18,002123210,cf,NA,c,ss,rf,lf,1b,dh,3b,2b,Paul Brown,"simpson college
",Simpson College,Kyle Ruehle,,9.0,Y,,"Indianola, Iowa (McBride Field)",6:09 pm   ,3:02   ,HP: Kevin Frost  1B: Rich Chopon,"coe college
",Coe College,Scott DeAngelis,NA,Tyler Leadley,Nick Stein,Kevin Schuver,Adam Nisenson,Ryan Velvick,Kaileb Armbruster,Brennan Melloy,,2,16,Tyler Hixson,16,200003(10)01,2b,NA,rf,cf,c,1b,3b,lf,ss,,Sean Raisch," P Cldy, 72; Wind 16-24",John King
71,"Apr 02, 2011",cenwar2,,Ben Roemmich,NA,Andrew Krehbiel,Patrick Grau,Drew Yoder,Ryan Powers,Michael Schinstock,Nate Rost,Ryan Doty,Levi Montague,3,10,Nate Rost,12,200341X,rf,NA,lf,cf,dh,ss,1b,c,2b,3b,Scott Benson,"wartburg college
",Wartburg College,Bret Bell,,7.0,Y,,"Waverly, IA (Hertel Field)",1:00pm   ,2:21   ,HP: Chris Oberbrockling  1B: Randy Schult,"central college
",Central College,Mike Furlong,NA,Anthony Miller,Jarred Lackey,Caleb Rangel,Adam Ariola,Ryan Allison,Josh Stanton,Seth Carson,Sam Stetzel,2,7,Mike Werkheiser,9,1012102,ss,NA,3b,rf,dh,lf,2b,c,1b,cf,Dirk Lindaman,,Scott Benson
460,"May 12, 2011",iiac04,,Scott DeAngelis,NA,Tyler Leadley,Nick Stein,Sean Raisch,Kevin Schuver,Adam Nisenson,Ryan Velvick,John Logan,Brennan Melloy,0,19,John King,21,20120185,2b,NA,rf,cf,lf,c,1b,3b,dh,ss,Kevin Baranowski,"coe college
",Coe College,Chris Dorff,,8.0,Y,,"Cedar Rapids, Iowa (Veterans Memorial)",7:55pm   ,2:56   ,,"simpson college
",Simpson College,Ethan Hale,NA,Drew Yarkosky,Dave Johnson,Justin Svehla,Colton Calvert,Brad Agan,Tyler Crandell,Jake Barr,Blake Heitmeier,3,8,Kyle Pullins,7,00000800,2b,NA,c,ss,1b,rf,dh,cf,lf,3b,Chris Dorff,,Alex Korth
,03/12/11,simcuc1,1,Tyler Crandell,NA,Zach Smith,Dave Johnson,Colton Calvert,Trent Svehla,Brad Agan,Justin Svehla,Drew Yarkosky,Ethan Hale,0,3,John Russell,7,0110100,cf,NA,dh,ss,rf,lf,3b,1b,c,2b,Mike Huyser,"simpson college
",Simpson College,Mike Huyser,,7.0,Y,,"Phoenix, AZ (South Mountain C.C.)",12:00p   ,2:00   ,,"concordia university chicago
",Concordia Chicago,Brown,NA,Weis,Gier,Pacyga,Binninger,Stephens,Rush,Eichholzer,Miller,3,6,Buss,8,0102021,2b,NA,ss,3b,dh,1b,lf,c,rf,cf,Buss," Sunny and breezy, 72",Buss
100,"Apr 29, 2011",cencor2,2,Adam Ariola,NA,Sam Stetzel,Mike Furlong,Caleb Rangel,Anthony Miller,Jarred Lackey,Josh Stanton,Seth Carson,Allen Mann,1,11,Mike Werkheiser,11,030242X,2b,NA,cf,ss,dh,3b,rf,c,1b,lf,Michael Jontz,"central college
",Central College,Nick Norris,,7.0,Y,,"Pella,Iowa (Kuyper Athl. Complex)",3:52 pm   ,2:02   ,HP: Patrick McIhlom  1B: Matt Beadeux,"cornell college
",Cornell College,Matt Pfister,NA,Charlie Muir,Zach Rogers,Andrew Patzke,Ryan Clausen,Craig Furstenau,Justin Brown,Robert Carlson,Milton Kurschner,1,3,Nathan Jepsen,4,0000030,cf,NA,rf,3b,lf,1b,c,2b,dh,ss,Nick Norris,,Michael Jontz
163,"Apr 23, 2011",corwar1,1,Matt Pfister,NA,Charlie Muir,Zach Rogers,Robert Carlson,Ryan Clausen,Andrew Patzke,Kody Karjala,Ryan Nordtvedt,Jesse Searls,4,2,Drew Campbell,2,1010000,cf,NA,dh,3b,lf,1b,rf,ss,c,2b,Adam Butler,"cornell college
",Cornell College,Adam Butler,,7.0,Y,,"Mount Vernon, Iowa (Ash Park)",1:10 PM   ,1:54   ,HP: Paul Keitel  2B: Ryan Farnsworth,"wartburg college
",Wartburg College,Ben Roemmich,NA,Andrew Krehbiel,Patrick Grau,Drew Yoder,Ryan Powers,Michael Schinstock,Nate Rost,Ryan Doty,Levi Montague,1,16,Drew Babinat,22,0601261,rf,NA,lf,cf,dh,ss,1b,c,2b,3b,Brad Watson," 49 Degrees, Wind W 16 MPH",Brad Watson
75,"Apr 22, 2011",bvusim1,,Brad Blum,NA,Brock Yossi,Michael Hoffman,Kevin Kloewer,Ryan Scheetz,Joe Paletta,Andy Compton,Dylan Colo,Tyler Case,0,5,Kyle Dupic,11,11000111X,ss,NA,3b,lf,c,1b,dh,rf,2b,cf,Luke Probasco,"buena vista university
",Buena Vista Univ.,Mike Huyser,,9.0,Y,,"Storm Lake, Iowa (BVU/SL Field)",6:00pm   ,2:00pm   ,,"simpson college
",Simpson College,Tyler Crandell,NA,Dave Johnson,Trent Svehla,Colton Calvert,Brad Agan,Justin Svehla,Grant Thomas,Blake Heitmeier,Ethan Hale,0,1,Kyle Ruehle,7,000001000,cf,NA,ss,lf,rf,dh,1b,c,3b,2b,Mike Huyser,,Luke Probasco
187,"Apr 09, 2011",coedbq3,,Nicholas Martin,NA,Bobby Shepherd,Andrew Danna,Todd Whited,Brock Grubbs,Nathan Lucas,Vince Parisi,Mac Shepherd,Aaron Laskowski,2,0,Kyle Staats,3,0000000,2b,NA,rf,ss,lf,dh,1b,c,3b,cf,Kyle Staats,"dubuque, univ. of","Dubuque, Univ. of",Kyle Staats,,7.0,Y,,"Dubuque, Iowa (Chlapaty Field)",3:10 pm   ,1:34   ,HP: Eric Olson  1B: Ken F,"coe college
",Coe College,Tyler Leadley,NA,Adam Nisenson,Nick Stein,Kevin Schuver,Ryan Velvick,Kaileb Armbruster,Spencer Sobba,Scott DeAngelis,Brennan Melloy,2,2,John King,4,0001010,rf,NA,1b,cf,c,3b,lf,dh,2b,ss,Sean Raisch, sunny 57,Sean Raisch
144,"Apr 02, 2011",bvudbq3,2,Nicholas Martin,NA,Ryan Tackitt,Andrew Danna,Todd Whited,Nick Baldocchi,Brock Grubbs,Jeffrey Stevens,Vince Parisi,Aaron Laskowski,2,4,Todd Whited,5,2100001,2b,NA,1b,ss,lf/p,3b,dh,rf/lf,c,cf,Kyle Staats,"dubuque, univ. of","Dubuque, Univ. of",Kyle Staats,,7.0,Y,,"Dubuque, Iowa (Chlapaty Field)",4 p.m.   ,1:50   ,HP: Eric Olson  1B: Ken F,"buena vista university
",Buena Vista Univ.,Brad Blum,NA,Brock Yossi,Michael Hoffman,Kevin Kloewer,Ryan Scheetz,Joe Paletta,Andy Compton,Dylan Colo,Tyler Case,0,8,Tyler Lefeber,13,2041100,ss,NA,3b,lf,c,1b,dh,rf,2b,cf,Jarad George," sunny, 52 W-10-20 West",Jarad George
134,"May 18, 2011",bvuncaa1,,"Herrin, B",NA,"D'Angelo, C","Aiello, Joey","Hodges, Will","Soderlund, M","Pusateri, K","Hasser, John","Albers, Josh","Eickmeyer, T",5,1,"Sanchez, M",8,001000000,lf,NA,rf,1b,cf,c,ss,dh,3b,2b,"Perez, Mario","carthage
",Carthage,"Perez, Mario",,9.0,Y,,"Bloomington, Ill. (Horenberger Field)",3:30 pm   ,2:01   ,HP: Matt Ossenfort  1B: Kevin Ferris  2B: Paul Cusack  3B: Rick Allen,"buena vista university
",Buena Vista Univ.,Brad Blum,NA,Brock Yossi,Michael Hoffman,Kevin Kloewer,Ryan Scheetz,Joe Paletta,Andy Compton,Dylan Colo,Tyler Case,0,8,Luke Probasco,12,001001321,ss,NA,3b,lf,c,1b,dh,rf,2b,cf,Luke Probasco, 58 and cloudy,Luke Probasco
100,"Mar 20, 2011",bvuham2,,Brad Blum,NA,Nick Schlecht,Michael Hoffman,Kevin Kloewer,Nick Maxwell,Ryan Scheetz,Dylan Colo,Neil Eddie,Tyler Case,2,13,Andrew Marshall,15,313060X,ss,NA,2b,rf,dh,lf,1b,3b,c,cf,Ryan Wuebker,"buena vista university
",Buena Vista Univ.,Eikman,,7.0,Y,,"Tucson, AZ (Kino Sports Complex)",3:30 pm   ,2:20   ,,"hamline university
",Hamline University,Powell,NA,Miller,Rogers,Buck,King,Richardson,Ellefson,Modrynski,Dahl,4,3,Beringer,6,0000030,2b,NA,cf,rf,dh,lf,c,3b,1b,ss,Eikman,,Ryan Wuebker
150,02-27-11,warrhit2,2,Stemple,NA,Benitez,Kovacs,Newman,Stopka,Pilipovich,Akard,Miller,Turk,2,3,Fuller,6,000300X,lf,NA,ss,cf,3b,dh,c,rf,2b,1b,Schuler,"rose-hulman
",Rose-Hulman,Michael Schinstock,,7.0,Y,,"Auburndale, Fla. (Lake Myrtle Park 1)",2:00 pm   ,1:35   ,,"wartburg college
",Wartburg College,Ben Roemmich,NA,Ryan Doty,Patrick Grau,Drew Yoder,Ryan Powers,Michael Schinstock,Levi Montague,Jonathon Rose,Andrew Krehbiel,0,0,Michael Schinstock,5,0000000,rf,NA,2b,cf,1b,ss,p,3b,c,lf,Michael Schinstock,,Schuler
59,"Apr 09, 2011",simwar2,,Ben Roemmich,NA,Andrew Krehbiel,Patrick Grau,Drew Yoder,Ryan Powers,Michael Schinstock,Nate Rost,Ryan Doty,Levi Montague,2,4,Scott Benson,6,202000X,rf,NA,lf,cf,dh,ss,1b,c,2b,3b,Scott Benson,"wartburg college
",Wartburg College,Paul Brown,,7.0,Y,,"Waverly, IA (Hertel Field)",1:00 PM   ,1:21   ,HP: Paul Keitel  1B: Randy Schult,"simpson college
",Simpson College,Tyler Crandell,NA,Drew Yarkosky,Trent Svehla,Dave Johnson,Zach Smith,Colton Calvert,Brad Agan,Justin Svehla,Ethan Hale,3,0,Paul Brown,1,0000000,cf,NA,c,lf,ss,dh,rf,3b,1b,2b,Paul Brown,,Scott Benson
,"Mar 19, 2011",lutcolb1,1,Chris Reynolds,NA,Steve Beckman,Ryan Bahnemann,Mitchel Obey,Joe Thompson,Kevin Bradley,Eric Pittman,Matt Reynolds,Ian Fitzgerald,1,6,Joe Martin,10,400002X,3b,NA,ss,1b,lf,rf,c,2b,dh,cf,Joe Martin,"luther college
",Luther College,Morrill,,7.0,Y,,"Ft. Meyers, FL",  ,  ,,colby college,Colby College,Newton,NA,Atsalis,Gallagher,Mastrocola,Gold,Lerner,Arndt,Nieuw,Schroeder,1,2,Morrill,7,1010000,rf,NA,cf,dh,3b,2b,lf,1b,ss,c,Morrill,,Joe Martin
423,"May 04, 2011",coemmu,,Scott DeAngelis,NA,Tyler Leadley,Nick Stein,Kevin Schuver,Sean Raisch,Adam Nisenson,John Logan,Ryan Velvick,Brennan Melloy,1,7,Brenden Drahn,9,100020011101,2b,NA,rf,cf,c,lf,1b,dh,3b,ss,Josh Gordon,"coe college
",Coe College,Hotchkiss,,12.0,Y,,"Cedar Rapids, Iowa (Daniels Park)",4:00 pm   ,3:07   ,,"mount mercy
",Mount Mercy,Rodriguez,NA,Diaz,Glunt,Franco,Pankow,Heumann,Del Rio,Bearbower,Salas,0,6,Hotchkiss,15,230000000100,ss,NA,3b,1b,dh,rf,lf,c,cf/p,2b,Weber," 59 Degrees, Winds SE at 10 mph",Brenden Drahn
425,"May 13, 2011",iiac08,,Brad Blum,NA,Brock Yossi,Michael Hoffman,Kevin Kloewer,Ryan Scheetz,Joe Paletta,Andy Compton,Dylan Colo,Tyler Case,2,3,Kyle Dupic,7,200000001,ss,NA,3b,lf,c,1b,dh,rf,2b,cf,Reggie Kock,"buena vista university
",Buena Vista Univ.,Reggie Kock,,9.0,Y,,"Cedar Rapids, Iowa (Veterans Memorial)",7:45pm   ,2:19   ,,"simpson college
",Simpson College,Ethan Hale,NA,Drew Yarkosky,Dave Johnson,Tyler Crandell,Justin Svehla,Colton Calvert,Jake Barr,Zach Smith,Blake Heitmeier,2,7,Mike Huyser,8,303000010,2b,NA,c,ss,cf,1b,rf,lf,dh,3b,Mike Huyser,,Mike Huyser
90,"Mar 29, 2011",loruwp,,Mike Canevello,NA,Joe Walker,Calvin Rea,BJ Juergens,Austin Brown,Travis Olson,Kyle Soeder,Eric DeSousa,Mike Pudlo,2,9,Spencer Radabaugh,8,10040004X,rf,NA,2b,lf,1b,cf,c,dh,3b,ss,Eric Rife,"loras college
",Loras College,Lenzen,,9.0,Y,,"Dubuque, Iowa (Petrakis Park)",3:30 pm   ,2:35   ,,"university of wisconsin-plateville
",UW-Platteville,Ney,NA,J. Wiley,Hopson,Benesh,Kattre,Luther,Milka,Patton,Jacobson,3,7,Lenzen,7,401020000,rf,NA,1b,3b,2b,lf,cf,dh,c,ss,Nelson," 38 DEGREES, MOSTLY SUNNY",Spencer Radabaugh
54,"May 01, 2011",dbqwar3,,Ben Roemmich,NA,Andrew Krehbiel,Patrick Grau,Drew Yoder,Ryan Powers,Michael Schinstock,Nate Rost,Scott Benson,Jonathon Rose,0,10,Ryan Doty,13,202024X,rf,NA,lf,cf,dh,ss,1b,c,3b,2b,Ryan Doty,"wartburg college
",Wartburg College,Kyle Staats,,7.0,Y,,"Waverly, Iowa (Hertel Field)",3:16 PM   ,1:34   ,HP: Ken Robbins  1B: Ryan Eklund,"dubuque, univ. of","Dubuque, Univ. of",Andrew Danna,NA,Ryan Tackitt,Nathan Lucas,Todd Whited,Nick Baldocchi,Vince Parisi,Matthew Gaddis,Jeffrey Stevens,Tyler Weiss,3,1,Tyler Weiss,5,0001000,ss,NA,2b,1b,dh,3b,c,lf,rf,cf,Kyle Staats,,Ryan Doty
50,"Mar 11, 2011",coeblc2,2,Tyler Leadley,NA,Adam Nisenson,Nick Stein,Ryan Schisler,Kevin Schuver,Ryan Velvick,John Logan,Brennan Melloy,Kaileb Armbruster,1,5,John King,7,104000X,rf,NA,1b,cf,lf,c,2b,dh,ss,3b,Kevin Baranowski,"coe college
",Coe College,Siefken,,7.0,Y,,"Chain of Lakes, Fla. (Chain of Lakes Park)",11 a.m.   ,  ,,"bethany lutheran
",Bethany Lutheran,Gass,NA,Siefken,Hendley,Woodside,Fisher,Hirschauer,Lawson,Vomhof,Hager,3,4,Siefken,6,0030010,ss,NA,p,1b,c,cf,lf,3b,2b,rf,Siefken,,Kevin Baranowski
70,"Mar 25, 2011",bvuecsu,,Brad Blum,NA,Brock Yossi,Michael Hoffman,Kevin Kloewer,Ryan Scheetz,Joe Paletta,Andy Compton,Alex Davis,Tyler Case,2,3,Griffin Hatten,10,200000001,ss,NA,3b,lf,c,1b,dh,rf,2b,cf,Luke Probasco,"buena vista university
",Buena Vista Univ.,Luke Probasco,,9.0,Y,,"Tucson, AZ (Kino Sports Complex)",10:00 am   ,2:30   ,,e. connecticut st.,E. Connecticut St.,Cousineau,NA,Perry,Schult,Turgeon,Dewing,Balowski,Accomando,O'Connell,Cannata,0,11,Purnell,19,001051211,cf,NA,lf,dh,rf,1b,3b,2b,ss,c,Dimon,,Dimon
75,"Mar 05, 2011",coeweb,,Stevenson,NA,Aaron,Genna,Henke,Schaefer,M. Moore,Shelton,Kienker,Kojs,1,5,Dooley,10,00040000001,cf,NA,lf,3b,1b,dh,c,ss,rf,2b,Shaw,webster,Webster,John King,,11.0,Y,,"Chain of Lakes, Fla. (Chain of Lakes Park)",2:00 pm   ,  ,,"coe college
",Coe College,Tyler Leadley,NA,Adam Nisenson,Nick Stein,Ryan Schisler,Kevin Schuver,Ryan Velvick,Kaileb Armbruster,Brennan Melloy,Scott DeAngelis,0,4,John King,11,00001030000,rf,NA,1b,cf,lf,c,3b,dh,ss,2b,Sean Raisch,,Dooley
300,"May 14, 2011",iiac09,,Ben Roemmich,NA,Andrew Krehbiel,Patrick Grau,Drew Yoder,Ryan Powers,Michael Schinstock,Nate Rost,Levi Montague,Joe Grote,3,12,Nate Rost,9,02523000X,rf,NA,lf,cf,dh,ss,1b,c,3b,2b,Marcus Walcsyk,"wartburg college
",Wartburg College,Brett Crable,,9.0,Y,,"Cedar Rapids, Iowa (Veterans Memorial)",11:30am   ,2:50   ,,"simpson college
",Simpson College,Ethan Hale,NA,Drew Yarkosky,Dave Johnson,Tyler Crandell,Justin Svehla,Colton Calvert,Jake Barr,Brad Agan,Blake Heitmeier,5,11,Brett Crable,14,038000000,2b,NA,c,ss,cf,1b,rf,lf,dh,3b,Kyle Ruehle,,Joe Moen
42,"May 01, 2011",dbqwar2,,Ben Roemmich,NA,Andrew Krehbiel,Patrick Grau,Drew Yoder,Ryan Powers,Michael Schinstock,Nate Rost,Ryan Doty,Jonathon Rose,2,4,Nate Rost,7,202000X,rf,NA,lf,cf,dh,ss,1b,c,3b,2b,Scott Benson,"wartburg college
",Wartburg College,Kalen Mace,,7.0,Y,,"Waverly, Iowa (Hertel Field)",1:05 PM   ,1:38   ,HP: Ryan Eklund  1B: Ken Robbin,"dubuque, univ. of","Dubuque, Univ. of",Andrew Danna,NA,Nicholas Martin,Nathan Lucas,Todd Whited,Nick Baldocchi,"Armas, C.",Vince Parisi,Aaron Laskowski,Kyle Duggan,1,3,Kalen Mace,6,1000110,ss,NA,2b,1b,rf,3b,dh,c,cf,lf,Kalen Mace,,Scott Benson
80,"Mar 06, 2011",bvugrn2,,Skelly,NA,Goldfien,Nodzenski,Suryn,Bogard,Blumenreich,Kemis,Fletcher,Inafuku,1,3,Kelley,4,00000300X,cf,NA,ss,c,lf,p,2b,rf,1b,3b,Bogard,"grinnell college
",Grinnell College,Michael Dirkx,,9.0,Y,,"Fulton, MO",10:00 am   ,2:20   ,,"buena vista university
",Buena Vista Univ.,Brad Blum,NA,Brock Yossi,Michael Hoffman,Kevin Kloewer,Ryan Scheetz,Andy Compton,Neil Eddie,Tyler Case,Weston Foxx,4,2,Reggie Kock,8,100001000,ss,NA,3b,lf,dh,1b,rf,c,cf,2b,Michael Dirkx,,A. Platt
79,"Apr 09, 2011",simwar3,,Ben Roemmich,Ryan Doty,Andrew Krehbiel,Patrick Grau,Drew Yoder,Ryan Powers,Michael Schinstock,Nate Rost,Dan Marshall,Jonathon Rose,2,3,Marcus Walcsyk,8,000102000,rf,p/2b,lf,cf,dh,ss,1b,c/p,3b,2b,Ryan Doty,"wartburg college
",Wartburg College,Nate Rost,,9.0,Y,,"Waverly, Iowa (Hertel Field)",2:50 pm   ,2:18   ,HP: Randy Schulte  1B: Paul Keitel,"simpson college
",Simpson College,Tyler Crandell,NA,Brett Crable,Dave Johnson,Tyler Craig,Drew Yarkosky,Jake Barr,Blake Heitmeier,Justin Svehla,Ethan Hale,4,6,Chris Dorff,11,100001103,lf,NA,cf,ss,dh,c,rf,3b,1b,2b,Chris Dorff,,Chris Dorff
383,"May 01, 2011",coegrn2,2,Scott DeAngelis,NA,Tyler Leadley,Nick Stein,Kevin Schuver,Ryan Schisler,Adam Nisenson,John Logan,Ryan Velvick,Brennan Melloy,0,6,Alex Korth,8,212010X,2b,NA,rf,cf,c,lf,1b,dh,3b,ss,Kevin Baranowski,"coe college
",Coe College,Bogard,,7.0,Y,,"Cedar Rapids, Iowa (Daniels Park)",4:10 pm   ,1:57   ,,"grinnell college
",Grinnell College,Davis,NA,Inafuku,Nodzenski,Suryn,Fletcher,Schaeffer,Kemis,Blumenreich,Mayberry,4,2,Goetz,7,0002000,cf,NA,3b,c,lf,1b,dh,rf,2b,ss,Bogard," 59 Degrees, Winds W at 19 mph",Kevin Baranowski
145,"Mar 12, 2011",dbqbar2,2,Nicholas Martin,NA,Ryan Tackitt,Andrew Danna,Todd Whited,Nick Baldocchi,Tom Crohan,Matthew Gaddis,Kyle Duggan,Vince Parisi,1,6,Kalen Mace,9,203010X,2b,NA,dh,ss,lf,3b,1b,rf,cf,c,Kyle Staats,"dubuque, univ. of","Dubuque, Univ. of",Zantout,,7.0,Y,,"Ft. Myers, Fla (Terry Park)",3 p.m.   ,1:41   ,,baruch college,Baruch College,R. Menendez,NA,A. Memendez,A. Mata,T. Daly,M. Mejia,J. Ovames,Yuksekol,Guerrero,Torres,2,2,Zantout,6,1000010,ss,NA,2b,lf,rf,cf,1b,dh,c,3b,Zantout, sunny 82,Kyle Staats
110,"Mar 24, 2011",bvuham3,,Powell,NA,Modrynski,Rogers,Buck,Johnson,Richardson,Dahl,Schwartz,Hackel,1,5,Kreitlow,9,002000012,2b,NA,1b,rf,dh,lf,c,ss,cf,3b,Ellefson,"hamline university
",Hamline University,James Stone,,9.0,Y,,"Tucson, AZ (Kino Sports Complex)",10:00 am   ,2:30   ,,"buena vista university
",Buena Vista Univ.,Brad Blum,NA,Brock Yossi,Michael Hoffman,Kevin Kloewer,Ryan Scheetz,Andy Compton,Tyler Case,Neil Eddie,Dylan Colo,2,4,James Stone,12,100011010,ss,NA,3b,lf,dh,1b,rf,cf,c,2b,Jarad George,,Kreitlow
