date,home_batter_1,home_batter_2,home_batter_3,home_batter_4,home_batter_5,home_batter_6,home_batter_7,home_batter_8,home_batter_9,home_errors,home_final_score,home_finishing_pitcher,home_hits,home_line_score,home_position_1,home_position_2,home_position_3,home_position_4,home_position_5,home_position_6,home_position_7,home_position_8,home_position_9,home_starting_pitcher,home_team,home_team_long,losing_pitcher,notes,number_of_innings,save,site,start,time,umpires,visiting_team,visiting_team_long,visitor_batter_1,visitor_batter_2,visitor_batter_3,visitor_batter_4,visitor_batter_5,visitor_batter_6,visitor_batter_7,visitor_batter_8,visitor_batter_9,visitor_errors,visitor_final_score,visitor_finishing_pitcher,visitor_hits,visitor_line_score,visitor_position_1,visitor_position_2,visitor_position_3,visitor_position_4,visitor_position_5,visitor_position_6,visitor_position_7,visitor_position_8,visitor_position_9,visitor_starting_pitcher,weather,winning_pitcher
4/14/2019,JoJo McNair,Jarod Harris,Tyler Hovick,Tyler Nunemaker,Emmanuel Jeffery,Bryce Butler,Parker Ridge,Collin Guinn,Joesph Baumann,0,6,Darren Kilpatrick,9,10100220X,cf,2b,lf,rf,dh,3b,ss,1b,c,Darren Kilpatrick,WAR,wartburg college,Condello,,9,,"Waverly, Iowa (Hertel Field)",12 p.m.,1:55 hr,Home Plate: Mark BeerndesFirst: Bill Connolly,NWU,nebraska wesleyan,Johnson,Ward,Kolbush,Winterstein,Scheer,Watkins,Gellatly,Knox,Nichols,1,0,McHugh,4,000000000,lf,ss,1b,dh,cf,c,rf,3b,2b,Condello,,Darren Kilpatrick
3/23/2019,McNair,Harris,Jeffery,Nunemaker,Hayes,Walker,Ridge,Guinn,Baumann,1,2,Eybers,5,100000001,cf,2b,lf/1b,rf,3b,dh,ss,1b,c,Milewski B.,,wartburg college,Milewski B.,,9,,"Waverly, Iowa (Hertel Field)",3 p.m.,2:05,,,"dubuque, univ. of",Jack Lasswell,JJ Valencia,Kellen Mitchell,Justin Jensen,Thomas Kempf,Jordan Goldstein,Zach McCoy,Daulton Kvenvold,Jarad Clevenger,1,3,Chase Kueter,6,020000001,2b,rf,1b,cf,dh,3b,ss,c,lf,Chase Kueter,,Chase Kueter
3/13/2019,Ross Beumer,Grant Becher,Ben Boran,Nick Caldeen,Cody Ulfers,Brady Schuster,Jake LaBerge,Hunter Pearce,Tommy Gannon,2,18,Conner Side,18,224325X,cf,2b,ss,c,dh,3b,1b,lf,rf,Logan Nissen,,bethany lutheran,Sam Condello,,7,,"Tucson, Ariz. ()",2:00 pm,2:00,,NWU,nebraska wesleyan,Aaron Nichols,Spencer Scheer,Tyler Winterstein,Derek Kolbush,Evan Gellatly,Will Watkins,Riley Ward,Brook Johnson,Jackson Cummins,1,7,Trey Pavlik,8,0100033,2b,3b,rf,1b,cf,dh,ss,lf,c,Sam Condello,,Logan Nissen
3/10/2019,Maki Medici,Ryan Palmer,Tim Quinlan,Matthew Fitzgerald,Christian Tiffin,Jacob Gaboriault,Matthew Leviton,Thomas Giglio,Nate Palmer,2,0,Kyle Bailey,4,0000000,rf,2b,3b,c,ss,1b,lf,dh,cf,Griffin Baur,,utica,Griffin Baur,,7,,"Auburndale, FL (Lake Myrtle Field #4)",3:45pm,2:30,,SIM,simpson,Noah Sacco,Kolton Arnold,Truman Schmitt,Josh Breitbarth,Brandon Urias,Nathan Carlin,Brady Held,Zach Hollingsworth,Richie Hintz,0,10,Tanner Jansen,17,0005140,lf,1b,c,dh,3b,ss,rf,cf,2b,Tanner Jansen,,Tanner Jansen
4/20/2019,Coy Moore,Ryan Bouwman,Garrett Saunders,Tanner Wood,Joe Rebik,Trevor Kimm,Ben Wallace,Chris Riddle,Lucas Farren,1,3,Kyle Wright,10,000111000,cf,1b,ss,dh,lf,c,3b,2b,rf,Tyler Steward,CEN,central,Tyler Steward,,9,Nathan Schneiderman,"Pella, Iowa (Kuyper Athl. Complex)",1 p.m.,2:40,Home Plate: Dean KirkpatrickFirst: Nathaniel Havemen,DBQ,dubuque,Jack Lasswell,Daulton Kvenvold,Jarad Clevenger,Thomas Kempf,Zach McCoy,JJ Valencia,Jacob Sonnefeldt,Josh Pawlowski,Luke Carroll,3,6,Nathan Schneiderman,5,122000100,2b,dh,lf,1b,ss,rf,3b,cf,c,Nick Sewruk,,Nick Sewruk
3/11/2019,Jack Lasswell,JJ Valencia,Kellen Mitchell,Justin Jensen,Thomas Kempf,Luke Carroll,Jarad Clevenger,Jordan Goldstein,Zach McCoy,2,19,Nick Sewruk,16,250048X,2b,rf,dh,cf,1b,c,lf,3b,ss,Tyler Carlson,,"dubuque, univ. of",,,7,,"Tucson, Ariz. (Kino Sports Complex)",4:00,2:45,,,bethany lutheran,Cody Ulfers,Grant Becher,Ben Boran,Nick Caldeen,Brady Schuster,Ross Beumer,Jacob Fletcher,Hunter Pearce,Tommy Gannon,3,9,Dallas McBroom,13,0008001,3b,2b,ss,dh,1b,cf,lf,c,rf,Dallas McBroom,,Nick Sewruk
3/9/2019,Durbin,Nagel,Brinkman,Ostrander,Gray,Gardner,LaMantia,Schutter,Robinson,1,7,"Bauer, T.",6,10002031X,ss,2b,3b,cf,rf,c,dh,1b,lf,Howard,,washu,Joey Cardamon,,9,,"St. Louis, Mo. (Car Shield Field)",5 pm,2:10,,LUT,luther,Trent Athmann,Jake Halverson,Jake Vogt,Bryce Hingst,Derek McCready,Joe McKibben,Tommy Gleason,Owen Vander Linden,Kelby Johnson,3,0,Collin Chalmers,5,000000000,c,ss,cf,3b,dh,rf,lf,1b,2b,Joey Cardamon,,Howard
3/1/2019,Nolan Schoonveld,Cullen Buck,Zack Langton,Jake Dujmovic,Devin Rodgers,Elliott Engen,Tyler Brick,Broady Russell,Logan Tollefson,3,0,Brady Jenkins,4,0000000,p/dh,2b,rf,ss,cf,c,1b,3b,lf,Nolan Schoonveld,,hamline university,Nolan Schoonveld,,7,,"Pittsburg, Kansas (Jaycee Ballpark)",12:30,2:00,,LUT,luther,Jake Vogt,Jake Halverson,Bryce Hingst,Joe McKibben,Derek McCready,Tommy Gleason,Owen Vander Linden,Luke Plunkett,Kelby Johnson,1,11,John Colucci III,12,0062003,cf/ss,ss,3b,rf,dh,lf,1b,c,2b,Colin Coffey,Cloudy,Colin Coffey
5/17/2019,Jose Mercado,Keegan Tyrell,Bryan Vanduser,Brody Mariotti,Connor Brandon,Brayden Benavides,Mateo Calle,Justin Rodriguez,Matt Fauth,2,2,Mike Tobin,5,00010001X,ss,cf,3b,1b,lf,2b,dh,c,rf,Adam Gregory,,concordia chicago,Egan Bonde,,9,Mike Tobin,"River Forest, Ill. (Cougar Field)",10:00am,2:02,Home Plate: Trent HaldimanFirst: Russ LundquistThird Base: Toby Formiller,BVU,buena vista,Bryce Rheault,Peyton Renning,Joe Rock,Coleman Roberts,Nick Henrichs,Logan Mueller,Tyler Stoltze,Ryley McGregor,Noah Paper,1,0,Gage Smart,7,000000000,2b,cf,1b,rf,dh,3b,c,lf,ss,Egan Bonde,54 Overcast,Adam Gregory
4/23/2019,Devin Creger,Kolton Arnold,Truman Schmitt,Josh Breitbarth,Nathan Carlin,Brady Held,Tyrese Moore,Zach Hollingsworth,Richie Hintz,0,5,Zach Hollingsworth,9,010200110,3b,1b,c,dh,ss,lf/rf,cf,rf/p,2b,Tanner Jansen,SIM,simpson,Tanner Jansen,Liston faced 2 batters in the 7th.,9,Ryan Riddle,"Indianola, Iowa (McBride Field)",6:36 pm,3:09,Home Plate: Mike KellyFirst: Aaron Perez,CEN,central,Coy Moore,Ryan Bouwman,Garrett Saunders,Tanner Wood,Joe Rebik,Blake Wooten,Ben Wallace,Cole Havlovic,Lucas Farren,1,8,Ryan Riddle,13,000140111,cf,1b,ss,rf,dh,c,3b,lf,2b,Marcus Wenzel,"65, clear",Rece Martin
3/2/2019,H. Breon,C. Clouser,P. Jacobs,C. Cumming,G. Stiuso,D. Bates,A. Anderson,R. Carey,J. Mays,4,1,J. Palmer,1,0010000,ss,dh,lf,1b,rf,3b,2b,c,cf,A. Miller,,penn st.-altoona,A. Miller,,7,,"Auburndale, Fla. (Lake Myrtle Park #5)",9:15 AM,2:18,,COE,coe college,TJ Johnson,Kevin DeLaney,Jordan Kaplan,Riley LeGrand,Jacob Burns,Nolan Arp,Daniel Berger,Gannon O'Brien,Isaac Evans,0,8,Riley LeGrand,12,1130210,ss,rf,1b,dh/p,lf,2b,c,3b,cf,Zach Kammin,"75 degrees, sunny",Zach Kammin
3/1/2019,Singer,Durbin,Brinkman,Gardner,Ostrander,Gray,Schutter,DeSalvo,Nagel,2,3,Besser,5,01000200,rf,ss,3b,dh,cf,lf/rf,1b,c,2b,Loutos,,washu,,,9,,"St. Louis, Mo. (Kelly Field)",2:30 PM,3:00,,,"dubuque, univ. of",Jack Lasswell,JJ Valencia,Kellen Mitchell,Justin Jensen,Thomas Kempf,Luke Carroll,Jarad Clevenger,Jordan Goldstein,Zach McCoy,3,3,Nathan Schneiderman,5,003000000,2b,rf,1b,cf,dh,c,lf,3b,ss,Tyler Carlson,High 30s,
4/28/2019,Coy Moore,Ryan Bouwman,Garrett Saunders,Tanner Wood,Joe Rebik,Trevor Kimm,Ben Wallace,Cole Havlovic,Lucas Farren,0,4,Ryan Riddle,9,0200002,cf,1b,ss,dh,lf,c,3b,rf,2b,Nick Long,,central,"Devillier, Brandon","Devillier, B faced 3 batters in the 7th.",7,,"Pella, Iowa (Kuyper Athl. Complex)",Noon,1:44,Home Plate: Collin JacobsenFirst: William Krejci,,iowa wesleyan,"Leonard, Jacob","Gerace, Dominic","Salas, Nick","Brown, Chazz","Miller, Antoine","De Burgh, Jack","Williams, Tavares","Rojas, Michael","Martin, Connor",1,3,"Devillier, Brandon",3,1001010,rf,ss,1b,2b,dh,cf,3b,lf,c,"Morrison, Joe","44, windy, cloudy",Ryan Riddle
3/23/2019,Zach Hollingsworth,Kolton Arnold,Truman Schmitt,Josh Breitbarth,Brandon Urias,Nathan Carlin,Devin Creger,Tyrese Moore,Richie Hintz,0,8,Dunston Werner,13,31010030X,lf/rf,1b,dh,c,3b,ss,rf,cf,2b,Brady Held,SIM,simpson,Egan Bonde,,9,Dunston Werner,"Indianola, Iowa (McBride Field)",10:59 am,2:07,Home Plate: Lee PrzybylskiFirst: Dean Kirkpatrick,BVU,buena vista,Bryce Rheault,Nick Henrichs,Peyton Renning,Tyler Tennyson,Coleman Roberts,Joe Rock,Tyler Stoltze,Noah Paper,Porter Sartor,6,5,Austin Scott,8,001011110,2b,lf,cf,dh,rf,1b,c,ss,3b,Egan Bonde,"40, clear",Brady Held
5/24/2019,Kevin DeLaney,Riley LeGrand,Jordan Kaplan,Jacob Burns,TJ Johnson,Nolan Arp,Daniel Berger,Isaac Evans,Jacob Henry,1,4,TJ Johnson,12,111100000000,rf,lf,1b,dh,ss/p,2b,c,cf,3b,Zach Kammin,,coe college,TJ Johnson,,12,,"Birmingham, Ala. (Striplin Field)",4:30 pm,3:18,Home Plate: Mike MonitaFirst: Benjamin WilliamsSecond Base: Toby FormillerThird Base: Trent Haldiman,,birmingham-southern,C. Steadman,B. Williams,T. Wise,T. Hamel,W. Toner,A.J. Hunt,L. DePiero,A. Granier,R. Misischia,1,6,R. Misischia,8,001020001002,rf,3b/cf,1b/lf,dh/1b,2b,c,cf,ss,lf/p,J. Cook,"91 degrees, partly sunny",R. Misischia
3/16/2019,Bryce Rheault,Nick Henrichs,Peyton Renning,Coleman Roberts,Tyler Tennyson,Tyler Stoltze,Fitzke,Parker Truesdell,Noah Paper,0,3,Bryce Rheault,10,2000010,2b/p,dh/lf,cf,rf,1b,c,lf,3b/2b,ss,Eric LaRue,,buena vista,Eric LaRue,LaRue faced 3 batters in the 1st.,7,Jimmy Skroch,"Tucson, Ariz. (Kino Sports Field 6)",6:50pm,2:30,,,hamline univ.,Nolan Schoonveld,Cullen Buck,Zack Langton,Devin Rodgers,Broady Russell,Jake Dujmovic,Logan Tollefson,Tyler Brick,Hunter Rickaby,2,6,Jimmy Skroch,7,4000200,p/dh,2b,rf,cf,3b,ss,lf,1b,c,Nolan Schoonveld,,Nolan Schoonveld
3/8/2019,J. Murphy,H. Richardso,J. Gagne,G. Emanuelso,D. Healey,N. McDaniel,W. Martin,A. DiPrizio,L. Johnson,2,12,M. Poff,14,610230X,ss,cf,rf,c,dh,1b,3b,lf,2b,Z. Ham,,saint joseph's,D. Gotto,,7,,Chain of Lakes (Stadium),9:15 AM,2:30,,WAR,wartburg,J. McNair,J. Harris,M. Jeffery,B. DeKruyf,T. Nunemaker,P. Ridge,C. Guinn,T. Hovick,J. Baumann,2,0,J. Hoey,6,0000000,cf,2b,dh,lf,rf,ss,1b,3b,c,D. Gotto,sunny,Z. Ham
3/13/2019,Ross Beumer,Grant Becher,Ben Boran,Nick Caldeen,Cody Ulfers,Brady Schuster,Jake LaBerge,Hunter Pearce,Tommy Gannon,2,18,Conner Side,18,224325X,cf,2b,ss,c,dh,3b,1b,lf,rf,Logan Nissen,,bethany lutheran,Sam Condello,,7,,"Tucson, Ariz. ()",2:00 pm,2:00,,NWU,nebraska wesleyan,Aaron Nichols,Spencer Scheer,Tyler Winterstein,Derek Kolbush,Evan Gellatly,Will Watkins,Riley Ward,Brook Johnson,Jackson Cummins,1,7,Trey Pavlik,8,0100033,2b,3b,rf,1b,cf,dh,ss,lf,c,Sam Condello,,Logan Nissen
4/26/2019,Jack Lasswell,JJ Valencia,Kellen Mitchell,Thomas Kempf,Zach McCoy,Jarad Clevenger,Josh Pawlowski,Luke Carroll,Jordan Goldstein,0,11,Nathan Schneiderman,15,10018010X,2b,rf,1b,dh,ss,lf,cf,c,3b,Chase Kueter,,"dubuque, univ. of",Tucker McHugh,McHugh faced 5 batters in the 5th.,9,,"Dubuque, Iowa (Dan W. Runkle Field)",1:00,2:58,,NWU,nebraska wesleyan,Brook Johnson,Riley Ward,Tyler Winterstein,Derek Kolbush,Evan Gellatly,Kaleb Knox,Spencer Scheer,Will Watkins,Zach Plummer,1,6,Drew Poulas,13,010011030,dh,ss,2b,1b,cf,3b,lf,c,rf,Tucker McHugh,"61, sunny",Chase Kueter
5/18/2019,Kevin DeLaney,Riley LeGrand,Jordan Kaplan,Jacob Burns,TJ Johnson,Nolan Arp,Daniel Berger,Isaac Evans,Jacob Henry,0,5,Andrew Schmit,8,10000121X,rf,lf,1b,dh,ss/p,2b,c,cf,3b,Jack Greene,,coe college,Loutos,,9,Andrew Schmit,"St. Louis, Mo. (Kelly Field)",12 PM,2:33,Home Plate: Troy BerringerFirst: Josh MaraThird Base: Aaron Ashlock,,washu,Durbin,Nagel,Brinkman,Styka,Gray,Gardner,Kahal,Robinson,Ostrander,0,3,Washington,11,000100002,ss,2b,1b,dh,rf,c,3b,lf,cf,Loutos,82 degrees and blue skies,TJ Deardorff
5/6/2019,A. Lehman,K. Halverson,S. Cobbs,R. Lust,J. Thorp,Bollingberg,E. Kolker,J. Husnick,T. Cummings,2,1,Schnettler,3,0000001,cf,ss,lf,1b,dh,3b,rf,c,2b,Schnettler,,st. thomas,Adam Sacia,,7,,UST/St. Paul (Koch Diamond),2:30 pm,1:25,,,knights,JoJo McNair,Parker Ridge,Tyler Hovick,Tyler Nunemaker,Brett Kelting,Ben DeKruyf,Andrew Walker,Collin Guinn,Joesph Baumann,2,0,Adam Sacia,4,0000000,cf,ss,2b,rf,dh,lf,3b,1b,c,Emmanuel Jeffery,"Sunny, Cool, 55, 10mph NW wind",Schnettler
3/16/2019,J. Paparelli,S. Kasting,B. Reed,B. Stanfield,D. Hallemann,C. Hennemann,M. Durdel,Sommerfeld,Bergstralh,0,2,K. Bottom,4,0020000,cf,ss,dh,rf,1b,c,lf,2b,3b,Q. Miller,,illinois college,Q. Miller,L. Love faced 3 batters in the 2nd.,7,,"Jacksonville, Ill. (Joe Brooks Field)",2:30 PM,2:15,Home Plate: Chad OzeeFirst: Sam Clark,COE,coe college,Kevin DeLaney,Isaac Evans,Jordan Kaplan,Jacob Burns,Nolan Arp,Jacob Henry,Nolan Weber,Cameron Frazier,Matthew Schrader,0,20,Jeffrey Anders,23,7165001,rf,cf,1b,dh,2b,ss,c,lf/cf,3b,Jack Greene,Sunny and cool,Jack Greene
3/10/2019,Noah Sacco,Kolton Arnold,Truman Schmitt,Josh Breitbarth,Brandon Urias,Nathan Carlin,Matthew Marquez,Zach Hollingsworth,Richie Hintz,0,1,Brady Held,5,010000X,lf,1b,dh,c,3b,ss,rf,cf,2b,Brady Held,,simpson,Jonathan Hardy,,7,,"Auburndale, FL (Lake Myrtle Field #4)",7:15 pm,2:10,,,utica,Nate Palmer,Ryan Palmer,Tim Quinlan,Matthew Fitzgerald,Christian Tiffin,Matthew Leviton,Daryl Savage,Charles McAllister,Carlos Duran,0,0,Matthew Doncell,1,0000000,cf,2b,1b/3b,dh,ss,lf,rf,c,3b,Jonathan Hardy,,Brady Held
3/31/2019,Becher,Beumer,Schuster,Boran,Caldeen,Ulfers,LaBerge,Pearce,Side,1,15,Fjerstad,14,00015045X,2b,cf,3b,ss,c/1b,1b/lf,dh,lf/c,rf,Gannon,,bethany lutheran,Zach Hollingsworth,M. Jensen faced 1 batter in the 6th.,9,,"Mankato, MN. (Franklin Rogers)",4:10,3:20,,SIM,simpson,Zach Hollingsworth,Kolton Arnold,Truman Schmitt,Keegan Perez,Brandon Urias,Nathan Carlin,Devin Creger,Brady Held,Matthew Marquez,1,11,Riley Fagan,13,623000000,cf/p,dh,c,1b,2b/3b,ss,3b,rf,lf,Brady Leonard,30 and flurries,Babcock
3/4/2019,Klinehoffer,Thomas,Burkett,Davis,McMann,P.Buckingham,Thwaits,Randick,Rocco,1,3,Beaton,8,00003000,3b,dh,1b,lf,rf,2b,cf,c,ss,Bye,,ohio northern,Beaton,,8,,"Auburndale, Fla. (Lake Myrtle Main)",3 pm,2;12,,COE,coe college,TJ Johnson,Kevin DeLaney,Jordan Kaplan,Riley LeGrand,Jacob Burns,Nolan Weber,Nolan Arp,Gannon O'Brien,Isaac Evans,1,4,TJ Johnson,8,00200011,ss/p,rf,1b,dh,lf,c,2b,3b,cf,Matthew Mittelmark,82 partly cloudy west 10-15mph,TJ Johnson
3/2/2019,Jake Vogt,Jake Halverson,Bryce Hingst,Joe McKibben,Derek McCready,Luke Plunkett,Matt Clark,Owen Vander Linden,Kelby Johnson,1,3,Ross Hingst,10,010010100,cf,ss,3b,rf,dh,c,lf,1b,2b,Tyler Boesel,,luther,Ryan Manternach,,9,Jake Dujmovic,"Fort Scott, Kansas (Dave Regan Stadium)",2:50,2:40,,,hamline university,Nolan Schoonveld,Cullen Buck,Zack Langton,Tyler Brick,Broady Russell,Devin Rodgers,Eric Erb,Dayton Gutsch,Cyle Hartwig,0,4,Jake Dujmovic,7,101002000,1b,2b,rf,dh,3b,cf,lf,ss,c,Jimmy Skroch,"Windy, Cloudy",Will Tzavares
4/23/2019,Kevin DeLaney,Riley LeGrand,Jordan Kaplan,Jacob Burns,Daniel Berger,TJ Johnson,Nolan Arp,Jacob Henry,Isaac Evans,1,3,Matthew Mittelmark,9,001000101,rf,dh/p,1b,lf,c,ss,2b,3b,cf,Jack Greene,COE,coe college,Jack Greene,,9,,"Cedar Rapids, Iowa (Daniels Park)",4:30 pm,2:40,Home Plate: Paul KeitelFirst: Kevin Ferris,LUT,luther college,Johnson,Halverson,Athmann,Plunkett,Vander Lind,"Hingst, B.",McKibben,Clark,Vogt,0,8,Cardamon,11,000004031,2b,ss,c,dh,1b,3b,lf,rf,cf,Colucci III,"mid 60s, sunny",Colucci III
5/4/2019,Brook Johnson,Riley Ward,Tyler Winterstein,Derek Kolbush,Evan Gellatly,Kaleb Knox,Spencer Scheer,Aaron Nichols,Jackson Cummins,4,5,Sam Condello,5,020030000,dh,ss,rf,1b,cf,3b,lf,2b,c,Connor Cech,NWU,nebraska wesleyan,Connor Cech,Cech faced 3 batters in the 5th.,9,Ryan Riddle,"Lincoln, Neb. (NWU Field)",12:58 pm,3:00,Wood faced 5 batters in the 5th.,CEN,central,Garrett Saunders,Ryan Bouwman,Tanner Wood,Joe Rebik,Coy Moore,Trevor Kimm,Ben Wallace,Cole Havlovic,Lucas Farren,1,12,Ryan Riddle,13,003140022,ss,1b,p/dh,lf,cf,c,3b,rf,2b,Tanner Wood,"72 degrees, mostly sunny",Tyler Steward
3/15/2019,A. Cappitell,J. Alonzo,A. Kauf,R. Earle,D. Rose,C. Pratt,J. Corning,T. Fulkerson,A. Keith,5,5,E. Lee,11,200020001,rf,ss,1b,dh/p,lf,c,2b,3b,cf,S. Shield,,wesleyan,S. Shield,,9,,"Tucson, Ariz. ()",12:00 PM,4:00,,NWU,nebraska wesleyan,Aaron Nichols,Spencer Scheer,Tyler Winterstein,Derek Kolbush,Will Watkins,Riley Ward,Evan Gellatly,Kaleb Knox,Justin Bumgarner,1,15,Josh Seifert,18,401020404,2b,lf,dh,1b,c,ss,cf,3b,rf,Drew Poulas,,Josh Seifert
5/3/2019,Brady Held,Truman Schmitt,Noah Sacco,Kolton Arnold,Nathan Carlin,Devin Creger,Josh Breitbarth,Zach Hollingsworth,Richie Hintz,1,11,Brett Kauzlarich,19,00230501X,rf,dh,lf,1b,ss,3b,c,cf,2b,Brady Leonard,SIM,simpson,Joey Cardamon,,9,Brett Kauzlarich,"Indianola, Iowa (McBride Field)",5:59 pm,2:37,Home Plate: Rex EngstrandFirst: Todd Savage,LUT,luther,Kelby Johnson,Jake Halverson,Trent Athmann,Luke Plunkett,Bryce Hingst,Owen Vander Linden,Joe McKibben,Matt Clark,Jake Vogt,1,5,Nate Loch,6,001003010,2b,ss,rf,c,3b,1b,lf,dh,cf,Joey Cardamon,,Brady Leonard
3/13/2019,Jack Lasswell,JJ Valencia,Kellen Mitchell,Justin Jensen,Thomas Kempf,Luke Carroll,Jarad Clevenger,Jordan Goldstein,Zach McCoy,1,13,Nick Casarietti,10,10800130X,2b,rf,1b,cf,dh,c,lf,3b,ss,Nathan Schneiderman,,"dubuque, univ. of",D. Redfield,,9,,"Tucson, Ariz. ()",8:00 PM,12:30 AM,,,wesleyan,A. Cappitell,J. Alonzo,A. Kauf,C. Pratt,D. Rose,J. Levy-Rubi,A. Garcia,J. Scher,A. Keith,6,7,J. Mescall,11,000040111,lf,ss,1b,c,dh,3b,2b,rf,cf,D. Redfield,,Nathan Schneiderman
3/17/2019,Jake Vogt,Jake Halverson,Trent Athmann,Derek McCready,Bryce Hingst,Owen Vander Linden,Joe McKibben,Matt Clark,Kelby Johnson,7,4,John Colucci III,10,101000020,cf/ss,ss,c/cf,dh,3b,1b,lf,rf,2b/3b,Tyler Boesel,,luther,Tyler Boesel,,9,,"Tucson, AZ (Kino Complex Field 5)",10:00 AM,3:11,,,allegheny,A. Bristol,B. Heckert,B. Pouch,T. Cannon,L. Chutko,K. Phillips,B. Kelly,M. Sessions,B. Kosbie,1,14,J. Nagel,13,030003413,ss,2b/3b,dh,c,3b,rf,cf,1b,lf,S. Kealey,"Clear, windy, low 70s",D. Donachie
4/13/2019,Kevin DeLaney,Riley LeGrand,Jordan Kaplan,Jacob Burns,Daniel Berger,Cameron Frazier,TJ Johnson,Nolan Arp,Matthew Schrader,2,7,TJ Johnson,11,00040012X,rf,dh/p,1b,lf,c,cf/lf,ss/p,2b,3b,Jack Greene,COE,coe college,Gage Smart,"Greene, J. faced 3 batters in the 6th.",9,TJ Johnson,"Cedar Rapids, Iowa (Daniels Park)",1 pm,2:35,Home Plate: Lee PrzybylskiFirst: Jacob Kopp,BVU,buena vista,Bryce Rheault,Nick Henrichs,Peyton Renning,Coleman Roberts,Joe Rock,Tyler Tennyson,Porter Sartor,Tyler Stoltze,Noah Paper,4,6,Gage Smart,13,011004000,2b,lf,cf,rf,1b,dh,3b,c,ss,Egan Bonde,"mid 40s, cloudy",Matthew Mittelmark
4/2/2019,Aaron Nichols,Spencer Scheer,Tyler Winterstein,Derek Kolbush,Brook Johnson,Riley Ward,Kaleb Knox,Jack Wojtalewicz,Jackson Cummins,3,2,Trey Pavlik,5,0100001,2b,cf,rf,1b,lf,ss,3b,dh,c,Daniel Hundley,NWU,nebraska wesleyan,Daniel Hundley,,7,,"Lincoln, Neb. (NWU Field)",4:04 pm,2:09,Home Plate: Josh MaraFirst: Jeff Kopecky,SIM,simpson,Nathan Carlin,Kolton Arnold,Truman Schmitt,Josh Breitbarth,Brandon Urias,Devin Creger,Zach Hollingsworth,Richie Hintz,Tyrese Moore,0,14,Brady Held,10,3412112,ss,1b,dh,c,3b,rf,lf,2b,cf,Brady Held,"57 degrees, sunny",Brady Held
4/20/2019,Coy Moore,Ryan Bouwman,Garrett Saunders,Tanner Wood,Joe Rebik,Ben Wallace,Blake Wooten,Chris Riddle,Lucas Farren,4,3,Ryan Riddle,9,000012000,cf,1b,ss,p/dh,lf,3b,c,2b,rf/2b,Tanner Wood,CEN,central,Tanner Wood,,9,,"Pella, Iowa (Kuyper Athl. Complex)",4:15 p.m,2:25,Home Plate: Nathaniel HavemanFirst: Dean Kirkpatrick,DBQ,dubuque,Jack Lasswell,Daulton Kvenvold,Jarad Clevenger,Thomas Kempf,Zach McCoy,JJ Valencia,Josh Pawlowski,Luke Carroll,Jordan Goldstein,0,5,Chase Kueter,6,200000201,2b,c,lf,1b,ss,rf,cf,dh,3b,Chase Kueter,"74, sunny, winds S 5-10 mph",Chase Kueter
3/11/2019,Noah Sacco,Kolton Arnold,Truman Schmitt,Josh Breitbarth,Brandon Urias,Nathan Carlin,Brady Held,Devin Creger,Zach Hollingsworth,1,11,Brett Kauzlarich,15,00400700X,lf,1b,c,dh,2b/3b,ss,rf,3b,cf,Cameron Liston,,simpson,Z. Wensley,Sailstad faced 4 batters in the 5th.,9,,"Kissimmee, Fla. (Osceola Heritage Par)",1:20 pm,3:25,,,curry,J. Oliveira,M. Carvalho,T. Jenkins,J. Keller,J. Leonard,J. Kallinich,A. Duarte,D. Ketterer,M. Strizzi,1,10,T. Nadeau,12,000360010,dh,cf,1b,2b,3b,lf,ss,c,rf,J. Needham,,Brett Kauzlarich
5/3/2019,Peyton Renning,Bryce Rheault,Joe Rock,Coleman Roberts,Nick Henrichs,Logan Mueller,Tyler Stoltze,Ryley McGregor,Noah Paper,1,3,Gage Smart,9,10000110X,cf,2b,1b,rf,p/dh,3b,c,lf,ss,Nick Henrichs,,buena vista univ.,Chase Kueter,,9,,"Storm Lake, Iowa (BVU/SL HS BB Field)",6:00pm,2:00,Home Plate: Brett SanowFirst: Brandon Dinslage,,univ. of dubuque,Jack Lasswell,JJ Valencia,Kellen Mitchell,Thomas Kempf,Zach McCoy,Jarad Clevenger,Justin Jensen,Luke Carroll,Jordan Goldstein,2,2,Chase Kueter,6,000001100,2b,rf,1b,dh,ss,lf,cf,c,3b,Chase Kueter,,Gage Smart
4/6/2019,Jack Lasswell,JJ Valencia,Kellen Mitchell,Thomas Kempf,Daulton Kvenvold,Jarad Clevenger,Jordan Goldstein,"Vaughan, Austin",Josh Pawlowski,0,6,Jordan Nelson,7,20000130X,2b,rf,1b,dh,c,lf,3b,ss,cf/lf,Jordan Nelson,,"dubuque, univ. of",Brady Leonard,,9,,"Dubuque, Iowa (Dan. W. Runkle Field)",1 p.m.,2:00,,SIM,simpson,Devin Creger,Kolton Arnold,Truman Schmitt,Josh Breitbarth,Brandon Urias,Nathan Carlin,Brady Held,Zach Hollingsworth,Richie Hintz,0,0,Jonathan Sailstad,4,000000000,rf,1b,dh,c,3b,ss,lf,cf,2b,Brady Leonard,Sunny 65,Jordan Nelson
