No,Date,Time,"PA of Inning","Pitch of PA",Pitcher,"Pitcher ID","Pitcher Handedness","Pitcher Team",Batter,"Batter ID","Batter Handedness","Batter Team","Pitch Set",Col15,Top/Bottom,Col17,Col18,Col19,"Pitch Type",Col21,"Pitch Call",Col23,Col24,Col25,Col26,Col27,Col28,"Pitch Speed [mph]","Pitch Launch (V) [°]","Pitch Launch (H) [°]","Pitch Spin [rpm]","Pitch Spin Axis [°]","Pitch Spin Tilt","Pitch Release Height [ft]","Pitch Release Side [ft]","Pitch Extension [ft]","Pitch Break (V) [in]","Pitch Break Ind (V) [in]","Pitch Break (H) [in]","Pitch Strike Zone - Height [ft]","Pitch Strike Zone - Offset [ft]","Pitch Zone Speed [mph]","Pitch Approach (V) [°]","Pitch Approach (H) [°]","Pitch Time [s]","Hit Ball Speed [mph]","Hit Ball Launch (V) [°]","Hit Ball Launch (H) [°]",Col50,Col51,Col52,Col53,"Hit Carry Distance [ft]",Col55,Col56,"Hit Ball Flight Time [s]","pfxx [in]","pfxz [in]","x0 [ft]","y0 [ft]","z0 [ft]","vx0 [ft/s]","vy0 [ft/s]","vz0 [ft/s]","ax [ft/s²]","ay [ft/s²]","az [ft/s²]","Home Team","Away Team",Col71,Col72,Col73,Col74,GUID,"px [ft]","pz [ft]"
1,2019/02/12,14:40:55,0,0,"Jared Gordon",{BAB0D9E0-A7CE-4460-B335-32D3A8E5EB91},R,"Coe College","Dvante Glenn",{2931A5E4-AF8B-41F2-B2DD-179D1E7E7993},R,"Coe College",Stretch,,Top,,,,"Four Seam Fastball",,Ball,,,,,,,63.640,2.851,-6.462,1653.00,100.308,9:15,"4' 2""","2' 3""","6' 11""",-66.977,2.244,-12.336,"1' 2""","-4' 9""",56.861,-9.946,-8.312,0.599,,,,,,,,,,,,-12.063,20.603,"-1' 10""",50',"4' 3""",11.124,-91.835,3.563,2.394,18.422,-32.645,"Coe College","Coe College",,,,,{A406979E-8F2E-40A1-A018-324BAAE1899F},"4' 8""","1' 2"""
2,2019/02/12,14:41:09,0,0,"Jared Gordon",{BAB0D9E0-A7CE-4460-B335-32D3A8E5EB91},R,"Coe College","Dvante Glenn",{2931A5E4-AF8B-41F2-B2DD-179D1E7E7993},R,"Coe College",Stretch,,Top,,,,"Four Seam Fastball",,"Swinging Strike",,,,,,,79.150,2.017,-2.752,1799.00,30.146,7:0,"4' 2""","1' 6""","7' 7""",-44.801,-1.498,-0.870,"2' 3""",-1',70.370,-6.659,-2.640,0.474,,,,,,,,,,,,-15.692,7.658,"-1' 7""",50',"4' 1""",7.871,-114.512,4.288,-11.003,26.994,-38.698,"Coe College","Coe College",,,,,{A1EDBDD7-50B0-4501-A441-92AF34FD7127},"0' 10""","2' 2"""
3,2019/02/12,14:41:23,0,0,"Jared Gordon",{BAB0D9E0-A7CE-4460-B335-32D3A8E5EB91},R,"Coe College","Dvante Glenn",{2931A5E4-AF8B-41F2-B2DD-179D1E7E7993},R,"Coe College",Stretch,,Top,,,,"Four Seam Fastball",,Ball,,,,,,,79.205,2.436,-3.599,1885.00,280.638,3:15,"4' 1""","2' 5""","7' 8""",-47.825,-4.994,26.587,"2' 3""","1' 5""",70.613,-6.949,1.253,0.471,,,,,,,,,,,,-23.177,3.394,"-2' 4""",50',"4' 1""",7.080,-114.801,5.313,-23.539,26.706,-43.394,"Coe College","Coe College",,,,,{8A81EA8D-5AC1-40B5-8EE9-2CEE0BCE03F7},"-1' 6""","2' 2"""
4,2019/02/12,14:41:38,0,0,"Jared Gordon",{BAB0D9E0-A7CE-4460-B335-32D3A8E5EB91},R,"Coe College","Dvante Glenn",{2931A5E4-AF8B-41F2-B2DD-179D1E7E7993},R,"Coe College",Stretch,,Top,,,,"Four Seam Fastball",,Ball,,,,,,,81.308,2.596,-7.833,1764.00,281.399,3:30,"4' 2""","1' 10""","6' 9""",-50.232,-6.115,30.331,"2' 5""","-2' 10""",71.097,-6.883,-2.195,0.478,,,,,,,,,,,,-38.624,10.646,"-1' 5""",50',"4' 4""",16.493,-114.946,3.377,-32.272,26.140,-35.449,"Coe College","Coe College",,,,,{529CD558-44A9-43A3-B2AA-2F7760925036},"2' 9""","2' 5"""
5,2019/02/12,14:41:58,0,0,"Jared Gordon",{BAB0D9E0-A7CE-4460-B335-32D3A8E5EB91},R,"Coe College","Dvante Glenn",{2931A5E4-AF8B-41F2-B2DD-179D1E7E7993},R,"Coe College",Stretch,,Top,,,,"Four Seam Fastball",,Ball,,,,,,,80.943,1.921,-5.127,1707.00,235.341,1:45,"4' 4""","1' 9""","6' 7""",-36.972,7.535,10.898,"3' 1""","-2' 1""",70.673,-5.140,-3.088,0.480,,,,,,,,,,,,-25.324,10.890,"-1' 7""",50',"4' 5""",12.099,-114.843,4.112,-18.964,27.344,-33.987,"Coe College","Coe College",,,,,{D5FD3F97-E252-4F07-B56F-A7B4C9642591},"1' 11""","2' 11"""
6,2019/02/12,14:42:12,0,0,"Jared Gordon",{BAB0D9E0-A7CE-4460-B335-32D3A8E5EB91},R,"Coe College","Dvante Glenn",{2931A5E4-AF8B-41F2-B2DD-179D1E7E7993},R,"Coe College",Stretch,,Top,,,,"Four Seam Fastball",,Ball,,,,,,,80.849,2.218,-3.982,1812.00,122.939,10:0,"4' 2""","1' 10""","6' 9""",-37.463,5.899,-9.105,"3' 1""","-2' 7""",71.462,-5.015,-5.423,0.474,,,,,,,,,,,,-19.672,9.246,"-1' 8""",50',"4' 3""",11.496,-115.919,4.838,-11.804,27.890,-34.996,"Coe College","Coe College",,,,,{4DCE416E-5589-4998-89D3-730CD77B674D},"2' 3""",3'
7,2019/02/12,14:42:27,0,0,"Jared Gordon",{BAB0D9E0-A7CE-4460-B335-32D3A8E5EB91},R,"Coe College","Dvante Glenn",{2931A5E4-AF8B-41F2-B2DD-179D1E7E7993},R,"Coe College",Stretch,,Top,,,,"Four Seam Fastball",,"Foul Ball",,,,,,,78.268,2.927,-3.382,1793.00,236.696,2:0,"4' 1""","1' 10""","7' 2""",-37.519,7.496,11.409,"3' 8""","0' 3""",69.256,-4.361,-1.282,0.483,,,,,,,,,,,,-11.255,9.246,"-1' 6""",50',"4' 2""",5.618,-113.196,6.082,-7.653,26.872,-33.945,"Coe College","Coe College",,,,,{0F3E8B20-A51F-4611-84F1-4F61538BCD96},"0' 3""","3' 6"""
8,2019/02/12,14:42:49,0,0,"Jared Gordon",{BAB0D9E0-A7CE-4460-B335-32D3A8E5EB91},R,"Coe College","Dvante Glenn",{2931A5E4-AF8B-41F2-B2DD-179D1E7E7993},R,"Coe College",Stretch,,Top,,,,"Four Seam Fastball",,"Called Strikeout",,,,,,,80.334,2.193,-4.547,1846.00,266.535,3:0,"4' 3""","1' 9""","7' 6""",-41.228,0.818,13.502,"2' 9""","-1' 3""",71.578,-5.802,-2.058,0.467,,,,,,,,,,,,-20.258,6.288,"-1' 7""",50',"4' 3""",9.649,-116.316,4.931,-15.706,28.155,-39.309,"Coe College","Coe College",,,,,{29A65476-C7DE-4DFA-B3E1-1286330F8331},"1' 2""","2' 8"""
9,2019/02/12,14:43:22,0,0,"Jared Gordon",{BAB0D9E0-A7CE-4460-B335-32D3A8E5EB91},R,"Coe College","Michael Jahnke",{26748E14-6DFD-400F-84BB-1E75C1A1DBD5},R,"Coe College",Stretch,,Top,,,,"Four Seam Fastball",,"Called Strike",,,,,,,81.557,2.031,-4.083,1802.00,244.450,2:15,"4' 4""","1' 10""","7' 2""",-35.882,5.632,11.781,"3' 2""","0' 11""",72.384,-4.897,-1.861,0.464,,,,,,,,,,,,-18.198,8.624,"-1' 7""",50',"4' 4""",8.691,-117.447,4.613,-14.613,27.314,-35.853,"Coe College","Coe College",,,,,{CB85C6AA-E801-4223-BADB-BA8E64A4D1FE},"0' 9""",3'
10,2019/02/12,14:43:36,0,0,"Jared Gordon",{BAB0D9E0-A7CE-4460-B335-32D3A8E5EB91},R,"Coe College","Michael Jahnke",{26748E14-6DFD-400F-84BB-1E75C1A1DBD5},R,"Coe College",Stretch,,Top,,,,"Four Seam Fastball",,Ball,,,,,,,79.557,1.979,-5.580,1703.00,313.215,4:30,"4' 2""","1' 9""","7' 8""",-49.582,-6.780,7.216,"1' 10""","-2' 8""",70.993,-7.534,-3.926,0.471,,,,,,,,,,,,-25.569,6.946,"-1' 7""",50',"4' 3""",12.910,-114.971,3.526,-17.908,28.207,-40.850,"Coe College","Coe College",,,,,{98E1C2FA-A614-4BF0-9BE5-A4F9A3CA425F},"2' 5""","1' 9"""
