No,Date,Time,PA of Inning,Pitch of PA,Pitcher,Pitcher ID,Pitcher Handedness,Pitcher Team,Batter,Batter ID,Batter Handedness,Batter Team,Pitch Set,Col15,Top/Bottom,Col17,Col18,Col19,Pitch Type,Col21,Pitch Call,Col23,Col24,Col25,Col26,Col27,Notes,Pitch Speed [m/s],Pitch Launch (V) [°],Pitch Launch (H) [°],Pitch Spin [rpm],Pitch Spin Axis [°],Pitch Spin Tilt,Pitch Release Height [m],Pitch Release Side [m],Pitch Extension [m],Pitch Break (V) [m],Pitch Break Ind (V) [m],Pitch Break (H) [m],Pitch Strike Zone - Height [m],Pitch Strike Zone - Offset [m],Pitch Zone Speed [m/s],Pitch Approach (V) [°],Pitch Approach (H) [°],Pitch Time [s],Hit Ball Speed [m/s],Hit Ball Launch (V) [°],Hit Ball Launch (H) [°],Hit Spin [rpm],Col51,Col52,Col53,Hit Carry Distance [m],Col55,Col56,Hit Ball Flight Time [s],pfxx [m],pfxz [m],x0 [m],y0 [m],z0 [m],vx0 [m/s],vy0 [m/s],vz0 [m/s],ax [m/s²],ay [m/s²],az [m/s²],Home Team,Away Team,Col71,Col72,Col73,Col74,GUID,px [m],pz [m],Supervisor
1,1/29/20,15:11:53,0,0,Jared Gordon,{2E3E1409-3BEA-4D52-97D1-636D2570D513},R,Coe College,Ryan Baranowski,{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,Coe College,Stretch,,Top,,,,Four Seam Fastball,,Ball,,,,,,,33.627,4.073,-0.18,1759,261.945,2:45,1.242,-0.577,1.892,-1.098,0.131,0.247,1.292,-0.774,30.015,-4.19,1.685,0.508,,,,,,,,,,,,-0.137,0.056,-0.575,15.24,1.329,0.03,-33.263,2.035,-1.941,7.129,-9.021,Coe College,Coe College,,,,,{E4D01A6E-D4F5-42B0-9519-24A09DA27302},-0.774,1.292,
2,1/29/20,15:12:05,0,0,Jared Gordon,{2E3E1409-3BEA-4D52-97D1-636D2570D513},R,Coe College,Ryan Baranowski,{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,Coe College,Stretch,,Top,,,,Four Seam Fastball,,Called Strike,,,,,,,34.023,3.322,-2.641,1714,290.618,3:45,1.237,-0.62,1.719,-1.284,-0.056,0.26,0.9,-0.129,30.582,-6.201,-0.704,0.506,,,,,,,,,,,,-0.162,-0.042,-0.553,15.24,1.314,1.462,-33.624,1.515,-2.352,6.967,-10.416,Coe College,Coe College,,,,,{FBCC1C0F-7B70-423F-8062-EEF93FE88ECF},-0.129,0.9,
3,1/29/20,15:12:17,0,0,Jared Gordon,{2E3E1409-3BEA-4D52-97D1-636D2570D513},R,Coe College,Ryan Baranowski,{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,Coe College,Stretch,,Top,,,,Slider,,Called Strike,,,,,,,29.801,4.49,-4.789,1810,307.51,4:15,1.186,-0.751,1.686,-1.66,-0.04,0.016,0.812,0.6,26.582,-7.81,-4.67,0.584,,,,,,,,,,,,-0.053,-0.033,-0.624,15.24,1.293,2.451,-29.31,1.81,-0.575,5.744,-10.172,Coe College,Coe College,,,,,{CE1BED41-E420-4A41-9B1B-1DBF4801D0D1},0.6,0.812,
4,1/29/20,15:12:29,0,0,Jared Gordon,{2E3E1409-3BEA-4D52-97D1-636D2570D513},R,Coe College,Ryan Baranowski,{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,Coe College,Stretch,,Top,,,,Slider,,Called Strike,,,,,,,30.025,3.499,-2.377,1804,15.483,6:30,1.203,-0.703,1.647,-1.698,-0.107,-0.126,0.506,0.102,27.123,-9.01,-3.309,0.577,,,,,,,,,,,,0.047,-0.064,-0.637,15.24,1.284,1.27,-29.654,1.283,0.525,5.543,-10.532,Coe College,Coe College,,,,,{329DAE5C-A51A-4C39-A6F2-84670EDAB546},0.102,0.506,
5,1/29/20,15:12:41,0,0,Jared Gordon,{2E3E1409-3BEA-4D52-97D1-636D2570D513},R,Coe College,Ryan Baranowski,{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,Coe College,Stretch,,Top,,,,Changeup,,Ball,,,,,,,31.15,2.139,0.73,1225,273.99,3:15,1.215,-0.536,1.826,-1.424,0.015,0.217,0.395,-0.959,28.137,-8.477,2.353,0.549,,,,,,,,,,,,-0.111,0.011,-0.555,15.24,1.257,-0.457,-30.858,0.734,-1.359,6.044,-9.67,Coe College,Coe College,,,,,{7D628B0A-23F5-4EFF-A3E8-268E6FD2FFFF},-0.959,0.395,
6,1/29/20,15:12:55,0,0,Jared Gordon,{2E3E1409-3BEA-4D52-97D1-636D2570D513},R,Coe College,Ryan Baranowski,{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,Coe College,Stretch,,Top,,,,Changeup,,Ball,,,,,,,31.195,1.389,-2.894,1199,279.539,3:15,1.228,-0.595,1.857,-1.475,-0.043,0.213,0.146,0.009,28.327,-9.582,-1.297,0.547,,,,,,,,,,,,-0.141,-0.016,-0.528,15.24,1.252,1.5,-30.891,0.323,-1.723,5.891,-10.005,Coe College,Coe College,,,,,{CE726052-37E9-4A93-AF31-A9395EB2BE83},0.009,0.146,
7,1/29/20,15:13:09,0,0,Jared Gordon,{2E3E1409-3BEA-4D52-97D1-636D2570D513},R,Coe College,Ryan Baranowski,{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,Coe College,Stretch,,Top,,,,Four Seam Fastball,,Called Strike,,,,,,,34.33,3.687,-4.339,1777,289.942,3:45,1.197,-0.47,1.814,-1.323,-0.126,0.439,0.921,0.32,30.737,-6.187,-1.058,0.501,,,,,,,,,,,,-0.276,-0.083,-0.368,15.24,1.278,2.427,-33.867,1.758,-4.051,7.21,-11.03,Coe College,Coe College,,,,,{023EC26D-0556-4B16-A670-9B967ACC883D},0.32,0.921,
8,1/29/20,15:13:20,0,0,Jared Gordon,{2E3E1409-3BEA-4D52-97D1-636D2570D513},R,Coe College,Ryan Baranowski,{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,Coe College,Stretch,,Top,,,,Four Seam Fastball,,Ball,,,,,,,33.761,1.039,-3.222,1777,247.954,2:15,1.18,-0.533,1.961,-1.072,0.135,0.23,0.4,0.141,30.46,-7.018,-1.491,0.502,,,,,,,,,,,,-0.154,0.082,-0.465,15.24,1.197,1.816,-33.446,0.293,-2.211,6.933,-8.631,Coe College,Coe College,,,,,{D53E88B8-213C-4A3A-B1F0-66C5ACC37190},0.141,0.4,
9,1/29/20,15:13:32,0,0,Jared Gordon,{2E3E1409-3BEA-4D52-97D1-636D2570D513},R,Coe College,Ryan Baranowski,{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,Coe College,Stretch,,Top,,,,Slider,,Ball,,,,,,,29.616,5.147,-0.259,1833,65.572,8:15,1.205,-0.707,1.763,-1.564,0.051,-0.162,1.104,-0.471,26.831,-6.432,-1.464,0.579,,,,,,,,,,,,0.085,0.002,-0.699,15.24,1.323,0.179,-29.256,2.178,0.947,4.914,-9.785,Coe College,Coe College,,,,,{575A00F3-3C1D-4839-867A-9D17E31B03F6},-0.471,1.104,
10,1/29/20,15:13:49,0,0,Jared Gordon,{2E3E1409-3BEA-4D52-97D1-636D2570D513},R,Coe College,Ryan Baranowski,{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,Coe College,Stretch,,Top,,,,Slider,,Called Strike,,,,,,,29.498,4.254,-2.172,1793,21.504,6:45,1.243,-0.69,1.746,-1.721,-0.091,-0.14,0.733,0.068,26.65,-8.495,-3.217,0.584,,,,,,,,,,,,0.057,-0.063,-0.633,15.24,1.339,1.146,-29.134,1.667,0.624,5.276,-10.491,Coe College,Coe College,,,,,{40A31FF0-7692-4447-A081-EA36427F6FC9},0.068,0.733,
11,1/29/20,15:14:00,0,0,Jared Gordon,{2E3E1409-3BEA-4D52-97D1-636D2570D513},R,Coe College,Ryan Baranowski,{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,Coe College,Stretch,,Top,,,,Changeup,,Ball,,,,,,,32.829,0.443,-4.811,1302,244.531,2:15,1.172,-0.539,1.874,-1.067,0.229,0.372,0.23,0.447,29.567,-7.527,-2.026,0.52,,,,,,,,,,,,-0.244,0.139,-0.43,15.24,1.175,2.619,-32.445,-0.069,-3.299,6.57,-7.93,Coe College,Coe College,,,,,{17EC4D82-EDB2-448E-A99A-75EAFA602470},0.447,0.23,
12,1/29/20,15:14:15,0,0,Jared Gordon,{2E3E1409-3BEA-4D52-97D1-636D2570D513},R,Coe College,Ryan Baranowski,{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,Coe College,Stretch,,Top,,,,Changeup,,Ball,,,,,,,32.067,3.079,-1.506,1261,287.773,3:30,1.157,-0.588,1.811,-1.362,0.002,0.14,0.666,-0.302,28.892,-7.075,-0.462,0.534,,,,,,,,,,,,-0.088,-0.007,-0.552,15.24,1.222,0.792,-31.737,1.291,-1.144,6.253,-9.892,Coe College,Coe College,,,,,{FB7293AD-7CA5-44DC-9746-07654C131278},-0.302,0.666,
13,1/29/20,15:14:46,0,0,Jared Gordon,{2E3E1409-3BEA-4D52-97D1-636D2570D513},R,Coe College,Ryan Baranowski,{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,Coe College,Stretch,,Top,,,,Changeup,,Called Strike,,,,,,,30.904,2.916,-2.888,1208,288.028,3:30,1.176,-0.535,1.867,-1.524,-0.064,0.269,0.475,0.01,27.899,-8.469,-0.868,0.553,,,,,,,,,,,,-0.172,-0.04,-0.47,15.24,1.235,1.466,-30.57,1.126,-2.057,5.85,-10.28,Coe College,Coe College,,,,,{BFF5F78E-66B4-4154-A3CC-B7D435E938D1},0.01,0.475,
14,1/29/20,15:14:58,0,0,Jared Gordon,{2E3E1409-3BEA-4D52-97D1-636D2570D513},R,Coe College,Ryan Baranowski,{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,Coe College,Stretch,,Top,,,,Changeup,,Called Strike,,,,,,,30.915,3.507,-1.923,1826,288.695,3:30,1.185,-0.62,1.965,-1.442,-0.002,0.158,0.727,-0.239,27.9,-7.334,-0.731,0.548,,,,,,,,,,,,-0.103,-0.011,-0.579,15.24,1.253,0.986,-30.607,1.492,-1.245,5.78,-9.943,Coe College,Coe College,,,,,{B515CA4F-AFD5-4BA3-B30D-C8B3D7EBB18C},-0.239,0.727,
15,1/29/20,15:15:09,0,0,Jared Gordon,{2E3E1409-3BEA-4D52-97D1-636D2570D513},R,Coe College,Ryan Baranowski,{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,Coe College,Stretch,,Top,,,,Slider,,Ball,,,,,,,29.984,4.935,-5.232,1927,308.209,4:15,1.143,-0.703,1.768,-1.689,-0.102,0.099,0.862,0.685,26.779,-7.624,-4.496,0.578,,,,,,,,,,,,-0.101,-0.073,-0.572,15.24,1.256,2.67,-29.473,2.066,-1.113,5.689,-10.612,Coe College,Coe College,,,,,{EF7C5EFF-BCD4-4C87-A1FF-829CE2B0D0C8},0.685,0.862,
16,1/29/20,15:15:24,0,0,Jared Gordon,{2E3E1409-3BEA-4D52-97D1-636D2570D513},R,Coe College,Ryan Baranowski,{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,Coe College,Stretch,,Top,,,,Slider,,Ball,,,,,,,28.831,5.357,2.123,1860,43.207,7:30,1.174,-0.802,1.647,-1.686,0.048,-0.016,1.023,-1.392,26.197,-7.008,2.006,0.599,,,,,,,,,,,,0.024,-0.003,-0.859,15.24,1.306,-1.049,-28.44,2.157,0.256,4.512,-9.837,Coe College,Coe College,,,,,{384BEC1F-35AA-4888-88EB-18D5F80AB29A},-1.392,1.023,
17,1/29/20,15:15:38,0,0,Jared Gordon,{2E3E1409-3BEA-4D52-97D1-636D2570D513},R,Coe College,Ryan Baranowski,{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,Coe College,Stretch,,Top,,,,Slider,,Ball,,,,,,,29.13,3.551,-3.239,1844,205.65,12:45,1.358,-0.631,1.857,-1.253,0.395,0.058,1.109,0.226,26.227,-5.807,-2.807,0.586,,,,,,,,,,,,-0.058,0.207,-0.555,15.24,1.433,1.614,-28.793,1.451,-0.622,5.059,-7.602,Coe College,Coe College,,,,,{A64CD64E-19CA-45E5-A156-69A6DE84992A},0.226,1.109,
18,1/29/20,15:15:52,0,0,Jared Gordon,{2E3E1409-3BEA-4D52-97D1-636D2570D513},R,Coe College,Ryan Baranowski,{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,Coe College,Stretch,,Top,,,,Four Seam Fastball,,Ball,,,,,,,34.065,2.096,-4.574,1788,299.501,4:00,1.216,-0.398,1.804,-1.463,-0.249,0.355,0.348,0.543,30.732,-8.78,-1.922,0.504,,,,,,,,,,,,-0.232,-0.136,-0.289,15.24,1.258,2.576,-33.641,0.759,-3.364,7.099,-11.777,Coe College,Coe College,,,,,{EE0BCB09-E23E-4D3B-8A80-710A8319076F},0.543,0.348,
19,1/29/20,15:17:58,0,0,Alex Timp,{9182D56F-DF6F-47EC-8B03-157C22AE79F6},R,Coe College,Ryan Baranowski,{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,Coe College,Stretch,,Top,,,,Changeup,,Ball,,,,,,,31.769,2.067,-0.606,1176,264.131,2:45,1.672,-0.464,1.705,-1.354,0.051,0.124,0.906,-0.415,28.936,-7.912,0.31,0.54,,,,,,,,,,,,-0.071,0.024,-0.449,15.24,1.716,0.293,-31.477,0.696,-0.909,5.719,-9.501,Coe College,Coe College,,,,,{81A7BCDB-EF19-4EFF-B50E-BA52CABA4B6C},-0.415,0.906,
20,1/29/20,15:18:11,0,0,Alex Timp,{9182D56F-DF6F-47EC-8B03-157C22AE79F6},R,Coe College,Ryan Baranowski,{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,Coe College,Wind Up,,Top,,,,Four Seam Fastball,,Ball,,,,,,,35.354,1.413,0.485,1839,225.668,1:30,1.576,-0.278,1.848,-0.983,0.13,0.125,0.992,-0.539,32.109,-5.906,1.418,0.48,,,,,,,,,,,,-0.064,0.07,-0.29,15.24,1.603,-0.339,-35.069,0.538,-1.022,7.104,-8.692,Coe College,Coe College,,,,,{DF338DC9-972F-4FA2-8652-56B190CAF809},-0.539,0.992,
21,1/29/20,15:18:26,0,0,Alex Timp,{9182D56F-DF6F-47EC-8B03-157C22AE79F6},R,Coe College,Ryan Baranowski,{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,Coe College,Wind Up,,Top,,,,Four Seam Fastball,,Ball,,,,,,,35.473,0.16,-2.833,1960,239.628,2:00,1.604,-0.25,1.879,-0.945,0.158,0.216,0.704,0.332,32.152,-6.889,-1.214,0.479,,,,,,,,,,,,-0.141,0.097,-0.186,15.24,1.602,1.669,-35.154,-0.21,-2.248,7.34,-8.258,Coe College,Coe College,,,,,{C3DC2A69-74A3-4DCB-9EBC-ECCF67EFFF15},0.332,0.704,
22,1/29/20,15:18:39,0,0,Alex Timp,{9182D56F-DF6F-47EC-8B03-157C22AE79F6},R,Coe College,Ryan Baranowski,{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,Coe College,Wind Up,,Top,,,,Slider,,Ball,,,,,,,29.708,0.765,-2.733,2178,49.591,7:45,1.695,-0.537,1.704,-1.717,-0.109,-0.192,0.195,0.433,27.097,-11.836,-4.158,0.581,,,,,,,,,,,,0.079,-0.04,-0.464,15.24,1.702,1.46,-29.391,-0.123,0.872,5.543,-10.249,Coe College,Coe College,,,,,{B3DB4DA9-BF59-43E6-914D-184329F8B0CE},0.433,0.195,
23,1/29/20,15:18:54,0,0,Alex Timp,{9182D56F-DF6F-47EC-8B03-157C22AE79F6},R,Coe College,Ryan Baranowski,{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,Coe College,Wind Up,,Top,,,,Slider,,Called Strike,,,,,,,29.033,1.459,-2.211,2086,56.283,8:00,1.663,-0.621,1.909,-1.727,-0.087,-0.203,0.347,0.203,26.534,-11.374,-3.734,0.586,,,,,,,,,,,,0.092,-0.036,-0.57,15.24,1.686,1.164,-28.77,0.284,0.98,5.197,-10.193,Coe College,Coe College,,,,,{969A1418-2071-4E85-83AC-6BDD71DC701D},0.203,0.347,
24,1/29/20,15:19:05,0,0,Alex Timp,{9182D56F-DF6F-47EC-8B03-157C22AE79F6},R,Coe College,Ryan Baranowski,{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,Coe College,Wind Up,,Top,,,,Changeup,,Ball,,,,,,,32.284,0.133,-3.43,1239,259.5,2:45,1.634,-0.345,1.809,-1.317,0.029,0.161,0.355,0.465,29.535,-9.583,-2.236,0.528,,,,,,,,,,,,-0.114,0.027,-0.263,15.24,1.629,1.866,-31.97,-0.334,-1.506,5.916,-9.449,Coe College,Coe College,,,,,{60999203-1D24-4F19-97B9-47B97A6D08BC},0.465,0.355,
25,1/29/20,15:19:17,0,0,Alex Timp,{9182D56F-DF6F-47EC-8B03-157C22AE79F6},R,Coe College,Ryan Baranowski,{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,Coe College,Wind Up,,Top,,,,Changeup,,Called Strike,,,,,,,32.194,1.008,-1.088,1210,233.81,1:45,1.65,-0.404,1.644,-1.291,0.086,0.08,0.646,-0.174,29.294,-8.473,-0.494,0.535,,,,,,,,,,,,-0.051,0.052,-0.375,15.24,1.667,0.578,-31.892,0.123,-0.675,5.999,-9.124,Coe College,Coe College,,,,,{54939EAD-02D5-4F74-996B-E68EECFA8D05},-0.174,0.646,
26,1/29/20,15:19:41,0,0,Alex Timp,{9182D56F-DF6F-47EC-8B03-157C22AE79F6},R,Coe College,Ryan Baranowski,{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,Coe College,Wind Up,,Top,,,,Four Seam Fastball,,Ball,,,,,,,35.104,1.53,-0.273,1829,237.671,2:00,1.67,-0.454,2.408,-0.869,0.18,0.241,1.218,-0.62,31.941,-5.167,1.585,0.466,,,,,,,,,,,,-0.142,0.103,-0.45,15.24,1.689,0.117,-34.931,0.752,-2.245,7.056,-8.176,Coe College,Coe College,,,,,{91DCDC63-3016-49FF-A186-32183BBAB261},-0.62,1.218,
27,1/29/20,15:19:54,0,0,Alex Timp,{9182D56F-DF6F-47EC-8B03-157C22AE79F6},R,Coe College,Ryan Baranowski,{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,Coe College,Wind Up,,Top,,,,Four Seam Fastball,,Ball,,,,,,,29.174,2.056,-4.13,2114,322.584,4:45,1.702,-0.556,1.774,-1.775,-0.115,-0.033,0.511,0.649,26.487,-11.058,-4.374,0.59,,,,,,,,,,,,-0.019,-0.054,-0.453,15.24,1.741,2.09,-28.816,0.535,-0.198,5.352,-10.378,Coe College,Coe College,,,,,{27D188FC-B259-415A-9C5F-E4D8F9453D14},0.649,0.511,
28,1/29/20,15:20:05,0,0,Alex Timp,{9182D56F-DF6F-47EC-8B03-157C22AE79F6},R,Coe College,Ryan Baranowski,{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,Coe College,Wind Up,,Top,,,,Changeup,,Called Strike,,,,,,,31.203,1.918,-3.231,1195,275.679,3:15,1.631,-0.331,1.72,-1.472,-0.014,0.282,0.705,0.307,28.242,-8.962,-1.132,0.552,,,,,,,,,,,,-0.179,-0.005,-0.249,15.24,1.67,1.654,-30.856,0.574,-2.187,5.879,-9.864,Coe College,Coe College,,,,,{32FC06D3-4A61-43C9-A681-E72A8518C97E},0.307,0.705,
29,1/29/20,15:20:17,0,0,Alex Timp,{9182D56F-DF6F-47EC-8B03-157C22AE79F6},R,Coe College,Ryan Baranowski,{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,Coe College,Wind Up,,Top,,,,Four Seam Fastball,,Ball,,,,,,,33.586,2.106,-1.344,1767,232.188,1:45,1.562,-0.3,1.795,-1.046,0.198,0.165,1.113,-0.084,30.425,-5.665,-0.115,0.508,,,,,,,,,,,,-0.1,0.102,-0.268,15.24,1.607,0.727,-33.282,0.884,-1.431,6.452,-8.342,Coe College,Coe College,,,,,{03FDE2CF-0217-4DD6-9AC9-93E39496C861},-0.084,1.113,
30,1/29/20,15:20:30,0,0,Alex Timp,{9182D56F-DF6F-47EC-8B03-157C22AE79F6},R,Coe College,Ryan Baranowski,{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,Coe College,Wind Up,,Top,,,,Slider,,Called Strike,,,,,,,28.608,1.783,-0.894,2047,86.876,9:00,1.712,-0.576,1.569,-1.764,-0.001,-0.315,0.46,-0.004,26.131,-11.071,-3.217,0.607,,,,,,,,,,,,0.159,0.007,-0.547,15.24,1.747,0.54,-28.309,0.331,1.637,4.923,-9.738,Coe College,Coe College,,,,,{F81A6A17-40C0-450B-BDC2-33EA5A1F3C1C},-0.004,0.46,
31,1/29/20,15:20:40,0,0,Alex Timp,{9182D56F-DF6F-47EC-8B03-157C22AE79F6},R,Coe College,Ryan Baranowski,{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,Coe College,Wind Up,,Top,,,,Changeup,,Ball,,,,,,,31.665,0.568,-3.534,2305,257.495,2:30,1.632,-0.39,1.782,-1.353,0.052,0.19,0.441,0.422,28.781,-9.434,-2.12,0.541,,,,,,,,,,,,-0.132,0.04,-0.304,15.24,1.637,1.876,-31.334,-0.105,-1.666,5.97,-9.298,Coe College,Coe College,,,,,{948A4240-5B93-451F-A21E-50D37C2C7CD3},0.422,0.441,
32,1/29/20,15:22:27,0,0,Jared Gordon,{2E3E1409-3BEA-4D52-97D1-636D2570D513},R,Coe College,Ryan Baranowski,{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,Coe College,Stretch,,Top,,,,Four Seam Fastball,,Called Strike,,,,,,,33.783,2.634,-1.325,1776,164.665,11:30,1.084,-0.644,1.893,-1.147,0.067,-0.049,0.679,-0.222,30.178,-6.004,-1.696,0.506,,,,,,,,,,,,0.015,0.035,-0.614,15.24,1.137,0.789,-33.451,1.19,0.213,7.395,-9.313,Coe College,Coe College,,,,,{1176E278-4B4A-4B8A-90BB-A3722256B740},-0.222,0.679,
33,1/29/20,15:22:38,0,0,Jared Gordon,{2E3E1409-3BEA-4D52-97D1-636D2570D513},R,Coe College,Ryan Baranowski,{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,Coe College,Stretch,,Top,,,,Four Seam Fastball,,Called Strike,,,,,,,34.405,2.326,-2.014,1829,227.186,1:30,1.165,-0.67,1.962,-0.969,0.192,0.1,0.849,-0.206,30.888,-4.978,-1.255,0.493,,,,,,,,,,,,-0.073,0.103,-0.627,15.24,1.21,1.169,-34.092,1.097,-1.083,7.287,-8.271,Coe College,Coe College,,,,,{89C48ED6-40EB-4853-9F2A-3CF6ACB7BDD5},-0.206,0.849,
34,1/29/20,15:23:04,0,0,Jared Gordon,{2E3E1409-3BEA-4D52-97D1-636D2570D513},R,Coe College,Ryan Baranowski,{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,Coe College,Stretch,,Top,,,,Slider,,Ball,,,,,,,30.869,3.928,-4.278,1865,258.868,2:45,1.282,-0.663,1.684,-1.363,0.143,0.161,1.043,0.398,27.474,-6.191,-3.085,0.563,,,,,,,,,,,,-0.125,0.067,-0.55,15.24,1.376,2.224,-30.408,1.667,-1.469,6.103,-9.017,Coe College,Coe College,,,,,{57D12BDE-EB3F-442B-97D9-0953863B769E},0.398,1.043,
35,1/29/20,15:23:17,0,0,Jared Gordon,{2E3E1409-3BEA-4D52-97D1-636D2570D513},R,Coe College,Ryan Baranowski,{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,Coe College,Stretch,,Top,,,,Changeup,,Ball,,,,,,,31.567,2.316,-1.352,2167,265.585,2:45,1.192,-0.55,1.837,-1.351,0.049,0.154,0.496,-0.322,28.399,-7.785,-0.198,0.542,,,,,,,,,,,,-0.096,0.028,-0.519,15.24,1.239,0.693,-31.26,0.866,-1.194,6.264,-9.451,Coe College,Coe College,,,,,{3E80EDA1-2F27-4C56-B9A8-20A26A5AD222},-0.322,0.496,
36,1/29/20,15:23:30,0,0,Jared Gordon,{2E3E1409-3BEA-4D52-97D1-636D2570D513},R,Coe College,Ryan Baranowski,{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,Coe College,Stretch,,Top,,,,Four Seam Fastball,,Ball,,,,,,,34.582,4.14,-2.983,1799,280.714,3:15,1.085,-0.584,1.946,-1.097,0.06,0.105,1.152,0.149,30.814,-4.142,-2.19,0.493,,,,,,,,,,,,-0.084,0.015,-0.519,15.24,1.17,1.749,-34.168,2.146,-1.258,7.574,-9.577,Coe College,Coe College,,,,,{1733814E-A6DC-487F-B83D-E25E4C7D3D02},0.149,1.152,
37,1/29/20,15:23:44,0,0,Jared Gordon,{2E3E1409-3BEA-4D52-97D1-636D2570D513},R,Coe College,Ryan Baranowski,{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,Coe College,Stretch,,Top,,,,Slider,,Ball,,,,,,,31.07,3.096,-3.837,1854,309.239,4:15,1.204,-0.648,1.851,-1.546,-0.095,0.064,0.534,0.372,27.984,-8.438,-3.358,0.552,,,,,,,,,,,,-0.068,-0.056,-0.558,15.24,1.267,2.04,-30.692,1.219,-0.824,6.023,-10.487,Coe College,Coe College,,,,,{9046D61C-FC1C-4BFA-9429-A4CC8E166B76},0.372,0.534,
38,1/29/20,15:23:58,0,0,Jared Gordon,{2E3E1409-3BEA-4D52-97D1-636D2570D513},R,Coe College,Ryan Baranowski,{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,Coe College,Stretch,,Top,,,,Changeup,,Ball,,,,,,,31.599,3.428,-3.652,1326,251.953,2:30,1.123,-0.528,1.893,-1.214,0.181,0.229,0.877,0.272,28.245,-5.693,-1.933,0.541,,,,,,,,,,,,-0.158,0.091,-0.446,15.24,1.195,1.928,-31.218,1.528,-1.961,6.264,-8.67,Coe College,Coe College,,,,,{11A04FFF-8C76-4781-BE22-A144F328B9D3},0.272,0.877,
39,1/29/20,15:24:12,0,0,Jared Gordon,{2E3E1409-3BEA-4D52-97D1-636D2570D513},R,Coe College,Ryan Baranowski,{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,Coe College,Stretch,,Top,,,,Four Seam Fastball,,Ball,,,,,,,33.857,2.158,-4.188,1829,279.03,3:15,1.206,-0.514,2.259,-1.197,-0.04,0.298,0.603,0.342,30.242,-7.052,-1.893,0.494,,,,,,,,,,,,-0.21,-0.02,-0.446,15.24,1.237,2.387,-33.53,0.993,-2.993,7.579,-10.093,Coe College,Coe College,,,,,{EF9EA6C7-D65E-4C6B-B0E2-20597E8CD66C},0.342,0.603,
40,1/29/20,15:24:29,0,0,Jared Gordon,{2E3E1409-3BEA-4D52-97D1-636D2570D513},R,Coe College,Ryan Baranowski,{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,Coe College,Stretch,,Top,,,,Slider,,Called Strike,,,,,,,29.806,3.264,-2.496,1806,334.756,5:15,1.216,-0.738,1.743,-1.6,-0.005,-0.05,0.544,0.021,26.865,-8.604,-2.866,0.578,,,,,,,,,,,,0.005,-0.007,-0.674,15.24,1.287,1.299,-29.457,1.21,0.055,5.534,-9.885,Coe College,Coe College,,,,,{8FF83B91-78E6-4674-9CBC-9D3CAB14D704},0.021,0.544,
