No,Date,Time,"PA of Inning","Pitch of PA",Pitcher,"Pitcher ID","Pitcher Handedness","Pitcher Team",Batter,"Batter ID","Batter Handedness","Batter Team","Pitch Set",Col15,Top/Bottom,Col17,Col18,Col19,"Pitch Type",Col21,"Pitch Call",Col23,Col24,Col25,Col26,Col27,Col28,"Pitch Speed [mph]","Pitch Launch (V) [°]","Pitch Launch (H) [°]","Pitch Spin [rpm]","Pitch Spin Axis [°]","Pitch Spin Tilt","Pitch Release Height [ft]","Pitch Release Side [ft]","Pitch Extension [ft]","Pitch Break (V) [in]","Pitch Break Ind (V) [in]","Pitch Break (H) [in]","Pitch Strike Zone - Height [ft]","Pitch Strike Zone - Offset [ft]","Pitch Zone Speed [mph]","Pitch Approach (V) [°]","Pitch Approach (H) [°]","Pitch Time [s]","Hit Ball Speed [mph]","Hit Ball Launch (V) [°]","Hit Ball Launch (H) [°]",Col50,Col51,Col52,Col53,"Hit Carry Distance [ft]",Col55,Col56,"Hit Ball Flight Time [s]","pfxx [in]","pfxz [in]","x0 [ft]","y0 [ft]","z0 [ft]","vx0 [ft/s]","vy0 [ft/s]","vz0 [ft/s]","ax [ft/s²]","ay [ft/s²]","az [ft/s²]","Home Team","Away Team",Col71,Col72,Col73,Col74,GUID,"px [ft]","pz [ft]"
1,2019/02/05,14:41:59,0,0,"Jeffrey Anders",{A098B26A-5758-4BE4-BE69-1983040DDDC9},R,"Coe College","JT Henry",{4B2C93B6-724B-47D4-B45F-644FA936C12C},R,"Coe College","Wind Up",,Top,,,,Slider,,"Called Strike",,,,,,,74.383,2.028,-1.758,1349.00,134.072,10:30,"4' 9""","2' 7""","5' 11""",-41.595,8.594,-8.877,"3' 2""","0' 2""",67.198,-5.865,-3.334,0.510,,,,,,,,,,,,-0.779,13.547,"-2' 5""",50',"4' 11""",3.718,-109.188,3.578,4.567,21.995,-32.901,"Coe College","Coe College",,,,,{CA1760A0-23A5-4891-A58E-C9B43F15F7A6},"0' 2""",3'
2,2019/02/05,14:42:16,0,0,"Jeffrey Anders",{A098B26A-5758-4BE4-BE69-1983040DDDC9},R,"Coe College","JT Henry",{4B2C93B6-724B-47D4-B45F-644FA936C12C},R,"Coe College","Wind Up",,Top,,,,Slider,,Ball,,,,,,,75.831,0.482,-5.197,2662.00,238.416,2:0,"5' 1""","3' 1""","6' 2""",-41.322,7.674,12.482,"2' 1""","0' 8""",68.020,-7.355,-2.951,0.504,,,,,,,,,,,,-18.477,16.499,"-2' 8""",50',"5' 1""",9.772,-109.776,0.762,-10.808,22.660,-32.894,"Coe College","Coe College",,,,,{509F16D0-FDE3-4919-AC48-24295770D749},"0' 8""","1' 11"""
3,2019/02/05,14:42:30,0,0,"Jeffrey Anders",{A098B26A-5758-4BE4-BE69-1983040DDDC9},R,"Coe College","JT Henry",{4B2C93B6-724B-47D4-B45F-644FA936C12C},R,"Coe College","Wind Up",,Top,,,,Fastball,,"Foul Ball",,,,,,,83.325,0.024,-2.449,2156.00,146.496,11:0,5',"2' 5""","6' 11""",-28.269,10.871,-7.197,"2' 8""","0' 5""",75.229,-5.415,-3.833,0.450,,,,,,,,,,,,-3.690,17.867,"-2' 4""",50',5',5.644,-121.051,-0.065,3.263,25.511,-26.850,"Coe College","Coe College",,,,,{78C0366D-22DA-4A34-9DD6-8F08351324DA},"0' 4""","2' 7"""
4,2019/02/05,14:42:52,0,0,"Jeffrey Anders",{A098B26A-5758-4BE4-BE69-1983040DDDC9},R,"Coe College","JT Henry",{4B2C93B6-724B-47D4-B45F-644FA936C12C},R,"Coe College","Wind Up",,Top,,,,Fastball,,Ball,,,,,,,86.638,1.314,-3.871,2516.00,187.733,12:15,"4' 10""","2' 11""","5' 11""",-20.976,17.661,2.398,"4' 4""","0' 6""",76.939,-2.712,-3.450,0.447,,,,,,,,,,,,-14.024,16.682,"-2' 8""",50',"4' 10""",9.302,-123.818,2.940,-8.935,26.542,-22.237,"Coe College","Coe College",,,,,{F1109CCC-A6E0-4B75-A1B8-3CC7765F16EA},"0' 5""","4' 2"""
5,2019/02/05,14:43:09,0,0,"Jeffrey Anders",{A098B26A-5758-4BE4-BE69-1983040DDDC9},R,"Coe College","JT Henry",{4B2C93B6-724B-47D4-B45F-644FA936C12C},R,"Coe College","Wind Up",,Top,,,,Slider,,Single,,,,,,,70.996,5.249,-2.253,2475.00,15.778,6:30,4',"3' 2""","6' 8""",-67.290,-12.202,-3.448,"3' 3""","0' 9""",63.306,-7.514,-3.127,0.534,,,,,,,,,,,,-3.000,-0.655,"-2' 11""",50',"4' 4""",3.894,-102.882,8.576,1.894,19.646,-45.567,"Coe College","Coe College",,,,,{649961BD-50A3-4FF8-85CC-FD9EA8F19B14},"0' 10""",3'
6,2019/02/05,14:43:49,0,0,"Jeffrey Anders",{A098B26A-5758-4BE4-BE69-1983040DDDC9},R,"Coe College","Colton Knox",{49B61A5C-1745-4445-9ADC-3312A5A6F38B},L,"Coe College","Wind Up",,Top,,,,Fastball,,Single,,,,,,,85.017,-1.463,-1.668,1020.00,161.401,11:30,"5' 10""","2' 5""","5' 9""",-21.672,17.500,-5.889,"2' 8""","0' 5""",76.829,-5.543,-2.874,0.450,50.935,25.737,-13.320,,,,,"121' 11""",,,2.071,2.854,28.491,"-2' 2""",50',"5' 7""",2.621,-123.417,-4.044,9.597,26.400,-13.520,"Coe College","Coe College",,,,,{BEC0D3A3-8F34-4B17-BF29-CB1E7458D673},"0' 4""","2' 9"""
7,2019/02/05,14:44:32,0,0,"Jeffrey Anders",{A098B26A-5758-4BE4-BE69-1983040DDDC9},R,"Coe College","Kyle Alvarado",{287722BA-CBE3-4BDC-82A2-08FF8059A8FA},R,"Coe College","Wind Up",,Top,,,,Curveball,,Ball,,,,,,,70.361,2.135,2.685,2500.00,163.333,11:30,5',"2' 6""","6' 2""",1.305,59.357,-17.771,"7' 1""","3' 6""",61.477,1.937,-0.572,0.548,,,,,,,,,,,,14.813,34.865,"-2' 8""",50',"5' 1""",-4.349,-101.123,5.473,11.306,20.121,-8.389,"Coe College","Coe College",,,,,{C8FB9644-54C6-4C54-A20B-17C2ADF64E8A},"-3' 6""","6' 9"""
8,2019/02/05,14:44:52,0,0,"Jeffrey Anders",{A098B26A-5758-4BE4-BE69-1983040DDDC9},R,"Coe College","Kyle Alvarado",{287722BA-CBE3-4BDC-82A2-08FF8059A8FA},R,"Coe College","Wind Up",,Top,,,,Fastball,,Ball,,,,,,,86.316,0.659,-1.869,2342.00,183.116,12:0,"4' 11""","2' 6""","6' 6""",-10.092,27.191,1.480,"4' 8""","0' 11""",77.350,-1.382,-1.608,0.439,,,,,,,,,,,,-5.784,19.087,"-2' 4""",50',"4' 11""",4.186,-124.796,2.686,-3.166,27.321,-17.912,"Coe College","Coe College",,,,,{06C1D7CE-24CB-4D14-A892-0F9451273C35},"0' 11""","4' 6"""
9,2019/02/05,14:45:07,0,0,"Jeffrey Anders",{A098B26A-5758-4BE4-BE69-1983040DDDC9},R,"Coe College","Kyle Alvarado",{287722BA-CBE3-4BDC-82A2-08FF8059A8FA},R,"Coe College","Wind Up",,Top,,,,Fastball,,"Swinging Strike",,,,,,,84.162,2.086,-2.658,2329.00,198.345,12:30,"4' 8""","2' 7""","6' 7""",-31.185,7.547,2.503,4',"0' 4""",75.834,-3.887,-2.230,0.448,,,,,,,,,,,,-9.153,10.698,"-2' 6""",50',"4' 9""",6.163,-122.126,4.277,-5.367,25.091,-31.255,"Coe College","Coe College",,,,,{519BEDC7-7BA3-415B-973D-69FD717C5606},"0' 5""","3' 10"""
10,2019/02/05,14:45:23,0,0,"Jeffrey Anders",{A098B26A-5758-4BE4-BE69-1983040DDDC9},R,"Coe College","Kyle Alvarado",{287722BA-CBE3-4BDC-82A2-08FF8059A8FA},R,"Coe College","Wind Up",,Top,,,,Fastball,,Ball,,,,,,,84.156,1.812,-2.771,2546.00,172.962,11:45,"4' 10""","2' 7""","6' 2""",-25.764,13.600,-1.679,"4' 4""","0' 1""",75.756,-3.117,-3.128,0.451,,,,,,,,,,,,-5.063,16.150,"-2' 5""",50',"4' 11""",5.802,-122.134,3.331,1.120,25.654,-23.383,"Coe College","Coe College",,,,,{A8ACCC7C-C442-45DF-B7B1-CEB435BB7302},"0' 1""","4' 3"""
11,2019/02/05,14:45:40,0,0,"Jeffrey Anders",{A098B26A-5758-4BE4-BE69-1983040DDDC9},R,"Coe College","Kyle Alvarado",{287722BA-CBE3-4BDC-82A2-08FF8059A8FA},R,"Coe College","Wind Up",,Top,,,,Fastball,,Ball,,,,,,,85.945,-1.361,-2.743,2409.00,204.053,12:45,"5' 2""","2' 7""","7' 1""",-26.306,10.152,4.531,"1' 9""","0' 6""",77.986,-6.438,-1.930,0.435,,,,,,,,,,,,-8.561,19.896,"-2' 5""",50',5',5.693,-124.660,-2.828,-5.550,25.981,-26.118,"Coe College","Coe College",,,,,{5F614523-AAA2-4560-A5FB-5F8F4A9C8DA9},"0' 6""","1' 9"""
12,2019/02/05,14:46:10,0,0,"Jeffrey Anders",{A098B26A-5758-4BE4-BE69-1983040DDDC9},R,"Coe College","Kyle Alvarado",{287722BA-CBE3-4BDC-82A2-08FF8059A8FA},R,"Coe College","Wind Up",,Top,,,,Fastball,,"Called Strike",,,,,,,84.637,-0.340,-1.963,2488.00,152.155,11:0,"5' 1""","2' 2""","6' 11""",-30.973,6.372,-3.366,"2' 3""","0' 2""",77.053,-6.278,-2.619,0.440,,,,,,,,,,,,-4.101,18.076,"-2' 1""",50',"5' 1""",4.569,-123.322,-1.445,0.632,24.976,-27.635,"Coe College","Coe College",,,,,{17582AB0-E002-42DF-9EBE-E7EA3D345CE6},"0' 2""","2' 2"""
13,2019/02/05,14:46:31,0,0,"Jeffrey Anders",{A098B26A-5758-4BE4-BE69-1983040DDDC9},R,"Coe College","Kyle Alvarado",{287722BA-CBE3-4BDC-82A2-08FF8059A8FA},R,"Coe College","Wind Up",,Top,,,,Slider,,Ball,,,,,,,76.647,0.711,-4.309,,251.145,2:15,"4' 10""","2' 8""","6' 3""",-43.055,4.404,12.896,"1' 11""","0' 3""",68.990,-7.438,-1.926,0.496,,,,,,,,,,,,-10.032,13.635,"-2' 3""",50',"4' 10""",6.618,-111.481,1.312,-4.152,23.305,-35.417,"Coe College","Coe College",,,,,{A1E22289-798A-48DF-8442-134EC7F692E2},"0' 4""","1' 9"""
14,2019/02/05,14:46:48,0,0,"Jeffrey Anders",{A098B26A-5758-4BE4-BE69-1983040DDDC9},R,"Coe College","Kyle Alvarado",{287722BA-CBE3-4BDC-82A2-08FF8059A8FA},R,"Coe College","Wind Up",,Top,,,,Curveball,,"Called Strike",,,,,,,78.247,1.758,-2.862,,200.036,12:45,"4' 10""","2' 8""",6',-37.059,8.561,3.122,"3' 4""","0' 3""",70.453,-5.294,-2.524,0.486,,,,,,,,,,,,-3.890,11.676,"-2' 5""",50',"4' 11""",4.605,-114.072,3.591,1.445,23.791,-33.746,"Coe College","Coe College",,,,,{8110CA90-7BF1-41BC-AF72-670DDCEC73B6},"0' 3""","3' 2"""
15,2019/02/05,14:52:51,0,0,"Mike Guinane",{F801B34F-F27D-4F5E-942D-E20B7628B09F},L,"Coe College","Issac Evans",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,"Coe College","Wind Up",,Top,,,,Changeup,,Ball,,,,,,,73.268,1.198,2.937,1798.00,47.318,7:30,"4' 10""","-1' 6""",7',-58.707,-8.229,-8.923,"1' 1""","0' 5""",66.112,-10.023,1.628,0.511,,,,,,,,,,,,10.699,15.333,"1' 4""",50',"4' 11""",-5.114,-106.621,0.573,6.429,21.500,-36.104,"Coe College","Coe College",,,,,{992627C8-A78D-478E-BD1F-E00BE79FF828},"0' 4""","1' 1"""
16,2019/02/05,14:53:10,0,0,"Mike Guinane",{F801B34F-F27D-4F5E-942D-E20B7628B09F},L,"Coe College","Issac Evans",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,"Coe College",Stretch,,Top,,,,Fastball,,"Called Strike",,,,,,,77.023,1.933,1.807,1923.00,143.894,10:45,"4' 8""","-1' 6""",6',-36.014,12.374,-9.026,"3' 6""","0' 7""",68.271,-4.964,0.340,0.501,,,,,,,,,,,,3.162,15.383,"1' 3""",50',"4' 9""",-1.785,-111.189,3.782,1.742,25.044,-29.307,"Coe College","Coe College",,,,,{4307611C-D5F0-4C4A-A24F-66A99FDD13CB},"0' 7""","3' 5"""
17,2019/02/05,14:53:28,0,0,"Mike Guinane",{F801B34F-F27D-4F5E-942D-E20B7628B09F},L,"Coe College","Issac Evans",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,"Coe College",Stretch,,Top,,,,Changeup,,Ball,,,,,,,72.395,0.915,-0.814,1585.00,254.697,2:30,5',"-1' 5""","6' 8""",-51.191,1.225,4.478,"1' 7""","-1' 9""",65.137,-8.843,-0.049,0.521,,,,,,,,,,,,-3.291,16.210,"1' 6""",50',5',1.218,-105.555,1.074,-2.432,21.578,-34.643,"Coe College","Coe College",,,,,{BC410E79-A8DC-44BF-A932-23AB77E7ACAF},"1' 9""","1' 6"""
18,2019/02/05,14:53:45,0,0,"Mike Guinane",{F801B34F-F27D-4F5E-942D-E20B7628B09F},L,"Coe College","Issac Evans",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,"Coe College",Stretch,,Top,,,,Curveball,,Ball,,,,,,,63.097,3.523,2.772,2210.00,319.995,4:45,"4' 5""","-1' 11""","6' 3""",-75.327,-4.319,3.625,"1' 5""","0' 11""",56.491,-10.681,3.514,0.606,,,,,,,,,,,,0.534,12.388,"1' 8""",50',"4' 7""",-3.656,-91.284,4.825,-4.113,15.563,-38.978,"Coe College","Coe College",,,,,{FF121571-B901-4602-BFB9-A750CA46A8D2},-1',"1' 4"""
19,2019/02/05,14:54:10,0,0,"Mike Guinane",{F801B34F-F27D-4F5E-942D-E20B7628B09F},L,"Coe College","Issac Evans",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,"Coe College",Stretch,,Top,,,,Fastball,,Ball,,,,,,,76.271,1.598,2.475,1913.00,134.140,10:30,"4' 11""","-2' 1""","5' 8""",-32.419,17.322,-17.849,"3' 8""","-1' 3""",67.671,-4.607,-0.721,0.508,,,,,,,,,,,,10.977,16.893,"1' 9""",50',"4' 11""",-3.546,-110.222,3.324,9.959,23.440,-28.218,"Coe College","Coe College",,,,,{9C18918A-B0D8-4B22-ABCF-5ADF477BEFAF},"1' 3""","3' 6"""
20,2019/02/05,14:54:27,0,0,"Mike Guinane",{F801B34F-F27D-4F5E-942D-E20B7628B09F},L,"Coe College","Issac Evans",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,"Coe College",Stretch,,Top,,,,Fastball,,Ball,,,,,,,76.384,-1.065,3.360,1911.00,75.618,8:30,"5' 3""","-1' 7""","7' 2""",-48.320,-1.800,-7.018,"0' 3""","0' 11""",68.999,-10.298,2.106,0.491,,,,,,,,,,,,9.056,21.491,"1' 4""",50',"5' 2""",-5.834,-110.933,-3.284,3.832,23.913,-31.675,"Coe College","Coe College",,,,,{AFA048C3-D35A-4AE4-BADA-65B3484BEFB8},"0' 11""","0' 4"""
21,2019/02/05,14:54:46,0,0,"Mike Guinane",{F801B34F-F27D-4F5E-942D-E20B7628B09F},L,"Coe College","Issac Evans",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,"Coe College",Stretch,,Top,,,,Fastball,,"Called Strike",,,,,,,74.841,1.000,1.996,1858.00,158.408,11:15,"5' 1""","-1' 8""","6' 1""",-26.250,24.261,-9.602,"3' 10""","0' 7""",66.570,-4.103,0.258,0.511,,,,,,,,,,,,11.177,20.361,"1' 7""",50',"5' 1""",-4.156,-108.585,2.689,8.896,23.205,-25.326,"Coe College","Coe College",,,,,{E8DF213E-F221-4F9A-91B6-DD6A7E80A8B8},"0' 7""","3' 7"""
22,2019/02/05,14:55:07,0,0,"Mike Guinane",{F801B34F-F27D-4F5E-942D-E20B7628B09F},L,"Coe College","Issac Evans",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,"Coe College",Stretch,,Top,,,,Curveball,,"Foul Ball",,,,,,,66.405,2.513,3.532,2350.00,156.664,11:15,"4' 11""","-2' 7""","5' 9""",-44.606,21.900,-9.448,"3' 7""","0' 1""",58.429,-5.997,1.911,0.587,,,,,,,,,,,,10.162,24.329,"2' 3""",50',"5' 1""",-5.169,-95.154,3.840,3.806,17.091,-26.472,"Coe College","Coe College",,,,,{615F6444-7A41-45A3-9D49-DEEC5CF86D95},"0' 1""","3' 5"""
23,2019/02/05,14:55:30,0,0,"Mike Guinane",{F801B34F-F27D-4F5E-942D-E20B7628B09F},L,"Coe College","Issac Evans",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,"Coe College",Stretch,,Top,,,,Changeup,,Ball,,,,,,,73.283,1.292,-0.551,1326.00,113.751,9:45,"4' 11""","-1' 7""","6' 4""",-46.555,5.419,-12.316,"2' 3""","-3' 1""",65.694,-7.570,-2.775,0.519,,,,,,,,,,,,2.448,17.216,"1' 7""",50',"4' 11""",1.749,-106.848,1.762,5.747,23.393,-31.813,"Coe College","Coe College",,,,,{EFCF592E-D152-4DAF-ACB1-99D2334CCDCF},"3' 1""","2' 2"""
24,2019/02/05,14:55:49,0,0,"Mike Guinane",{F801B34F-F27D-4F5E-942D-E20B7628B09F},L,"Coe College","Issac Evans",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},R,"Coe College",Stretch,,Top,,,,Fastball,,"Swinging Strike",,,,,,,76.601,1.880,2.148,1853.00,172.231,11:45,5',"-2' 1""","5' 10""",-22.826,27.809,-3.794,"4' 10""","0' 4""",66.724,-2.569,1.507,0.512,,,,,,,,,,,,9.843,28.263,"1' 11""",50',5',-4.582,-109.312,2.792,6.559,24.741,-14.056,"Coe College","Coe College",,,,,{BDAF8D7F-946B-44EB-A851-12AF310216A6},"0' 5""","4' 10"""
25,2019/02/05,14:56:14,0,0,"Mike Guinane",{F801B34F-F27D-4F5E-942D-E20B7628B09F},L,"Coe College","Issac Evans",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},L,"Coe College",Stretch,,Top,,,,Fastball,,Ball,,,,,,,75.900,4.664,3.998,1853.00,125.463,10:15,"4' 2""","-1' 6""","5' 10""",-38.444,12.181,-17.101,"5' 3""","0' 9""",66.702,-2.653,0.931,0.512,,,,,,,,,,,,15.410,13.119,"1' 2""",50',"4' 6""",-6.716,-109.195,7.848,10.931,24.423,-27.172,"Coe College","Coe College",,,,,{50C62455-A6DE-4B2D-9B3A-5934842BAEA3},"0' 9""","5' 3"""
26,2019/02/05,14:56:30,0,0,"Mike Guinane",{F801B34F-F27D-4F5E-942D-E20B7628B09F},L,"Coe College","Issac Evans",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},L,"Coe College",Stretch,,Top,,,,Fastball,,Ball,,,,,,,73.573,4.691,3.634,1938.00,95.568,9:15,"4' 4""","-1' 2""","6' 7""",-49.949,0.912,-9.350,"4' 5""","1' 4""",65.782,-4.832,1.850,0.513,,,,,,,,,,,,15.984,5.984,"1' 1""",50',"4' 7""",-7.383,-107.100,8.036,10.184,21.158,-37.150,"Coe College","Coe College",,,,,{44B0D3EF-2E93-4DE9-880C-3E28A1C5D79C},"-1' 4""","4' 3"""
27,2019/02/05,14:56:49,0,0,"Mike Guinane",{F801B34F-F27D-4F5E-942D-E20B7628B09F},L,"Coe College","Issac Evans",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},L,"Coe College",Stretch,,Top,,,,Fastball,,Ball,,,,,,,74.721,1.547,2.836,1869.00,188.737,12:15,"4' 10""","0' 7""",7',-35.021,14.241,2.189,"3' 4""","2' 2""",66.478,-5.264,3.267,0.505,,,,,,,,,,,,5.661,14.388,"0' 6""",50',"4' 11""",-5.550,-108.040,3.674,-0.701,21.516,-32.161,"Coe College","Coe College",,,,,{A0465E15-7A6E-493C-B4FD-966F7A5A6FDE},"-2' 3""","3' 1"""
28,2019/02/05,14:57:10,0,0,"Mike Guinane",{F801B34F-F27D-4F5E-942D-E20B7628B09F},L,"Coe College","Issac Evans",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},L,"Coe College",Stretch,,Top,,,,Fastball,,"Called Strike",,,,,,,74.372,-0.686,5.931,1890.00,130.736,10:15,"5' 3""",-2',"6' 6""",-24.005,26.858,-31.186,"2' 8""","0' 11""",66.198,-5.458,0.242,0.513,,,,,,,,,,,,23.156,30.210,"1' 7""",50',"5' 3""",-9.450,-107.609,-1.339,16.506,24.829,-19.061,"Coe College","Coe College",,,,,{4E97E9B7-0383-4DEC-B81A-1B3548002995},"-1' 1""","2' 6"""
29,2019/02/05,14:57:31,0,0,"Mike Guinane",{F801B34F-F27D-4F5E-942D-E20B7628B09F},L,"Coe College","Issac Evans",{6A29FB93-962B-45F0-A55E-F36B60F13EC7},L,"Coe College",Stretch,,Top,,,,Fastball,,Single,,,,,,,74.907,-0.243,4.997,1903.00,124.494,10:15,"5' 1""",-2',"7' 1""",-35.777,13.163,-19.156,"1' 11""",1',66.923,-7.199,1.489,0.503,51.292,12.317,1.479,,,,,"86' 8""",,,1.288,19.742,24.450,"1' 8""",50',"5' 1""",-8.861,-108.715,-0.865,13.302,24.591,-25.283,"Coe College","Coe College",,,,,{18D14A4C-811D-4167-9AE3-1DD25883B0B4},-1',"1' 11"""
30,2019/02/05,14:58:15,0,0,"Mike Guinane",{F801B34F-F27D-4F5E-942D-E20B7628B09F},L,"Coe College","Jacob Burns",{F4F3CB83-D7EF-43C5-91B9-318A5D22665B},L,"Coe College",Stretch,,Top,,,,Curveball,,Ball,,,,,,,62.776,6.750,3.110,2161.00,324.609,4:45,"3' 9""","-1' 3""","6' 1""",-83.144,-10.957,7.784,"3' 1""","2' 3""",55.933,-8.855,4.545,0.611,,,,,,,,,,,,1.424,-0.938,1',50',"4' 2""",-4.671,-90.789,10.123,-4.523,15.493,-45.134,"Coe College","Coe College",,,,,{ABDD7B1D-44F7-4378-B19C-E8F2F7E30F8C},"-2' 4""","2' 10"""
31,2019/02/05,14:58:33,0,0,"Mike Guinane",{F801B34F-F27D-4F5E-942D-E20B7628B09F},L,"Coe College","Jacob Burns",{F4F3CB83-D7EF-43C5-91B9-318A5D22665B},L,"Coe College",Stretch,,Top,,,,Fastball,,Single,,,,,,,75.272,-0.797,0.527,1909.00,187.550,12:15,"5' 8""","-1' 1""",7',-16.414,31.828,4.218,"3' 7""","0' 3""",67.094,-4.103,1.326,0.500,,,,,,,,,,,,5.314,46.962,"1' 1""",50',"5' 9""",-2.401,-109.152,-4.370,3.630,23.383,0.489,"Coe College","Coe College",,,,,{BB131233-B561-41A3-9751-641AFE25F9A9},"0' 4""","3' 9"""
32,2019/02/05,14:59:22,0,0,"Mike Guinane",{F801B34F-F27D-4F5E-942D-E20B7628B09F},L,"Coe College","Colton Knox",{49B61A5C-1745-4445-9ADC-3312A5A6F38B},R,"Coe College",Stretch,,Top,,,,Fastball,,Single,,,,,,,76.923,0.358,3.154,1878.00,120.303,10:0,5',"-1' 7""","6' 11""",-38.627,7.591,-12.989,"2' 1""","0' 2""",68.962,-7.153,0.982,0.489,64.885,22.590,-4.288,,,,,"161' 10""",,,2.201,9.007,15.857,"1' 4""",50',"4' 11""",-4.687,-111.675,1.019,5.658,23.852,-32.686,"Coe College","Coe College",,,,,{46559032-EB4A-4003-A6D9-52BA219D8442},"0' 3""",2'
33,2019/02/05,15:01:06,0,0,"TJ Deardorff",{4F3782F9-C68D-40EF-9A5A-E4A0376B5031},R,"Coe College","Colton Knox",{49B61A5C-1745-4445-9ADC-3312A5A6F38B},L,"Coe College","Wind Up",,Top,,,,Fastball,,"Foul Ball",,,,,,,81.134,1.394,-1.644,1827.00,268.369,3:0,"4' 7""","1' 10""","6' 6""",-41.467,0.159,5.587,"2' 5""","0' 9""",73.324,-6.475,-0.560,0.464,,,,,,,,,,,,-0.141,10.423,"-1' 6""",50',"4' 6""",1.380,-118.623,2.712,2.034,26.936,-35.639,"Coe College","Coe College",,,,,{5F5FDF23-9998-4B53-A0D8-8D68EECAC0CA},"0' 9""","2' 5"""
34,2019/02/05,15:01:20,0,0,"TJ Deardorff",{4F3782F9-C68D-40EF-9A5A-E4A0376B5031},R,"Coe College","Colton Knox",{49B61A5C-1745-4445-9ADC-3312A5A6F38B},L,"Coe College","Wind Up",,Top,,,,Curveball,,Ball,,,,,,,72.621,1.988,-1.900,1442.00,334.496,5:15,"4' 8""","2' 4""","6' 4""",-61.833,-8.866,4.230,"1' 4""",1',65.266,-9.676,-1.250,0.524,,,,,,,,,,,,0.283,10.306,-2',50',"4' 9""",1.677,-105.578,2.464,2.834,19.941,-40.129,"Coe College","Coe College",,,,,{F3A4B297-801A-4A5C-A8A4-DCA4A6FE1753},"0' 11""","1' 4"""
35,2019/02/05,15:01:35,0,0,"TJ Deardorff",{4F3782F9-C68D-40EF-9A5A-E4A0376B5031},R,"Coe College","Colton Knox",{49B61A5C-1745-4445-9ADC-3312A5A6F38B},L,"Coe College","Wind Up",,Top,,,,Fastball,,Single,,,,,,,82.365,2.001,-6.808,,275.668,3:15,"4' 8""","2' 4""","7' 1""",-45.919,-5.380,54.209,"2' 8""","0' 8""",73.668,-6.679,3.415,0.458,77.328,28.620,-15.513,,,,,"258' 4""",,,3.603,-27.058,10.386,"-1' 6""",50',"4' 9""",8.875,-118.848,2.773,-29.553,25.015,-35.516,"Coe College","Coe College",,,,,{A05B77C6-1D15-469A-9991-EA5457CF45B9},"0' 5""","2' 8"""
36,2019/02/05,15:02:16,0,0,"TJ Deardorff",{4F3782F9-C68D-40EF-9A5A-E4A0376B5031},R,"Coe College","Dvante Glenn",{2931A5E4-AF8B-41F2-B2DD-179D1E7E7993},R,"Coe College","Wind Up",,Top,,,,Slider,,Ball,,,,,,,72.339,2.359,-0.351,,27.182,7:0,"4' 3""","2' 1""","7' 4""",-60.549,-9.612,-4.936,"1' 4""","1' 4""",65.235,-9.293,-1.172,0.514,,,,,,,,,,,,0.879,5.269,"-2' 1""",50',"4' 3""",0.890,-105.593,4.210,2.422,21.077,-44.084,"Coe College","Coe College",,,,,{A9940B76-0939-4C47-8108-A5B547840254},"-1' 5""","1' 2"""
37,2019/02/05,15:02:30,0,0,"TJ Deardorff",{4F3782F9-C68D-40EF-9A5A-E4A0376B5031},R,"Coe College","Dvante Glenn",{2931A5E4-AF8B-41F2-B2DD-179D1E7E7993},R,"Coe College","Wind Up",,Top,,,,Slider,,"Called Strike",,,,,,,72.833,3.754,-1.028,1123.00,165.545,11:30,"4' 1""",2',"7' 2""",-46.832,4.001,-1.031,"3' 7""",1',65.062,-5.300,-1.507,0.513,,,,,,,,,,,,-0.688,9.575,"-1' 11""",50',"4' 3""",1.662,-105.639,6.643,1.561,19.329,-34.944,"Coe College","Coe College",,,,,{70FF7E77-764A-47AF-81DC-12FC8DA31442},-1',"3' 6"""
38,2019/02/05,15:02:47,0,0,"TJ Deardorff",{4F3782F9-C68D-40EF-9A5A-E4A0376B5031},R,"Coe College","Dvante Glenn",{2931A5E4-AF8B-41F2-B2DD-179D1E7E7993},R,"Coe College","Wind Up",,Top,,,,Fastball,,Ball,,,,,,,83.487,-0.255,-1.928,2071.00,272.011,3:0,"4' 7""","1' 5""","8' 2""",-37.348,-0.371,10.571,"1' 3""","0' 7""",75.705,-7.509,0.270,0.438,,,,,,,,,,,,-18.215,17.049,"-1' 6""",50',"4' 8""",6.142,-121.486,-1.634,-20.517,26.976,-30.898,"Coe College","Coe College",,,,,{5626C103-93AF-44B7-9CF1-28619A7CAA2C},"0' 8""","1' 3"""
