No,Date,Time,"PA of Inning","Pitch of PA",Pitcher,"Pitcher ID","Pitcher Handedness","Pitcher Team",Batter,"Batter ID","Batter Handedness","Batter Team","Pitch Set",Col15,Top/Bottom,Col17,Col18,Col19,"Pitch Type",Col21,"Pitch Call",Col23,Col24,Col25,Col26,Col27,Col28,"Pitch Speed [m/s]","Pitch Launch (V) [°]","Pitch Launch (H) [°]","Pitch Spin [rpm]","Pitch Spin Axis [°]","Pitch Spin Tilt","Pitch Release Height [m]","Pitch Release Side [m]","Pitch Extension [m]","Pitch Break (V) [m]","Pitch Break Ind (V) [m]","Pitch Break (H) [m]","Pitch Strike Zone - Height [m]","Pitch Strike Zone - Offset [m]","Pitch Zone Speed [m/s]","Pitch Approach (V) [°]","Pitch Approach (H) [°]","Pitch Time [s]","Hit Ball Speed [m/s]","Hit Ball Launch (V) [°]","Hit Ball Launch (H) [°]",Col50,Col51,Col52,Col53,"Hit Carry Distance [m]",Col55,Col56,"Hit Ball Flight Time [s]","pfxx [m]","pfxz [m]","x0 [m]","y0 [m]","z0 [m]","vx0 [m/s]","vy0 [m/s]","vz0 [m/s]","ax [m/s²]","ay [m/s²]","az [m/s²]","Home Team","Away Team",Col71,Col72,Col73,Col74,GUID,"px [m]","pz [m]"
1,2019/01/21,12:27:13,0,0,"AJ Reuter",{D215ACB7-67D3-4E8C-9C29-B5569CDADE0C},L,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College","Wind Up",,Top,,,,Fastball,,Ball,,,,,,,35.148,0.128,6.110,1880.00,111.685,9:45,1.660,-0.754,2.113,-0.841,0.274,-0.690,0.855,0.258,31.691,-6.281,1.094,0.477,,,,,,,,,,,,0.659,0.602,0.635,15.240,1.676,-3.445,-34.674,-0.318,6.443,6.491,-7.037,"Coe College","Coe College",,,,,{FCACED64-92AF-48F8-9B1F-5A286B61ED64},-0.259,0.845
2,2019/01/21,12:27:57,0,0,"AJ Reuter",{D215ACB7-67D3-4E8C-9C29-B5569CDADE0C},L,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College","Wind Up",,Top,,,,Fastball,,Ball,,,,,,,35.120,-0.143,4.384,1995.00,144.212,10:45,1.631,-0.630,2.130,-0.740,0.380,-0.274,0.852,0.313,31.552,-5.818,2.450,0.478,,,,,,,,,,,,0.391,0.496,0.552,15.240,1.614,-2.578,-34.683,0.027,2.957,6.807,-8.430,"Coe College","Coe College",,,,,{87B5CA2C-D7E3-45A4-AC82-8B0675C86811},-0.301,0.796
3,2019/01/21,12:28:20,0,0,"AJ Reuter",{D215ACB7-67D3-4E8C-9C29-B5569CDADE0C},L,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College","Wind Up",,Top,,,,Fastball,,"Called Strike",,,,,,,35.436,0.137,2.523,1865.00,147.035,11:0,1.642,-0.615,2.047,-0.785,0.317,-0.206,0.895,-0.118,31.938,-5.820,1.013,0.474,,,,,,,,,,,,0.261,0.523,0.579,15.240,1.637,-1.554,-35.131,-0.052,2.339,6.906,-7.804,"Coe College","Coe College",,,,,{F686EA0D-BD67-415F-80F7-D4559E4ACE17},0.123,0.867
4,2019/01/21,12:28:35,0,0,"AJ Reuter",{D215ACB7-67D3-4E8C-9C29-B5569CDADE0C},L,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College","Wind Up",,Top,,,,Fastball,,"Called Strike",,,,,,,35.121,0.033,1.806,1891.00,173.734,11:45,1.639,-0.593,2.051,-0.567,0.548,-0.060,1.081,-0.150,31.672,-4.361,1.236,0.477,,,,,,,,,,,,0.275,0.527,0.582,15.240,1.626,-1.487,-34.980,0.239,2.654,7.081,-7.372,"Coe College","Coe College",,,,,{BE4AB8BC-3481-4822-B88A-43A2683863F8},0.184,1.018
5,2019/01/21,12:28:52,0,0,"AJ Reuter",{D215ACB7-67D3-4E8C-9C29-B5569CDADE0C},L,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College","Wind Up",,Top,,,,Fastball,,Ball,,,,,,,35.313,0.819,1.109,1887.00,171.560,11:45,1.603,-0.609,1.900,-0.789,0.342,-0.051,1.044,-0.348,31.739,-5.128,0.760,0.480,,,,,,,,,,,,0.231,0.431,0.603,15.240,1.603,-1.052,-35.012,0.528,2.559,7.036,-8.633,"Coe College","Coe College",,,,,{7086AFD1-30B4-4E4C-B5C7-A3C5BF62ACC5},0.388,1.002
6,2019/01/21,12:29:09,0,0,"AJ Reuter",{D215ACB7-67D3-4E8C-9C29-B5569CDADE0C},L,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College","Wind Up",,Top,,,,Fastball,,"Called Strike",,,,,,,35.742,-0.068,3.655,1979.00,156.311,11:15,1.631,-0.698,1.927,-0.290,0.823,-0.361,1.322,-0.032,31.891,-2.401,1.041,0.476,,,,,,,,,,,,0.524,0.556,0.622,15.240,1.608,-2.477,-35.307,0.485,5.765,7.458,-6.248,"Coe College","Coe College",,,,,{E1D697B1-2C60-43DE-B03C-94882B5EE107},0.090,1.225
7,2019/01/21,12:29:42,0,0,"AJ Reuter",{D215ACB7-67D3-4E8C-9C29-B5569CDADE0C},L,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College","Wind Up",,Top,,,,Fastball,,"Called Strike",,,,,,,35.348,1.344,5.297,1822.00,99.935,9:15,1.565,-0.709,1.953,-0.998,0.127,-0.728,0.945,0.052,31.798,-6.134,0.019,0.479,,,,,,,,,,,,0.623,0.361,0.599,15.240,1.576,-2.954,-34.930,0.649,6.684,6.888,-9.748,"Coe College","Coe College",,,,,{28D4B00E-6E9D-447E-ABBE-A6FDFACBA2AA},-0.054,0.918
8,2019/01/21,12:29:57,0,0,"AJ Reuter",{D215ACB7-67D3-4E8C-9C29-B5569CDADE0C},L,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College","Wind Up",,Top,,,,Fastball,,Ball,,,,,,,36.193,0.757,2.891,1884.00,163.135,11:30,1.580,-0.669,1.774,-0.419,0.717,-0.217,1.376,-0.066,31.832,-2.498,1.366,0.481,,,,,,,,,,,,0.344,0.486,0.609,15.240,1.566,-1.898,-35.219,0.901,3.339,7.396,-6.908,"Coe College","Coe College",,,,,{7F99F9D8-6284-4681-8F62-BAFE4C875E16},0.099,1.300
9,2019/01/21,12:30:20,0,0,"AJ Reuter",{D215ACB7-67D3-4E8C-9C29-B5569CDADE0C},L,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College","Wind Up",,Top,,,,Curveball,,Ball,,,,,,,32.802,0.961,4.692,,109.383,9:45,1.579,-0.993,1.922,-1.158,0.147,-0.419,0.692,-0.092,29.582,-7.699,1.680,0.516,,,,,,,,,,,,0.360,0.405,0.869,15.240,1.581,-2.266,-32.513,0.452,2.363,5.650,-10.295,"Coe College","Coe College",,,,,{63EFC504-6C1A-4CB1-A757-26BF00315AD5},0.063,0.650
10,2019/01/21,12:30:37,0,0,"AJ Reuter",{D215ACB7-67D3-4E8C-9C29-B5569CDADE0C},L,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College","Wind Up",,Top,,,,Slider,,"Called Strike",,,,,,,33.109,4.184,2.447,2011.00,264.328,2:45,1.356,-0.693,1.784,-1.289,0.010,0.102,1.254,0.102,29.742,-5.378,3.162,0.515,,,,,,,,,,,,0.104,0.217,0.643,15.240,1.447,-1.460,-32.762,2.051,-0.521,5.685,-10.814,"Coe College","Coe College",,,,,{1BBFCFC8-3D23-443D-B16D-96FAB3855590},-0.096,1.223
