No,Date,Time,"PA of Inning","Pitch of PA",Pitcher,"Pitcher ID","Pitcher Handedness","Pitcher Team",Batter,"Batter ID","Batter Handedness","Batter Team","Pitch Set",Col15,Top/Bottom,Col17,Col18,Col19,"Pitch Type",Col21,"Pitch Call",Col23,Col24,Col25,Col26,Col27,Col28,"Pitch Speed [m/s]","Pitch Launch (V) [°]","Pitch Launch (H) [°]","Pitch Spin [rpm]","Pitch Spin Axis [°]","Pitch Spin Tilt","Pitch Release Height [m]","Pitch Release Side [m]","Pitch Extension [m]","Pitch Break (V) [m]","Pitch Break Ind (V) [m]","Pitch Break (H) [m]","Pitch Strike Zone - Height [m]","Pitch Strike Zone - Offset [m]","Pitch Zone Speed [m/s]","Pitch Approach (V) [°]","Pitch Approach (H) [°]","Pitch Time [s]","Hit Ball Speed [m/s]","Hit Ball Launch (V) [°]","Hit Ball Launch (H) [°]",Col50,Col51,Col52,Col53,"Hit Carry Distance [m]",Col55,Col56,"Hit Ball Flight Time [s]","pfxx [m]","pfxz [m]","x0 [m]","y0 [m]","z0 [m]","vx0 [m/s]","vy0 [m/s]","vz0 [m/s]","ax [m/s²]","ay [m/s²]","az [m/s²]","Home Team","Away Team",Col71,Col72,Col73,Col74,GUID,"px [m]","pz [m]"
1,2019/01/26,10:27:18,0,0,"Andrew Schmit",{5F81FE85-D184-4B83-A765-47FC128B4376},R,"Coe College","Matt Mittlemark",{F1CA4E41-9289-433F-B1A9-C61AA504C0DA},R,"Coe College",,,Top,,,,,,,,,,,,,38.296,2.640,-1.256,1767.00,259.767,2:45,1.281,0.641,2.145,-0.907,0.022,0.124,1.106,0.417,34.616,-4.213,-0.295,0.435,,,,,,,,,,,,-0.269,0.134,-0.645,15.240,1.318,1.208,-38.013,1.712,-3.728,8.110,-11.527,"Coe College","Coe College",,,,,{68E90068-44CF-470C-816A-2778E8C5E69B},-0.462,1.067
2,2019/01/26,10:27:35,0,0,"Andrew Schmit",{5F81FE85-D184-4B83-A765-47FC128B4376},R,"Coe College","Matt Mittlemark",{F1CA4E41-9289-433F-B1A9-C61AA504C0DA},R,"Coe College",,,Top,,,,,,,,,,,,,38.681,3.419,-0.215,1802.00,241.566,2:0,1.251,0.599,2.108,-0.901,0.019,0.035,1.299,0.574,34.842,-3.367,0.254,0.433,,,,,,,,,,,,-0.245,0.088,-0.629,15.240,1.307,0.799,-38.301,2.198,-3.981,8.485,-11.615,"Coe College","Coe College",,,,,{343B27B6-A92E-4301-BAF4-0BF487704D3D},-0.629,1.252
3,2019/01/26,10:27:50,0,0,"Andrew Schmit",{5F81FE85-D184-4B83-A765-47FC128B4376},R,"Coe College","Matt Mittlemark",{F1CA4E41-9289-433F-B1A9-C61AA504C0DA},R,"Coe College",,,Top,,,,,,,,,,,,,38.060,3.524,-0.634,1796.00,84.557,8:45,1.219,0.507,2.077,-0.951,-0.002,-0.023,1.249,0.308,34.354,-3.634,-0.574,0.440,,,,,,,,,,,,-0.141,0.053,-0.523,15.240,1.277,0.808,-37.807,2.308,-1.630,8.313,-12.273,"Coe College","Coe College",,,,,{D0DD21D0-EAC1-41BF-92ED-D3CBB3CAE057},-0.329,1.200
4,2019/01/26,10:28:12,0,0,"Andrew Schmit",{5F81FE85-D184-4B83-A765-47FC128B4376},R,"Coe College","Matt Mittlemark",{F1CA4E41-9289-433F-B1A9-C61AA504C0DA},R,"Coe College",,,Top,,,,,,,,,,,,,38.168,2.439,-1.002,1610.00,185.924,12:15,1.394,0.542,1.925,-0.078,0.901,0.094,2.002,0.355,33.995,1.694,-0.324,0.447,,,,,,,,,,,,-0.152,0.569,-0.530,15.240,1.445,0.783,-37.701,1.748,-1.894,8.213,-2.254,"Coe College","Coe College",,,,,{BD124D6A-C3C4-47E6-8466-C65BEBE5331D},-0.368,1.971
5,2019/01/26,10:29:26,0,0,"Andrew Schmit",{5F81FE85-D184-4B83-A765-47FC128B4376},R,"Coe College","Matt Mittlemark",{F1CA4E41-9289-433F-B1A9-C61AA504C0DA},R,"Coe College",,,Top,,,,,,,,,,,,,33.529,2.902,1.138,1383.00,180.445,12:0,1.316,0.644,2.104,-0.794,0.447,0.003,1.329,0.964,29.783,-3.203,1.206,0.503,,,,,,,,,,,,-0.138,0.386,-0.687,15.240,1.362,-0.172,-33.176,1.746,-2.510,6.983,-8.440,"Coe College","Coe College",,,,,{FF5E1182-27F5-4ABB-AE03-3C7D69ED8F8F},-1.040,1.260
6,2019/01/26,10:29:51,0,0,"Andrew Schmit",{5F81FE85-D184-4B83-A765-47FC128B4376},R,"Coe College","Matt Mittlemark",{F1CA4E41-9289-433F-B1A9-C61AA504C0DA},R,"Coe College",,,Top,,,,,,,,,,,,,33.897,3.706,-1.659,1347.00,313.815,4:30,1.227,0.572,2.086,-1.251,-0.037,0.039,1.008,0.150,30.245,-5.713,-1.087,0.497,,,,,,,,,,,,-0.178,0.132,-0.552,15.240,1.291,1.131,-33.546,2.046,-1.246,7.018,-12.039,"Coe College","Coe College",,,,,{B16E425C-0406-425D-9376-CB32AF3B6DBE},-0.163,0.957
7,2019/01/26,10:30:15,0,0,"Andrew Schmit",{5F81FE85-D184-4B83-A765-47FC128B4376},R,"Coe College","Matt Mittlemark",{F1CA4E41-9289-433F-B1A9-C61AA504C0DA},R,"Coe College",,,Top,,,,,,,,,,,,,38.667,0.968,-1.726,1741.00,130.163,10:15,1.388,0.499,1.957,-0.720,0.214,-0.254,0.939,-0.239,34.993,-4.474,-3.470,0.436,,,,,,,,,,,,-0.226,0.364,-0.492,15.240,1.400,1.941,-38.349,0.502,-1.575,8.442,-8.491,"Coe College","Coe College",,,,,{A563813C-CFF8-4292-A2A2-F0EFE6A79D8B},0.160,0.919
8,2019/01/26,10:30:28,0,0,"Andrew Schmit",{5F81FE85-D184-4B83-A765-47FC128B4376},R,"Coe College","Matt Mittlemark",{F1CA4E41-9289-433F-B1A9-C61AA504C0DA},R,"Coe College",,,Top,,,,,,,,,,,,,38.775,3.258,-0.351,1612.00,88.150,9:0,1.234,0.505,2.101,-0.914,-0.004,-0.109,1.226,0.298,35.068,-3.645,-0.927,0.431,,,,,,,,,,,,-0.109,0.073,-0.536,15.240,1.287,0.751,-38.515,2.138,-1.087,8.475,-12.020,"Coe College","Coe College",,,,,{73F8968A-0FBE-4838-A35B-23BD2B5EB5C3},-0.323,1.182
9,2019/01/26,10:30:43,0,0,"Andrew Schmit",{5F81FE85-D184-4B83-A765-47FC128B4376},R,"Coe College","Matt Mittlemark",{F1CA4E41-9289-433F-B1A9-C61AA504C0DA},R,"Coe College",,,Top,,,,,,,,,,,,,38.947,1.359,-2.606,1321.00,197.509,12:30,1.348,0.570,1.967,-0.760,0.162,0.051,0.969,-0.108,35.204,-4.338,-2.196,0.433,,,,,,,,,,,,-0.328,0.269,-0.519,15.240,1.369,2.100,-38.591,0.858,-3.612,8.646,-9.879,"Coe College","Coe College",,,,,{077EBF7F-66FC-4992-A56A-AC5F065C8980},0.032,0.926
10,2019/01/26,10:30:57,0,0,"Andrew Schmit",{5F81FE85-D184-4B83-A765-47FC128B4376},R,"Coe College","Matt Mittlemark",{F1CA4E41-9289-433F-B1A9-C61AA504C0DA},R,"Coe College","Wind Up",,Top,,,,Slider,,"Called Strike",,,,,,,33.720,1.902,-2.035,1085.00,103.368,9:30,1.352,0.464,1.721,-1.137,0.153,-0.646,0.756,-0.760,30.093,-6.639,-6.378,0.513,,,,,,,,,,,,0.066,0.417,-0.410,15.240,1.384,1.617,-33.301,0.794,3.533,7.061,-9.277,"Coe College","Coe College",,,,,{7C7BFAD9-F79C-4040-A087-DD4D529DD156},0.717,0.757
