No,Date,Time,"PA of Inning","Pitch of PA",Pitcher,"Pitcher ID","Pitcher Handedness","Pitcher Team",Batter,"Batter ID","Batter Handedness","Batter Team","Pitch Set",Col15,Top/Bottom,Col17,Col18,Col19,"Pitch Type",Col21,"Pitch Call",Col23,Col24,Col25,Col26,Col27,Col28,"Pitch Speed [m/s]","Pitch Launch (V) [°]","Pitch Launch (H) [°]","Pitch Spin [rpm]","Pitch Spin Axis [°]","Pitch Spin Tilt","Pitch Release Height [m]","Pitch Release Side [m]","Pitch Extension [m]","Pitch Break (V) [m]","Pitch Break Ind (V) [m]","Pitch Break (H) [m]","Pitch Strike Zone - Height [m]","Pitch Strike Zone - Offset [m]","Pitch Zone Speed [m/s]","Pitch Approach (V) [°]","Pitch Approach (H) [°]","Pitch Time [s]","Hit Ball Speed [m/s]","Hit Ball Launch (V) [°]","Hit Ball Launch (H) [°]",Col50,Col51,Col52,Col53,"Hit Carry Distance [m]",Col55,Col56,"Hit Ball Flight Time [s]","pfxx [m]","pfxz [m]","x0 [m]","y0 [m]","z0 [m]","vx0 [m/s]","vy0 [m/s]","vz0 [m/s]","ax [m/s²]","ay [m/s²]","az [m/s²]","Home Team","Away Team",Col71,Col72,Col73,Col74,GUID,"px [m]","pz [m]"
1,2019/02/16,10:41:38,0,0,"Matt Mittlemark",{F1CA4E41-9289-433F-B1A9-C61AA504C0DA},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,"Called Strike",,,,,,,36.163,0.068,-1.517,1939.00,157.067,11:15,1.571,0.417,1.712,-0.721,0.398,-0.168,0.869,-0.183,32.331,-5.281,-2.838,0.478,,,,,,,,,,,,-0.022,0.465,-0.378,15.240,1.554,1.004,-35.438,0.087,1.237,6.120,-8.416,"Coe College","Coe College",,,,,{00ED91E3-322E-4DF8-9F97-04C023C85C51},0.169,0.811
2,2019/02/16,10:41:50,0,0,"Matt Mittlemark",{F1CA4E41-9289-433F-B1A9-C61AA504C0DA},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,"Called Strike",,,,,,,33.348,3.903,0.225,,122.990,10:0,1.370,0.736,1.821,-1.074,0.211,-0.325,1.401,0.476,29.778,-4.211,-1.836,0.512,,,,,,,,,,,,0.049,0.246,-0.750,15.240,1.455,0.240,-32.892,2.120,1.180,5.251,-10.171,"Coe College","Coe College",,,,,{2E35028A-A78F-43E3-94AB-15AD54B94DDC},-0.511,1.343
3,2019/02/16,10:42:03,0,0,"Matt Mittlemark",{F1CA4E41-9289-433F-B1A9-C61AA504C0DA},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College","Wind Up",,Top,,,,Curveball,,"Called Strike",,,,,,,32.763,2.281,-0.083,,92.728,9:0,1.454,0.520,1.698,-1.315,0.033,-0.686,0.789,-0.190,29.451,-7.465,-4.909,0.524,,,,,,,,,,,,0.224,0.233,-0.517,15.240,1.495,0.441,-32.434,1.173,4.236,5.633,-11.970,"Coe College","Coe College",,,,,{60D86B68-4B7C-4732-94CC-721C6956B2AC},0.164,0.714
4,2019/02/16,10:42:19,0,0,"Matt Mittlemark",{F1CA4E41-9289-433F-B1A9-C61AA504C0DA},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,"Called Strike",,,,,,,36.181,2.591,-1.355,1979.00,239.829,2:0,1.417,0.713,1.796,-0.899,0.184,0.316,1.251,0.646,32.613,-4.151,0.806,0.470,,,,,,,,,,,,-0.149,0.270,-0.675,15.240,1.477,0.523,-35.720,1.450,-2.041,5.840,-9.801,"Coe College","Coe College",,,,,{1317591B-25A9-48F5-B2F4-08BB723D5E19},-0.638,1.203
5,2019/02/16,10:42:45,0,0,"Matt Mittlemark",{F1CA4E41-9289-433F-B1A9-C61AA504C0DA},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College","Wind Up",,Top,,,,Changeup,,"Called Strike",,,,,,,33.265,2.425,-1.242,1399.00,183.422,12:0,1.445,0.587,1.840,-0.964,0.314,0.019,1.166,0.255,29.870,-4.808,-1.259,0.510,,,,,,,,,,,,-0.067,0.414,-0.556,15.240,1.494,0.648,-32.931,1.230,-0.112,5.528,-8.765,"Coe College","Coe College",,,,,{C69F4AB4-55DD-4527-AFCE-BB50FA8F4B96},-0.267,1.119
6,2019/02/16,10:43:00,0,0,"Matt Mittlemark",{F1CA4E41-9289-433F-B1A9-C61AA504C0DA},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,"Called Strike",,,,,,,36.424,0.848,-4.426,1894.00,223.524,1:30,1.538,0.681,1.659,-0.785,0.323,0.307,0.995,-0.278,32.601,-4.982,-2.262,0.475,,,,,,,,,,,,-0.404,0.433,-0.546,15.240,1.543,2.629,-35.676,0.412,-3.500,6.042,-8.356,"Coe College","Coe College",,,,,{3D1F845F-ADB7-4094-B82A-A054676A2D77},0.258,0.955
7,2019/02/16,10:43:15,0,0,"Matt Mittlemark",{F1CA4E41-9289-433F-B1A9-C61AA504C0DA},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College","Wind Up",,Top,,,,Curveball,,"Called Strike",,,,,,,33.049,2.657,-2.096,2326.00,201.045,12:45,1.477,0.849,1.669,-1.102,0.204,0.079,1.133,0.330,29.859,-5.508,-1.591,0.516,,,,,,,,,,,,-0.119,0.325,-0.789,15.240,1.540,1.073,-32.819,1.339,-0.311,5.115,-10.075,"Coe College","Coe College",,,,,{AE609922-9202-4C8C-BE8C-7CB6C1E57DF9},-0.324,1.074
8,2019/02/16,10:43:27,0,0,"Matt Mittlemark",{F1CA4E41-9289-433F-B1A9-C61AA504C0DA},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,"Called Strike",,,,,,,36.031,0.661,-3.397,1259.00,223.022,1:30,1.528,0.626,1.662,-0.925,0.200,0.187,0.792,-0.157,32.366,-6.171,-2.102,0.479,,,,,,,,,,,,-0.269,0.384,-0.531,15.240,1.530,1.991,-35.342,0.286,-1.875,5.814,-9.672,"Coe College","Coe College",,,,,{A26DFDFF-AB4D-4DD5-9DC6-F18347329A30},0.153,0.754
9,2019/02/16,10:43:42,0,0,"Matt Mittlemark",{F1CA4E41-9289-433F-B1A9-C61AA504C0DA},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,"Called Strike",,,,,,,33.208,1.640,-2.558,1418.00,334.448,5:15,1.412,0.692,1.877,-1.475,-0.202,0.097,0.399,0.068,30.096,-9.239,-1.507,0.509,,,,,,,,,,,,-0.386,0.248,-0.655,15.240,1.419,1.924,-32.888,0.669,-3.427,5.365,-12.377,"Coe College","Coe College",,,,,{E95D5661-5611-4A62-98A0-2F0E1D62C937},-0.131,0.392
10,2019/02/16,10:44:02,0,0,"Matt Mittlemark",{F1CA4E41-9289-433F-B1A9-C61AA504C0DA},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College","Wind Up",,Top,,,,"Four Seam Fastball",,"Called Strike",,,,,,,36.492,0.703,-2.557,1999.00,192.204,12:30,1.527,0.617,1.728,-0.734,0.357,0.077,0.993,-0.033,32.707,-4.777,-2.142,0.472,,,,,,,,,,,,-0.176,0.405,-0.549,15.240,1.523,1.534,-35.820,0.496,-0.896,6.115,-8.701,"Coe College","Coe College",,,,,{5A66DB26-3F40-45FF-AD05-AF1929AEAE22},0.023,0.945
