No,Date,Time,"PA of Inning","Pitch of PA",Pitcher,"Pitcher ID","Pitcher Handedness","Pitcher Team",Batter,"Batter ID","Batter Handedness","Batter Team","Pitch Set",Col15,Top/Bottom,Col17,Col18,Col19,"Pitch Type",Col21,"Pitch Call",Col23,Col24,Col25,Col26,Col27,Notes,"Pitch Speed [m/s]","Pitch Launch (V) [°]","Pitch Launch (H) [°]","Pitch Spin [rpm]","Pitch Spin Axis [°]","Pitch Spin Tilt","Pitch Release Height [m]","Pitch Release Side [m]","Pitch Extension [m]","Pitch Break (V) [m]","Pitch Break Ind (V) [m]","Pitch Break (H) [m]","Pitch Strike Zone - Height [m]","Pitch Strike Zone - Offset [m]","Pitch Zone Speed [m/s]","Pitch Approach (V) [°]","Pitch Approach (H) [°]","Pitch Time [s]","Hit Ball Speed [m/s]","Hit Ball Launch (V) [°]","Hit Ball Launch (H) [°]","Hit Spin [rpm]",Col51,Col52,Col53,"Hit Carry Distance [m]",Col55,Col56,"Hit Ball Flight Time [s]","pfxx [m]","pfxz [m]","x0 [m]","y0 [m]","z0 [m]","vx0 [m/s]","vy0 [m/s]","vz0 [m/s]","ax [m/s²]","ay [m/s²]","az [m/s²]","Home Team","Away Team",Col71,Col72,Col73,Col74,GUID,"px [m]","pz [m]",Supervisor
1,2020/01/21,16:03:03,0,0,"Jacob Jones",{A3E6529F-172E-487A-8F62-F184E7478F5A},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Two Seam Fastball",,,,,,,,,38.684,-3.493,-1.071,2094.00,213.083,1:0,1.794,-0.496,2.020,-0.667,0.246,0.200,0.151,-0.396,35.448,-8.455,0.431,0.434,,,,,,,,,,,,-0.119,0.169,-0.475,15.240,1.718,0.652,-38.355,-2.559,-2.271,8.163,-6.576,"Coe College","Coe College",,,,,{6C84B266-942F-4BD3-91C5-DBFFA7F82B1B},-0.396,0.151
2,2020/01/21,16:03:16,0,0,"Jacob Jones",{A3E6529F-172E-487A-8F62-F184E7478F5A},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coe College","Coe College",,,,,{E6967C8E-143C-4697-90FE-5EBC71BA036B},,
3,2020/01/21,16:03:32,0,0,"Jacob Jones",{A3E6529F-172E-487A-8F62-F184E7478F5A},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Two Seam Fastball",,,,,,,,,38.718,-2.388,-1.337,1866.00,192.675,12:30,1.792,-0.430,1.983,-0.403,0.511,0.096,0.721,-0.152,35.213,-5.400,-0.616,0.435,,,,,,,,,,,,-0.063,0.308,-0.402,15.240,1.739,0.864,-38.411,-1.737,-1.208,8.324,-3.912,"Coe College","Coe College",,,,,{B4B78237-3B36-4DD3-BFEA-0676EF993EF9},-0.152,0.721
4,2020/01/21,16:03:50,0,0,"Jacob Jones",{A3E6529F-172E-487A-8F62-F184E7478F5A},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Two Seam Fastball",,,,,,,,,38.486,0.657,-0.508,1910.00,202.180,12:45,1.652,-0.537,2.070,-0.663,0.249,0.086,1.171,-0.482,34.836,-4.360,0.147,0.435,,,,,,,,,,,,-0.052,0.144,-0.527,15.240,1.662,0.312,-38.228,0.232,-0.988,8.607,-7.097,"Coe College","Coe College",,,,,{D1F71417-0397-4488-9E02-1E273D565386},-0.482,1.171
5,2020/01/21,16:04:07,0,0,"Jacob Jones",{A3E6529F-172E-487A-8F62-F184E7478F5A},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Two Seam Fastball",,,,,,,,,38.514,-3.913,-1.107,1896.00,197.708,12:30,1.842,-0.485,2.077,-0.401,0.514,0.172,0.351,-0.349,35.072,-6.922,0.192,0.435,,,,,,,,,,,,-0.104,0.324,-0.464,15.240,1.763,0.684,-38.174,-2.736,-1.973,8.275,-3.674,"Coe College","Coe College",,,,,{9C9F8E3D-9353-470C-B58C-6FF0A6433CA0},-0.349,0.351
6,2020/01/21,16:04:33,0,0,"Jacob Jones",{A3E6529F-172E-487A-8F62-F184E7478F5A},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Two Seam Fastball",,,,,,,,,38.706,-1.577,-0.925,1914.00,202.188,12:45,1.710,-0.548,2.118,-0.640,0.258,0.103,0.633,-0.394,35.241,-6.405,-0.143,0.431,,,,,,,,,,,,-0.065,0.165,-0.531,15.240,1.677,0.590,-38.448,-1.252,-1.246,8.499,-6.647,"Coe College","Coe College",,,,,{658754C6-2DA7-484E-8A22-1D9114E89634},-0.394,0.633
7,2020/01/21,16:05:03,0,0,"Jacob Jones",{A3E6529F-172E-487A-8F62-F184E7478F5A},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Two Seam Fastball",,,,,,,,,38.681,-2.235,-1.097,1056.00,212.961,1:0,1.741,-0.428,1.998,-0.669,0.244,0.178,0.447,-0.300,35.199,-7.244,0.247,0.435,,,,,,,,,,,,-0.107,0.161,-0.406,15.240,1.691,0.676,-38.377,-1.719,-2.046,8.563,-6.730,"Coe College","Coe College",,,,,{1BF1DA99-1602-4F67-9A72-23AE0687BDFA},-0.300,0.447
8,2020/01/21,16:05:35,0,0,"Jacob Jones",{A3E6529F-172E-487A-8F62-F184E7478F5A},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Two Seam Fastball",,,,,,,,,38.385,-0.039,-0.499,2083.00,212.235,1:0,1.865,-0.379,1.968,-0.783,0.147,0.089,1.071,-0.328,34.853,-5.910,0.172,0.439,,,,,,,,,,,,-0.053,0.090,-0.368,15.240,1.860,0.302,-38.111,-0.287,-0.998,8.462,-8.113,"Coe College","Coe College",,,,,{CD25EB2A-3C4E-4C4A-A89F-07D75649FCF0},-0.328,1.071
9,2020/01/21,16:05:57,0,0,"Jacob Jones",{A3E6529F-172E-487A-8F62-F184E7478F5A},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Two Seam Fastball",,,,,,,,,38.646,1.819,0.627,1811.00,218.039,1:15,1.868,-0.504,1.917,-0.823,0.101,0.071,1.557,-0.751,34.868,-4.355,1.158,0.439,,,,,,,,,,,,-0.034,0.051,-0.519,15.240,1.904,-0.444,-38.331,0.932,-0.638,8.812,-8.835,"Coe College","Coe College",,,,,{2C2E7895-42A6-4027-8562-31A34BB4C3FE},-0.751,1.557
10,2020/01/21,16:06:18,0,0,"Jacob Jones",{A3E6529F-172E-487A-8F62-F184E7478F5A},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Two Seam Fastball",,,,,,,,,38.819,-2.735,-1.713,1896.00,214.568,1:15,1.824,-0.462,2.060,-0.552,0.349,0.254,0.510,-0.239,35.380,-6.874,0.204,0.432,,,,,,,,,,,,-0.155,0.223,-0.429,15.240,1.767,1.071,-38.510,-2.015,-2.974,8.413,-5.519,"Coe College","Coe College",,,,,{D6C4E411-91F4-46A8-BD5B-D9011F7E78AF},-0.239,0.510
