No,Date,Time,"PA of Inning","Pitch of PA",Pitcher,"Pitcher ID","Pitcher Handedness","Pitcher Team",Batter,"Batter ID","Batter Handedness","Batter Team","Pitch Set",Col15,Top/Bottom,Col17,Col18,Col19,"Pitch Type",Col21,"Pitch Call",Col23,Col24,Col25,Col26,Col27,Notes,"Pitch Speed [m/s]","Pitch Launch (V) [°]","Pitch Launch (H) [°]","Pitch Spin [rpm]","Pitch Spin Axis [°]","Pitch Spin Tilt","Pitch Release Height [m]","Pitch Release Side [m]","Pitch Extension [m]","Pitch Break (V) [m]","Pitch Break Ind (V) [m]","Pitch Break (H) [m]","Pitch Strike Zone - Height [m]","Pitch Strike Zone - Offset [m]","Pitch Zone Speed [m/s]","Pitch Approach (V) [°]","Pitch Approach (H) [°]","Pitch Time [s]","Hit Ball Speed [m/s]","Hit Ball Launch (V) [°]","Hit Ball Launch (H) [°]",Col50,Col51,Col52,Col53,"Hit Carry Distance [m]",Col55,Col56,"Hit Ball Flight Time [s]","pfxx [m]","pfxz [m]","x0 [m]","y0 [m]","z0 [m]","vx0 [m/s]","vy0 [m/s]","vz0 [m/s]","ax [m/s²]","ay [m/s²]","az [m/s²]","Home Team","Away Team",Col71,Col72,Col73,Col74,GUID,"px [m]","pz [m]",Supervisor
1,2019/10/30,15:07:46,0,0,"Jacob Jones",{AF2BE6E6-C56E-4318-96A5-B539F56884FC},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Four Seam Fastball",,,,,,,,,37.255,-0.824,0.382,1737.00,202.711,12:45,1.687,-0.384,1.819,-0.463,0.303,0.127,0.781,-0.047,33.756,-5.864,2.053,0.456,,,,,,,,,,,,-0.092,0.220,0.398,15.240,1.716,-0.490,-36.913,-1.017,-1.625,7.794,-5.927,"Coe College","Coe College",,,,,{375AF6BA-51FC-465F-8CC1-3C0636234639},0.049,0.767
2,2019/10/30,15:08:04,0,0,"Jacob Jones",{AF2BE6E6-C56E-4318-96A5-B539F56884FC},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Four Seam Fastball",,,,,,,,,37.755,0.022,1.485,1421.00,193.922,12:30,1.633,-0.352,1.849,-0.508,0.238,0.059,0.755,0.043,34.224,-6.547,1.528,0.449,,,,,,,,,,,,-0.043,0.173,0.292,15.240,1.654,-0.661,-37.393,-0.711,-0.776,8.148,-6.680,"Coe College","Coe College",,,,,{B2B74EFC-DD6D-4911-ADD3-386528D7B1A6},-0.049,0.784
3,2019/10/30,15:08:23,0,0,"Jacob Jones",{AF2BE6E6-C56E-4318-96A5-B539F56884FC},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Four Seam Fastball",,,,,,,,,37.441,-3.831,-0.609,2037.00,207.824,1:0,1.908,-0.375,1.828,-0.405,0.352,0.186,0.505,-0.230,34.076,-6.284,1.687,0.453,,,,,,,,,,,,-0.134,0.255,0.423,15.240,1.680,0.029,-37.147,-1.703,-2.407,7.814,-5.250,"Coe College","Coe College",,,,,{72E2702C-8533-4192-8547-6265C9B42825},0.226,0.513
4,2019/10/30,15:08:43,0,0,"Jacob Jones",{AF2BE6E6-C56E-4318-96A5-B539F56884FC},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Four Seam Fastball",,,,,,,,,37.653,-4.761,2.194,2069.00,178.648,12:0,1.951,-0.489,2.003,0.065,0.812,-0.019,0.569,0.011,34.126,-5.264,1.367,0.448,,,,,,,,,,,,0.014,0.592,0.414,15.240,1.722,-1.083,-37.298,-2.802,0.252,8.076,0.857,"Coe College","Coe College",,,,,{EA3B22D3-BA6D-4847-A385-EEA36D90C1E5},-0.015,0.631
5,2019/10/30,15:09:03,0,0,"Jacob Jones",{AF2BE6E6-C56E-4318-96A5-B539F56884FC},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Four Seam Fastball",,,,,,,,,37.261,-1.292,0.684,2062.00,237.581,2:0,1.729,-0.411,1.866,-0.605,0.159,0.250,0.505,0.092,33.865,-7.711,2.820,0.455,,,,,,,,,,,,-0.182,0.115,0.392,15.240,1.663,-0.511,-36.962,-1.089,-3.212,7.890,-7.770,"Coe College","Coe College",,,,,{092A1B5F-7F32-4850-86D0-64AB9E6C0074},-0.105,0.523
6,2019/10/30,15:09:27,0,0,"Jacob Jones",{AF2BE6E6-C56E-4318-96A5-B539F56884FC},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Four Seam Fastball",,,,,,,,,37.729,-1.421,1.150,2122.00,182.782,12:0,1.797,-0.489,1.810,-0.269,0.484,0.024,0.972,-0.117,34.053,-4.641,1.507,0.452,,,,,,,,,,,,-0.017,0.349,0.454,15.240,1.795,-0.737,-37.362,-1.271,-0.306,8.104,-3.506,"Coe College","Coe College",,,,,{EDA2AA43-CEC4-414F-9CF2-6126551D4EB6},0.122,0.966
7,2019/10/30,15:09:48,0,0,"Jacob Jones",{AF2BE6E6-C56E-4318-96A5-B539F56884FC},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Four Seam Fastball",,,,,,,,,38.183,-5.305,0.419,2080.00,182.066,12:0,2.012,-0.546,2.027,0.015,0.739,0.027,0.316,-0.476,34.750,-6.988,0.069,0.441,,,,,,,,,,,,-0.019,0.540,0.503,15.240,1.999,-0.007,-37.780,-4.171,-0.361,7.953,0.205,"Coe College","Coe College",,,,,{5F04F038-FED8-4CA1-AC93-FE9696BFC052},0.470,0.308
8,2019/10/30,15:10:07,0,0,"Jacob Jones",{AF2BE6E6-C56E-4318-96A5-B539F56884FC},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Two Seam Fastball",,,,,,,,,38.056,-1.852,3.971,2150.00,151.543,11:0,1.862,-0.581,1.956,-0.109,0.631,-0.342,0.633,0.205,34.353,-7.174,1.609,0.446,,,,,,,,,,,,0.249,0.460,0.469,15.240,1.759,-2.559,-37.621,-2.111,4.531,8.716,-1.449,"Coe College","Coe College",,,,,{67D9CEE1-0900-4B75-8498-C8279805E113},-0.201,0.763
9,2019/10/30,15:10:25,0,0,"Jacob Jones",{AF2BE6E6-C56E-4318-96A5-B539F56884FC},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Two Seam Fastball",,,,,,,,,37.878,-1.573,1.375,2027.00,219.299,1:15,1.677,-0.459,1.982,-0.457,0.277,0.227,0.144,0.076,34.566,-9.649,2.513,0.444,,,,,,,,,,,,-0.165,0.202,0.376,15.240,1.852,-0.496,-37.517,-2.883,-3.029,7.675,-6.109,"Coe College","Coe College",,,,,{0C943325-373E-4C32-B91E-848CFD664F81},-0.086,0.145
10,2019/10/30,15:10:49,0,0,"Jacob Jones",{AF2BE6E6-C56E-4318-96A5-B539F56884FC},R,"Coe College","Ryan Baranowski",{CCB698DA-817E-466D-AF5F-77FCC3E3F24F},R,"Coe College",,,Top,,,,"Two Seam Fastball",,,,,,,,,37.780,-1.977,-0.682,2052.00,284.081,3:30,1.785,-0.384,1.980,-0.850,-0.117,0.466,0.157,-0.203,34.596,-9.823,2.272,0.444,,,,,,,,,,,,-0.341,-0.086,0.307,15.240,1.848,1.027,-37.397,-1.860,-6.235,7.466,-11.374,"Coe College","Coe College",,,,,{11686C08-110D-48F3-A666-DF623571EF77},0.199,0.110
